curated_smiles,mammal (species unspecified)_unreported_LD50
Clc1ccc(-c2nsc(-c3ccc(Cl)cc3)n2)cc1,3.089488271224996
CCCCOC(=O)CCCCC(=O)OCc1ccccc1,1.1781385048869832
O=c1c2ccccc2[nH]c2nc3ccccc3n12,2.2253942119675107
CC(=O)ON(C(=O)OC(C)C)c1ccccc1,1.898094118959344
COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1OC,2.6700347659100494
CCC(=O)OC1(c2ccccc2)CC[N+](C)([O-])CC1,2.876443839316759
C=[N+](O)CCC(C)(C(=O)OCC)c1ccccc1,3.0974620845459286
CC(=O)O[Bi]=O,1.2772622513034362
CCCCc1c(C)[nH]c(N(C)C)nc1=O,1.7186947118687668
CC1=C(C(=O)Nc2ccccc2)SCCO1,1.8664867142483543
NC(CNC(=O)C(=O)O)C(=O)O,2.2275440951208294
O=c1[nH]c(=S)[nH]cc1CN1CCCCC1,2.35279396015554
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,2.54736677480437
Cc1ccc2nc3c(c(N)c2c1)CCCCC3,4.124279769852255
COc1cccc(C(N)=O)c1,2.179451248397774
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,1.636824770160378
O=C(C=CC=Cc1ccccc1)c1cc(Cl)ccc1O,2.8012390173790886
Nc1c2c(nc3ccc(Cl)cc13)CCCC2,3.875460817255868
CC(C)=CCCC1(C)C=Cc2c(O)c(CC=C(C)C)c3c(c2O1)C(=O)C1=CC2CC4C(C)(C)OC(CC=C(C)C(=O)O)(C2=O)C14O3,4.497456291042629
CNC(=O)N(O)c1ccccc1,1.5216087502968103
CCOC(=O)N1CCN(CCCl)CC1,3.290723889678235
CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.071018080314345
O=C(Cl)CN1C(=O)c2ccccc2C1=O,2.349500932482415
Cc1cccc(C(C)(C)C)c1NC(=O)CBr,2.453619489177931
C#CCNCC#C,2.790107992322188
C#CCN(CC#C)CC#C,2.8061071441077217
CNC(=O)Oc1ccccc1C1OCCO1,3.348748668235154
Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Br,1.7178684695357205
CSc1nc(NC(C)C)nc(NC(C)C)n1,2.127399989459768
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,1.7776913786652315
CCOP(=S)(OC)SCCSCC,5.336436384055148
NC(=O)CN1CCCC1=O,1.152771304815015
S=C(S)NCCNC(=S)S,1.7190511137755813
CCOC(=O)CCF,2.7785961742430505
NC(=O)c1cccc(I)c1,2.3927584886038904
CC(C#N)=NOCc1ccccc1,3.542085625510292
C#CC(OC(N)=O)(c1ccccc1)c1ccc(Cl)cc1,3.0580158325173445
COC1CC(OC2CCC3(C=O)C(O)(CCC4(C)C3(C)CCC3(C)C(C5=CC(=O)OC5)CCC34O)C2)OC(C)C1OC1CC(CO)C(O)C(O)C1O,5.478240114738469
S=C([S-])NCCNC1=[S][Zn+2][S-]1,2.310203801460036
Cn1cccc2c3ccccc3cc1-2,3.38318799760962
COP(=S)(OC)SCCNC(C)=O,3.0850942627363303
O=C(C=Cc1ccc(O)cc1)c1ccccc1O,2.5953480225078005
COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1O,2.6574550101453966
COc1ccc(C=CC(=O)c2ccc(O)cc2O)cc1,2.6222606228970577
COCC(O)Cn1ccnc1[N+](=O)[O-],2.073140199884465
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,2.000454323836372
O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,2.6121014043454838
CCN(CC)CCON=C(c1ccccc1)c1ccccn1,3.439920129297651
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,3.12239883467152
CC(Cc1ccccc1)NC(=O)CCCN,2.8806480401478
O=C1NC2(CCCCC2)C(=O)N1CN1CCN(CN2C(=O)NC3(CCCCC3)C2=O)CC1,2.3488420431442782
CCO[Si](CNCCCCCCN)(OCC)OCC,2.767149926971733
O=C(C=Cc1ccccc1O)c1ccccc1O,2.601081366260743
O=C1CC(c2ccccc2)C(=O)N1CN1CCN(CN2C(=O)CC(c3ccccc3)C2=O)CC1,2.885110448139025
O=C1CC(c2ccc(Cl)cc2)C(=O)N1CN1CCN(CN2C(=O)CC(c3ccc(Cl)cc3)C2=O)CC1,2.945652374589452
CC1(c2ccccc2)CC(=O)N(CN2CCN(CN3C(=O)CC(C)(c4ccccc4)C3=O)CC2)C1=O,2.910791545864537
CCO[Si](CN(CC)CC)(OCC)OCC,1.3000334502336353
CCO[Si](C)(CNCCCCCCN)OCC,2.640928420866832
CCc1cccc(CC)c1N(COC)C(=O)CCl,2.3518156256168905
Cc1ccc2c(c1)c1c3n2CCNC3CCC1,3.268368860555781
CN(CCCl)N=O,3.7459083534775433
O=P(O)(O)CCCl,1.5366005233314004
CCC(C)OC(Cc1ccc(Cl)cc1)N1CCCCC1,2.8690174540653084
CCC(C)OC(Cc1cccc(Cl)c1)N1CCCCC1,2.8690174540653084
CCC(C)OC(Cc1ccc(C)cc1)N1CCCCC1,2.741050698395228
CCC(C)OC(Cc1ccc(Cl)c(C)c1)N1CCCCC1,2.889134957456917
CCC(C)OC(Cc1ccc(C2CCCC2)cc1)N(CC)CC,2.848554468792947
CCCCCCOC(CN(CC)CC)c1ccc(C2CCCC2)cc1,2.5173479906731977
CCCCCCCCOC(CN(CC)CC)c1ccc(C2CCCCC2)cc1,2.111320774232641
CCC(C)OC(Cc1ccccc1)N1CCCCC1,3.116290540078827
Cc1cccc(C)c1N(COC(C)C)C(=O)CCl,2.181798514273402
CCOC(=O)C1C(=O)CC(C)(O)C(C(=O)OCC)C1c1ccccc1,2.638981926599734
Nc1ccc(O)cc1Cl,1.3321013140644848
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,1.4628814429188506
CC(Cc1ccccc1)NC(=S)c1cccnc1,2.0866546846577974
Nc1c2c(nc3ccccc13)CCC2,4.022350590687212
COc1ccc(CCNN)cc1,3.062331236829798
COc1cccc(CCNN)c1OC,3.14359055276191
CNC(=O)N(C)c1nc2ccccc2s1,1.947011967216285
NCC1OCCc2ccccc21,2.9117433778559314
C[N+](C)(C)CCCCC(N)C(=O)O,1.976072437158604
CC(=O)N(c1ccccc1)c1cccs1,2.9391057272649617
CCCN1CCN(C(=O)c2ccccc2)CC1,2.9858884427748813
CCCN1CCN(C(=O)c2ccc(OC)cc2)CC1,3.080429541104696
CCCN1CCN(C(=O)c2ccc(Cl)cc2)CC1,3.647988994337509
CC(C)CN1CCN(C(=O)c2ccc(Cl)cc2)CC1,2.8920930560549563
O=C(C=Cc1cc(Br)cc(Br)c1O)c1ccc(O)cc1O,3.662809230643804
CCCCCOC(CN1CCCCC1)c1ccccc1,3.042080694059209
CCCCCCOC(CN1CCCCC1)c1ccccc1,3.03834718489427
CCCCCCCCOC(CN1CCCCC1)c1ccccc1,2.957698938218015
CCCCCCCCCCCCOC(CN1CCCCC1)c1ccccc1,1.9703759367193745
CCC(C)OC(Cc1ccc(C2CCCC2)cc1)N1CCN(C)CC1,2.7243300742374985
O=C(O)c1cncc(Br)c1,2.402276432002701
c1cnc(N2CCNCC2)nc1,3.101461538255869
CCCN1CCN(C(=O)c2ccc(N)cc2)CC1,3.241009523775636
CCCCN1CCN(C(=O)c2ccc(N)cc2)CC1,3.31004410660617
Cc1cccc(NC(=O)c2cnc(N)s2)c1,3.2186881799625477
COc1cc(C=CC(=O)c2ccc(O)cc2O)ccc1O,2.6574550101453966
CNC(=O)c1c(-c2ccc([N+](=O)[O-])o2)noc1C,3.922894922573117
CNC(=O)c1c(C)noc1-c1ccc([N+](=O)[O-])o1,3.922894922573117
Cc1onc(-c2ccc([N+](=O)[O-])o2)c1C(=O)OC1CCN(C)CC1,3.224424281134731
O=C(C=Cc1ccc(O)c(O)c1)c1ccc(O)cc1O,2.64964762453983
C=C(C#N)C(=O)OCCOCC,1.566536335086376
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1.961378374475427
O=C(Cn1ccnc1[N+](=O)[O-])NCCO,1.6405848619054886
CCN(CC)C(=O)CCC(=O)N(CC)CC,2.3332685235307182
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.156514146546193
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,3.3308263981280057
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,3.3585491433687764
O=C(NC12CC3CC(CC(C3)C1)C2)c1cccnc1,2.449790235305416
O=C(NC12CC3CC(CC(C3)C1)C2)c1ccncc1,2.896948266647635
O=C(NCC12CC3CC(CC(C3)C1)C2)c1cccnc1,2.2558768796556508
C=CCOC(CO)CO,1.1210967438373467
Clc1ccc(-c2ccccc2)c(Cl)c1Cl,5.331675249380256
CC(C)(C)CCO,2.4652851029431955
CCOP(N)(=O)N(C=O)c1ncc(OC)c(CC)n1,2.7607902715821084
CCOP(=O)(NC(=O)Nc1ncc(OC)cn1)OCC,2.8811606034744
COc1cnc(NC(=O)NP(=O)(Oc2ccccc2)Oc2ccccc2)nc1,2.949206707625441
CCOP(N)(=O)N(C=O)c1ncc(OC)c(N2CC2)n1,3.478916963975641
O=C(C=Cc1ccccc1O)c1ccc(O)cc1O,2.607958659273528
O=C(O)c1cncc(O)c1,2.1433583506154665
COC(C(=O)CN(C)C)(c1ccccc1)c1ccccc1,3.0051973714343894
NC(=O)c1cncc(Br)c1,2.3490032405265886
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCOCC1)c1ccccc1S2,4.551781285445038
Cc1c(O)c(=O)ccn1C,2.143495694701392
CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,3.5249074284918667
C=CCC1(CC=C)C(=O)Nc2ccccc2NC1=O,2.5002720596084766
CCC1(C)CC(=O)N(CN2CCN(CN3C(=O)CC(C)(CC)C3=O)C(C)C2)C1=O,2.5299081490524644
CCC1(C)CC(=O)N(CN2CC(C)N(CN3C(=O)CC(C)(CC)C3=O)CC2C)C1=O,2.544640521972922
O=c1c2ccccc2[nH]c2nc3c4ccccc4ccc3n12,3.756340900652608
Cc1c(C)c(Cl)c2c(nc3[nH]c4ccccc4c(=O)n32)c1Cl,3.8224165502989615
O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,3.439909865392709
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN(CC)CC)c1ccccc1S2,4.803607317322607
COc1ccc(CCN2C(=O)CS/C2=N/c2ccccc2C)cc1OC,2.2677277387762063
COc1cccc2oc(C#N)cc12,2.238475164849424
CCN(CC)CCOC(=O)CSc1ccc(Cl)cc1,2.5255328439277416
Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3.1400576666823863
CN1CCN(c2ccc(S(N)(=O)=O)cn2)CC1,2.5057111448060665
CNS(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.528849238055083
CN1CCN(c2ccc(S(=O)(=O)N(C)C)cn2)CC1,2.5508166986346024
CCNS(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.5508166986346024
CCN(CC)S(=O)(=O)c1ccc(N2CCN(C)CC2)nc1,2.591675252130236
CN1CCN(c2ncccc2C(=O)O)CC1,2.4418129210634616
CN1CCN(c2ccc(S(=O)(=O)O)cn2)CC1,2.507375116852869
CCN(CC)C(=O)c1ccc(N2CCN(C)CC2)nc1,2.538422910925706
NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.501459122211805
CC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C(F)(F)F)c1,2.555492268781978
CN1CCN(c2ncccc2S(N)(=O)=O)CC1,2.5057111448060665
CNS(=O)(=O)c1cccnc1N1CCN(C)CC1,2.528849238055083
CN1CCN(c2ncccc2S(=O)(=O)N(C)C)CC1,2.550816698634603
CCNS(=O)(=O)c1cccnc1N1CCN(C)CC1,2.550816698634603
CCN(CC)S(=O)(=O)c1cccnc1N1CCN(C)CC1,2.591675252130236
Oc1cccnc1Cc1ccccc1,2.3134594386948883
CN1CCC23CCCCC2C1Cc1ccc(OC(=O)Oc2ccc4c(c2)C25CCCCC2C(C4)N(C)CC5)cc13,3.125539898626336
Cc1cc(O)c(C(C)(C)C)cc1C(C)CC(c1cc(C(C)(C)C)c(O)cc1C)c1cc(C(C)(C)C)c(O)cc1C,1.5294271658431606
CCC1(CC)C(=O)C(C)CN(N=Cc2ccccc2)C1=O,2.5538451152055104
CCC1(CC)C(=O)C(C)CN(N=Cc2ccccc2O)C1=O,2.48054444508982
CCC1(CC)C(=O)C(C)CN(N=Cc2ccc(O)c(O)c2)C1=O,2.803966225432458
CCC1(CC)C(=O)C(C)CN(N=Cc2ccc(O)c(OC)c2)C1=O,2.5216610151120733
CCC1(CC)C(=O)C(C)CN(N=Cc2ccc3c(c2)OCO3)C1=O,2.974950962579045
CCC1(CC)C(=O)C(C)CN(N=Cc2ccc([N+](=O)[O-])cc2)C1=O,2.9182558176460254
CCC1(CC)C(=O)C(C)CN(N=Cc2ccc([N+](=O)[O-])o2)C1=O,2.5527128192306616
Cc1c(NC(=O)c2ccccc2NC(=O)C(N)=O)c(=O)n(-c2ccccc2)n1C,2.734499660853905
CNC(=O)C(=O)Nc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.7497149973635837
CCCCNC(=O)C(=O)Nc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.792402317264324
Cc1c(NC(=O)c2ccccc2NC(=O)C(=O)NCC(C)C)c(=O)n(-c2ccccc2)n1C,2.792402317264324
CCCCCNC(=O)C(=O)Nc1ccccc1C(=O)Nc1c(C)n(C)n(-c2ccccc2)c1=O,2.8057473360386336
Cc1c(NC(=O)c2ccccc2NC(=O)C(=O)NCc2ccccc2)c(=O)n(-c2ccccc2)n1C,2.824083621575846
