curated_smiles,rabbit_intravenous_LD50
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.586991432862604
CCC1(C)CC(=O)NC(=O)C1,3.829155485955877
Cc1ncc(CO)c(C=O)c1O,2.555689801763635
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,6.064822017728169
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.990270946779502
CC[N+](CC)(CC)CC,3.257461906793512
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,4.184302895100435
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,4.218801085319402
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,3.2243768784302027
CO,0.5559881637686345
CC(C)O,1.7054938638630968
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,3.9465841896451193
CN(C)C=O,1.6086151653336695
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.673356826512388
O=C(O)c1ccccc1O,2.5222147615743244
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.1330025520777611
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2.1865721340409143
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.680076235348686
O=C(O)CC(S)C(=O)O,2.1765397983149217
CCCO,2.094898435498486
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,4.251024665627203
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.961612020038395
C#N,4.612237836887255
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.7804271853727176
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.893070578010153
CCOP(=O)(C#N)N(C)C,6.410520154559126
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,3.32210920614374
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.4890200085115675
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,4.132910003567225
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,4.156009734066415
CCCCc1cc2ccccc2c(OCCN(C)C)n1,4.7362243441070975
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,3.7711022109540897
O=C(O)C(O)C(O)C(=O)O,3.123261739723779
O=C(CO)C(O)C(O)C(O)CO,1.0795574715910774
OCC(O)C(O)C(O)CO,1.5802005476812868
O=Cc1ccccc1Cl,4.218470629582905
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,4.508664363052942
Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,4.303576901225334
C[n+]1ccccc1C=NO,3.1595102037775
OCC(O)CS,2.636134700444507
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.4209826533070755
OCC1CCCO1,2.148828082257408
OCc1ccco1,2.178760077773468
O=[As](O)(O)c1ccccc1,4.101319526726097
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,2.619451267236349
O=NN1CN2CN(C1)CN(N=O)C2,3.1559780102085697
CC(=O)OCC(COC(C)=O)OC(C)=O,2.463803434499168
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,2.836481185508967
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,2.809407137691585
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,5.08188713942355
C=CC#N,2.885950893553064
O=CC=O,2.985546221648909
NCCS(=O)(=O)O,2.0974273837387525
CC(C)OP(C)(=O)F,6.970328276496396
COCC(C)O,1.8756495750348583
N#CCC#N,3.372800260293868
CCOCCO,2.0005883116431584
O=C(O)CCCCCCCCC(=O)O,2.14752603818906
OCCSCCO,1.609910855815934
CCCCOCCO,2.6711287451893404
OCCOCCOCCO,1.897841147734299
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,5.2875576505379565
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.115788391341825
COC(=O)C(c1ccccc1)C1CCCCN1,3.890813960399345
CNC(=O)Oc1ccccc1OC(C)C,4.621685084798318
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,5.950940934759959
ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.459855187044701
CN(C)P(=O)(F)N(C)C,4.7107518348841255
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,3.480349066729698
CCCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,3.361194048185672
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.797219585167097
CN1C2CCC1CC(O)C2,3.450907750604582
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,2.4918307586640203
CCCCCCCCCCCCCCCC[n+]1ccccc1,3.9273446947579256
CCCCCC(C)N,3.719105190068301
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)O)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,7.306396609821528
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,3.0875734065472384
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.367804260444107
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,4.176074530353453
CCC1(CC)C(=O)NCC(C)C1=O,2.764735799473343
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.274717036676385
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,4.063587029943381
CCCC1OC1(CC)C(N)=O,2.6401859543892217
CN1C(=O)OC(C)(C)C1=O,1.9796758218877424
Nc1ccc([As](=O)(O)O)cc1,2.842417201366485
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,3.494020730169433
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,2.0297450191110262
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,4.153916832453804
C=CCN1Cc2ccccc2-c2ccccc2C1,3.948508738743758
CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1,4.096586145483193
CCCC(C(=O)OCCN(CC)CC)c1ccccc1,4.142088985607377
CC1NCCOC1c1ccccc1,3.635795036531861
CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1,4.089811887009082
CN(C)CCN(Cc1ccc(Cl)s1)c1ccccn1,3.5340393183431984
c1ccc2c(c1)OCC(CN1CCCCC1)O2,3.823867170768732
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,5.089772068362998
CCN(CCO)CCO,2.8234448839571478
O=C(O)CC(=O)O,2.197744059498787
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,7.528724196764182
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.733121613595375
CN(C)CCOC(c1ccccc1)c1ccccc1,4.407154570381912
Nc1ccc(C(=O)O)cc1,1.8361278158260463
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.678598796498338
CC(N)C(O)c1ccccc1,3.4806076369218464
CN(C)CCN(Cc1ccccc1)c1ccccn1,4.452918863721092
CNCC(O)c1cccc(O)c1,5.524287047910156
C1=Nc2ccccc2Oc2ccccc21,3.875553185101512
c1ccc2nc3ccccc3cc2c1,3.2533913194564543
CNC(C)Cc1ccccc1,4.6967552554391245
CC(N)Cc1ccccc1,4.042963183262799
CC[N+](C)(C)c1cccc(O)c1,3.7621245509527537
CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,4.374988699049431
C=CCc1ccc(OCC(=O)N(CC)CC)c(OC)c1,3.702687402369416
CC(C)NNC(=O)c1ccncc1,3.185207880924353
O=C(O)CC(S[Sb](SC(CC(=O)O)C(=O)O)SC(CC(=O)O)C(=O)O)C(=O)O,4.825846728688291
Nc1cc([As]=O)ccc1O,4.184999192644155
CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,3.489354638803295
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,4.482299449305826
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.797316752979881
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,7.260707251176122
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.962522440503159
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,4.212239408767653
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,4.519117703785044
C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,6.798258636911667
CC(C)NCC(O)COc1cccc2ccccc12,4.231843707071073
CNCC(O)c1ccc(O)c(O)c1,6.563972058900261
O=[As](Cl)(Cl)C=CCl,5.348923729724453
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,4.025229037511779
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,3.358871961676757
O=c1nc2cccccc-2n1Cc1ccccc1,3.896294679025345
F[As](F)c1ccccc1,5.579838451402716
COC(=O)CCCF,6.079626169907032
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.655267042808205
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,3.921930571103342
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,4.500215122556311
COC(=O)CF,5.663083430458716
CC12CCC3C(CCC4CC5NCC(O5)C43C)C1CC(O)C2,5.4849571909557175
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,3.741772058682818
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,4.068464097605917
CCN(CC)C(=O)C1C=C2c3cccc4[nH]c(Br)c(c34)CC2N(C)C1,4.826437643489768
CCNC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.516147398371982
c1cncc(C2CCCN2)c1,4.6937533222816645
ClCCSCCCl,5.160225627185368
CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,3.1233103404692857
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,3.321093275682656
CC(C)CC1C(=O)N2CCCC2C2(O)OC(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)(C(C)C)C(=O)N12,5.782480167864567
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,4.3682415001524
CCC(C(=O)O)C1(O)CCCCC1,1.986797384492974
CCOP(=O)(OCC)SCC[N+](C)(C)C,6.8902821090738415
CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,4.255723153331883
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,4.918460222353907
CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O,4.119620485198527
Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O,1.944616191370642
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,4.339760176764134
CN(C)CCc1c[nH]c2cccc(O)c12,4.465112927078679
c1ccc2c(c1)Sc1ccccc1N2CCN1CCCC1,3.9156328387916353
Cc1ncc(CO)c(CN)c1O,2.3807176232753173
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,2.853988418590784
CCN(C)C(C)C(O)c1ccccc1,3.4411113460517515
C[N+](C)=c1ccc2nc3ccc(N)cc3sc-2c1,4.1223836285629805
COc1ccccc1OCC(O)COC(N)=O,2.549945807836107
O=C(CCl)c1ccccc1,3.7120769981200734
CC(CNC1CCCCC1)OC(=O)c1ccccc1,4.271119394067528
CC1CCCCN1CCCOC(=O)c1ccccc1,4.13362834700993
CCCCc1ccc(C(=O)O)nc1,3.0772927906774674
CCN(CCCl)CCCl,4.929630911863048
OC1CC2CCC(C1)N2,3.4054727192657643
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,4.483091715042525
C[N+](C)(C)CC(O)CC(=O)O,2.130893700879925
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,6.213480462640816
ClC=C[As](Cl)Cl,5.617669101023789
CC1C(=O)CC2(C(C)C)CC12,6.691158523271523
CCN(CC)CCOC(=O)C1c2ccccc2-c2ccccc21,4.2864129595241325
CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.23644842064562
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.478056854957966
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,5.151660304382203
Cc1cc2nc3ccc(N(C)C)cc3nc2cc1N,3.416976270771068
CC(C)CCC(=O)c1ccoc1,4.074555242296107
NC(=O)CNc1ccc([As](=O)(O)O)cc1,2.5928236708450303
CN(C)CC(O)c1ccc(O)c(O)c1,4.897041773837814
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,2.471639340018764
ClCCN(CCCl)CCCl,4.912812762904002
CS(=O)(=O)F,4.464030252300474
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,4.138493828792937
CC(C)CC1C(=O)N2CCCC2C2(O)OC(C)(NC(=O)C3C=C4c5cccc6[nH]cc(c56)CC4N(C)C3)C(=O)N12,3.7385078500673408
OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.78561737090396
CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,4.104301013195884
Cl[As]1c2ccccc2Nc2ccccc21,4.665246308387397
CC(C)NCC(O)c1cc(O)cc(O)c1,3.414728785589448
CCOC(=O)CCCCCF,5.909031564177295
O=C(CCCCCF)OCCF,6.2557403259866975
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,4.039130534785287
COP(=O)(OC)N1CCOCC1,2.750050207880413
CN1CC(CO)C=C2c3cccc4[nH]cc(c34)CC21,5.900252735721646
CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,4.594133394369321
CCCO[N+](=O)[O-],2.720543793983511
CC(N)CCCC(=O)O,2.3396998224867325
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.365502098637951
O=[As]c1ccccc1,5.327751982154757
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.7526213534016826
CCCCOc1ccc(OCCCN2CCOCC2)cc1,3.876405863847869
NC(=O)CF,5.488877724265578
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,3.4476370420613494
CC(C)(C)CCOP(C)(=O)F,6.26048877819683
CCSP(SCC)SCC,3.632175770036063
Br[As](Br)c1ccccc1,5.794956246667038
Cl[As](Cl)c1ccccc1,5.649206304100853
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.701748414104219
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,4.050185526484547
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,5.865520234792505
CCCC(=O)N(C)C,2.1637349003535857
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.197087495449889
COC1=CC=C2C3Cc4ccc(OC)c5c4C2(CCN3C)C1O5,4.968117681209607
CCN(CC)CCCl,3.530321386096521
CCN(CC)CC1COc2ccccc2O1,3.94704140525522
CN(C)CCN(Cc1ccsc1)c1ccccn1,4.3381143685787
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.678297696996545
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,2.399571668699991
COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,3.425363012128782
Nc1ccncc1,4.233305385998579
CC1CC(C)S(=O)(=O)C1,3.614624818145844
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,4.318733746541785
CCC(CN)=C(c1ccccc1)c1ccccc1,4.074351921272783
CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,3.401466258339648
CCC12CCCN3CCc4c(n(c5ccccc45)C(O)(C(=O)OC)C1)C32,4.0310410408101625
C[N+](C)(C)c1cccc(O)c1,4.705341903588085
Cc1cccc(C)c1NC(=O)C1CCCCN1C,4.049136937397507
CCCNC(C)C(=O)Nc1ccccc1C,4.08777353294345
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.805681740621918
CC(C)OP(C)(=O)SCC[N+](C)(C)C,7.380806179376793
CN1CC(CNC(=O)c2cccnc2)CC2c3cccc4[nH]cc(c34)CC21,4.380767024143913
CCC(=O)NCC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,4.317267792187212
CCOC(=O)NCC1CC2c3cccc4c3c(cn4C)CC2N(C)C1,4.931273485241795
CC(S)C(=O)NCC(=O)O,1.9574423270456265
CN(C)CCN(Cc1ccccc1)c1ccccc1,4.229386582100539
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.32180172013136
CC(CN(C)C)N1c2ccccc2CCc2ccccc21,4.19252873615633
CC(CN1c2ccccc2CCc2ccccc21)N(C)C,4.333857888952799
CCN(CC)CCN1c2ccccc2CCc2ccccc21,4.213727253915587
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,4.061791639184011
CCC(=O)NCC1CC2c3cccc4c3c(cn4C)CC2N(C)C1,4.512492282462237
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.563967317849402
NC(=O)Nc1ccc([As]=O)cc1,4.286051309339206
CCOP(C)(=O)SCC,4.83136914658022
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,2.354554034897549
C=C(C)C1C2OC(=O)C1C1(O)C3OC3C3(CO3)C1(C)C2O,5.373974308781186
C=C(C)C1C2CC3(C)C4(CO4)C4OC4C3(O)C1C(=O)O2,5.87514553877952
CC(C)C(=O)NCC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,4.637431019070537
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,4.471520535695501
N#CC(C#N)=Cc1ccccc1Cl,4.372490846019483
O=C(O)COc1ccc(Cl)cc1Cl,2.7424089157982614
CN1CCCC1c1cccnc1,4.414267212719528
O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1,4.085725568661773
CCS(=O)(=O)c1ccc(F)cc1,3.233280005998727
CCOP(=O)(C#N)OCC,4.610428584079416
CCCCCCCCCCCC(=O)N(C)C,3.657805177137196
CCCCCCCCCCCCCC(=O)N(C)C,3.48301982044151
CCOP(=O)(Cc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.375571024881493
CCOP(=O)(CCCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,6.066105926521299
CCOP(=O)(CCCCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,6.62080591191066
CCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,6.60093056472693
CCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,6.40708685386619
CCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.777272560804185
CCCCCCCCP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.455845232619136
CCOP(=O)(CCCCCl)Oc1ccc([N+](=O)[O-])cc1,6.005019890903483
CCOP(=O)(CCCCCCCl)Oc1ccc([N+](=O)[O-])cc1,5.954927239296207
O=[As]c1ccccc1Cl,5.144996970568654
CCOP(=O)(CCc1ccccc1)Oc1ccc([N+](=O)[O-])cc1,5.982602945472653
Cn1c(=O)c2[nH]cnc2n(C)c1=O,3.0795839880182965
CN(C)c1ccc(Nc2cc3nc4ccc(N(C)C)cc4nc3cc2N)cc1,4.023569718333639
CC[N+](C)(CC)CCCOc1ccc(OCCC[N+](C)(CC)CC)nn1,5.964455277988511
OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,5.407120271417292
CN(C)CCCN1c2cc(Cl)ccc2CCc2ccc(Cl)cc21,4.367113543177637
CN(C)CCCN1c2cc(Cl)ccc2C=Cc2ccc(Cl)cc21,4.637601040732993
O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.58938208004394
CCC(C)c1ccccc1OC(=O)NC,3.854144735383004
CCCCCCCCCCCCCCCCCC(=O)N(C)C,3.642274982756076
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,3.3603838515802456
COc1ccc2[nH]cc(CCN3CCCC3)c2c1,5.910869759969447
CNCCc1ccc(OC)cc1,5.042013414062265
O=C(NP(=O)(N1CC1)N1CC1)c1ccccc1,4.157026534914726
Clc1cccc(Cl)c1NC1=NCCN1,3.7087003300443695
CN(C)C(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,5.868329916483344
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,3.4171330780502127
CN1CC(C(=O)N2CCOCC2)C=C2c3cccc4[nH]cc(c34)CC21,5.683076642366413
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,4.246047803338539
CCSNC(=O)CC(N)C(=O)O,2.9828137621318622
Cn1c(=O)[nH]c2nncnc2c1=O,3.7217112284993896
c1ccc(C2CN3CCSC3=N2)cc1,4.134172856019178
