curated_smiles,guinea pig_oral_LD50
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.6779152545426474
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.831343910679334
CCC(=O)c1ccc(N)cc1,2.165148275150264
CC(Cl)(Cl)Cl,1.1488221281763256
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.315431324898704
CC(O)C(=O)O,1.696940160113593
CC#N,2.365371632872937
S=C=S,1.554282456625167
C1CO1,2.212611724958697
CC(C)N,1.340311889391722
IC(I)I,2.907670648645248
CC1CO1,1.944482672150169
C[Pb](C)(C)C,3.38963744577517
CC(C)(O)C#N,3.975717669623354
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.507624431258189
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.5764872425003453
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.131739372381986
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.8309375037334807
CC1(C)NC(=O)NC1=O,1.1818266409917133
CCOC(=O)C1OC1(C)c1ccccc1,1.7069199825618673
CCOP(=O)(OCC)OCC,2.0563234982965666
CCCCSP(=O)(SCCCC)SCCCC,3.351522992940692
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,2.1232820043591363
CC1=CC(=O)CC(C)(C)C1,2.295441426958085
CC(Cl)CCl,1.7519984818632464
CC(Cl)CO,2.118287695275684
C=CC(N)=O,2.675650050095353
O=C(O)CO,1.5978037002919974
CC(=O)OO,3.8811049289955473
COC(=O)Cl,2.829289985485767
BrC(Br)C(Br)Br,2.936581595690796
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,1.756428799148772
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.9178677081636244
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,2.6755005196768
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,1.998930722156269
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,2.462971187708837
C=C(C)C(=O)OC,1.2256989972119166
CC1=C(O)C(=O)CC1,1.903586040137711
O=S(=O)(O)c1cccc2c(S(=O)(=O)O)cccc12,0.7877497972376135
Nc1ccc(C=Cc2ccc(N)cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.8965824999832929
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.2313480619673776
O=C1c2ccccc2-c2ccc(Br)c3cccc1c23,2.645088068115282
O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2c1cccc2S(=O)(=O)O,2.2944119934366376
CCOC(=O)c1ccccc1C(=O)OCC,1.4123237771499726
CCCCOC(=O)c1ccccc1C(=O)OCCCC,1.4445881051396905
CCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCC,1.2893794385557804
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.3563596677610683
COP(=S)(OC)SCn1nnc2ccccc2c1=O,3.598423881902304
NNc1nncc2ccccc12,2.8066682806549976
CC(C)CCOC(=O)c1ccccc1O,1.9241479271411128
O=CC(Cl)=C(Cl)C(=O)O,3.227791611979896
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.462001793906094
Oc1c(Cl)cc(Cl)cc1Cl,2.2954527390178
Nc1ccccc1[N+](=O)[O-],1.7692075729595114
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,4.07957012736057
O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,2.135934801621584
O=[N+]([O-])c1cc(Cl)ccc1Cl,2.380213503656142
Nc1ccc(Cl)cc1[N+](=O)[O-],1.7598465610039555
CCC(C)c1ccccc1O,2.3985793983072528
Cc1ccc(C(C)C)c(O)c1,2.2322479765407275
Oc1cccc2ccccc12,1.85785393983086
CCC(C(=O)NC(N)=O)c1ccccc1,2.50752539922445
c1ccc2ccccc2c1,2.0286186917583864
CCCCN(C(C)=O)c1ccccc1,2.8045346853863795
O=c1ccc2ccccc2o1,2.859432592158874
CN(C)CCN(Cc1cccs1)c1ccccn1,2.8432643468986067
CCCCCCCCCCCC[n+]1ccc2ccccc2c1,3.1739056101763468
OCC(O)c1ccccc1,1.8393711889874271
COC(=O)c1ccccc1,1.5212337889562475
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.8264387314201933
CC(C)OC(=O)COc1cc(Cl)c(Cl)cc1Cl,2.8213355065668484
CC(C)OC(=O)COc1ccc(Cl)cc1Cl,2.679791170980354
CCCCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CCCC,1.28262427048247
CCC(CC)C(=O)OCCOCCOCCOC(=O)C(CC)CC,2.044113777552627
c1ccc2n[nH]nc2c1,2.377040200657037
Nc1ccccc1N,2.4776999283321306
Cc1ccc(Cl)cc1Cl,1.5079394855651824
Nc1ccc(Cl)c(Cl)c1,2.380262174497434
Nc1cc(Cl)ccc1Cl,1.6355346796007402
Oc1cc(Cl)c(Cl)cc1Cl,2.2954527390178003
c1ccc(C2CO2)cc1,1.778697394063325
ClCC(Br)CBr,3.1974349464962115
ClCC(Cl)CCl,2.6371128399889137
Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.24155359545442
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,2.333047257267004
CCOC(=O)C1C(C=C(C)C)C1(C)C,2.014144574065196
C=CCc1ccc(O)c(OC)c1,1.8870041288621549
CC=Cc1ccc(O)c(OC)c1,2.0661646196455123
CN(C)C(=S)SC(=S)N(C)C,2.3894308554951125
OCC1CCCO1,2.106076101836458
O=Cc1ccco1,2.2494583293706047
O=S(=O)(Cl)c1ccccc1,2.329019379214204
NS(=O)(=O)c1ccccc1,2.4182847148781352
CN(C)C1CCCCC1,2.388589596990892
Cc1cccc([N+](=O)[O-])c1,1.5808553107227403
Nc1cccc([N+](=O)[O-])c1,2.487062921455904
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,2.1546359105802764
O=[N+]([O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,2.4652707793963504
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,2.5843334863120666
COC(=O)c1ccc(O)cc1,1.7051478475814303
Nc1ccc([N+](=O)[O-])cc1,2.487062921455904
C=Cc1ccncc1,2.5152629402775344
OCc1ccccc1,1.636046356567568
O=Cc1ccccc1,2.0258136109407903
NNc1ccccc1,3.1309124421074737
CC(C)(O)Cc1ccccc1,2.1819737041032683
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,2.824709817864739
O=C(Nc1cccc(Cl)c1)OCC#CCCl,3.031583493419115
CN(C)C(=O)Nc1ccccc1,1.7102443332407435
Nc1ccc(Cc2ccc(N)cc2)cc1,2.882281468194212
Nc1ccc(Oc2ccc(N)cc2)cc1,2.4886396488216613
N=C(Nc1ccccc1)Nc1ccccc1,2.9268937123468444
O=C(Cc1ccccc1)OCCc1ccccc1,1.8769667023341063
CCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)c(Cl)c1,3.072524447995077
OCCN(CCO)CCO,1.831317033129681
CCCCN(CCCC)CCCC,2.723936261381485
CCOC(=O)C=Cc1ccccc1,1.6439828828953786
O=C(C=Cc1ccccc1)OCc1ccccc1,1.8019106820962785
CC(=O)OCCc1ccccc1,1.650717668048803
O=C(C=Cc1ccccc1)OCCc1ccccc1,1.7487271136063465
CC(=O)OCC=Cc1ccccc1,1.5693492645984743
CCOc1ccccc1,1.609832654514327
OCCN1CCNCC1,1.5440380229567658
O=C(O)Cc1ccccc1,1.7818351275646207
CC(=O)Nc1ccc(O)cc1,1.7611499570780285
CC=Cc1ccc(OC)cc1,1.8357065244712247
OCC=Cc1ccccc1,1.70035752782266
O=CC=Cc1ccccc1,2.056648612952715
CCCCCC1CCC(=O)O1,1.6571920907679156
CCCCC(CC)CO,1.8452014311543483
Nc1ccc(Cl)cc1,2.561694128411908
ClCC1CO1,2.51910106242493
C=C(C)C(=O)OCC1CO1,2.30952630649466
BrCCBr,3.232446256414889
C#CCBr,6.613006608360204
OCCCl,2.864478718117738
CCC#N,3.343053922912848
C=CC#N,3.0258299799543007
NCCN,2.1067766140670217
C#CCO,2.970532829768324
OCCO,0.972666291974224
CC(O)CC(C)(C)O,1.6253712546286654
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.100953109886179
CC(O)CCO,0.9134381359242584
CC(=O)CC(C)C,1.7965786691959915
CC(C)NC(C)C,1.557992439990428
O=C1C=CC(=O)O1,2.400413995086025
Nc1cccc(Cl)c1,2.7078221640901456
Nc1cccc(N)c1,2.380789915324074
CC1OC(C)OC(C)OC(C)O1,3.002997431759352
Brc1ccccc1,1.9654783922189507
Clc1ccccc1,1.699197707960573
NC1CCCCC1,2.280407623567409
Cc1ccccn1,2.014842430176033
CCCCN,2.230680562530029
COCCO,1.9036325160842376
CCOC=O,1.824372132341146
C1CCOC1,1.4962495911679536
CCOC(=O)CCCCCCCCC(=O)OCC,1.5500905346122402
COCCOC(C)=O,1.975457543716044
OCCCCO,1.8756495750348583
OCC#CCO,2.821009355511021
CCOCCO,1.8087027854042452
CC(C)CNCC(C)C,2.3190287818146005
CCOCCOC(C)=O,1.8400633765896195
OCCCCCO,1.3548972726879622
O=CCCCC=O,3.3015378231866035
CCCCN=C=O,2.5982782404875366
NCCNCCO,1.8415805247305463
OCCNCCO,1.7207255849503833
OCCOCCO,1.133706731085281
OCCSCCO,1.4893369246100845
CC(=O)OCCOC(C)=O,1.4710480975850744
CCCCOCCO,1.99334803992326
COCCOCCO,1.4606232152481482
CCCCNCCCC,2.7496926352952618
CCOCCOCCOC(C)=O,1.65164293007022
ClCCOCCOCCCl,3.192813613851131
OCCOCCOCCO,1.2789676573966864
CCCCOCCOCCO,1.9090984954824892
CCOCCOCCOCC,1.942956762743457
CCOCCOCCOCCO,1.76383755817565
CCCCOCCOCCSC#N,2.9102123232814803
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,2.94219900965524
CNC(=O)Oc1ccccc1OC(C)C,3.718595097806374
C[Hg]Cl,4.077589365819776
CN(C)P(=O)(F)N(C)C,4.585813098275825
CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,2.662598450325528
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.311097915439605
OCC(CO)(CO)CO,1.08092963261636
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,4.534816935958289
O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc(S(=O)(=O)O)c21,2.1938940174488133
Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12,1.101685510172717
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.1767188619951463
CC1(C)C(=O)N(Cl)C(=O)N1Cl,2.164178750550106
Cc1occc(=O)c1O,1.951533856795958
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.9773943309933784
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,2.821796905468533
COC(=O)c1ccccc1O,2.337171062286836
O=C1CCc2ccccc2O1,1.9252212327670697
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,2.578798127715954
CCOC(=O)c1ccc(O)cc1,1.919538305250981
Oc1ccccc1O,2.7196153562069165
COc1cc(C=O)ccc1O,2.0361410666228545
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.7631178601756883
Nc1ccc([N+](=O)[O-])cc1Cl,1.981695310620312
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.7438827528420062
CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,2.8906490054719627
CC(O)CN(CC(C)O)CC(C)O,2.08299204149053
c1ccc(Nc2ccccc2)cc1,2.7513484007654325
O=CCc1ccccc1,1.4897777884015984
COc1ccc(C=O)cc1,2.03364710055842
CCCCCCCCC(=O)OCC,0.8899899572450255
Oc1ccc(O)cc1,2.301471961446592
C=CCOC(=O)CCCCC,2.746592501997226
CCCCOC(C)=O,1.392958745420301
C1COCCO1,1.446694930992065
CCCCCCCCCCCCCCCC[N+](C)(C)CC,3.276402172212085
CCCCOCCOCCOC(C)=O,1.94098022708224
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.850609480921349
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.907276966689681
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2.5375248279723754
C#CC1(OC(N)=O)CCCCC1,2.8253170435741373
CC(O)CCl,2.118287695275684
CC(Cl)(Cl)C(=O)O,1.6237629624616867
Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,1.3137411025812649
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,0.7825856596617077
O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,0.9546645350674984
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,3.12404207924328
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,2.4447281441061754
O=C1C=CC(=O)c2ccccc21,2.5970256811644554
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,3.1734862464953357
O=C1c2ccccc2C(=O)c2cc(S(=O)(=O)O)ccc21,1.1375952186534852
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,3.726324505542157
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1S(=O)(=O)O,2.105745637492473
COC(=O)c1ccccc1N,1.7354064524796975
Oc1ccc2ccccc2c1,2.033402669794247
Clc1ccc(CC(=CCN2CCCC2)c2ccccc2)cc1,2.4970048556455744
CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,4.21928057089842
CNC(=S)S,2.119049330210202
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.282008108766616
CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O,2.656108526432047
CCCCCCC(CC=CCCCCCCCC(=O)OCCOC)OC(C)=O,1.521338615172899
CC(=O)OCc1ccccc1,1.8341807436039448
CC(C)CC(=O)OCCc1ccccc1,1.520677264736184
N#CCc1ccccc1,4.068746000083031
CN(C)c1ccc(N=NS(=O)(=O)O)cc1,3.184238923343924
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,1.933805150542615
NCCO,1.9935357789818733
CCOC(C)=O,1.2046427952874217
C=CCOC(=O)CCCCCC,2.58370925228437
CC(C)C(O)C(C)(C)CO,1.864006484330584
CN(C)CCOC(c1ccccc1)c1ccccc1,2.9599965390396927
Nc1ccc(C(=O)O)cc1,1.7255381055267975
CCCCSP(SCCCC)SCCCC,2.5455588716883693
FC(F)(F)C(Cl)Br,1.517154094544225
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.5115119042489984
CN(C)CCN(Cc1ccccc1)c1ccccn1,3.2310701141047367
C1=Nc2ccccc2Oc2ccccc21,2.491875887627061
C1CN2CCN1CC2,1.6977174316564514
c1c[nH]cn1,1.9521995755702477
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.313607831168677
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.3165003142119307
CCOP(=S)(OCC)SCCSCC,4.404980926236285
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.4096281063994525
COc1c2occc2cc2ccc(=O)oc12,2.631548241100216
CCOP(=S)(OCC)Oc1ccc2c(C)cc(=O)oc2c1,4.118365267019309
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.3611191276102974
COP(S)(=NC(C)C)Oc1ccc(Cl)cc1Cl,3.174950946683763
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.4649587611400388
CNC(C)Cc1ccccc1,3.219634000719462
CCS(=O)CCSP(=O)(OC)OC,3.3122655326896298
O=P(O)(O)OCC(Cl)(Cl)Cl,2.354951783027245
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.170824759313798
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,4.380798047426568
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,3.921171257974408
O=C=Nc1cccc(C(F)(F)F)c1,2.5926923121889778
O=[As](Cl)(Cl)C=CCl,5.047893734060473
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.085436151322394
NC1CONC1=O,1.7079659700704142
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,2.8421600839332823
CC(C)NP(=O)(F)NC(C)C,3.357408326864864
C=C(O)C(C)=O,1.939317513220308
COC(=O)CF,5.265143421786679
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,1.8449032313531504
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,4.043676585602717
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,4.891667603962207
CC(C)=CCC1C(=O)C(=C(O)CC(C)C)C(=O)C(CC=C(C)C)(CC=C(C)C)C1=O,3.5036712801702423
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.4588770605112944
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,2.341125381947766
COc1c2ccoc2cc2oc(=O)ccc12,1.380597109779552
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,3.207253216492745
CC(=CC(=O)O)C(=O)O,1.9839401898947813
CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1,2.561460607545782
CCOC(=S)SSC(=S)OCC,2.7824941233609586
Cc1cc(O)cc(O)c1,1.8667931600211427
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.041901695734557
COP(=O)(OC)OC,1.922086616845348
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.482924546898316
COc1ccc(-c2cc(=S)ss2)cc1,1.60273624012182
O=C(CCl)c1ccccc1,2.9905411658853143
CN1CSC(=S)N(C)C1,3.006153044915943
Cc1cc(N(C)C)nc(Cl)n1,4.809714096258136
NC(=S)N=Nc1ccc(NN=C(N)N)cc1,3.472193109782406
CCCCCOC(=O)CCC,1.1219511134906213
N#CS,2.07256603421994
CC(C)=CC(=O)O,1.52338657280296
CCC(=O)CC(C)CC,1.7099988280251883
CC(=O)OCCO,1.4376879918779957
NC(N)=N[N+](=O)[O-],1.5231667874235668
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.9828216690026994
CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.265279015931183
O=C(O)O,1.8708732954778489
CCN(CC)CCSSCCN(CC)CC,2.9172822657820814
Cc1ccc(C)nc1,2.112510984014172
CC(C)CC=O,1.4653526000246109
CC[Sn](CC)(CC)CC,3.802790361067572
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,3.959138322235992
CO[N+](=O)[O-],2.147930078335892
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.35983846891616
Cc1ccccc1N=C=O,2.5222811794469977
O=C1CCCN1,1.1170468224198236
Cc1ccc(N=C=O)cc1,2.2212511837830164
CC(=O)OCC(C)OC(C)=O,1.6705523580533856
Nc1ccc(N)cc1,2.872634426864443
CC(C)OC=O,4.7988774491034265
CCOCCOCC,1.6851394596321552
O=COCCOC=O,2.4811411602011586
COCCOCCOC(C)=O,1.6709345863569065
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.848872302634615
OCC[N+](CCO)(CCO)CCO,1.743056146751601
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.2778633855278447
CC(=S)Nc1ccccc1,1.9304510816076312
CCOC(=O)C=C(C)C,1.408819768392103
CCCc1ccccc1O,2.4809454614645
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,3.581346346056705
CN(C)c1nc(N(C)C)nc(N(C)C)n1,2.916268114365702
CCCc1ccc(O)cc1,2.3048542024088183
O=C(O)C(Cl)(Cl)Cl,1.435066248245642
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,2.049697033389312
CCNCC,0.8864254128207679
NC(=O)OCCCc1ccccc1,2.284901101179213
CN(C)P(=O)(N(C)C)N(C)C,2.049227716635247
C=CC#CC(C)(C)O,2.2638569069898824
O=[N+]([O-])OCCOCCO[N+](=O)[O-],2.479597455628152
FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,2.9419176394541373
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,2.4971474322510145
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,3.1427197547374264
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.2004783988725705
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,4.500249342873834
NC12CC3CC(CC(C3)C1)C2,2.623401496577217
N#CC(Cl)(Cl)CCl,2.801856293005681
CCC12COP(OC1)OC2,3.9088199934281542
CNC1(C)C2CCC(C2)C1(C)C,2.980447508542118
N=C(N=C(N)N)NCCc1ccccc1,3.640217045635045
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,2.918484325567123
C=C(C)C(=O)OCCO,1.444174960607168
CO[PH](=O)OC,2.087343591094248
CN1CCCC1=O,1.3527655726733872
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.289581521019707
CCSCCSP(=O)(OC)OC,3.320884280479852
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,3.4738702217756647
COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.082554163620989
CC(=O)C1(C)CCC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC21C,2.602707118669973
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,3.0592697394656976
CCC12COP(=O)(OC1)OC2,4.852782430529243
CCCC(CCC)C(=O)O,2.243080211152412
CC(=O)CCCO,1.6550576496810008
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.5473214075259545
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,4.429745283876336
CNC(=O)CSP(=O)(OC)OC,3.328777015092467
CN(C)C(=N)N=C(N)N,2.412181568545155
CCSC(=O)N(CC)C1CCCCC1,2.129049093064641
CN(C)CCC=C1c2ccccc2CSc2sccc21,2.8007401275596377
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.193510002844398
C[Si](C)(C)[Si](C)(C)C,0.8644576809129996
CC1CN(N=O)CC(C)O1,2.711728916457115
CN(C)C#N,2.681334184295557
C=Cn1c2ccccc2c2ccccc21,3.2861172552651072
CCOP(=S)(Cl)Cl,2.3778111769637142
CC1=CCN(CCNC(=N)N)CC1,2.2193248911114445
N#CSc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],2.1350555137496268
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,3.20973128509624
N#Cc1cc(I)c(O)c(I)c1,3.6884608045029377
N#Cc1cc(Br)c(O)c(Br)c1,3.64300593189975
Nc1cnn(-c2ccccc2)c(=O)c1Cl,2.6528149382067
