curated_smiles,chicken_oral_LD50
CCOP(=S)(OCC)OCCSCOC(C)CC,4.0439047556445376
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,1.988758074334895
CCOC(=O)NCCSP(=S)(OC)OC,3.0301248757311408
CCCCOCCCOC(=O)CCOc1cc(Cl)c(Cl)cc1Cl,2.282960671673381
CC(=O)OCC12CCC(C)=CC1OC1C(OC(C)=O)C(O)C2(C)C12CO2,4.55964594406676
CC(=O)OC1C2OC3C=C(C)CCC3(CO)C(C)(C1OC(C)=O)C21CO1,4.058817339529496
CNC(=O)C=C(C)OP(=O)(OC)OC,4.799622821166404
CCOP(=S)(Oc1ccc(SC)cc1)c1ccccc1,4.113150208101896
CCNP(=S)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.435717528035945
S=C(S)NCCNC(=S)S,1.4429052952859738
Cc1cc(=O)[nH]o1,1.996025445560402
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,3.898147021554823
COP(N)(=O)SC,3.7516854873485337
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,1.5294906688566186
COC(=O)Nc1nc2ccccc2[nH]1,2.0261926680962223
CC1CC2OC3C(CC2OC2CC4OC5CC=CCC6OC7C=CC8OC9C(CC8OC7C=CC6OC5CC(O)C4(C)OC2C1)OC1CC=CC(C=CC(O)CO)OC1C9O)OC1C(C)C(C)C2(CC(O)CO2)OC1C(O)C3C,5.101359975209056
C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O,4.178985849485539
COC1CCC(OC2C(C)C(O)(C(C)C(=O)O)OC(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)C(OC)C6C)O5)O3)C(OC)C4C)C2(C)OC)OC1C,4.267950780011821
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,2.7097870741511074
COc1ccc2c3c4n(c2c1)C(C=C(C)C)OOC(C)(C)CC4N1C(=O)C2CCCN2C(=O)C1(O)C3O,3.2840276762917813
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.27013019693169
CCOP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,4.17440930478903
COP(=S)(Oc1ccc(C#N)cc1)c1ccccc1,2.76237242450748
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.7700859805043034
CCCSP(=O)(OCC)SCCC,4.64407316645121
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,4.173629081252491
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,2.000454323836372
CCC(C)N,2.466209009437578
ClC1=C(Cl)C2(Cl)C3CC(Cl)CC3C1(Cl)C2(Cl)Cl,2.273391382774638
CCCCc1ccc2nc(NC(=O)OC)[nH]c2c1,3.79116061273056
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,3.875215265859791
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.5532374592775207
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,2.216212541336912
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.0135800899126
CCOP(=S)(OCC)OC(C)C(C)(C)C,2.1924148217194133
CNC(=O)ON=C(C)SC,3.7629303022589617
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.751531039298482
CCCCCCOP(=O)(OC)OC=C(Cl)Cl,4.139776160821443
CCCCCCCCOP(=O)(OC)OC=C(Cl)Cl,3.611920657368293
CCCSP(C)(=S)SC(CC(=O)OCC)C(=O)OCC,3.571750023574793
CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,3.6222703728358976
CC(=O)C1=C(O)C2C3c4c[nH]c5cccc(c45)CC3C(C)(C)N2C1=O,4.44766312186712
COP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.0455524551730573
C#CCOP(=O)(OCCC)c1ccccc1,2.844229310525668
CCCCOP(=O)(OC=C(Cl)Cl)OCCCC,4.347775728203689
CCOP(=S)(OCC)Oc1cc(-c2ccccc2)on1,4.161527436138328
CCOP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,2.453419255912217
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],2.5395340003348235
c1ccc2[nH]c(-c3cscn3)nc2c1,1.7016845295661744
CCCCCCOP(=O)(OC=C(Cl)Cl)OCCCCCC,3.643989194557232
CCCCCOP(=O)(OC=C(Cl)Cl)OCCCCC,4.107721217400291
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.404058960360631
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,1.9428752475895408
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.5064112182727256
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.1289534160196464
CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.90459774638112
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.40278279602937
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.160661296193042
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,3.665277490174503
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.979167631139173
CCCCCCCCCOP(=O)(OC)OC=C(Cl)Cl,3.3955897670063018
CCCCCCCCCCOP(=O)(OC)OC=C(Cl)Cl,3.0104037837661943
CNC(=O)Oc1cccc(/N=C/N(C)C)c1,4.0124644481398
CCCCc1c(C)[nH]c(NCC)nc1=O,1.7186947118687668
CCOP(=S)(OCC)SCCl,3.5576182368002214
CCOP(S)(=NC(C)C)Oc1ccccc1C(=O)OC(C)C,5.061202335876726
CC(C)OP(=O)(OC(C)C)SCc1ccccc1,2.754054737323808
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,1.5318810918335672
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(O)C2(C)C12CO2,4.769330266159982
CCN(CC)C(=O)SCc1ccc(Cl)cc1,2.5832442635030843
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,1.7816318882537563
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,4.007662446537275
CC(C)CCCCCCCOP(=O)(Oc1ccccc1)Oc1ccccc1,1.5915765499442878
CCSCc1ccccc1OC(=O)NC,2.352786250158746
COP(=O)(NC(C)=O)SC,2.359761987426447
O=c1cc(O)c1=O,4.3894186107845625
Cc1ncc(C[n+]2csc(CCS(C)=O)c2C)c(N)n1,1.323134986300327
CSCCc1sc[n+](Cc2cnc(C)nc2N)c1C,1.556680431406872
CN(C)C(=O)Nc1ccc(SC(F)(F)Cl)c(Cl)c1,2.197517631980828
CNC(=O)Oc1c(C)ccc2ccccc12,2.358896292570578
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.1894425864086
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.659575853561089
CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1OC(=O)CC(C)C)C31CO1,4.102858836481927
CC1=CC2OC3C(O)C(O)C(C)(C2(CO)CC1O)C31CO1,4.474704206815628
CCCC(=O)CNC(=O)Oc1cc(C)cc(C(C)C)c1,1.840990100535698
CCCCCOP(=O)(OC)OC=C(Cl)Cl,4.60376235777204
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.5381374609734357
CNC(=O)ON=C(C)C(C)S(C)(=O)=O,2.782206969559341
CCCSP(=S)(OCC)Oc1ccc(SC)cc1,3.695558452536772
CC(=O)OCC12CC(O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,4.18685231957979
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.4463025598447168
CNC(C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(OC3CC(N)C(O)C(C)O3)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(N)C(O)C(C)O2)Oc2ccc(cc2)C1O)c1ccc(OC2OC(C)C(O)C(O)C2O)cc1,2.2423262153600394
FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,1.9204885646582976
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,1.5174680387758528
NC(=S)NNCNNC(N)=S,3.2092669669323213
CCCCCCCOP(=O)(OC=C(Cl)Cl)OCCCCCCC,2.7596957350330173
c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,3.24177751161164
CCCSP(=O)(OCC)Oc1ccc(Br)cc1Cl,5.293695113093781
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1,1.8764182802900915
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,1.774312543751651
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.7474051485793205
CCc1cccc(OP(=O)(Oc2cccc(CC)c2)Oc2cccc(CC)c2)c1,1.613260260001968
CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,2.1629417859974613
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,2.554176628438745
C=C1C(C)C2C(Cc3ccccc3)NC(=O)C23C(OC(C)=O)C=CC(C)(O)CC(C)CC=CC3C1O,4.596503849738276
CCOP(=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,4.380216411853235
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,2.169924125669667
C=CC1(C)CC(OC(=O)CSCCN(CC)CC)C2(C)C(C)CCC3(CCC(=O)C32)C(C)C1O,2.503178928785017
C=CCC(O)C(=O)C(C=O)(N(C)C(=O)C(NC(=O)C1NCCC1C)C(C)C=C)C(C)(C)C(=O)CCNC(=O)C(C)NC,4.675228253593064
CC(C)c1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.5662830751203154
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.948931071194755
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.06564277765821
O=C1NC(Cc2ccccc2)CN2CCCCC12,4.086961019025129
COC1CC2(CCC(C)(C3CCC(C)(C4OC(C5OC(C)(O)C(C)C(OC)C5C)C(OC)C4C)O3)O2)OC(C(C)C2OC(O)(C(C)C(=O)O)C(C)C(OC)C2C)C1C,3.742504132020591
CCCSP(=O)(OCC)Oc1ccc(OS(C)(=O)=O)cc1,4.301503290411777
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.752838121239936
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,1.7216556589898728
C=CC(C)(C)c1[nH]c2cccc3c2c1CC1C3C(OC(C)=O)C(C)CN1C,3.3879886447716627
CCCCCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccc(C(C)(C)c3ccccc3)cc2)cc1,1.7564154823382874
CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,2.3823439918758607
CC(C)c1ccccc1OP(=O)(Oc1ccccc1C(C)C)Oc1ccccc1C(C)C,2.655648335293249
CCCCCCc1ccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)cc1,1.613260260001968
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.8557650045618528
C#CC(O)C(N)C(=O)O,2.934885440521397
CC(=O)OCC12CC(OC(C)=O)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.730745441915215
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,1.9388138250609983
COc1cc2c(c(O)c1C)COC(C)C2,2.415509620975385
CC(=O)OC1C2OC3C=C(C)CCC3(CO)C(C)(C1O)C21CO1,4.57152544483475
CC(NC(=O)C(C)NC(=O)C(N)CCP(C)(=O)O)C(=O)O,1.810616893426185
CCOP(=S)(Oc1cc(Cl)ccc1Cl)c1ccccc1,2.364492209977047
COP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,3.7913860449620342
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.849670393972576
CCOP(C)(=O)OCCN(C(C)C)C(C)C,2.326119896735177
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)c1ccccc1,3.088279057362268
C=C(C)C(=O)C(=CC(=O)O)OC,3.2670798585142657
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1c(F)c(F)c(F)c(F)c1F,2.192173678076088
CC1NC(CCCCCCCCCCC2=CCN3CCCC3C2CCCCCCCCCCC2CCC(O)C(C)N2)CCC1O,4.417292100906825
CC(C)(C)C(O)C(=CC1CCCCC1)n1cncn1,1.7216210335535052
CCOC(=O)CCN(SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2)C(C)C,3.649563419166731
