curated_smiles,rat_intramuscular_LD50
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,2.11557501233479
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.1949137645749173
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,3.33491326180022
Nc1c2c(nc3ccccc13)CCCC2,3.765775899122775
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,2.1236595946354
C1NNCN2CNNCN12,3.185783191883444
CN(C)CCCC1(C#N)c2ccccc2CCc2ccccc21,2.6911057441433743
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,3.512873466322549
CC(S)C(=O)NCC(=O)O,2.0005272277449744
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,3.059289452103571
ON=Cc1cc[n+](C[n+]2ccc(C=NO)cc2)cc1,2.604557431148769
Nc1cc([As](=O)(O)O)ccc1O,2.668488420457219
CC1CCC(C(C)C)C(O)C1,1.193872833014512
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.673090056795773
CNC(=O)Oc1cc(C)c(C)c(C)c1,2.834324077695276
COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(N)CC2,4.004058649019994
COc1ccc(C(=O)CCC(=O)O)c2ccccc12,2.713109002828748
C=CCC(N)Cc1ccccc1,2.96445628798938
C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1,3.4879100828823653
CN(C)CCON=C1c2ccccc2CCc2ccccc21,3.148788569174264
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.0117407355871992
CCOC(=O)NCO,1.9968034386964943
Cc1cccc(C)c1OCC(C)N,2.974737059194788
CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21,2.880528339904044
O=C1C=C2C=CC3CC2(O1)C1CCCCN31,4.096446518319556
COc1ccc2nc3c(c(N)c2c1)CCCC3,2.946876693936165
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.19210394801761
C=CCN=C(Nc1cccc(C(=O)O)c1)S[Cu],2.901398740316403
CC(C)CCCC(C)N,2.9470676155284177
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,2.4697680325180937
COCCNC(=O)c1nc2c(N)nc(-c3ccccc3)nc2nc1NCCOC,1.900300477093399
CCOC(=O)NCN(C)C,2.465947661764938
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.820275040214186
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.224402561424065
CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O,4.571374487977427
CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC(=O)C(NC(=O)C(CCN)NC=O)C(C)O)CCNC(=O)C(C(C)O)NC(=O)C(CCN)NC(=O)C(CCN)NC1=O,4.662456430191159
Cc1c(CN(CCCl)CCCl)c(=O)n(C)n1-c1ccccc1,4.057247580131245
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O,2.638789237265628
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,2.9367273882557208
CCOC(=O)NNc1nncc2ccccc12,2.84349839935446
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1,2.642852639665937
COc1ccc(OCC(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)cc1F,2.3572943620274587
CC1(C)SC2C(NC(=O)COc3ccc(Cl)c(Cl)c3)C(=O)N2C1C(=O)O,2.57135783906362
Cc1ccc(OCC(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)cc1Cl,2.6008291955455363
Cc1ccc(OCC(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)cc1,2.4986479449131136
Cc1cc(OCC(=O)NC2C(=O)N3C2SC(C)(C)C3C(=O)O)ccc1Cl,2.5263784765909447
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,2.036513043003493
C=C1C2CCC3C4(C)CC(OC5OC(CO)C(OS(=O)(=O)O)C(OS(=O)(=O)O)C5OC(=O)CC(C)C)CC(C(=O)O)C4CCC3(C2)C1O,3.2269472090630837
CCOc1ccccc1C(=O)N/N=C(\C)C(=O)O,3.084513807496665
CCOP(C)(=O)SCCN(C)C,7.002612370623387
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,4.276639666152551
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,3.919388053657429
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.99677892543445
COC(CNC(=O)C1CCC(C)(C(=O)O)C1(C)C)C[Hg]SCC(=O)O,4.573683693093797
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,3.192217086087853
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,1.94494961661467
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,3.667981878426719
O=C(C=NO)NCCN1CCCCC1,2.407312445874485
CCC1(CC=C2CCCCC2)C(=O)NC(=O)NC1=O,3.820078249550944
CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1,2.3705343041311577
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,1.6441302520729235
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,2.4993834113380347
CN1CCOC(c2ccccc2)c2ccccc2C1,3.647837481831888
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,2.9297458008689867
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,2.146976591619414
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,2.159197533329836
O=C(CCN(CCCl)CCCl)c1ccccc1,4.324109843170417
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.570393479506369
COc1cc(OC)cc(OCCO)c1,2.079659145621134
O=C(CCN(CCCl)CCCl)c1ccc(Cl)cc1,4.027048583871872
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,1.698405578139502
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,4.862635774661604
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,2.532125200081527
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,2.5309267213613635
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.9261924612267047
O=C(CCCN1CCc2[nH]c3ccc(F)cc3c2C1)c1ccc(F)cc1,3.668680120934222
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,2.709329416719904
NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,2.943060870618828
NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,2.535104153801393
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O,1.4806650760640885
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1OC(C)=O,1.5371829229398193
NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,2.567204153167401
NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,2.906489926916921
COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,2.9952870887881557
NC(CCCNC(=O)CI)C(=O)O,3.973469523665556
OCCN(CCO)[Co]N(CCO)CCO,2.518336806496095
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,2.606834772583458
CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,2.8605530860513797
NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,2.7221907971585377
COCC1OC(OC2OCC3OC4(OCC(O)(C(C)OC)C5OCOC54)OC3C2OC)C(OC)C(O)C1OC1OC(C)C(OC)C(OC2CC3(C)OC4(CC(O)C(OC5CC(OC6CC(C)([N+](=O)[O-])C(OC)C(C)O6)C(OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)C(C)O5)C(C)O4)OC3C(C)O2)C1O,3.584725755458501
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,2.416584148410412
C[N+](CCO)(CCO)[Co][N+](C)(CCO)CCO,2.481911858753525
O=C(NCN(CCCl)CCCl)c1ccccc1,4.0246419401242335
O=C(NCN(CCCl)CCCl)c1ccc(Cl)cc1,2.959355699902681
O=C(NCN(CCCl)CCCl)c1cccc(Cl)c1,3.837622103169593
O=C(NCN(CCCl)CCCl)c1ccccc1Cl,4.11062337523333
O=C(NCN(CCCl)CCCl)c1ccc(Br)cc1,2.3730040047672736
O=C(NCN(CCCl)CCCl)c1ccc(F)cc1,3.961968067319318
O=C(NCN(CCCl)CCCl)c1ccc([N+](=O)[O-])cc1,4.000238796302082
O=C(NCN(CCCl)CCCl)c1cccc([N+](=O)[O-])c1,3.852176260846644
Cc1ccc(C(=O)NCN(CCCl)CCCl)cc1,4.04623395081717
O=C1CCC(=O)N1CN(CCCl)CCCl,4.081122608695745
O=C1c2ccccc2C(=O)N1CN(CCCl)CCCl,3.87675604367544
Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1,3.678319568830583
CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1,2.742100032197655
N=C(N)NCC1CCCCCCN1,2.232070944748974
NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O,1.9665071241482068
COP(=O)(OC)OP(=S)(OC)OC,6.0002587624076735
CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c12,3.2706289334905074
CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,2.8702409264760216
NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,1.9844613883879467
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,3.390397016231317
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,2.8917696882977992
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.333357464830371
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,2.743401961654369
CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,2.5723115355016493
CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,2.961128332766533
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.193699101598891
C=CC[N+](CCO)(CCO)[Co][N+](CC=C)(CCO)CCO,2.5432445863385698
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,4.149938716638531
Clc1ccc(C(c2ccccc2)N2CC[N+]3(CCOCC3)CC2)cc1,3.0486177872878724
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,2.326736169641236
CCCn1c(=O)c2c(ncn2CCCCC(C)O)n(C)c1=O,3.023706169263787
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,4.531099542054053
CCc1ccc(C(=O)C(C)CN2CCCCC2)cc1,2.811898260673018
CC12CCCCCC(Cc3ccc(O)cc31)C2N,3.0376318649112872
CCCCN(CCC)CCc1ccc(O)c(O)c1,3.2242221860846483
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,3.308410729356547
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,4.368247588753782
COC(=O)NCN(CCCl)CCCl,4.318645673411053
CCOC(=O)NCN(CCCl)CCCl,3.9708723471123055
CC(C)OC(=O)NCN(CCCl)CCCl,4.109175110232586
CC(C)COC(=O)NCN(CCCl)CCCl,4.13224047253589
O=C(NCN(CCCl)CCCl)OCc1ccccc1,3.882531652812751
O=C(NCN(CCCl)CCCl)Oc1ccccc1,3.723795869197793
O=C(NCN(CCCl)CCCl)NCN(CCCl)CCCl,4.419880253479567
CCOC(=O)NCN1CCOCC1,2.797560665699756
CCN(CC)CCS/C(=N\O)c1ccncc1,2.6511819163333565
CCN(CC)CCS/C(=N\O)c1cc[n+](C)cc1,2.826732228580938
CN1CCCC(n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,3.5212597783064625
CCC[N+](CCO)(CCO)[Co][N+](CCC)(CCO)CCO,2.531516569749111
C=C(C)C[N+](CCO)(CCO)[Co][N+](CCO)(CCO)CC(=C)C,2.5598385204079284
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,4.30392438786887
NCCCNCCSP(=O)(O)O,2.7331790201223454
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,3.813946416007525
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,2.158950201367756
O=C(O)C1C(=CCO)OC2CC(=O)N21,2.073897197117781
Nc1c(CC(=O)O)cccc1C(=O)c1ccccc1,2.9645251132246773
CC1SCC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O,4.310145054561132
Cc1nnc(SCC2=C(C(=O)O)N3C(=O)C(NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)C3SC2)s1,1.73914100009047
CCOC(=O)CCCC(C)F,1.848333723823683
CC(F)CCCC(=O)OCCF,5.000467820883391
CC1CCC2C(C)C(=O)OC3OC4(C)CCC1C32OO4,2.040664180903777
CCOP(=S)(OCC)OP(=S)(OC)OC,5.468747465087915
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(C)=O)CSC12)c1csc(N)n1,2.3574335953512784
O=C(c1ccccc1)c1ccc[n+](COC[n+]2ccccc2C=NO)c1,2.641307579396443
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,2.25269143552381
COc1ccccc1C(=O)N(CC(C[Hg]O)OCCO)C(=O)O,4.166807192940484
COC(CNC(=O)c1ccccc1OCC(=O)O)C[Hg]SC(CC(=O)O)C(=O)O,4.082017586244359
CNC1C(O)C(OC2C(NC(=O)C(O)CN)CC(N)C(OC3OC(CN)C(O)C(O)C3O)C2O)OCC1(C)O,2.4334674788524477
CCc1ccccc1-c1nnc(-c2cccc(OC)c2)[nH]1,2.145107797270565
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,2.8052778766839785
COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CN,2.604095408249856
CC(SC(=O)c1cccs1)C(=O)NCC(=O)O,2.181181532973532
CC(C)(ON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[n+]3ccccc3)CSC12)c1csc(N)n1)C(=O)O,2.1363994826805146
COC1C(O)C(N)C(OC2OC(C(C)N)CCC2N)C(O)C1N(C)C(=O)CNC=N,2.5443412449233125
NS(=O)(=O)c1cc(C(=O)NN2CC3C4CCC(C4)C3C2)ccc1Cl,2.2670238083375733
COc1cccc(C2(O)CCCCC2CN(C)C)c1,3.033194615916575
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,2.567578005129411
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,2.5411076225538523
Cc1cc(=O)c(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)c[nH]1,2.690302424839534
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,4.335459505469724
COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,1.7333870435051997
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3cnns3)CSC12)c1csc(N)n1,2.01166177538365
N#CC1(C#N)C2CC(C(Cl)C2Cl)C1(C(F)(F)F)C(F)(F)F,6.63158852621216
O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)O)cc2)CSC2C(NC(=O)C(NC(=O)c3[nH]cnc3C(=O)O)c3ccccc3)C(=O)N12,2.7479876366010045
COc1ccc2c(c1)c(CC(=O)OCC=C(C)CCC=C(C)CCC=C(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,2.448822219336068
CCN(CC)CCS/C(=N\O)c1ccc(C)cc1,2.386136403361576
NCCN1CCCCC1,2.173453934186882
CN(C)Cc1ccc(CSCCN=C(C[N+](=O)[O-])N2CCN(C)CC2)o1,2.2827557562382887
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)CCC2N)C(O)C1OC1OC(CO)C(O)C(N)C1O,2.9493397136122
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(C[N+]34CCC(C(N)=O)(CC3)CC4)CSC12)c1nsc(N)n1,2.0426786598948388
Cl[TeH]1(Cl)(Cl)OCCO1,4.469849986586428
CC1CCC2C(C)C(OCc3ccc(C(=O)O)cc3)OC3OC4(C)CCC1C32OO4,2.8933271516952725
NC(=O)c1cc[n+](COC[n+]2ccc(C=NO)cc2C=NO)cc1,2.7713005207540617
O=C1CCC(C(=O)N2CSCC2C(=O)O)N1,1.7858136969209193
c1ccc(CNCCCNCCCCCCCNCCCNCc2ccccc2)cc1,2.967193262752365
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,3.2289049167665094
CCCCP(=O)(CCCC)Oc1ccc([N+](=O)[O-])cc1,4.949777596569704
CCCCCC(=O)OC1(C(C)=O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,3.0155546411491168
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)C(O)C3N)C2O)C(N)C(O)C1O,2.710141350824343
CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,2.2667447362043056
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.0134860550752056
CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,2.9401515142935617
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,3.158144942382789
OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1,2.60978110504738
Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,2.4759297254115618
CCOP(=S)(OCC)OP(=S)(OCC)OCC,6.767931301841796
NCCSP(=O)(O)O,2.492970496296216
SCC(S)CS,3.8682978790908207
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,3.7160901155638135
O=C1CNC(=O)N1CN(CCCl)CCCl,4.043305883575206
O=c1oc2ccccc2n1CN(CCCl)CCCl,4.558051232907721
NCC1OC(OC2C(N)CC(N)C(O)C2OC2OC(CO)C(O)C2O)C(N)C(O)C1O,2.3701780263452337
CCOC(=O)Nc1c[n+](N2CCOCC2)no1,2.2654664198717804
