curated_smiles,cat_oral_LD50
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,5.308488645507039
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,3.029676620353986
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.224066664334767
O=C(OCc1ccccc1)c1ccccc1,1.9765955882706088
Oc1ccccc1O,3.041834650940836
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.2905644127949687
Oc1ccc(O)cc1,3.342864646604817
C1COCCO1,1.6439754891176843
CCC1(CC)C(=O)NCC(C)C1=O,2.4848951028793
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,2.87046243158892
Oc1c(I)cc(Cl)c2cccnc12,2.882954066413035
O=C(CO)Nc1ccc([As](=O)(O)O)cc1,2.4141720955125034
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.91566782249664
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.678130345260672
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.52323124930237
CCNC(C)Cc1cccc(C(F)(F)F)c1,3.58595114886822
N#CN,2.623673037739571
COC(=O)CF,5.486992171403035
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,6.148473365669199
CC(C)C(Br)C(=O)NC(N)=O,2.695228653503017
N#CCl,4.010519027825051
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,5.178578835614101
Cc1ncc(CO)c(CN)c1O,2.2258156632895743
CN(C)CCC=C1c2ccccc2CCc2ccccc21,3.87492195381153
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.065702181200079
N#Cc1cccc(C#N)c1,2.408694379531628
N#CCCCCCCC#N,3.736230721552737
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1OC1OCC(O)C(O)C1O,6.144542292654022
O=C(O)C(Cl)(Cl)Cl,1.6111575073013231
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,2.4476370420613494
CCCN(CCC)C(=O)SCC,3.227987648910563
CCC12COP(OC1)OC2,4.811909980420098
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,2.7089144065095376
C[N+](C)(C)CCCl,4.243459729970949
CCC12COP(=O)(OC1)OC2,4.551752434865263
Cc1cc(C(=O)NNCc2ccccc2)on1,3.3640911314605164
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.522753216035217
O=C(NNCc1ccccc1)c1noc2c1CCCC2,3.361599801086858
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,6.508926529923961
CNC(=O)CSP(=O)(OC)OC,3.629807010756448
On1ccccc1=S,3.0709540856067523
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.754177309014136
CCOC(=O)OC(=O)OCC,3.209892847188366
N#Cc1cc(I)c(O)c(I)c1,3.694213133392028
CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,3.642610909196899
CCN(CC)c1nc(Cl)nc(NC(C)C)n1,2.272987018062213
CC1CCC(C(C)C)C(O)C1,2.290782846022568
CCNC1C2CCC(C2)C1c1ccccc1,3.801645791674628
COP(=S)(OC)SCC(=O)N(C)C=O,3.0881749160147445
CCOP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.995694725835806
CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21,2.5575280539563594
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,3.3513323996263824
CC[N+](C)(CC)CCCOc1ccc(OCCC[N+](C)(CC)CC)nn1,4.867545264980455
CN(C)CCON=C1c2ccccc2CCc2ccccc21,3.167904859621337
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,6.614362451729988
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,3.011691651366678
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,3.7669093247185375
CN(C(=O)CF)c1cccc2ccccc12,4.939005782845208
CC1OC(OC2CCC3(C)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,5.844831727222219
CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.8841051538730584
CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC(C)=O)CC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,6.695102378827776
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,6.8362112013463445
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1O,5.21642244305795
CNCCON=C1c2ccccc2CCc2ccccc21,3.447733090638034
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.682573741836628
CC(=O)OC1CC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)CC3OC(C)=O)CC2OC(C)=O)OC(C)C1OC(C)=O,6.571987249891332
COP(=S)(OC)SCCNC(C)=O,2.773340401680576
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,3.599597813524772
CCCc1cc(C(N)=S)ccn1,2.2559379132928834
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,3.875215265859791
COC(=O)C(Cl)Cc1ccc(Cl)cc1,2.3675310946255603
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,3.076719068244435
CCN(CC)CCNc1c(Cl)cc(C)c2ncccc12,4.465123982394664
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.0927613359602244
Cn1cnc2c1c(=O)[nH]c(=O)n2C,2.954645251409996
CCN(CC)c1ccc(C=O)c(O)c1,1.9850805175555848
O=c1[nH]c(=O)n(C2CCCO2)cc1F,3.745094318772632
CNC(=O)N(C)c1nc2ccccc2s1,2.3449519758883226
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],2.5395340003348235
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,6.591592677468396
O=CNC(Nc1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.827928583904588
CSc1nnc(C(C)(C)C)c(=O)n1N,2.6320400071007213
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C2OC(C)(C)OC2C1O,6.4159812600249575
CCN(CCC(=O)OC)c1ccccc1,2.0155127376179798
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.7927382862680143
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],3.5395013986563724
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.481964042076995
CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,1.856271099717072
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,4.125017771012094
CCCCc1c(C)[nH]c(NCC)nc1=O,2.320754703196729
Cc1occc1C(=O)Nc1ccccc1,1.9145158516991063
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,2.0507015872593004
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.681754848685712
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,2.995256886599752
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,4.324211645116907
CC(=O)OC1CC(OC2CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC(C)C2OC2CC(O)C(OC(C)=O)C(C)O2)OC(C)C1OC(C)=O,6.55196742719041
COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1,2.6640805315930938
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,3.0575158622331267
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,3.755177138581297
OC(Nc1nccs1)C(Cl)(Cl)Cl,2.548536819813902
NC(=O)OCC1N=C(N)N2CCC(O)(O)C23NC(N)=NC13,6.07125994071773
O=C1NC(c2ccccc2)N(CCN2CCN(c3ccccc3)CC2)c2ccccc21,2.615462906037963
[O-][n+]1ccc(O)c(O)c1-c1c(O)c(O)cc[n+]1[O-],4.711518004668281
NC(=S)NNCNNC(N)=S,3.112356953924265
c1ncn([Sn](C2CCCCC2)(C2CCCCC2)C2CCCCC2)n1,4.241777511611639
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,3.877063083246664
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,5.571183401997288
O=S(=O)(O)c1cc(-n2ncc(-c3ccccc3)n2)ccc1C=Cc1ccc(-n2ncc(-c3ccccc3)n2)cc1S(=O)(=O)O,2.0980730583755194
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,2.840763523454501
Cc1ccc(=O)n(-c2ccccc2)c1,2.5687319437981944
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3.2217610132693424
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,3.6479010755307737
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,4.320915282761517
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,3.1196794168267745
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,5.506604988305323
CC(C)=CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,5.981762866754819
COCC(=O)Nc1ccc(N=C(C)N(C)C)cc1,2.521685403206865
CCCCCCCCCCCCCN1CC(C)OC(C)C1,2.7411326234145124
CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,4.906866538595999
CCOP(=S)(OCC)SCn1c(=O)oc2cc(Cl)ccc21,3.516412594457471
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.59798900298133
Cc1ccc2nc3sc(=O)sc3nc2c1,2.3697815564127547
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,3.2510311628106527
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.4599172173081425
CCOP(=S)(OCC)OP(=S)(OCC)OCC,5.031172736616377
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,4.494682664460341
CC1COCC(C)N1C(=O)C[n+]1ccc(-c2cc[n+](CC(=O)N3C(C)COCC3C)cc2)cc1,3.466680448018128
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,3.726046890929063
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,3.34617883049202
COP(=O)(OC)OC(C)=CC(=O)OC(C)c1ccccc1,2.593134084882325
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,2.5376239334186184
