curated_smiles,quail_oral_LD50
CCS(=O)CCSP(=O)(OC)OC,3.4671674926753733
CC1Cc2c(Cl)cc(C(=O)NC(Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,4.388701729300216
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.972167672359376
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,3.387758108494213
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.148482903292266
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,4.859094064158763
CC(=O)c1cccnc1,2.4579715332882235
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,2.4782330718706294
O=c1cn[nH]c(=O)[nH]1,3.053370437165792
Nc1cccnc1,2.723248073183929
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.937908429644936
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.385525358124393
Nc1ccccn1,2.849816434525738
COP(=O)(OC)OC,2.2712993677479054
COc1cccc(N)c1,2.3407157329920034
O=P(N1CC1)(N1CC1)N1CC1,2.863689198802577
ClCCN(CCCl)CCCl,3.1869011306089545
Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,2.8680172525524608
Nn1cnnc1,2.425015950785148
OCc1ccccn1,2.037936195916714
CCc1cccc(N)c1,2.208380436273337
CCc1ccc(N)cc1,2.4581292487033632
Nc1cccc(O)c1,2.162874932525014
COC(N)=O,3.5532297652049345
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.384460943824492
Cc1ccc(Cl)c(O)c1,2.4043375243936564
Nc1ccc(N)cc1,3.034002429099418
Clc1ccncc1,2.2770244139259
O=S(=O)(O)c1cccnc1,2.70216321954341
NC(=O)CF,3.7728743806307783
Cc1ccc(S(=O)(=O)O)cc1,2.736358674492755
CNC(=O)Oc1cc(C)c(C)cc1Cl,4.454670091161688
CN(C)P(=O)(N(C)C)N(C)C,2.253347699291172
O[n+]1ccccc1,1.982764058504354
Cn1ccccc1=O,2.413654100081046
CN(C)c1ccccc1N(C)C,2.715823583794088
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,2.457600123478763
NC12CC3CC(CC(C3)C1)C2,2.6800169147261004
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,3.780787484901567
CCC12COP(OC1)OC2,4.209849989092136
N#Cc1ccc(N)cc1,3.697644944395863
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.611800815753626
Nc1nc(=O)nc[nH]1,2.549887535508821
CCOP(=S)(CC)Sc1ccccc1,4.312348402043975
CCOP(=O)(N=C1SCCS1)OCC,4.032304169905119
CCOP(=O)(N=C1SCC(C)S1)OCC,4.323071536431176
C[N+](C)(C)CCCl,2.34426478686253
Nc1ccncc1,4.0900066403392055
Cc1cc[n+](O)cc1,2.166868036014565
CCC12COP(=O)(OC1)OC2,4.0746311801456
CN(C)c1nc(=[N+](C)C)ss1,3.8992663415120425
c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccccc2)cc1,2.992178660577644
O=C(O)CNCP(=O)(O)O,1.5615562782123136
S=c1[nH][nH]c(=S)s1,2.6771360694070467
CNC(=O)Oc1cccc2sccc12,3.693253630784187
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1.8237832116991983
O=S(=O)(O)CCCN1CCOCC1,2.8210136657974383
O=S(=O)(O)CCCNC1CCCCC1,2.8453375034901267
Nc1nnc(N)[nH]1,2.496373424508982
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.845207974069242
CCCC(=O)c1ccc(N)cc1,2.9623533712110186
CSc1cccc(N)c1,2.268649724382504
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380242791648
CCNc1nc(Cl)nc(N(CC)CC)n1,2.4580993678222973
CC(C)N(C(=O)CCl)c1ccccc1,3.366663053693105
c1ccc(Oc2nc(Oc3ccccc3)nc(Oc3ccccc3)n2)cc1,3.053429794278552
CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.406333985145673
Nc1ncnc(N2CCOCC2)n1,2.7584687139471127
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.810649133240753
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,2.8281752183379987
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,2.076068633017604
N#Cc1cccc(N)c1,2.322656974836906
COP(=O)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.305664575669547
COP(=O)(OC)OC(=CCl)c1cc(Cl)ccc1Cl,2.3499533651960363
CNP(=O)(N1CC1)N1CC1,2.8324684887771423
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.42444813059148
COc1cc(Cl)c(OC)cc1Cl,1.6171178155259789
CNC(=O)Oc1cc(C)c(C)c(C)c1,3.4348521645004904
Cc1ccc(N)cc1O,2.2153907851693644
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,4.420949122186851
COP(=O)(OC)OC(=CCl)c1ccc(Br)cc1Br,2.705654064092589
S=P(NC1CCCCC1)(N1CC1)N1CC1,2.8900671166969207
CN(C)CCN(C)CCN(C)CCN(C)C,2.8627953921327705
COC(=O)NS(=O)(=O)c1ccc(N)cc1,2.0611602121691304
N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,3.027565099519395
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,3.793770834016856
Clc1c(Cl)c(Cl)c2nccnc2c1Cl,2.825961352758087
CS(=O)(=O)OCCCl,2.882256277511908
Clc1cc(Cl)nc(-c2ccccc2)n1,2.653363043105493
CN(C)P(=S)(N1CC1)N1CC1,3.406517471632051
CCC(C)c1ccccc1OC(=O)NC,3.1673236206265805
CCC(=O)OCC(=O)C1(O)C(O)CC2C3CCC4=CC(=O)CCC4(C)C3(F)C(O)CC21C,3.1559497361093887
O[n+]1ccccc1S,2.857386712083533
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.6545395190798566
CCOC(=O)NN,3.0174882749609204
CCNS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.04711096573335
O=S(=O)(O)CCN1CCOCC1,2.7908817163660795
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.294525744676972
Cn1c(=O)c2c(ncn2CCCl)n(C)c1=O,3.385008931475027
CN(C)CC(O)CN(C)C,2.665361276977943
CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,3.489145349073566
O=C(NCCCCNC(=O)N1CC1)N1CC1,3.2307945291012854
NP(=O)(N1CC1)N1CC1,3.167665812240979
O=P(Nc1ccccc1)(N1CC1)N1CC1,2.9739769753605647
ClCCN1CCC(C2CCN(CCCl)CC2)CC1,3.5922241458535624
CNC(=O)C=C(C)OP(=O)(OC)OC,4.746566091864229
O=S(=O)(O)CCN1CCN(CCO)CC1,2.877453361643826
COC(=O)C=C(C)OP(=O)(OC)OC,3.9757884596701776
O=S(=O)(O)CCN(CCO)CCO,2.829212139856341
COP(N)(=O)SC,3.389957651330941
COC(=O)Nc1nc2ccccc2[nH]1,1.281465173199528
CCCCN(N=O)C(N)=N[N+](=O)[O-],2.498712492255961
CCOP(=S)(OCC)SCSC(C)(C)C,4.283964227833205
NC(=O)NC12CC3CC(CC(C3)C1)C2,2.7887365413495973
c1ccc(Nc2nnns2)cc1,2.751269356713489
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,3.179123548394616
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,4.601612437481783
CCCSP(=O)(OCC)SCCC,4.509374592553755
CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,8.177208645680622
CCOC(=O)c1cn2nc(OP(=S)(OCC)OCC)cc2nc1C,3.500258575645241
CN(C)CC(=O)N(C)C,2.6148938802202597
CCOC(=O)Nc1cccc(OC(=O)Nc2ccccc2)c1,2.0831238977298185
CN(C)CCSS(=O)(=O)O,2.7681180188955685
NP(=S)(N1CC1)N1CC1,3.21268289716569
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,4.099910730906369
c1cc(-c2nnc(-c3ccncc3)s2)ccn1,2.881050422169954
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,4.569482155089488
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.9910142620138576
O=S(=O)(O)CCCN1CCN(CCO)CC1,2.9022921317756083
O=P(O)(O)CCCl,2.1296550283725493
Nc1n[nH]c(=S)[nH]1,2.565328392418828
CNC(=O)ON=C(C)SC,3.835339987591077
Nc1nc(-c2ccccc2)ns1,3.3734808749760674
Cc1nnc(N)nc1C,2.594249146715694
CN(C)C(CSS(=O)(=O)c1ccccc1)CSS(=O)(=O)c1ccccc1,3.8569563471574257
CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,2.3305355210905576
CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(=O)O,1.9769984141017145
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,1.7599522459043562
CC(C)C(=O)N1CC1,2.2755416884013093
O=CC(O)C(O)C(O)C(S)CO,2.5146008741186
CSc1nnc(C(C)(C)C)c(=O)n1N,3.1161661633890425
NNC(=S)NC1CCCCC1,2.739073888063356
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.779412490336463
CCOP(=S)(OCC)Oc1cc(Cl)c(SC)cc1Cl,3.90459774638112
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,2.358631702577031
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,5.481964042076995
CNC(=O)Oc1cccc2c1OC(C)(C)O2,4.026529373501234
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.6447138799882417
CNC(=O)ON=C(SC)C(=O)N(C)C,4.719795012204561
O=C(c1cccc2ccccc12)N1CC1,2.516837137851069
CNC(=O)Oc1cccc(/N=C/N(C)C)c1,3.7216536176575055
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,4.744806529300487
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,4.1685633384958924
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,4.872737441365254
CCOP(=S)(OCC)SCCl,2.955558245472259
S=[PH](Nc1ccc(N2CC2)cc1)N1CC1,2.879226577365605
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.523392356590462
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1.655978347042593
COCOS(C)(=O)=O,2.271562825432305
CCOP(S)(=NC(C)C)Oc1ccccc1C(=O)OC(C)C,4.424380238289552
CCSC(=O)COc1ccc(Cl)cc1C,2.3887102792091977
O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,1.939485306435912
CCC(C)(C)c1ccc(OCCCCCCN2CCN(c3ccc(C)cc3Cl)CC2)cc1,2.404740616398371
O=S(=O)(O)c1ccc(-c2nnc(-c3ccccn3)nc2-c2ccc(S(=O)(=O)O)cc2)cc1,3.172861468417468
CCN(CC)C(=O)SCc1ccc(Cl)cc1,1.519164725036581
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,2.173105854676562
O=c1oc2ccccc2c(O)c1C(CC(O)c1ccc(-c2ccc(Br)cc2)cc1)c1ccccc1,2.5180316711330204
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],2.429002246015388
CCN(CC)c1nc(C)cc(OP(=S)(OC)OC)n1,3.3386556655787
CCSCc1ccccc1OC(=O)NC,3.1624545519884544
CCS(=O)(=O)c1nnc(N(C)C(=O)NC)s1,2.94502848723224
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,2.570954614504724
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.7059858251715234
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.490472582072581
Nc1ccccc1,2.094023676223657
CCC1CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)OC(CC)CC2CCC(O2)C(C)C(=O)O1,2.59826947854423
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.659575853561089
CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,2.9880690509709797
CC(C)c1ccc(NC(=O)N(C)C)cc1,1.8313168608801773
CN(C(=O)N(C)c1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,2.643847310299714
CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,3.237107465309454
O=C(O)C1CNC1,1.703742637856942
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,2.5502559765416195
CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,1.4463025598447168
FC(F)(F)N=C1SC(=Nc2ccccc2)N(c2ccccc2)C1=NC(F)(F)F,1.9662460552189729
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,1.49388864643309
CNC(=O)ON=C(CSC)C(C)(C)C,5.259916255109018
CC(Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1)C(=O)O,1.5147641819050317
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],3.0464159161459587
CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,1.4939499262841485
CN(C)c1nc(=O)n(C2CCCCC2)c(=O)n1C,2.048224295971947
CCCCSC(=Nc1cccnc1)SCc1ccc(C(C)(C)C)cc1,1.2327101739254465
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.462169420098571
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,1.82713560122126
Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N,2.8811570438462617
CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,1.4709541213336483
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3.2217610132693424
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,3.666602438783454
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,2.402462000227959
C=CCON=C(CCC)C1C(=O)CC(C)(C)C(C(=O)OC)C1=O,2.039903227419837
CC(C)C(O)(c1ccc(OC(F)(F)F)cc1)c1cncnc1,2.193529472694751
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1.7797854620234117
CCOP(=O)(O)C(N)=O,1.375877382607184
Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,2.216589429834831
O=C1C(Cl)C(CCl)CN1c1cccc(C(F)(F)F)c1,2.1618803554503234
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.028533297708546
CC(C)(SC(=O)N1CCCCC1)c1ccccc1,2.1195956676619105
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,3.196931603673012
CN(c1c(Br)cc(Br)cc1Br)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,4.718908420015449
O=C(NCCCCCCNC(=O)N1CC1)N1CC1,2.905717339001906
CCOc1ccc(C2(C(=O)OC(C#N)c3cccc(Oc4ccccc4)c3)CC2(Cl)Cl)cc1,1.9844039832038232
COP(=S)(OC)SCC(=O)N(c1ccc(Cl)cc1)C(C)C,2.1966523447017248
O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,1.8557650045618528
Nc1nc(N)nc(NC2CC2)n1,1.9689614408655003
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,2.490392328332982
CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,2.432175174033662
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,1.9388138250609983
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,0.8999616965403738
CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,2.1465955514722386
CC(C)C(Nc1ccc(C(F)(F)F)cc1Cl)C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.301825185400431
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,2.221979274943949
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,2.33324971532431
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.9442265015871556
CCOC(=O)C1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.5670773643233165
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,2.6065991743816554
N#Cc1c[nH]cc1-c1cccc(Cl)c1Cl,1.9752376834034264
CC1C(c2ccc(Cl)cc2)SC(=O)N1C(=O)NC1CCCCC1,1.8486656553493772
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,2.408905599350109
CC(C)C1(C)NC(c2ncccc2C(=O)O)=NC1=O,2.0846693696541565
CC(C)C1(C)NC(c2nc3ccccc3cc2C(=O)O)=NC1=O,2.1607978560810115
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,2.128962512230343
CC1(C)CON(Cc2ccccc2Cl)C1=O,1.979997936187744
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,2.2716060590323237
CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1,2.220631019448092
Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,2.3709384786871253
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,2.3403336339258027
CCCC(=O)N(CSP(=S)(OC)OC)c1ccccc1Cl,3.733173653804641
CN(c1ccc(F)cc1F)c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1C(F)(F)F,2.5766004672102065
CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,2.261037532475809
CSC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C(=O)SC)c1CC(C)C,2.251418652274234
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(C(=O)O)cnn2C)n1,2.2347939020624885
CN(C(=O)CNCP(=O)(O)O)S(C)(=O)=O,2.0828821847405763
Cc1ccc(C(=O)O)c(C2=NC(=O)C(C)(C(C)C)N2)c1,2.105819012191282
COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,2.2448508517515
C=CCCCOC(=O)C(CC)N(Cc1ccco1)C(=O)n1ccnc1,2.161744118806339
C[Hg]N([Hg]C)S(=O)(=O)Nc1ccc(C)cc1,4.391266880192395
O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(C(F)(F)F)C(F)(F)F,3.9170252620676496
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,2.024112517502756
CC#Cc1cc(C)nc(Nc2ccccc2)n1,1.9966653602982047
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1,2.261037532475809
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,2.2439823692750944
CC(C)(C)c1ccc(CCOc2ncnc3ccccc23)cc1,2.185271521800936
Nc1ccc(S)cc1,3.4722780024680198
COP(=S)(OC)OC(=CCl)c1ccc(Cl)cc1Cl,3.1755755402682304
OCC(Br)(Br)Br,2.826100914267093
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,4.148217319623111
CCC(C)C(N)C1=NC(C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C(=O)NC2CCCCNC(=O)C(CC(N)=O)NC(=O)C(CC(=O)O)NC(=O)C(Cc3cnc[nH]3)NC(=O)C(Cc3ccccc3)NC(=O)C(C(C)CC)NC(=O)C(CCCN)NC2=O)C(C)CC)CS1,3.6534323540644738
CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,2.1314541975684205
O=C(O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.4161010482478529
O=C(N=CCNC(=O)N1CC1)N1CC1,2.9179727917644387
c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,2.994934961491039
NCc1ccccn1,2.1589411657077178
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,2.520368229609661
Cc1ccc(N)cc1Cl,5.151066320394345
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,2.2121975182752656
CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C,1.784270190137498
Cc1cccc2sc3nncn3c12,3.2770198241425312
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,2.2249457403504347
COC(=O)C(C)Oc1ccc(Oc2ccc(Cl)cc2Cl)cc1,1.5329962938657593
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,2.0210941574770613
O=C(Nc1ccccc1)Nc1cnns1,1.1388097369846404
O=C(Nc1ccccc1)N(Cc1ccc(Cl)cc1)C1CCCC1,2.119048592901891
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,2.0748570573842176
CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,1.884490628075708
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,2.1059519778963174
CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,1.7228005852228243
C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,2.0532270262049366
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,3.2573209144981425
CC(C1CC1)C(O)(Cn1cncn1)c1ccc(Cl)cc1,3.288967237748518
COCCOc1ccccc1S(=O)(=O)NC(=O)Nc1nc(OC)nc(OC)n1,2.315353082960489
CCOP(=O)(SC(C)CC)SC(C)CC,4.227886704613673
CC(Oc1ccc(Oc2nc3ccc(Cl)cc3o2)cc1)C(=O)O,2.123717622952172
