curated_smiles,mouse_intramuscular_LD50
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,2.75009627530133
O=C(O)c1ccccc1,1.723938161415427
N=C(N)NCCCCCCCCC(=O)NC(CCCN)C(O)CCCCCCCCNC(=N)N,4.606322236836919
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,3.3677567251094684
CC1=CCC(O)(C(C)C)CC1,2.2961390165028117
Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1,2.796250086987925
CC1CCCCC1O,2.057620466365057
CC(C[N+](C)(C)C)OC(N)=O,2.9241311569058297
CC1CCCC(O)C1,2.057620466365057
COP(=O)(OC)N1CCOCC1,1.6091384452957
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,4.364547767533852
CCC1(CC)COC(=O)NC1=O,3.580281099379914
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.4795651729942825
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.500212316180002
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,3.661627466015132
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,1.910138619813098
CNCCC=C1c2ccccc2CCc2ccccc21,3.190140467612086
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OCC1OC(n2ccc(N)nc2=O)C(O)C1O,2.039104485184142
O=C(O)c1ccc(I)cc1,2.662091192289872
CC[N+]1(CC)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,3.409700398856131
CCCC(CCC)C(=O)O,2.238884096558804
CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21,2.1949137645749173
Nc1c2c(nc3ccccc13)CCCC2,3.834856818266074
CC1(C)C2CC3OC3(C)C1C2,3.182520217105796
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,1.822629598971419
C1NNCN2CNNCN12,3.0620010324750866
O=C1NCN(c2ccccc2)C12CCN(CCCC(c1ccc(F)cc1)c1ccc(F)cc1)CC2,3.651920456842217
CNC1(c2ccccc2Cl)CCCCC1=O,2.824633992389486
CN1CCN(C2=Nc3ccccc3Sc3ccc(Cl)cc32)CC1,3.3322907241673088
ON=Cc1cc[n+](C[n+]2ccc(C=NO)cc2)cc1,2.7608144452194785
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.805992262223671
O=C(O)c1ccccc1I,2.457971209633947
O=C(O)c1cccc(I)c1,2.515963156611634
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,4.504599660223526
C[N+](C)(C)CCBr,3.444747222225778
CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,3.4428657837015115
CCN(CC)CCNc1ccc(CO)c2sc3ccccc3c(=O)c12,3.148928048917604
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N)CC2,3.8629657589777615
OC(CS)C(O)CS,2.9265509480611422
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.822705956199572
CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,3.120694895970733
CCCCCCCCCCCC(=O)NS(=O)(=O)c1ccc(NC(C)=O)c2ccccc12,3.710412107733671
C=CCC(N)Cc1ccccc1,2.971965889768126
COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4c[nH]c(C(=O)Nc5c(O)c6ccc(OC7OC(C)(C)C(OC)C(OC(=O)c8ccc(C)[nH]8)C7O)c(C)c6oc5=O)c4C)c(=O)oc3c2C)OC1(C)C,3.346388968537692
CN(C)CCON=C1c2ccccc2CCc2ccccc21,3.310572363190068
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.994011968626767
c1ccc(C2CN3CCSC3=N2)cc1,3.227478744758409
C[N+](C)(C)CCI,3.2166124567561583
CN1CCCC(=C(c2cccs2)c2cccs2)C1,2.951479446644512
Oc1c(CN2CCCC2)cc(Nc2ccnc3cc(Cl)ccc23)cc1CN1CCCC1,3.533258547614903
O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,3.617811325493299
Cc1cccc(C)c1OCC(C)N,3.1462806904997485
O=C1C=C2C=CC3CC2(O1)C1CCCCN31,4.050988644522681
COc1ccc2nc3c(c(N)c2c1)CCCC3,3.2615863868913397
COP(=O)(OC)C(OC(C)=O)C(Cl)(Cl)Cl,2.6312610833832606
CC12CCC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COP(=O)(O)O,2.6773763430198403
CN(C)N=NN(C)C,2.0316627569274397
CC(=O)OC(C)(C)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,5.311025352183765
O=C1C=CCC2C3CCCN4CCCC(CN12)C34,3.406539446206282
c1ccc2c(c1)CCc1cc3c([o+]c1-2)-c1ccccc1CC3,2.978280973021825
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,1.820275040214186
COc1c2c(cc3c1-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC3)OCO2,5.012992438520509
Cc1onc(-c2ccccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.572169407499704
CN(C)CCCN1c2ccccc2N(C)S(=O)(=O)c2ccccc21,2.9586242291395832
COc1cc2c(c(OC)c1O)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,4.366423802341843
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C(C)=O)CC2,5.456576156984366
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C)CC2,3.2849493214036736
CCC(C)CCCCC(=O)NC(CCNCS(=O)(=O)O)C(=O)NC(C(=O)NC(CCNCS(=O)(=O)O)C(=O)NC1CCNC(=O)C(C(C)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CCNCS(=O)(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCNCS(=O)(=O)O)NC1=O)C(C)O,3.3409255665991533
C[N+]1(C)CCC(c2ccccc2)CC1,3.8323035779154537
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCC[S+](C)C)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,3.7195694267407062
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O,2.752137393752622
O=C(O)CC(S[Au])C(=O)O,2.6361291794786568
CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1,3.2450430167312234
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,3.2701625605337936
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1CC=C2,3.523357482586103
CCOC(=O)NNc1nncc2ccccc12,2.745806577887022
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)C=O)CC2,3.744122318378635
C[N+]1(CC(=O)c2ccc(-c3ccc(C(=O)C[N+]4(C)CCCCC4)cc3)cc2)CCCCC1,5.659933187513219
NCCOCC(N)C(=O)O,1.803380910778777
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCCC1,3.242746569237392
CS(=O)(=O)C=Cc1ccccc1,2.306410729554607
CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,3.2544679345411605
CC(C)(CO)C(O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)C(O)C(C)(C)CO,2.036513043003493
O=C1CCCC2CCCC=[N+](O)CCCCCN12,2.993815211750106
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(N(C)Cc1ccccc1O)CC2,3.529806102653024
C=C(O)/C(CN(C)C)=N/O,2.1031264831116
COc1c2ccoc2cc2oc(COC3OC(CO)C(O)C(O)C3O)cc(=O)c12,3.3606221293243683
O=C(O)c1cc(I)cc(I)c1I,3.5029061575779377
Cc1ccc2c(c1)C1CN(C)CCC1N2,3.366478776931269
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,4.103009291671045
CC1NC(=O)C(C(C)O)NC(=O)C(NC(=O)C(CO)NC(=O)CC(N)C(=O)O)C(C)OC(=O)C2C(O)CCN2C(=O)C(C(O)C(C)C)NC(=O)C(C(C)c2c[nH]c3ccccc23)NC(=O)C(=Cc2c[nH]c3ccccc23)NC(=O)C2C(O)CCN2C(=O)CNC1=O,3.104602156796745
CN1CCN(c2ccc(CO)c(Cl)c2)CC1,3.080507436404147
CCOc1ccccc1C(=O)N/N=C(\C)C(=O)O,3.131209299462805
CCC(CCl)N(CCCl)P(=O)(O)OCC1OC(n2ncc(=O)[nH]c2=O)C(O)C1O,3.678735017004304
CC(=O)OC1C(COP(=O)(O)N(CCCl)CCCl)OC(n2ncc(=O)[nH]c2=O)C1OC(C)=O,3.2498161247881963
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,4.35488794840013
CN(C)C=Cc1ccncn1,2.474790086250064
CN=C1NC(=O)C(C(C)c2c[nH]c3ccccc23)O1,2.507337983817208
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,2.5869870479703843
O=C(O)CN1CCN(CC(=O)O)CC(=O)O[Fe]OC(=O)C1,2.463620756340145
O=C1c2ccccc2CN2C(=O)c3ccccc3CN12,1.94494961661467
Cc1nccc2c1[nH]c1ccccc12,3.4752805071703645
CCSC(=N)N,2.364563501854438
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,2.145103133146381
Cn1c(C=NO)[n+](C)c2ccccc21,2.779582793204995
Cc1cc(C)[nH]c(=S)n1,2.4478120824180247
NC(=O)c1ccc[n+](COC[n+]2ccccc2C=NO)c1,2.922036091971427
N=C(N)C(O)c1ccc2c(c1)OCO2,2.6754430050178573
Cc1cccc(C)c1NC1=NCCCS1,3.305668818170746
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,1.586138305095237
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,2.821936907305763
CN1CCOC(c2ccccc2)c2ccccc2C1,3.6794364679035896
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,2.628715805205005
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,2.4480065872833947
CCN(CC)CCn1nc2c3ccc(Cl)cc3sc3c(CO)ccc1c32,2.49185007047416
Cc1ccccc1C(c1ccccc1)N1CCN(C)CC1,3.493558731820312
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(OP(=O)(O)O)C(O)C2O)N(C)C1,2.661872892521887
NC(=O)c1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,2.7773218921704763
O=C(CCN(CCCl)CCCl)c1ccccc1,3.906574278434999
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.893699869881503
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(=O)C(F)(F)F)CC2,5.997529125149281
COc1ccc(C=CC(=O)c2c(OCCN(C)C)c(OC)c3occc3c2OC)cc1,3.829539621830968
ON=Cc1cccc[n+]1COC[n+]1cccc(I)c1,3.712249730916884
CN(C)c1ccc[n+](COC[n+]2ccccc2C=NO)c1,3.704046606208389
COc1cc(OC)cc(OCCO)c1,2.236445249481429
CS(=O)(=O)c1ccc[n+](CCC[n+]2ccc(C=NO)cc2)c1,3.328071627642748
CC(C)(C)c1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,4.200375237547128
O=C(CCN(CCCl)CCCl)c1ccc(Cl)cc1,3.6633717790700016
ON=Cc1cc[n+](COC[n+]2cccc(I)c2)cc1,3.596454373748454
CN(C)c1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,3.847137605161145
CSc1ccc[n+](COC[n+]2ccc(C=NO)cc2)c1,3.540174490964346
CC1(C)SC2C(NC(=O)C(c3ccccc3)S(=O)(=O)O)C(=O)N2C1C(=O)O,1.596294371445638
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,4.163665770325586
CCCCOc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1,3.2008840826930123
CC(O)=C1C(=O)C(N)C2Cc3c(c(O)c4c(O)c(C)ccc4c3C)C(=O)C2(O)C1=O,3.6648848370872416
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O,2.8864539007273877
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,2.696391753173593
CC(C)Cc1ccc(C(C)C(=O)O)cc1,2.676977919914492
O=C(CCCN1CCc2[nH]c3ccc(F)cc3c2C1)c1ccc(F)cc1,3.500275690544832
ON=Cc1cc[n+](COC[n+]2cccc(Cl)c2)cc1,3.165701020414765
S=c1nc(-c2ccccc2)cc(-c2ccccc2)[nH]1,2.723214239007543
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,3.026347517768015
NCCC(O)C(N)CC(=O)NC1CNC(=O)C(C2CCN=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,2.359012894745712
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1O,1.4806650760640885
ON=Cc1cccc[n+]1COC[n+]1ccccc1,3.193766026300604
NC(=O)c1ccc[n+](CCC[n+]2ccc(C=NO)cc2)c1,3.0589344283395303
NC(=O)c1ccc[n+](COC[n+]2cccc(C(N)=O)c2)c1,2.537129729051441
Nc1cc(Nc2ccc([As]=O)cc2)nc(N)n1,4.121688146972821
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3cc[n+](C)cc3)C2SC1,2.0399165391839227
NC(=O)c1cc[n+](COC[n+]2ccccc2C=NO)cc1,2.805678645166741
NCC1CCC(N)C(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)O1,3.0656448860365515
COC1CC(=C(c2cccs2)c2cccs2)C[N+](C)(C)C1,3.206979022585061
Cc1ccnc(=S)[nH]1,2.4020342859743424
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,3.089749726269631
Cc1cc(C)[n+]2ncsc2n1,2.521736787923754
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,3.676816959835248
ON=Cc1cc[n+](COC[n+]2cccc(C=NO)c2)cc1,3.491372238490766
CC1(C)SC2C(NC(=O)C(NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2C1C(=O)O,1.476087331646993
O=C(O)c1ccc(NC(=O)C(Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1,2.606834772583458
CN(C)C1C(=O)C(C(=O)NCN2CCCC2C(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.3052928680166445
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCCNCCCN)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,4.327045436399418
NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1O,5.64981096151294
NCCCC(N)CC(=O)NC1CNC(=O)C(C2CC(O)N=C(N)N2)NC(=O)C(C=NC(N)=O)NC(=O)C(CO)NC(=O)C(CO)NC1=O,2.911854863403493
CC(C)(C)c1cc[n+](COCc2cc[n+](C(C)(C)C)cc2)cc1,3.472277498493052
O=C(NCN(CCCl)CCCl)c1ccccc1,3.837555296767089
O=C(NCN(CCCl)CCCl)c1ccc(Cl)cc1,3.168615322211017
O=C(NCN(CCCl)CCCl)c1cccc(Cl)c1,3.3768912646380995
O=C(NCN(CCCl)CCCl)c1ccccc1Cl,3.783264440847
O=C(NCN(CCCl)CCCl)c1ccc(Br)cc1,2.2480652681589737
O=C(NCN(CCCl)CCCl)c1ccc(F)cc1,3.553304193255508
O=C(NCN(CCCl)CCCl)c1ccc([N+](=O)[O-])cc1,3.484199475552049
O=C(NCN(CCCl)CCCl)c1cccc([N+](=O)[O-])c1,3.523117541582419
Cc1ccc(C(=O)NCN(CCCl)CCCl)cc1,3.45260712702607
O=C1CCC(=O)N1CN(CCCl)CCCl,3.679066033828875
O=C1c2ccccc2C(=O)N1CN(CCCl)CCCl,3.1266335168920403
CC[Ge]1(CC)CCC2(CCN(CCCN(C)C)C2)CC1,3.4573334847955213
CCC(=O)N(c1ccccc1)C1CC(C)N(CCc2ccccc2)CC1C,3.520344164557993
Cc1ccccc1OC(CC[N+]1(C)CCCCC1C)c1ccccc1,3.789215228055414
CC1CCCC[N+]1(C)CCC(Oc1ccccc1Cl)c1ccccc1,3.847443212742574
N=C(N)NCC1CCCCCCN1,2.1720730150736887
NC(=O)C1N=CN(C2OC(CO)C(O)C2O)C1=O,1.9665071241482068
COP(=O)(OC)OP(=S)(OC)OC,6.0002587624076735
CCSc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.744510609359251
Ic1ccc[n+](COC[n+]2cccc(I)c2)c1,3.748617704642116
CSc1cc[n+](COC[n+]2ccc(SC)cc2)cc1,3.4777781082277657
CN(C)c1cc[n+](COC[n+]2ccc(N(C)C)cc2)cc1,3.47321599233859
CN(C)c1ccc[n+](COC[n+]2cccc(N(C)C)c2)c1,4.137768431870915
CC(C)(C)c1ccc[n+](COC[n+]2cccc(C(C)(C)C)c2)c1,3.407678252318424
CCOC(=O)c1c(-c2ccccc2)oc2ccc(O)c(CN(C)C)c12,3.4003665529805764
CNCC1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,3.276954859455564
NC(=O)c1cc[n+](CC2=C(C(=O)O)N3C(=O)C(NC(=O)C(c4ccccc4)S(=O)(=O)O)C3SC2)cc1,2.147402923075835
CC(=O)OC1CC2CCC3C(CCC4(C)C3CC(N3CC[N+](C)(C)CC3)C4OC(C)=O)C2(C)CC1N1CC[N+](C)(C)CC1,7.037523754258125
CCCC(=O)N1CCCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1,2.795539420187679
Cn1cc[n+](COC[n+]2ccn(C)c2C=NO)c1C=NO,3.499694814889418
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,2.8917696882977992
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.178005691772926
c1ccc(-c2cc(-c3ccccc3)c3c([o+]2)-c2ccccc2CC3)cc1,3.048475468484486
CS(=O)(=O)OC(CCN1CCCCC1)(c1ccccc1)c1ccccc1,2.882115455473136
CCN(CC)CCn1c2ccc(CO)c3sc4cc(Cl)ccc4c(c32)[n+]1O,2.063325851635663
CN1CCC2(C)CC(Cc3ccc(O)cc32)C1,3.2339150854473444
Cc1cc(C)nc(SC#N)n1,3.3729672063871545
O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,2.193699101598891
Cc1cc(C)nc(SCC(=O)O)n1,2.598236619682355
Clc1ccc(C(c2ccccc2)N2CC[N+]3(CCOCC3)CC2)cc1,3.1050614457026984
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,2.326736169641236
