curated_smiles,mouse_intraperitoneal_LDLo
Nc1cccc(C(=O)O)c1,2.438187807154009
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,2.9245583856706965
CC(C)c1ccc(O)cc1,2.7362179665678057
OCC1CCC(CO)CC1,1.9548874401936027
CC(C)NC(C)C,2.6072104626606096
Nc1cccc(N)c1,2.431942437771456
Nc1nc(N)nc(N)n1,2.19770430546729
CC(=O)NNc1ccccc1,3.000523732752912
CCCC[P+](CCCC)(CCCC)Cc1ccc(Cl)cc1Cl,4.280368671911647
O=P(OCCCl)(OCCCl)OCCCl,3.057652413149948
CC(C)OP(OC(C)C)OC(C)C,2.6195899796494526
COB(OC)OC,2.0166740626019366
CC(=O)Nc1ccc(S(=O)(=O)Cl)cc1,3.669644105562392
Nc1ccc([N+](=O)[O-])cc1Cl,2.537997811387599
CCCCCCCCCCCCCCCC[n+]1ccccc1,3.784677191189194
Nc1ccc(O)cc1,3.037936195916714
CC(C)CCO,2.577866395609321
OC[P+](CO)(CO)CO,3.0937297848366274
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,2.7827776084149254
C=C(C)C#N,3.650573006083644
O=C1OC2(c3cc(Br)c(O)cc3Oc3c2cc(Br)c(O)c3[Hg]O)c2ccccc21,3.5482001793135107
Nc1ccc(O)c(N)c1,3.394952231861603
CC(=O)Nc1ccc([Sb](=O)(O)O)cc1,3.361771845323922
NCc1ccc(S(N)(=O)=O)cc1,1.872123626566962
Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.3564508029040354
CC(COc1ccc(C(C)(C)C)cc1)OS(=O)OCCCl,3.223839761905133
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,3.019031356656107
CCOc1ccc(NC(N)=O)cc1,3.1254378883052416
CNCC(O)c1cccc(O)c1,3.445105801862532
CCCCC(CC)COP(=O)(O)OCC(CC)CCCC,3.712550038125346
CC(N)Cc1ccccc1,3.4150054691558407
COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,2.5994714976673885
CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,3.174084204024704
NCCCNCCCCNCCCN,4.226913377579402
O=C(O)c1cc(Cl)ccc1O,2.839017740481526
O=[N+]([O-])c1cc([N+](=O)[O-])c(F)cc1F,4.610847465411927
Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1,3.8645243495116377
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,3.611962157372471
COC(=O)C(F)(F)C(F)(F)F,2.2505566127925656
OCC(F)(F)C(F)(F)F,2.1762244222794807
C=Cc1cncc2c1CCOC2=O,2.6414418842613028
Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.772493825379167
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,4.7560105514967175
Cc1cc(O)c2ccccc2c1O,2.6389856662568363
O[N+](=Nc1ccccc1)c1ccccc1,2.6003912701679197
CCS(=O)(=O)CCO,1.1404703313156292
CC(C(=O)O)C(=O)O,2.3732357628916394
Cc1[nH]c(=O)[nH]c(=O)c1N(CCCl)CCCl,4.94796931545655
O=[IH2]c1ccccc1,3.550521861389245
CN1C2CCC1CC(OC(=O)c1ccccc1)C2,2.7959761362193625
NC(=O)NCc1ccccc1,2.5234024780332494
CCOC(=O)Cl,3.859434533644572
O=[N+]([O-])c1cccc(O)c1,3.2982603106012096
C=CCOCC=C,2.593928170682006
CC(C)(C)c1ccc(O)c(-c2ccccc2)c1,3.8591766779583296
CC(=O)N(C)c1ccccc1,3.076838433904125
CC(C)NCC(O)c1cc(O)cc(O)c1,2.9446080894719104
NC(=O)C(Cl)(Cl)Cl,2.169201362354147
CC[Sn](CC)(CC)CC,3.875447747588119
COC(N)=O,2.5744190642748728
CN(C)C(N)=O,1.1248237417568223
CC[n+]1c(-c2ccccc2)c2cc(N)ccc2c2ccc(N)cc21,4.196469117512322
c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,3.245806704062218
c1ccc([Sb](c2ccccc2)c2ccccc2)cc1,2.848900653537864
Oc1c(Br)c(Br)c(Br)c(Br)c1Br,3.2910072319368284
CCN(C=O)CC,1.4998116151969152
N#Cc1cccc([N+](=O)[O-])c1,2.772676626740311
S=C=NCc1ccccc1,3.1738212147529983
CC/C(C)=N\NC(N)=O,2.713198114916156
N#CSCCSC#N,4.460067532054865
CNC(=O)N(C)C,1.5056647847490408
CN(C)C(=O)N(C)C,1.6026735602437203
O=C(O)c1ccc(O)c(C(=O)O)c1,2.1464405198094094
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,4.006443792109756
ClP(Cl)c1ccccc1,3.252819062485316
O=C(O)C(Cl)(Cl)Cl,2.5142474942932664
CCCCOB(OCCCC)OCCCC,2.6630541837366533
O=[N+]([O-])C=Cc1ccc(Cl)cc1,4.087767224947504
BrCC=CCBr,4.756179516843809
C[n+]1ccccc1,2.6313376730782023
S=C(Cc1ccccc1)N1CCOCC1,2.9470904642196216
Cn1c(=O)c2[nH]c(-c3ccccc3)nc2n(C)c1=O,3.0107492867637538
C[Si](C)(C)N[Si](C)(C)C,2.3949821012800334
OP(OCCCl)OCCCl,2.918015650249728
Oc1ccc(O)c(-c2ccccc2)c1,2.8720629914330216
COc1cc(CC(C)N)cc(OC)c1OC,3.0517080639134804
C[Ge](I)(I)I,3.391823414567994
CCCCCCCCN(CCCCCCCC)CCCCCCCC,3.752729256621442
Cc1cc(N)n(-c2ccccc2)n1,2.3355055400807823
CCCC[Sn](CCCC)(CCCC)CCCC,3.299999195891911
O=C(NCCCCCCCCNC(=O)C(Cl)Cl)C(Cl)Cl,3.387527449776333
CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,3.0769024702477834
Cn1cnc2c1c(=O)n(CCO)c(=O)n2C,2.4994159995142056
C=CCOP(=O)(OCC=C)OCC=C,2.639862847508782
CSC(C)(C)C=NO,3.124556389206683
Cc1cccc(C)c1NC(=O)C1CCCCN1C,3.2612258497247075
S=C=Nc1ccc(Br)cc1,3.3305902964412057
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.436080977151877
CCCC[Ge](Cl)(CCCC)CCCC,2.3390335300016734
O=S1(=O)CS(=O)(=O)CS(=O)(=O)C1,3.2728177873198745
CCN(CC)c1ccc(N)cc1,3.817570657740454
C=CC(=O)NC(C)C,2.3547229344489344
CC1CCC(C(C)C)C(O)C1,1.9386003279112056
S=C=NCCc1ccccc1,3.212839888227883
CNP(=O)(N1CC1)N1CC1,3.95194432968394
CCOC(C)C(C=NNC(N)=S)=NNC(N)=S,2.4415238971899527
O=C(O)COc1ccc(Cl)cc1Cl,3.2475588941181672
Nc1c(Cl)cc(Cl)cc1C(=O)O,2.614956242339657
N#CC(C#N)=Cc1cccc([N+](=O)[O-])c1,3.719438146222725
COC(=O)Cc1cccc2ccccc12,2.592274368966297
O=C(O)C(F)(F)F,2.88089739541059
CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1,4.433616244079525
CCc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,3.849544299014152
CNCCc1ccccc1,2.852255211837811
CCCCCCCCCCSC(=N)N,2.937305206158906
Cc1cc(C)nc(Cl)n1,2.8530560275828205
CC[Ge](I)(I)I,3.361173599698862
O=[N+]([O-])c1csc([N+](=O)[O-])c1,5.240891058243
c1ccc2c(CN3CCCCC3)c[nH]c2c1,3.632076484894681
S=C(CN1CCOCC1)c1cccc2ccccc12,2.734615835313205
C(=NN=Cc1ccco1)c1ccco1,3.1776772981718917
O=P(O)(O)c1cccc(Cl)c1,2.585546451906632
O=P(O)(O)c1ccc(Cl)cc1,2.585546451906632
C[n+]1cccc(C2CCC[N+]2(C)C)c1,2.280101668320033
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,2.4158494045687267
NC(=O)NC1N=C(O[Al](O)O)NC1=O,1.7366056304521091
CC(C)C(=O)N(C)C(=O)Oc1cccc(C(C)C)c1,3.1952026019411712
Cl[Hg]c1ccco1,4.180570268889647
CC1=NCCc2c1[nH]c1cc(O)ccc21,2.939825169446924
CCOc1ccc(C2=CC(=O)C=CC2=O)cc1,2.960465069354636
CC(=O)O[Hg]c1ccc(N)cc1,4.432296927096254
CC(=O)Oc1ccc(Cl)cc1Cl,2.9138985845041496
CC=CC(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,3.12371578024154
CC1(C)C(=O)N(CO)C(=O)N1CO,2.154006456537546
CCCCOCCC#N,2.405472719265765
CCC1(C)CCC(C)(C(C)C)c2cc3c4c(c[nH]c4c21)CC(CO)NC(=O)C(C(C)C)N3C,6.179619764038294
CC(C)CC(NC(=O)C(C)NC(=O)CNC(=O)C(NC=O)C(C)C)C(=O)NC(C)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(CC(C)C)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NCCO)C(C)C)C(C)C)C(C)C,4.973666229724664
C=C(C)C1OC2CCC3(C)C4(C)c5[nH]c6cc(Cl)c7c8c6c5C(OC(C)(C)C5CC(C(=C)C7)C85O)C4CCC3(O)C23OC3C1O,5.760842454725214
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,3.2049460506465066
CCC[N+](C)(C)CCCCCC[N+](C)(C)CCC,3.157177961873529
Cn1cnc2c1c(=O)n(CC(O)CO)c(=O)n2C,1.8776242281114757
c1ccc2c3c([nH]c2c1)SSSSc1[nH]c2ccccc2c1-3,3.554535191567914
CNC(=O)OCC[N+](C)(C)C,3.976983464231105
CS(=O)(=O)C=Cc1ccccc1,2.482501988610288
CCCN(CCC)CCOc1ccccc1OC,3.4003134451403296
NC(=O)c1cn(C2OC(CO)C(O)C2O)c2ncnc(N)c12,4.888294653770106
O=C1C(O)N=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,2.231482333626407
CN(C)CCCNC(=S)S,4.075123409040175
CCN(CC)CCNC(=S)S,3.886158955421722
CN1CCCCC1C(c1ccccc1)c1cccc(O)c1,3.917843632718683
CNC(=O)ON=C(SC)C(=O)N(C)C,4.979243457962004
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,2.493949926284148
C=C(C(=O)OC1CC(C)=CCCC(CO)=CC2OC(=O)C(=C)C21)C(O)CO,4.180035220355441
CCOC(=O)C1(CCCN(C)C)SC(C)(C)c2ccccc21,3.80819206077762
COC(=O)C1(CCCN(C)C)SC(C)(C)c2ccccc21,3.7888172059837575
CC(=O)C1(CCCN(C)C)SC(C)(C)c2ccccc21,3.765608956229772
CCN(CC)CCOCC(O)c1ccccc1,2.977436418845566
COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC,2.03524423948697
Cc1nn(Cc2ccccc2)c(C)c1N,2.5044449704054057
CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O,4.944090972506391
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,3.27513014253
CNCCc1cccc(O)c1,2.623275140490578
CC(N)COc1ccccc1,3.003486382202184
CC(C)(CO)CCCCCCC(C)(C)CO,2.3525917611076976
CCCCC1(CC)C(=O)NC(=O)NC1=O,2.887512958934938
O=C(NS(=O)(=O)c1ccccc1)C(Br)Br,2.707598154953204
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,3.417275676703454
COc1cc2cccnc2c2[nH]cc(C(=O)O)c(=O)c12,3.334846047449602
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.884649738853556
CNC(C)C(O)c1ccccc1,2.616044681789984
O=C1O[Hg]c2c1cccc2[N+](=O)[O-],4.067573497310962
COc1cc(C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)ccc1OC(C)=O,2.277460986496872
N#[N+][CH-]C(=O)CCC(NC(=O)C(CCC(=O)[CH-][N+]#N)NC(=O)CCC(N)C(=O)O)C(=O)O,4.225129245819464
C=CCC(O)C(=O)C(C=O)(N(C)C(=O)C(NC(=O)C1NCCC1C)C(C)C=C)C(C)(C)C(=O)CCNC(=O)C(C)NC,3.5520301785610653
COc1ccc(CC2=NCCc3cc(OC)c(OC)cc32)cc1OC,2.8343024170420144
CCOP(=S)(Oc1ccccc1[N+](=O)[O-])c1ccccc1,4.014074800030324
CCCCCCCCNC(=O)c1ccc(O)c(OC)c1,3.7472253086786167
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1ccccc1C3=O,5.851695045067487
Cn1cnc2c1c(=O)n(CCCO)c(=O)n2C,2.2978461946723985
C=CC1C[N+]2(CCC)CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.264242710282516
CN1CCC23c4c5ccc(Oc6ccc([N+](=O)[O-])cc6[N+](=O)[O-])c4OC2C(O)C=CC3C1C5,3.1774739724137677
CCCC1(CC)C(=O)NC(=O)NC1=O,2.7060872466967854
CCCCc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,3.3624839827155077
CC(C)(COC(=O)C(c1ccccc1)c1ccccc1)CN1CCOCC1,2.486063097887423
O=C(OCCCCCCN1CCOCC1)C(c1ccccc1)c1ccccc1,2.979452764766347
CP(=O)(F)OCCCCc1ccc2ccc3cccc4ccc1c2c34,3.549445918585197
CC1CC(CN2CCCCC2)C(=O)c2ccccc21,3.711599730076233
Cc1c(N)nc(C(CC(N)=O)NCC(N)C(N)=O)nc1C(=O)NC(C(=O)NC(C)C(O)C(C)C(=O)NC(C(=O)NCCc1nc(-c2nc(C(=O)NCCCNC(C)c3ccccc3)cs2)cs1)C(C)O)C(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)c1cnc[nH]1,4.168383738866525
C=CC(C)(CCC=C(C)C)c1ccc2c3c(c[nH]c13)CC(CO)NC(=O)C(C(C)C)N2C,6.163983846211907
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.9153692277182497
CCN(CC)CCOC(=S)Nc1ccccc1,3.1467875932705383
O=[N+]([O-])C=Cc1cc(Cl)ccc1[N+](=O)[O-],4.359059127514725
O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,3.407004882289126
COc1ccc2[nH]c3c(C)c4ccnc(NCCCN5CCN(CCCN)CC5)c4cc3c2c1,3.964378443703495
CCCCCNC(=O)NC,2.497206782979375
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.4499532730836653
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)CN(C)C(C)C(O)C1(C)O,3.2724195070356346
OC(c1ccccc1)C1(N2CCCCC2)CCCC1,3.413958252000981
OC(c1ccccc1)C1(N2CCCCC2)CCCCC1,3.2607390199104107
Cc1ccc(-n2c(SC(CN3CCOCC3)CN3CCCC3=O)nc3ccccc3c2=O)cc1,3.099064051977635
O=C1CCCN1CC(CN1CCOCC1)Sc1nc2ccccc2c(=O)n1-c1ccc(Cl)cc1,2.969778094338438
COc1ccc(-n2c(SC(CN3CCOCC3)CN3CCCC3=O)nc3ccccc3c2=O)cc1,3.424756094777265
COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2c(-c3nnn(C)n3)cnn2C)n1,1.9288084408245771
CC1OC2(CS1)CN1CCC2CC1,3.396458712621006
CCN(CC)C(=O)N(CC)CC,3.267731747154892
CCC1OC(=O)CC(O)C(C)C(OC2CC(N(C)C)C(OC3CC(C)(O)C(O)C(C)O3)C(C)O2)C(CC=O)CC(C)C(=O)C=CC2(C)OC2C1COC1OC(C)C(O)C(OC)C1OC,3.51479054058822
C=C1C(=O)OC2C1C(O)C(OC(=O)C(C)=CC)C(C)=C1C(=O)C=C(C)C12O,5.698261816766566
Cn1cc(NC(=O)c2cc(NC(=O)CNC(=N)N)cn2C)cc1C(=O)NCCC(=N)N,3.934975912618023
CSc1c(C)cc(OC(=O)NCC(C)=O)cc1C,1.968593424638152
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)C(Cl)Cl,5.065786294663159
C=CC(=O)OCCN(CC)CC,3.7380608816158234
S=C=NCc1ccc(Cl)cc1,3.2640216739198045
CCCC[Ge](Cl)(Cl)CCCC,3.428924071013624
CCOP(=O)(NCCc1ccc(OC)c(OC)c1)OCC,3.32540892381494
CC(Cc1ccccc1)NP(=O)(Oc1ccccc1)Oc1ccccc1,3.56512142047764
COc1ccc(CCNP(=O)(Oc2ccccc2)Oc2ccccc2)cc1OC,3.616380977594348
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2.455400705852956
COc1cc(C2c3cc4c(cc3CCN2C)OCO4)cc(OC)c1OC,3.1552218303342383
CC12CCC3=C4CCC(=O)C=C4CCC3C1CCC2(O)CC#N,2.493353473120484
Cn1c(=O)c2c(ncn2CCc2noc(CCN3CCOCC3)n2)n(C)c1=O,2.590413791480256
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,2.176509428020853
