curated_smiles,dog_intravenous_LD50
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.621200956896879
CC[N+](CC)(CC)CC,3.4664618080940146
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.449250006697676
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.8797706873963422
CS(C)=O,1.494911166038684
CN(C)C=O,2.191789812501258
O=C(O)c1ccccc1O,2.3905265427173563
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,3.1504690516242544
CCC(=O)c1ccc(N)cc1,4.319442405111101
C#N,4.304676974064316
C1CO1,2.125461549239797
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.65566848854797
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.828129771077138
CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,3.703223853066204
CCOP(=O)(C#N)N(C)C,6.2855814179508265
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.187990012847586
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,3.965720312998748
NNc1nncc2ccccc12,3.5056382849910164
O=[N+]([O-])c1ccccc1O,3.1433583506154665
C1CCN2CC3CC(CN4CCCCC34)C2C1,4.193842261324367
COc1ccccc1OCC(O)CO,2.7720982827981957
CC(OP(C)(=O)F)C(C)(C)C,7.260488778196829
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,3.4498377274176097
O=Cc1ccco1,2.5847155858051365
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,4.225588381334677
CC(=O)OCC(COC(C)=O)OC(C)=O,2.1627734388351865
CC(=O)OCC(O)CO,1.428559158101992
NCCS(=O)(=O)O,1.7963973880747712
CC(C)OP(C)(=O)F,6.867665934599248
COCC(C)O,1.6538008254185022
NC1CCCCC1,2.6953809715382264
c1ccncc1,1.9537047921058277
CC(O)COCC(C)O,1.0669737636054613
OCCOCCOCCO,1.5233822349117845
C#CC(O)(C=CCl)CC,3.419808606873536
ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.6147571470304447
CN(C)P(=O)(F)N(C)C,4.4889030852677685
CCCCSCC1(CC)C(=O)NC(=S)NC1=O,3.397008831291758
CCCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,3.168225222602573
NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,3.183503303201056
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.372603143325876
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,3.865034635279751
C#CC1(OC(N)=O)CCCCC1,3.064894560150925
NC(=O)NO,1.8811277706708
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,3.260634067159319
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,1.946407813292244
C=CCN1Cc2ccccc2-c2ccccc2C1,3.6727072904726423
CC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,3.5487685542924514
CN(C)CCOC(c1ccccc1)c1ccccc1,4.026943328670305
CCN(CC)C(=S)S,2.1740132632905134
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.477429976596464
O=C1C=C2C(=CCOC2O)O1,4.187861818230094
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.757780042545964
c1cn[nH]c1,2.589975119164744
CNC(C)Cc1ccccc1,4.742512745999798
CC[N+](C)(C)c1cccc(O)c1,4.044654720850805
Cc1c([N+](=O)[O-])cc(C(C)C)c(O)c1[N+](=O)[O-],4.20450886396887
CCN(CC)C(=O)c1ccc(O)c(OC)c1,3.871713007948933
C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,4.086374731869114
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.695859112221103
Nc1ncn(C2OC(CO)C(O)C2O)c(=O)n1,4.5304256120629445
CNCC(O)c1ccc(O)c(O)c1,6.26294206323628
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.900290300903478
CCNC(C)Cc1cccc(C(F)(F)F)c1,4.002374563234271
COC(=O)CF,6.185962175739054
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.8482168974214144
ClCCSCCCl,5.900588316679612
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,3.377268080332795
O=C(O)c1ccccc1-c1c2ccc(=O)cc-2oc2cc(O)ccc12,2.521544717325154
Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O,1.799096837616713
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,4.483803433326571
CCCCc1ccc(C(=O)O)nc1,2.9981115446298428
CNNC,2.675461533986814
C[N+](C)(C)CC(O)CC(=O)O,1.8536666198885687
ClC=C[As](Cl)Cl,5.015609109695826
CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,4.038080766878786
CN(C)CCC=C1c2ccccc2CCc2ccccc21,4.011759913719538
CC(C)CCC(=O)c1ccoc1,3.195377412709574
O=[N+]([O-])c1cccc(O)c1,3.224280258239393
CN(C)CC(O)c1ccc(O)c(O)c1,4.419920519118151
CS(=O)(=O)F,4.241923837602752
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,3.8585388592126
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,3.994084225309319
OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.78561737090396
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,3.7232482189021354
CC(C)NCC(O)c1cc(O)cc(O)c1,3.8476980764638538
C[Bi](C)C,4.325797781027478
CCN1C(=CC=Cc2ccc3ccccc3[n+]2CC)C=Cc2ccccc21,4.980174179741651
CC(=O)NC(CS)C(=O)O,2.367616792134676
CC(N)CCCC(=O)O,2.3396998224867325
COc1ccc(CCN)cc1OC,3.171882241468666
CP(=O)(F)F,3.58839766546862
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.667534313573117
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,4.296092333524077
CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.7538004358663297
NC12CC3CC(CC(C3)C1)C2,3.611502273277509
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,4.007805457379961
COc1cc(CCN)cc(OC)c1OC,3.592425571360548
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.197087495449889
CN1CCCC1=O,3.19481453914222
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,3.90039444191593
CN(C)CCN(Cc1ccsc1)c1ccccn1,4.417295614626325
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.709798810737993
CCOc1ccc2ccccc2c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.8161030126672557
COc1cc(CC(C)N)cc(OC)c1OC,3.991010223559869
CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,4.316617787036377
CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,4.4597256206551394
C[N+](C)(C)c1cccc(O)c1,4.182463158307748
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,4.068414916310497
NCCc1ccc2c(c1)OCO2,3.77083097992312
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,4.201861216277262
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.830865286640167
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.898788613712761
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.15907442263366
CC(C)c1cccc(C(C)C)c1O,3.7739691904002175
CCNC1C2CCC(C2)C1c1ccccc1,4.157033449661202
CC(=O)OCC12CCC(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.522574632691176
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,3.946714203791764
CCOP(C)(=O)SCC,4.476084511837375
COc1ccc(OC)c(CC(C)N)c1,3.875644385352604
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,3.791392363805784
CN1CCCC1c1cccnc1,4.511177225727585
CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,4.982819184001662
CCCCOCC(O)COc1ccccc1,3.174738014527286
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,4.13212909576857
OC1C2(c3ccccc3)CN3CN(C2)CC1(c1ccccc1)C3,5.185271521800936
O=C(CBr)OCCOC(=O)CBr,4.30668802669864
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,5.713217448143848
Clc1cccc(Cl)c1NC1=NCCN1,4.58376159343607
CC(=O)c1c(O)cc(C)oc1=O,2.623631714731676
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,3.5463041762072747
COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)C3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1C(C2)[N+](C)(C)CC3,6.735620188121599
CN1CCCC(=C(c2cccs2)c2cccs2)C1,3.796577486658768
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,2.248059135312143
Cc1cccc(C)c1OCC(C)N,3.974737059194788
O=C(CI)OCCOC(=O)CI,4.906084098495053
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,3.8987384747586193
CNC(=O)c1c(I)c(NC(=O)CCCCCCCCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NC)c2I)c(I)c(C(=O)O)c1I,2.1172633390427524
CC(C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,3.812803469950069
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,3.1870849459764723
O=C(O)CC(O)(CC(=O)O)C(=O)O,5.806458104807086
CC(C=C(c1cccs1)c1cccs1)N(C)C,4.089287964643564
CCCCCC(C)NC,3.696447123342036
c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,3.628240003553372
COP(=O)(F)OC,5.107342273593167
COC1C=CC2=CCN3CCC4=C(CC(=O)OC4)C23C1,4.492207806999049
O=P1(N(CCCl)CCCl)NCCCO1,3.814728583520892
O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,4.698444189830947
C=C1C(N(C)C)C(=O)N(c2ccccc2)N1C,3.1655166681879185
CNC(C)CCC=C(C)C,3.73503970503372
CC(N)Cc1ccc2c(c1)OCO2,4.376592520286696
O=C(CI)CI,4.4419643125401365
O=C(CBr)C(O)=CBr,4.064960453143773
C=CCOc1ccccc1OCC(O)CNC(C)C,4.185263374634141
C[N+]1(CC2COC(c3ccccc3)(C3CCCCC3)O2)CCCCC1,4.045851484129595
CCCCC1C(=O)NC(=O)N(C2CCCCC2)C1=O,2.920288047687837
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3.9760242506715273
O=C(CI)NCCNC(=O)CI,5.120536641694952
O=C(CI)OCC(COC(=O)CI)OC(=O)CI,5.076198279428708
O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,3.784377450306248
N=c1ccn2c(n1)OC1C(O)C(CO)OC12,2.816017657473231
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,3.647813138922103
CC(=O)C(NC(=O)C(C)C(O)C(C)NC(=O)C(NC(=O)c1nc(C(CC(N)=O)NCC(N)C(N)=O)nc(N)c1C)C(OC1OC(CO)C(O)C(O)C1(C)OC1OC(CO)C(O)C(O)(C(N)=O)C1O)c1cnc[nH]1)C(=O)NCCC1=NC(c2nc(C(N)=O)cs2)CS1,5.724732212563868
CC=C(C)C(=O)OC1C(OC(C)=O)C2(CO)C(O)CC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2CC1(C)C,5.903050888547776
O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,4.352078274926023
c1ccc2c(C(CCN3CCOCC3)CCN3CCOCC3)cccc2c1,3.5752361652794007
COc1ccc(CC(C)N)cc1OC,3.519765721681277
CC[Hg]S[Hg]CC,4.691409521473277
C=CCc1ccccc1OCC(O)CNC(C)C,4.141543834220653
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,5.6144141638191165
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.799233686077476
C=C(C)C1CCC(C)=CC1c1c(O)cc(CCCCC)cc1O,3.092744123010293
O=S1(=O)CCC(Br)C1,3.836605636929273
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,3.7195307466811296
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,3.851031967250745
CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1,4.166510037988262
CN1C2CCC1CC(OC(=O)C(C)(CO)c1ccccc1)C2,3.741655749797934
CCCCCCCCCCCCCCCC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,3.595828153860547
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.299649228257918
Cc1cccc(OCC(O)CNC(C)(C)C)c1C,4.436525617794774
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.848266845960613
COc1cc(CC(C)N)c(OC)cc1C,4.463413906466223
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,6.818272532664873
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,3.3965849268492843
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2.4664690872377637
CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,4.385175697626478
C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,5.742511465554241
CCC1C(C)CC(C)C12C(=O)NC(=S)NC2=O,3.6060997297698014
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,3.79712483052252
CNC(C)CCCC(C)(C)O,2.79220903699684
CNCC12CCC(c3ccccc31)c1ccccc12,4.3968215643278015
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,3.992967512793964
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.4620133051749535
COc1cc2c(cc1OC)C1CC(C3CCCCC3)CN1CC2,4.197910173192123
CCN(CC)CCNC(=O)c1cc2n(c1C(=O)O)CCc1cc(OC)c(OC)cc1-2,2.8404093252766027
O=C(O)Cc1sc(-c2ccccc2)nc1-c1ccc(Cl)cc1,3.505423961211323
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(O)C(C)O5)C(O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.6375521673642535
CN(C)CCNC(=O)C(O)(c1ccccc1)c1ccccc1,3.5062954940222277
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,3.3341960636961674
CN(N=O)C(=O)NC(C=O)C(O)C(O)C(O)CO,3.724639541348156
CCN1C(=O)CC2(CCN(C)CC2)C1=O,4.924851763684528
O=C1c2ccccc2N(C(=O)CN2CCOCC2)CN1c1ccccc1,3.244779176818702
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2.110804447806097
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,4.732319791335664
COc1cc2c(cc1OC)-c1cc(C(=O)O)c(C(=O)O)n1CC2,2.8994059745965752
COc1cc2c(cc1OC)-c1cc(C)c(C(=O)OCCN(C)C)n1CC2,4.440470693090293
CCOC(=O)c1c(C)c(CN2CCOCC2)c2n1CCc1cc(OC)c(OC)cc1-2,4.14040537567174
COc1cc2c(cc1OC)-c1cc(C)c(C(=O)OCCCN3CCCCC3)n1CC2,4.574062851632457
CCOC(=O)c1c(C)c(CN(C)C)c2n1CCc1cc(OC)c(OC)cc1-2,4.027017424623915
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,4.126595842746398
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=O)CC3OC1CC(N)C(O)C(C)O1,5.120183878098187
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,3.373922952384584
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,4.510437763760357
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,2.8616576923707497
c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,4.072514585800561
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3.84108299429087
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.271922378129209
CC(C)(C)NCC(O)COc1ccccc1C#N,3.838719692268487
CCCCCc1cc(OC(C)=O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,3.55206684343042
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,3.35121483401126
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,3.4070872657238995
CN1CCOC(c2ccccc2)c2ccccc2C1,4.1026823418403975
COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,3.303031815518945
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,2.22888469136068
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,3.126990267803941
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,3.968333488178407
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,4.096083741437612
CC[N+](C)(CC)c1cccc(O)c1,3.9548958721956593
NNc1ccc(N(CCO)CCO)nn1,3.4538094471028677
COC12CC(COC(=O)c3cncc(Br)c3)CN(C)C1Cc1cn(C)c3cccc2c13,4.384168759403587
CC(C)NCC(O)c1ccc(O)c(NS(C)(=O)=O)c1,5.614850531384854
CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.158695624991158
COC1OC(CO)C(O)C(O)C1NC(=O)N(C)N=O,2.843931635239417
CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,3.749934098617208
CC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,3.919627153833269
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.332433073283974
COC1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC21,1.6308954814219887
N#CC(O)CCl,4.178253205232566
CCP(CC)(CC)=[Au]SC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,5.326394112914964
CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,4.53332838896494
CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(C(C)=O)c1,4.9248373060311685
COC(=O)C1C(O)CC2(O)CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C(O)C(C)C=CC=CC=CC=CC=CC=CC=CC(OC3OC(C)C(O)C(N)C3O)CC1O2,4.291016231627918
O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,3.355363656410623
Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3.863161350735124
COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,2.548911860471856
CC(C)(C)NCC(O)COc1ccccc1C1CCCC1,4.163511711667336
CC(C(O)c1ccccc1)N(C)C,3.0951281680523675
CCOc1c(N2CCOCC2)cnn(C)c1=O,2.8875356310673848
COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(O)C(C)O2)C(N(C)C)C1O,3.670153663977066
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,5.158803800524725
NCCC(O)C(=O)NC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O,3.184408227025912
O=C1NC(C2CCC(Cl)CN2)C(=O)NC1C1CCC(Cl)CN1,5.367060077546579
O=C(Cn1cnnn1)NC1C(=O)N2C(C(=O)O)=C(CSc3nncs3)CSC12,2.041878034048016
CCC(N)Cc1ccc2c(c1)OCO2,4.081990530563641
CC(NCC=C(c1ccsc1)c1ccsc1)C(O)c1ccccc1,4.249843814089944
Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,3.4164002397007915
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,5.571183401997288
COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,4.799029400447498
C[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)C1CC2C=CC1C2,4.12116311902301
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.710539602178857
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,5.166910057172843
CCN(CC)C(=O)COc1cc2c(O)c3c(O)c(C)c4c(c13)C(=O)C(C)(OC=CC(OC)C(C)C(OC(C)=O)C(C)C(O)C(C)C(O)C(C)C=CC=C(C)C(=O)N2)O4,3.280598721587268
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,3.772293847391001
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.317884778174163
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,5.231404048088543
Cc1ccc(=O)n(-c2ccccc2)c1,2.966671952470232
COc1cc(CC(C)N)c(OC)cc1Br,4.631820949243686
Cn1c(=O)c2c(ncn2CCCNCC(O)c2cc(O)cc(O)c2)n(C)c1=O,3.386289347819006
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(C(F)(F)F)c1,4.053074250757
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,4.98184849502209
COc1cc2c3cc1Oc1c(OC)c(OC)cc4c1C(Cc1ccc(O)c(c1)Oc1ccc(cc1)CC3[N+](C)(C)CC2)[N+](C)(C)CC4,6.106398302416449
CC(c1ccc(Cl)c(Cl)c1)N1N=C(N)CC1=O,3.1337544054665627
COC1CCC(OC2(C)C(CC3CC(OC)C(C)C4(O3)OC(C)(C3CCC(C5CCC(C6OC(C)(O)C(C)CC6C)O5)O3)C(OC)C4C)OC(O)(C(C)C(=O)O)C(C)C2OC)OC1C,5.262530821725704
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(COC(N)=O)CSC12)c1ccco1,2.451674906249536
