curated_smiles,rabbit_oral_LD50
CC(C)OC(=O)Nc1cccc(Cl)c1,1.6307613502173697
O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.633643484747077
CN(C)C(=O)Nc1ccccc1,1.543296453624932
Nc1ccc(Nc2ccccc2)cc1,1.566418635037489
Nc1ccc(Cc2ccc(N)cc2)cc1,2.504863126666776
Nc1ccc(Oc2ccc(N)cc2)cc1,2.45645496545026
c1cc(OCC2CO2)cc(OCC2CO2)c1,2.2534005432313053
CC(=O)CC(=O)Nc1ccccc1,1.6546314090229033
N=C(Nc1ccccc1)Nc1ccccc1,2.9268937123468444
OCCN(CCO)CCO,1.831317033129681
CCCCN(CCCC)CCCC,2.479129189956344
OCCN1CCNCC1,1.589536155801818
NC(=S)Nc1ccccc1,3.580417432382114
CCCCC(CC)CO,2.042832368066139
COc1ccc(N)cc1,1.6280540506621084
CCCC(=O)OCC,1.3467210244475116
CCOC(C)OCC,1.5229130464517993
CCCOC(=O)CCC,1.3564887970813218
CCC(=O)OCCC(C)C,1.3186503636461715
CCCOC(=O)CC,1.468459507729558
Clc1ccc(Cl)cc1,1.7155427166000283
Cc1ccc(N)cc1,2.598652729407731
ClCC1CO1,2.428439998693875
C=CC(=O)OCC1CO1,3.158250650932943
BrCCBr,3.53347625207887
C=CC=O,3.903586040137711
ClCCCl,2.0609612353774964
C=CCO,3.0480232640572376
O=CC=O,1.2619537424045582
COC=O,1.568476626051959
CC(O)CC(C)(C)O,1.5673793076509783
COCC(C)O,1.198955965409992
CC(C)NC(C)C,1.3330526133969298
CC(=O)OC(C)C,1.1674313098536582
CC1CCC(=O)O1,1.6060561466964065
O=C1C=CC(=O)O1,2.049470549090212
Cc1cccc(N)c1,2.1549552301750183
Nc1cccc(N)c1,2.393520992128996
CC1OC(C)OC(C)OC(C)O1,2.7836374825466903
CCOC(=O)CC(C)C,1.2675505213955798
Cc1cc(C)cc(O)c1,1.9686891831445104
Brc1ccccc1,1.6774133737193369
Clc1ccccc1,1.699197707960573
CCCCOC(=O)CC(C)C,1.283919183562508
CCCCOC(=O)CCC,1.1803704744650532
CCCOC(C)=O,1.1869980094603845
COCCO,1.9319661147281728
COCOC,1.124872156930476
CCOC=O,1.5526770100796918
CC(=O)OCC(C)C,1.3871760218444278
CC(C)CCOC=O,1.5850496603988675
OCCCCO,1.5515386759242291
OCC#CCO,2.7588614487621768
CCOCCO,1.8493206363125092
CCOCCOC(C)=O,1.8310621324748289
OCCCCCO,1.2183145549159546
NCCNCCO,1.7166417881222464
OCCNCCO,1.6793328997921584
ClCCOCCCl,3.0550049718695385
OCCOCCO,1.3823486572895738
N#CCCCCC#N,3.6915797482772112
CCCCCCCO,2.190159814301411
CCCCOCCO,2.595408031251222
COCCOCCO,1.2229876554920085
CCOCCOCCO,1.5689630334259073
CCOCCOCCOC(C)=O,1.602582803959459
NCCNCCNCCN,1.424697549378941
OCCOCCOCCO,1.2523154626252462
CCCCOCCOCCO,1.867705810324264
CCCCOCCOCCSC#N,3.764084287603242
COC(=O)C(c1ccccc1)C1CCCCN1,2.413692705679683
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.7572550086171446
CN(C)P(=O)(F)N(C)C,4.7107518348841255
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.162360609828801
CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,2.6044094997237317
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.311097915439605
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,2.7893444650436168
OCC(CO)(CO)CO,0.8668363476967658
O=C1c2cccc(S(=O)(=O)O)c2C(=O)c2cccc(S(=O)(=O)O)c21,1.825890910478893
Nc1ccc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c12,1.101685510172717
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.0602132929237094
CC1(C)C(=O)N(Cl)C(=O)N1Cl,2.11266893110034
Cc1occc(=O)c1O,1.8912379549087064
Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.0395422377422228
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,1.8506730332047625
COC(=O)c1ccccc1O,2.068325749994256
CCOC(=O)c1ccc(O)cc1,1.5215982965789432
O=C(OCc1ccccc1)c1ccccc1,2.1015343248789087
CCCOC(=O)c1cc(O)c(O)c(O)c1,1.887414732358332
O=C(Cl)c1ccc([N+](=O)[O-])cc1,1.5918047967135784
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,2.4918307586640203
CC(O)CN(CC(C)O)CC(C)O,1.2402564432867276
CCNc1nc(Cl)nc(NCC)n1,1.6056519121093122
O=C(O)COc1ccccc1,2.8812391066371115
CCCCCCCCCCCCCCCC[n+]1ccccc1,2.8815872041972503
Nc1ccc(O)cc1,1.037936195916714
Oc1ccc(O)cc1,2.7408046552768544
CC(C)CCO,1.4089164442843072
CC1OC(C)OC(C)O1,1.602056705189002
CCCCOC(C)=O,1.5599066250361124
C1COCCO1,1.6439754891176843
CC(=O)OCCC(C)C,1.24404666931817
CCCCOCCOCCOC(C)=O,1.956087645344982
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.086268487585637
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(=C(C)O)C(=O)C12C,2.837990984001779
CCC1(CC)C(=O)NCC(C)C1=O,2.5470430096281444
C#CC1(OC(N)=O)CCCCC1,2.223257052246175
C=C(C)C#N,3.6225442824834007
CC(Cl)(Cl)C(=O)O,1.6237629624616867
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1.1259852102440104
O=[N+]([O-])c1ccc(C=Cc2ccc([N+](=O)[O-])cc2S(=O)(=O)O)c(S(=O)(=O)O)c1,1.1567227536611204
O=C1c2ccccc2C(=O)c2c1cccc2S(=O)(=O)O,1.3136864777091666
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.508603214821697
C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.160948480864697
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,3.5168094909995262
CCCC(C(=O)OCCN(CC)CC)c1ccccc1,2.267027722215677
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,2.4248406345085
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1S(=O)(=O)O,1.9508436775067304
CCN(CC)C(=O)c1cccc(C)c1,2.0819007628525674
CN(C)C(=S)SSC(=S)N(C)C,3.058794649498102
CNC(=S)S,2.525056960630272
CCCCOC(=O)C(C)O,1.4659357785876066
CC(=O)OCc1ccccc1,1.8341807436039448
CN(C)c1ccc(N=NS(=O)(=O)O)cc1,3.184238923343924
C=CC(=O)OCC,2.4323061034556277
NCCO,1.7859274684801276
CCOC(C)=O,1.2517183277760098
CC(=O)C=C(C)C,1.991868179354044
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.877848709876536
COP(=S)(OC)SCC(=O)N1CCOCC1,3.17658926918371
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,2.733121613595375
CC1=CC(C)(C)Nc2ccccc21,1.9376658077861963
CCN(CC)C(=S)S,2.4750432589544946
CCN(CCC#N)c1ccccc1,2.0621883623195663
O=C(O)c1cc(O)c(O)c(O)c1,1.531785369705967
Nc1ccc(C(=O)O)cc1,1.8069622622887944
CCCCSP(SCCCC)SCCCC,3.2445288760243884
CCOc1ccc(NC(N)=O)cc1,1.6537116654722854
N#C[K],4.114717710160559
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.058810038209944
CN(C)C(=O)Oc1ccc[n+](C)c1,3.5266053781960367
CCOc1ccc(N)cc1,1.2921990902084013
C1=Nc2ccccc2Oc2ccccc21,2.04501386525818
C1CN2CCN1CC2,2.008507264609589
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.012577835504696
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,2.797054744769987
NC(=O)N1c2ccccc2C=Cc2ccccc21,1.945281139716219
CC(C)CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)N(C)C(=O)C(C)NC(=O)C(C(C)C(C)C)N(C)C(=O)CN(C)C(=O)C2CC(O)CN2C1=O,2.341941235517881
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.883997872890635
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.862898769812076
CNC(C)Cc1ccccc1,4.152687211088849
CCCCC(CC)COP(OCC(CC)CCCC)OCC(CC)CCCC,1.692424908187146
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2.185504572998401
CC(C)NNC(=O)c1ccncc1,3.156483729662458
CC[N+](C)(C)CCN(C)CC[N+](C)(C)CC,1.8872946474753332
CCOP(=O)(OC=CCl)OCC,4.854478105757847
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,2.804754082189385
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,3.778714294302485
CC(C)NCC(O)COc1cccc2ccccc12,2.6357333273929653
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.125291240630333
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.044185979030558
O=[As](Cl)(Cl)C=CCl,4.871802475004792
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.32804012252937
CC(C)NP(=O)(F)NC(C)C,3.260498313856808
CCNC(C)Cc1cccc(C(F)(F)F)c1,3.665132394915845
CCC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.4476587323064583
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,2.707381060228485
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,2.9385837882839567
COC(=O)CF,5.265143421786679
CCOCOCC,1.602014124473382
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.863220521144586
CN(C)c1ccc(C(O)(c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,3.335282899477743
CN(C)CCOC(C)(c1ccccc1)c1ccccn1,3.034028130039294
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,3.078665818799688
OC(CBr)C(O)C(O)C(O)CBr,2.8259473506133785
c1cncc(C2CCCCN2)c1,2.8174502768039376
CCOC(=S)SSC(=S)OCC,2.592162425190668
Cc1cc(O)cc(O)c1,1.7136970008986618
Nc1ccccn1,2.103849867513496
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)CC2c3cccc4[nH]cc(c34)CC21,1.8630915218324948
COP(=O)(OC)OC,2.040850446369632
COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,2.508341147100116
CC1=C2C(=COC(C)C2C)C(=O)C(C(=O)O)C1=O,3.271269287786548
O=C(CCl)c1ccccc1,3.1173162455336114
O=C(O)c1ccccc1,1.7857674687101257
CN1CSC(=S)N(C)C1,3.1310917815242427
COC(C)OC,1.300943263011506
Cc1cc(N(C)C)nc(Cl)n1,4.5356257285531845
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,3.0813157969038127
CCCCc1ccc(C(=O)O)nc1,2.762022355898876
CCCC(=O)OCC(C)C,1.1803704744650532
CCC(=O)OCC(C)C,1.3664571518359503
C[N+](C)(C)CC(O)CC(=O)O,1.4776811871045814
CC(C)COC=O,1.5228773278678354
CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,2.6110453221559644
CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,3.3950769880847367
O=C(O)c1ccc2c(c1)C(=O)OC2=O,1.5353981139744788
CC(N)(Cc1ccc(O)c(O)c1)C(=O)O,2.471639340018764
O=C1NCCN1/N=C/c1ccc([N+](=O)[O-])o1,2.6198068400614054
COC(=O)CC(C)C,1.309715419544471
CCCOC(=O)CC(C)C,1.2440299504051966
CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,2.867339007259145
Cc1cccc(C)c1O,2.241855869219733
O=[N+]([O-])c1ccc2ccccc2c1,1.815229290912616
O=C(O)O,2.591162646641
Nn1cnnc1,0.8277930203954958
CC(C)NCC(O)c1cc(O)cc(O)c1,1.8320589421566789
CC(C)COC(=O)CC(C)C,1.309737216625154
CCCCOC=O,1.5849380181324215
C[Bi](C)C,2.72013366543069
C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,2.1301115208010883
CC[Sn](CC)(CC)CC,4.525894045120311
O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,1.725258066359961
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.1564249629095915
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.685490939488473
CN(Cc1cc(Br)cc(Br)c1N)C1CCCCC1,1.5753449017636123
Cc1ccc(NC(N)=S)cc1,3.2207590416696497
CCCC(=O)OC,1.4802493885507468
O=[N+]([O-])OCC(O)CO,1.8359789487051417
N#Cc1cccc(C#N)c1,2.7097243751956093
CCCCCOC(C)=O,1.245335899599958
N#CCCCCCCC#N,3.736230721552737
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.248352788019306
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.228292541726112
C1COCO1,1.1536917674930045
O=C(O)C(Cl)(Cl)Cl,1.435066248245642
CC(C)CCOC(=O)CC(C)C,1.091443650890682
NC(=O)OCCCc1ccccc1,2.202231527285768
CCCC[Sn](Cl)(Cl)CCCC,6.7836878070394455
NC(=O)CBr,3.354435942397722
C=CC#CC(C)(C)O,2.1389181703815825
O=[N+]([O-])OCCOCCO[N+](=O)[O-],2.267204947006237
FC1(F)C(Cl)=C(Cl)C(F)(F)C1(F)F,2.9419176394541373
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,2.841689759073445
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,4.38215003079584
CCCN(CCC)C(=O)SCC,1.8556017447109132
Clc1cc(Cl)c(OCC#CI)cc1Cl,2.347126370926579
CNC(=O)Oc1cccc(C(C)(C)C)c1,2.6132513551632988
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,2.4382258076045296
CCC12COP(OC1)OC2,3.5108799847561176
CN1CCCC1=O,1.452150204809299
O=C(O)c1cccc(O)c1O,1.7107405635104322
O=S1(=O)CCC(NNc2ccccc2)C1,2.5095884330457405
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,4.134679561033964
COc1nn(CSP(=S)(OC)OC)c(=O)s1,3.6811536228394446
CNC(C)C(O)c1ccc(NS(C)(=O)=O)cc1,2.31528668549387
CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.202884105695168
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,2.435159270817999
O=C1C[N+](O)=C(c2ccccc2)c2cc(Cl)ccc2N1,2.661019464403863
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,2.7089144065095376
C[N+](C)(C)CCCl,3.2434597299709496
C[Si](C)(C)N[Si](C)(C)C,2.166502772764664
C[Si](C)(C)N=C=N[Si](C)(C)C,2.032918478910989
CC1CC(C)S(=O)(=O)C1,3.1102294785595195
CCC12COP(=O)(OC1)OC2,4.551752434865263
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,3.4319442226080907
CCCC(CCC)C(=O)O,1.992281367269476
O=C(O)CNCP(=O)(O)O,1.6482906621503843
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,1.9786851716849416
CNC(=O)CSP(=O)(OC)OC,3.629807010756448
CN(C)C(=N)N=C(N)N,2.567083528530898
Cn1c(=NN)sc2ccccc21,3.005481052266401
Cc1cc(N)n(-c2ccccc2)n1,2.238595527072726
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,2.833511882255362
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.892480007180417
CCCC[Sn](Cl)(CCCC)CCCC,7.0354457487459
CCCC[SnH2+](CCCC)CCCC,6.46549438536554
