curated_smiles,mouse_oral_LDLo
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.07229218502582
CCOP(=S)(OCC)OCCSCC,4.333018814595337
CC1OC(C[N+](C)(C)C)CC1O,2.366146415077101
Cc1c([N+](=O)[O-])cc(C(C)C)c(O)c1[N+](=O)[O-],3.234472087346313
Nc1cc([As]=O)ccc1O,3.1228512858953112
NCCCNCCCCNCCCN,3.0532415926471344
Cc1[nH]c(=O)n(C(C)C)c(=O)c1Br,1.8188274169212295
CCP(=S)(Oc1ccc([N+](=O)[O-])cc1Cl)OC(C)C,3.717801989891071
CNCC(O)c1ccc(O)c(O)c1,3.5639720589002613
NC(=O)c1ccc(N)nc1,2.632020500356411
CCOP(=S)(N=C1SCCS1)OCC,3.641168544769112
NCCCCN,1.7411220405989811
Cc1cccc(C)c1OC(C)C[N+](C)(C)C,2.200913004493301
NC(Cc1ccc(O)c(F)c1)C(=O)O,4.153119872763327
Cc1cc2nc3cc(C)c(N)cc3[n+](-c3ccccc3)c2cc1N,2.294741706336959
O=C1Nc2ccccc2C1=C1Nc2ccccc2C1=O,1.41874530442483
Nc1ccc(N=Nc2ccccc2)c(N)c1,2.104924375790277
C=C(C)C(CO)CC=C(C)C,1.4892636148572735
O=c1cc(CO)occ1O,1.5505646481196564
C=CCC(CC)(CC)C(N)=O,2.713885176907469
CCS(=O)(=O)CCO,0.9943422956373912
O=[N+]([O-])C([N+](=O)[O-])[N+](=O)[O-],2.701953469727384
O=C1C=Cc2ccccc2C1=O,2.169701894807208
CCN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,3.687588408820216
Oc1ccc(O)c(O)c1,4.100752969451338
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,3.4615270386154187
CCCC(C)OC(N)=O,2.1178510728703763
C=C(C)CCl,1.4572157603460116
CC(=O)Oc1cc(C)c(OC(C)=O)c2ccccc12,1.855776506397479
N#CO,4.031660887671634
CC(=O)NC(N)=S,3.0993463041666534
CC(=O)OCN=[N+](C)O,3.580198100995461
CNC(N)=S,1.6539405528328552
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,1.2179936120409074
c1ccc([Bi](c2ccccc2)c2ccccc2)cc1,3.138596734414349
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.2875509308164355
Nc1ccc(N)cc1,3.034002429099418
CCNC(N)=S,2.3188060112937627
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,3.7054137964457743
CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(O)C(C)(C=O)C5CCC43C)C2C1,2.371708666667476
CCc1cc(OC(=O)NC)c(Cl)c(C)c1Cl,3.445398814533944
CCNCC(O)c1cccc(O)c1,2.72042297707014
Clc1ccc(C(c2ccccc2Cl)C(Cl)(Cl)Cl)cc1,2.5496052135671694
CC(=O)OC1CC(C)OC(C)O1,1.793880146896173
O=[N+]([O-])c1ccc(Nc2ccccc2)cc1,1.7288081328881542
CCN(CC)CCCl,2.627231399104577
CN1CCCC1=O,1.5190969944399122
C[n+]1ccccc1,1.7696403712444837
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,1.6615287401319825
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,3.9479892241893286
COc1cc(C=CC(C)=O)ccc1O,1.9827550208699856
CN(C)c1ccncc1,2.414870270764158
Cl[Sn](Cl)(c1ccccc1)c1ccccc1,2.864244646203628
C[N+](C)(C)c1cccc(O)c1,2.8814331626437664
Oc1ccc(N=Nc2ccccc2)cc1,2.394068439531466
CNC1C(O)C(NC)C2OC3(O)C(=O)CC(C)OC3OC2C1O,1.220569607643457
CCCC[N+](CCCC)(CCCC)CCCC,2.1805398209293227
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.3454800957979054
CN(C)c1ccc(N)cc1,3.736230721552737
CCN(CC)c1ccc(N)cc1,2.738389411692829
CC(=O)SC1CC2=CC(=O)CC(SC(C)=O)C2(C)C2CCC3(C)C(CCC3(C)O)C12,2.321416334522416
CC1(C)CCC2(C(=O)O)CCC3=C(C(CCl)CC4C3(C)CCC3C4(C)CC(O)C(O)C3(C)C(=O)O)C2C1,2.7300850692296703
O=C1C=Cc2cc(S(=O)(=O)O)cc(S(=O)(=O)O)c2C1=NNc1ccc(S(=O)(=O)O)c2ccccc12,1.8281255597206336
CN(C)C(=S)N(C)C,2.422366562324227
C=CCOC(=O)CC(C)C,2.4539234837942114
O=c1[nH]nc(-c2ccncc2)o1,1.911519813789173
Cl[As]1c2ccccc2Oc2ccccc21,3.821685053793461
CCP(=S)(OC)Sc1ccc(C)cc1,2.5402712993725243
CC(C)NC(=S)NC(C)C,2.1755118133634475
CC1OC(n2cc(F)c(=O)[nH]c2=O)C(O)C1O,1.6923074601868018
C=NO,3.653608024153697
C[S+](C)CCOC(=O)C(c1ccccc1)C1CCCCC1,3.0564516958043013
Cc1ccc2c(c1)c1c(n2CCc2ccc(C)nc2)CCN(C)C1,2.9529556135005883
c1ccc2c(c1)ccc[n+]2CCCCCCCCCCCCCCCCCCCC[n+]1cccc2ccccc21,3.3335391618907924
CNC(=O)Oc1ccc([N+](C)(C)C)cc1,3.621734894685572
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,3.8481077946665017
CCCC[Sn](CCCC)(CCCC)S[Sn](CCCC)(CCCC)CCCC,3.114784826200088
CCCCC(CC)C(=O)O[Sn](CCCC)(CCCC)CCCC,2.7854952585686914
CC1CC(O)C2(O)C13CC(OC(=O)C3O)C(C)(O)C21COC1=O,5.516293370743491
Cc1cc(OCC[N+](C)(C)C)n(-c2ccccc2)n1,1.8147118946105807
O=C(Cc1cccs1)NC1C(=O)N2C(C(=O)O)=C(CO)CSC12,1.2484747463340675
Nc1[nH]ncc1-c1ccccc1,2.5998612476820195
CCOC(=O)NCCSP(=S)(OC)OC,2.7645671982293787
CCCC[Sn](CCCC)(CCCC)OC(=O)CO,2.890316354051492
C=C(Cl)CO,3.1669185443135675
N=C(N)CCCCCCCCCCCC(=N)N,3.9829854218176
CCCCOC(=O)c1ccc(O)c(CN(C)C)c1,2.0992074235789766
O=[N+]([O-])c1c(Cl)cc(Cl)c([N+](=O)[O-])c1Cl,2.5824202977862654
O=Cc1cc([N+](=O)[O-])ccc1Cl,1.7633484280185392
CC1(C)C(=O)N(CO)C(=O)N1CO,1.7974591330237335
O=C(Nc1cccc(Cl)c1)c1cc([N+](=O)[O-])ccc1O,2.6151317299235037
CC(=O)NNC(=O)CSSCC(=O)NNC(C)=O,1.565785856481001
Cc1cc(OCC[N+](C)(C)C)n(Cc2ccccc2)n1,1.834895954415522
CCCCNCC(O)CNc1ccc(C)cc1,4.072542148211761
CCC(C)C1NC(=O)C(NC(=O)C2C(N)C(=O)C(C)C3Oc4c(C)ccc(C(=O)NC5C(=O)NC(C(C)C)C(=O)N6CCCC6C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC5C)c4NC32)C(C)OC(=O)C(C(C)C)N(C)C(=O)CN(C)C(=O)C2CCCN2C1=O,3.4067148849520037
O=C(O)CCCOc1ccc(Cl)cc1Cl,2.521300259792784
CC1CCC2(OC1)OC1C(O)C3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C7O)C(O)C6O)C(O)CC5(C)C4CCC3(C)C1C2C,4.13542349768423
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,4.221401195770177
O=C(c1ccccc1)C1CCC(N2CCCCC2)CC1,2.1548626431266964
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.3022342155893627
CCC(C)(C)c1ccc(Cl)c(OC(=O)NC)c1,3.784557861297592
CC[n+]1c(C=C2Sc3ccccc3N2C)ccc2ccccc21,4.106466962297695
CC(=O)N=C(c1ccccc1)C1(N2CCCCC2)CCCCC1,2.4397943971184515
COC1C(O)CC(=O)OC(C)CC=CC=CC(O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,2.293345425710885
CCCCCCCC[Sn](CCCCCCCC)(OC(C)=O)OC(C)=O,3.665812615497326
COc1ccc(CNC(C)C(O)c2ccccc2)cc1OC,3.002001819854964
CCCCCC1COCCC1OC(C)=O,1.6408362237574947
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(SC(C)C)c1,2.855994442736712
CCC1CCCC(CC)C1N,3.547676829906546
CN(C)CCCNc1ccccc1[N+](=O)[O-],2.871720788424615
O=c1[nH]n(-c2cccc(C(F)(F)F)c2)c2ccccc12,2.6662573880975384
CN(C)CCCOc1nn(-c2cccc(C(F)(F)F)c2)c2ccccc12,2.560364606024058
O=C(Nc1ccccc1)Oc1cc(Cl)c(Cl)cc1Cl,1.5973811411060004
CC(C)OC(=O)c1ccccc1O[PH](=S)OCCN,4.226628542211219
S=C1NCCS1,2.225068911431119
O=C(O)C(=C1OC(=O)C(c2ccccc2)=C1O)c1ccccc1,2.488958029025801
CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2,1.7989002827092833
Clc1ccc([Si]23OCCN(CCO2)CCO3)cc1,4.552976796163525
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,2.046831582959004
CNC(=O)ON=C(C)SCCC#N,3.1576100113413097
CCSP(=O)(CCl)SCC,3.0176513315554967
COC(=O)C12Oc3ccc(-c4ccc5c(c4O)C(=O)C4C(=O)CC(C)C(O)C4(C(=O)OC)O5)c(O)c3C(=O)C1C(=O)CC(C)C2O,4.328092697624723
CN(C)c1ccccc1,2.539373655314761
CCCCC1(CC)C(=O)NC(=O)NC1=O,3.326845652765201
O=S(=O)(F)C1CCC(S(=O)(=O)F)C1,3.3965424759682934
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1.8885175838617096
NC(=O)c1ncn(C2OC(CO)C(O)C2O)n1,1.785698117166251
S=C1NCCC(COc2ccccc2)O1,2.503784848340666
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.615804426560976
COC(=O)Nc1nc2ccccc2n1C(=O)COc1ccccc1,1.5123161035003834
CC1(C)Cc2cccc(OC(=O)NCSc3ccc(Cl)cc3)c2O1,3.861971472238844
CN(Sc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl)C(=O)Oc1cccc2c1OC(C)(C)C2,4.001427349304399
CCCCCCCCCCCCCCCCCC1=NC(C)CC(C)(C)N1,2.561890509543151
COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,2.4563793199073203
Clc1cc2oc3cc(Cl)c(Cl)cc3c2cc1Cl,4.707534693073128
NC(=NP(=O)(O)O)N=C(N)Nc1ccccc1,2.491175986070323
CC[N+](CC)(CC)CCCC#CC1(O)CCCCC1,2.1245840989812663
Oc1ccc(C2CNCCO2)cc1O,2.086399876475299
N#[N+][CH-]C(=O)CCC(NC(=O)C(CCC(=O)[CH-][N+]#N)NC(=O)CCC(N)C(=O)O)C(=O)O,3.635303710908514
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,2.8139464160075254
CC[N+](C)(CC)c1cccc(OC(=O)NC)c1,4.074309833952601
CC(=O)OCc1ccc(C)cc1C,1.552013239461579
CNC(=O)Oc1cccc2ccc[n+](C)c12,3.035925791330316
OCCN(CCO)c1nc(-c2ccccc2)c(-c2ccccc2)o1,2.1493262334506205
CC1C2CCC(C2)C1(C)N(C)C,3.006001613014506
CCC1C2CCC(C2)CN1C,2.7589430625024205
CCN(CC)c1cccc(OC(=O)NC)c1,4.045886022705499
CC1C2CCC(C2)CN1C,2.515381322587836
Cc1ccccc1N(CC(C)CN(C)C)c1ccccc1C,2.7729931700581583
Cc1ccccc1N(CCCN1CCCCCC1)c1ccccc1C,2.828044747527779
Cc1ccccc1N(OC(=O)CCCN(C)C)c1ccccc1C,2.814833364847875
Cc1ccccc1N(CCCN(C)C)c1ccc(Cl)cc1C,3.023768092510164
Cc1cccc(N(CCCN(C)C)c2ccccc2C)c1,2.7519423593966037
Cc1ccccc1NCCCN(C)C,2.585022830220925
NC(=O)c1sc(=S)n(Cc2ccccc2)c1N,3.0259003596829253
CCN(CC)CCN=[SH](=O)c1ccsc1-c1cccs1,3.039451135088703
CN(C)CCCN=S(=O)(c1ccccc1)c1cccs1,2.5861257622610467
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1.7059513317603914
CN(C)CCCn1c2c(c3ccccc31)CCCCC2,2.227918825798696
COCC1CN(c2ccc(OCc3cccc(C#N)c3)cc2)C(=O)O1,2.0522616121344237
CCOC(=O)C(=O)Nc1nc(-c2ccccc2)cs1,2.4414076050724045
CCOC(=O)C(=O)Nc1nc(-c2ccc(OC)cc2)cs1,2.4862079610639047
CCN(CC)CCOc1ccc(C(=O)NC2CCCCC2)cn1,3.1064615242870848
CCCCCC(O)C1C(=O)OC(C)C(O)C=CC=CC=CC=CC=C(C)C(O)C(O)C(O)CC(O)CC(O)CC(O)CC(O)CC1O,2.4286769994252224
CC(=O)N1C(=O)C(=C2Nc3ccccc3C2=O)c2ccccc21,1.4833090882588236
O=C1C(=C2C(NO)=Nc3ccccc32)Nc2ccccc21,1.442923244145078
CON=C1C(=C2Nc3ccccc3C2=O)c2ccccc2N1C,1.4847794342436211
CN1/C(=N\O)C(=C2Nc3ccccc3C2=O)c2ccccc21,1.464355393210834
CN1C(=O)C(=C2C(=O)c3ccccc3N2C)c2ccccc21,1.4628799470152196
COc1cc(C(C)C)c(OCCN(C)CCOc2ccccc2)cc1C,2.2522387615535147
COc1cc(C(C)C)c(OCCNCCOc2ccccc2)cc1C,2.535885016777316
COC(=O)Nc1nc2ccc(Oc3ccc4nc(NC(=O)OC)[nH]c4c3)cc2[nH]1,2.5980931068480184
COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,2.245027779930497
CC(C)(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],3.51089123541578
Cc1ccc(-n2c(SC(CN3CCCCC3)CN3CCCC3=O)nc3ccccc3c2=O)cc1,3.669595781024313
COc1ccc(-n2c(SC(CN3CCCCCC3)CN3CCCC3=O)nc3ccccc3c2=O)cc1,2.9829162895093653
N=C(N)SC(CN1CCCCC1)CN1CCCC1=O,3.468996747983628
O=C(c1cc(O)c(O)c([N+](=O)[O-])c1)c1ccccc1F,2.948649598815227
Nc1c(NCC=CCOc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,1.852999372411188
Nc1ccc(S)cc1,2.592440475109787
CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,2.3229198048521105
OCC(Br)(Br)Br,2.752443360892748
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC,2.525286734575596
Cc1ccc2nc3sc(=O)sc3nc2c1,2.340397778727545
CCC[Sn](CCC)(CCC)OC(C)=O,3.164950201708333
N#Cc1c(Cl)cc(O)cc1Cl,2.121899534843773
CS(=O)(=O)Oc1ccc(Cl)cc1Cl,2.352804426077038
NCC(O)c1ccccc1,2.040387117214602
NCCCN1CCCC1=O,1.948785721915429
C=C(O)C(=O)NC1C=C(C)C=CC(O)CC=C(C)C=CC(O)CC2OC(=O)C1(C)C(=O)C2C,2.963352370507007
Cc1cc(-c2ccccc2)nnc1NCCN1CCOCC1,3.474784264452135
O=C(O)c1ccccc1Nc1ccc(Cl)c2ccccc12,1.8717786513393253
O=C(NC(CCN1CCCCC1)c1ccccc1)c1ccccc1,3.5128298803841997
CC1C2CCC(C2)C1(C)N,3.0134364841431407
Nc1ccc(S(=O)(=O)Nc2nc(-c3ccccc3)cs2)cc1,2.168198815668632
CNC(=O)Oc1cccc(C(C)N(C)C)c1,5.045886022705499
CC#CCC(C)C(O)C=CC1C(O)CC2Oc3c(CCCC(=O)O)cccc3C21,4.12330598118806
CCCCC(C#N)(Cn1cncn1)c1ccc(Cl)cc1,2.34662676753156
COc1cc(C=CC(=O)c2ccccc2)ccc1O,2.1042907467006224
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,1.8701603511436269
COc1ccc(N2CCN(CCc3ccccc3NC3OC(=O)c4ccccc43)CC2)cc1,2.345909650508615
COc1ccccc1N1CCN(CCc2ccccc2NC2OC(=O)c3ccccc32)CC1,2.6469396461725965
CCn1cc(C(=O)O)c(=O)c2cc(F)c(-n3cccc3)cc21,1.7785694193488153
CCOC(=O)C(CCc1ccccc1)NC1CCCN2CCCC(C(=O)O)N2C1=O,1.9216927167965785
CCCNC1CCc2nc(N)sc2C1,2.094520451795774
