curated_smiles,rat_skin_LD50
CCCCSP(=O)(SCCCC)SCCCC,3.272341746893068
COP(=S)(OC)SCc1nc(N)nc(N)n1,2.148144368127591
CC1=CC(=O)CC(C)(C)C1,1.997524666718247
C=CC(C)(O)CCC=C(C)C,1.4392707579371309
CCC(C)O,1.5689229926552932
O=C(Cl)CCl,2.2320013298752905
C=CC(N)=O,2.249681317823072
O=C(O)CBr,3.142852299978342
BrC(Br)C(Br)Br,1.8184822836128016
C=C(C)C(N)=O,1.1518089286790354
CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,2.358488790476734
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.4267633067318728
CC(C)(OO)c1ccccc1,2.4834246735171623
O=S(=O)(Oc1ccc(Cl)cc1)c1ccc(Cl)cc1,1.4816804936606878
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,2.1282716113264954
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,2.3428919728333306
O=C1c2ccccc2-c2ccc(Br)c3cccc1c23,2.1891561124655583
O=C1C(=C(O)C(c2ccccc2)c2ccccc2)C(=O)c2ccccc21,3.2309314864554803
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,2.62283437843479
O=C1c2ccccc2C(=O)c2ccccc21,2.3185140990684783
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.6685875632265237
COP(=S)(OC)SCn1nnc2ccccc2c1=O,3.557031196744078
ClCc1cccc2ccccc12,1.5481338033131589
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,1.8960409475623896
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.443161901153608
CC(C)(C)c1ccccc1O,2.3285415316994973
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,2.645888065660341
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.4775101360326075
O=Cc1ccccc1O,2.3086462139904635
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,2.3166925852545632
c1ccc2ccccc2c1,1.7098599291339736
C=CCN(CC=C)C(=O)CCl,2.6833547796946453
O=C(O)COc1cc(Cl)c(Cl)cc1Cl,2.221255327282607
c1ccc2n[nH]nc2c1,2.076010204993056
Cc1ccccc1O,2.2415946757413514
Nc1ccccc1N,1.3350324247633991
OCC(O)CCl,2.01944447293833
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,2.9482999827180043
OCc1ccco1,1.409041994926687
CC(C)(C)c1ccc(C(=O)O)cc1,2.7738619890779352
CN(C)C1CCCCC1,2.536391216558696
O=[N+]([O-])c1ccccc1,1.7680775642564608
COC(=O)c1ccc(O)c([N+](=O)[O-])c1,1.99375797420303
Cc1ccc([N+](=O)[O-])cc1,0.9330378288341032
O=[N+]([O-])c1ccc(Cl)cc1,0.993314963840287
O=[N+]([O-])c1ccc(O)cc1,2.133058393975655
COc1ccc([N+](=O)[O-])cc1,0.9809601522254924
CCOc1ccc([N+](=O)[O-])cc1,1.0190227719976648
N#Cc1ccccc1,1.9341785041495072
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,1.7411925829670092
O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.207674752474796
CCNc1ccccc1,1.4113438417293198
CC(C=O)Cc1ccc(C(C)C)cc1,1.5804368325773337
CCCCC(CC)CO,1.637593120652602
Cc1ccc(C=O)cc1,1.6817873810552686
COc1ccc(N)cc1,1.5853020702411589
CCOC(=O)CCl,2.88149098335641
O=C1CCCCCN1,1.752662943120972
Cc1ccc(O)c(C)c1,2.06992056993521
Cc1ccc(O)cc1,2.1589251018479056
Clc1ccc(Cl)cc1,1.389177901740675
Nc1ccc(Cl)cc1,1.6006121944422778
Oc1ccc(Cl)cc1,1.9330078483545523
BrCCBr,2.796717686853452
OCCCl,2.4390037829218536
C=CC#N,2.5545382688953624
O=CC=O,1.4626674763685714
CC[Hg]Cl,3.122387923136377
COC=O,1.176467484599134
CC(C)OP(C)(=O)F,4.74847952688004
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.082469704192166
CC(C)(C)OC(=O)CCl,2.0273899809719507
Cc1cccc(O)c1,1.9925936800813808
Nc1cccc(Cl)c1,2.7078221640901456
CC(CCl)OC(C)CCl,1.9321362435664384
CC1OC(C)OC(C)OC(C)O1,1.8890540794525152
Sc1ccccc1,2.564985454981382
CN1CCOCC1,1.7448902055317466
N#CCC#N,2.275890247285812
CCOCCO,1.363766214055984
CC(=O)CCC=C(C)C,1.8000259179113085
O=CCCCC=O,1.6025678188505847
NCCNCCO,1.6654892656748652
CCCCCCCCC(=O)O,1.8982890231107965
CCCCOCCOCCSC#N,2.9102123232814803
CCCCCCCCC=CCCCCCCCC(=O)O,2.149939259285844
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,2.767853462130725
CNC(=O)Oc1ccccc1OC(C)C,2.4175651021423934
CN(C)P(=O)(F)N(C)C,4.886843093939806
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.0780397241287645
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,3.5687764903087897
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,5.011938190677951
CCNC(=O)CSP(=S)(OC)OC,2.0850942627363303
CNC(=O)ON=CC(C)(C)SC,4.881425744449368
O=C(NC(O)C(Cl)(Cl)Cl)NC(O)C(Cl)(Cl)Cl,1.851052774796451
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.327020563842549
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,2.2096949758464306
Cc1cc(OC(=O)N(C)C)n(C(C)C)n1,4.576639526998765
CC(Oc1ccc(Cl)cc1Cl)C(=O)O,1.9330808969183864
O=Cc1ccc2c(c1)OCO2,4.477506158544792
Clc1ccc(Cl)c(Cl)c1,1.4706569456832623
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1.87121866557935
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.4419850356467983
CCNc1nc(Cl)nc(NCC)n1,1.6056519121093122
CC(C)OC(=O)Nc1ccccc1,1.55441404539713
O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,1.7231665935075955
OCCOc1ccccc1,0.9813756934265032
NC(=O)N=NC(N)=O,2.3657873950936605
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,1.6701503932469668
O=S1(=O)CCCC1,1.5000233064227626
C=C(C)C#N,1.508600930176564
CC(=O)N(C)C,1.6390978409987271
CC(Cl)(Cl)C(=O)O,1.456271875167923
CCCCN(CCCC)S(=O)(=O)c1ccc(Cl)cc1,1.5095385335524314
COC(=O)c1ccccc1C(=O)OC,1.606976678505785
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,1.779010303275824
O=S(=O)(O)c1cc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)ccc1C=Cc1ccc(Nc2nc(Nc3ccccc3)nc(Nc3ccccc3)n2)cc1S(=O)(=O)O,2.473722422787068
Nc1cc(Cl)cc(C(=O)O)c1Cl,1.9715035658534696
CCN(CC)C(=O)c1cccc(C)c1,1.5826859357700231
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,1.427033526434761
CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,2.443849475707047
CNC(=S)S,2.2267498233017644
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.8698276609799684
N#CCc1ccccc1,1.7677160044190496
CCOC(=O)C=CC(=O)OCC,1.5370126991458202
COP(=O)(OC)OC(C)=CC(=O)N(C)C,3.751850746678616
O=C(O)CC(=O)O,3.256112181884924
CCCCCCCCCOC(C)=O,1.5712311946206128
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,2.3897320708554104
COP(=S)(OC)SCC(=O)N1CCOCC1,3.0035564346122485
CCN(CC)C(=S)S,2.1740132632905134
COc1cccc(O)c1,2.260123867953789
CCCCSP(SCCCC)SCCCC,2.6861026816272453
CN(C)C(=O)Nc1ccc(Cl)cc1,1.900155119358195
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.280658787826301
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,4.91566782249664
CCOP(=S)(OCC)Oc1cnccn1,4.491788773505257
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.594229232467061
CCOP(=S)(OCC)SCSCC,5.017677621430734
CCOP(=S)(OCC)SCCSCC,4.660253431339592
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.2062171676245543
COP(S)(=NC(C)C)Oc1ccc(Cl)cc1Cl,2.27186095969182
COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,2.677588704669821
CCS(=O)CCSP(=O)(OC)OC,3.391446778737255
OC(O)C(Cl)(Cl)Cl,1.7371007538099306
FC(F)(F)C(Cl)Cl,1.8834626928644416
CCC(C)n1c(=O)[nH]c(C)c(Br)c1=O,2.018898465199701
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,2.170824759313799
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,3.717051275318484
CNCC(O)c1ccc(O)c(O)c1,3.4705503737380266
CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.6685685429181911
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,1.998428488469883
CNC(=O)Oc1cc(C(C)C)cc(C(C)C)c1,1.991460516651424
CCOP(=S)(OCC)Oc1cc(C)nc(C(C)C)n1,3.2281036548911257
O=C(CF)Nc1ccc(Br)cc1,4.520487275835904
FC(F)(Cl)C(Cl)Cl,1.9278449528002208
Nc1ccc(F)cc1F,2.2835872443024536
F[As](F)c1ccccc1,4.102717196683053
N#CN,2.699393751677689
FC(F)(F)C(F)(F)C(Cl)Cl,2.0063312402844957
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.7807971963464095
O=C(O)C1(O)c2ccccc2-c2ccccc21,1.3545521152069584
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,4.134183146649519
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,2.650950715725458
Cc1c(O)cc([N+](=O)[O-])cc1[N+](=O)[O-],3.995929011653368
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,2.297623382210147
ClCCSCCCl,4.502648308007575
FC(Cl)C(F)(F)C(F)(F)Cl,2.0063312402844957
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1.813168513199712
CCOP(=O)(OCC)SCC[N+](C)(C)C,3.408796048951729
COC1(C)CC(c2ccccc2)c2c(c3ccccc3oc2=O)O1,4.186121852366196
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,2.918460222353908
CN1CSC(=S)N(C)C1,1.8561645884244669
Cc1cc(N(C)C)nc(Cl)n1,2.234595732889203
CCN(CCCl)CCCl,4.000211986148755
ClC=C[As](Cl)Cl,4.140547846304126
ClC=CCCl,2.155907797131748
C1=CC=CCC=C1,2.31903065196159
O=P(N1CC1)(N1CC1)N1CC1,3.298918292194062
O=Cc1ccc([N+](=O)[O-])cc1,0.9752048360868952
ClCCN(CCCl)CCCl,5.009722775912059
CN=C=S,1.4199913868076983
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,2.224227164203795
CC1(C)CO1,1.255917435857584
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,3.792489970832408
CC(=O)O,1.7962562428875275
CC(C)C(Br)C(=O)O,2.108529039733849
CC(C)C(=O)C(C)C,0.8502554288959857
CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,3.265279015931183
Cc1cccc(C)c1O,1.7205309520080172
O=C(O)O,2.724373909215289
CC=CCl,0.582779017765722
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,3.5892270371641986
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,2.7342277926450755
Clc1cc(Cl)c(Cl)c(Cl)c1Cl,2.0005885044015908
NC(=O)c1ccccc1Cl,1.492994928491204
CN=C=O,1.3122260776168602
N#Cc1cccc(C#N)c1,1.4086943795316282
CC(C)=NN=C(C)C,2.235652354035893
O=[N+]([O-])OCCO[N+](=O)[O-],1.6022371016426429
CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1,2.4207929806956625
S=c1[nH]c(=S)[nH]c(=S)[nH]1,1.94762729761164
CCSCCSP(=S)(OC)OC,3.138715401589796
NC(=O)CF,2.9837277459456715
Cc1cc(OC(=O)N(C)C)nn1C(=O)N(C)C,2.6025356451266437
C1COCO1,0.6936038520721224
O=C(O)C(Cl)(Cl)Cl,1.9121875029653048
CNC(=O)Oc1cc(C)c(C)cc1Cl,2.2505501085057635
CCCCCCCCCCCC[N+](C)(C)CC(=O)O,2.321348242008066
NC(=O)CBr,1.6400786947900856
CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)O,1.3124960289994505
Br[As](Br)c1ccccc1,4.317834991947376
Cl[As](Cl)c1ccccc1,4.144056325780949
CCC(=O)Nc1ccc(Cl)c(Cl)c1,1.639651808450637
Oc1cccc(Oc2ccccc2)c1,1.8306703062747969
Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,2.841689759073445
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.3789648704677973
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,2.0027662581280907
CCCN(CCC)C(=O)SCC,1.772055693260839
C=COCCOCCOCCOC=C,2.0048585346203285
CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,4.103772056453598
CSP(SC)SC,2.22339763838539
CCC12COP(OC1)OC2,2.2418342750984945
CCNc1nc(NC(C)C)nc(SC)n1,1.8795488699103728
COCCCNc1nc(NC(C)C)nc(SC)n1,3.257502581965785
CCNc1nc(NC(C)(C)C)nc(SC)n1,2.0816424988990927
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,2.9585883019782826
COCCNC(=O)CSP(=S)(OC)OC,2.232545073509172
CCSCCSP(=O)(OC)OC,3.4328580399237847
Oc1c(Cl)c(Cl)cc(Cl)c1Cl,2.896940308664566
CCOP(=S)(CC)Sc1ccccc1,3.224212313343424
COc1nn(CSP(=S)(OC)OC)c(=O)s1,4.082554163620989
COP(=S)(OC)SCSc1ccc(Cl)cc1,3.219310093127889
CN(C)C(=O)C(c1ccccc1)c1ccccc1,1.5782582864684642
C[N+](C)(C)CCCl,1.486497778657244
CCC12COP(=O)(OC1)OC2,3.5517524348652625
CNc1nc(NC(C)C)nc(SC)n1,2.3290112157073684
CCNc1nc(NCC)nc(SC)n1,1.837649521873096
CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,3.787547549035204
CNC(=O)Oc1cccc2sccc12,2.0154729255181065
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.522753216035217
CNC(=O)CSP(=O)(OC)OC,2.48367897507821
CCCS(=O)(=O)C=CS(=O)(=O)CCC,2.681866894367535
CCCCN(CC)C(=O)SCCC,2.0072163167708177
O=[N+]([O-])c1ccc(/C=N/O)cc1,1.3692054011753998
CNC(=O)Oc1cccc(C)c1,2.265681001603214
CCSC(=O)N(CC)C1CCCCC1,1.9409999262308304
CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,4.760755616319121
CCOP(=O)(OCC)ON1C(=O)c2cccc3cccc(c23)C1=O,3.397044439285819
CCOP(=S)(Cl)Cl,2.7265331629655702
CNC(=O)Oc1cccc2c1OC(C)(C)C2,3.265713810640021
CC1(C)CC2(CC(C)(C)c3ccc(O)cc32)c2cc(O)ccc21,2.188113945289588
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.8264402341196104
CC1CN(C2CCCCCCCCCCC2)CC(C)O1,2.148423718233172
COc1nc(NC(C)C)nc(NC(C)C)n1,1.9548134724732364
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,2.3468730338114305
N#Cc1cc(I)c(O)c(I)c1,3.43840512310746
N#Cc1cc(Br)c(O)c(Br)c1,5.141316485689351
CCCCCCCC(=O)Oc1c(Br)cc(C#N)cc1Br,2.304397885637582
Nc1cnn(-c2ccccc2)c(=O)c1Cl,1.646691853147911
CC(F)(Cl)Cl,1.7669702304811905
CCOP(=S)(Oc1cccc2cccnc12)c1ccccc1,3.818702168252581
O=[N+]([O-])c1ccc(Oc2ccc(Cl)cc2Cl)cc1,1.7544981720408377
O=[N+]([O-])c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,1.5031680658777185
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,2.026801194258209
CCNc1nc(Cl)nc(NC(C)C)n1,1.23691597039419
CCNc1nc(Cl)nc(N(CC)CC)n1,2.361189354814241
COc1c(Cl)ccc(Cl)c1C(=O)O,2.344468907126224
CNC(=O)Oc1c(C(C)(C)C)cc(C)cc1C(C)(C)C,1.4323951158795856
NC(=S)c1c(Cl)cccc1Cl,2.314071670125024
CNC(=O)Nc1nc2ccccc2s1,2.617541298644076
CC(=O)Nc1ccc(N=NN(C)C)cc1,1.71233186021868
O=c1c(Cl)c[nH]c(Cl)c1Cl,1.9965904684397544
CN(C)C(=O)Nc1ccc(Oc2ccc(Cl)cc2)cc1,1.9863984686808231
CC1CCCCC1NC(=O)Nc1ccccc1,1.6257369949922431
CNC(=O)Oc1ccc(N(C)C)c(C)c1,2.8792752555673418
CNC(=O)Oc1cc(C)c(SC)c(C)c1,2.8087182058084705
CN(CCC(N)CC(=O)NC1C=CC(n2ccc(N)nc2=O)OC1C(=O)O)C(=N)N,2.134409508443505
CCOC(=O)CSP(=O)(OC)OC,3.015904377895553
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.111679128904735
COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,1.864511081058392
C=C(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.111485291714528
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.0648415713709185
CCSC(=O)N1CCCCCC1,2.2054854706179534
ClC1=C(Cl)C(Cl)(C2(Cl)C(Cl)=C(Cl)C(Cl)=C2Cl)C(Cl)=C1Cl,1.9773943309933784
NNC(=S)NN,2.326966359170217
C(OCC1CO1)C1CO1,2.114420813681292
CCOP(=S)(OCC)SCSc1cc(Cl)ccc1Cl,2.7624622300347643
CCOP(=S)(OCC)SCC(=O)NC(C)C,3.455409837104152
CC(=O)Oc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.3577575178457497
CCOP(=S)(OCC)SCCS(=O)CC,3.499226730364696
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.4388634023267552
COP(=S)(OC)SCC(=O)N(C)C=O,2.862619505360841
ClCC1C(CCl)C2(Cl)C(Cl)=C(Cl)C1(Cl)C2(Cl)Cl,2.5996331171517286
COP(=O)(OC)SCCSC,3.5024753186950863
COP(=N)(S)Oc1cc(Cl)c(Cl)cc1Cl,2.486484319530977
CCNP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.126575544220356
CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC,2.93791362859538
C=Cc1ccc(OC(C)=O)cc1,1.9089887227279616
CNC(=O)Oc1cc(C)cc(C(C)C)c1,2.6633302195066166
CNC(=O)Oc1ccccc1C(C)C,2.587140508883546
CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.3859118066365954
COP(=S)(OC)Oc1ccc(C#N)cc1,2.4829164395022705
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,3.14036472106788
CNC(=O)Oc1cc(C)cc(C)c1,1.55441404539713
CNC(=O)Oc1cc(C)cc(C)c1C,1.9850805175555848
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,3.420584442255304
CCS(=O)CC(C)SP(=O)(OC)OC,2.5016886782499657
CNC(=O)Oc1cc(C)c(C)c(C)c1,1.9850805175555848
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,1.7725505313594825
CS(=O)(=O)C(Cl)=CCl,2.544157375741353
O=C(O)COc1ccc(Cl)cc1Cl,2.1683776480705426
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.6289007430201417
COc1coc(CSP(=O)(OC)OC)cc1=O,3.333583672544965
COP(=S)(OC)SCc1ccc(SP(=S)(OC)OC)cc1,1.9079238267863712
NC1=C(Cl)C(=O)c2ccccc2C1=O,1.6182908151869868
CN1CCCC1c1cccnc1,3.0640191943853656
CCCCCC[Sn](CCCCCC)(CCCCCC)CC(=O)O,2.937783602951748
O=S(=O)(Cl)c1ccccc1Cl,1.4361326071952671
c1cc2c(c(OCCN3CCCCC3)c1)OCCO2,1.9291501898327617
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.239449393707313
CC(C)(N=NC(C)(C)C(=N)N)C(=N)N,1.526413756537722
CCO[Si](C)(CCCCN)OCC,3.6593329480212047
CON(C)C(=O)Nc1ccc(Br)cc1,1.936351186733561
COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.3621902078331114
N#CC1SC2=C(SC1C#N)C(=O)c1ccccc1C2=O,2.1736931351976336
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,2.5321115302521493
CC(C)OC(=O)c1cncc(C(=O)OC(C)C)c1,1.427033526434761
Clc1cc(Cl)nc(-c2ccccc2)n1,2.051303051777531
CCC(C)c1ccccc1OC(=O)NC,1.6175727289459414
COP1(=S)OCc2ccccc2O1,2.732791680745474
O=C(O)Cn1c(=O)sc2cccc(Cl)c21,1.6878338412647824
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,1.7719694332290312
CCCCCCCC(=O)Oc1c(I)cc(C#N)cc1I,2.9974859898171218
c1coc(-c2nc3ccccc3[nH]2)c1,2.566314906032524
CNC(=O)Oc1ccccc1Cl,2.569631366403644
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.176342498111051
Clc1cccc(Cl)c1NC1=NCCN1,3.5168148038054565
O=C(OCCF)C(c1ccccc1)c1ccccc1,4.810050963782018
O=C(O)C=CCl,1.4363176225827128
CCCC[Sn](CCCC)(CCCC)OC(=O)c1ccccc1,2.912457659808899
COc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(OC)nc(N(CCO)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(N(CCO)CCO)n1,3.201302060785004
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,2.595555740340953
CN(C)C(=O)Nc1cccc(OC(=O)NC(C)(C)C)c1,1.2586124079738996
C1=CCCC=CCCC=CCC1,1.6539517933146832
CCCCc1c(C)[nH]c(N(C)C)nc1=O,2.7186947118687668
CC1=C(C(=O)Nc2ccccc2)SCCO1,2.3504473934983223
CCCCOCCOCCOC(OCCOCCOCCCC)c1ccc2c(c1)OCO2,1.960543074650204
COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,1.938854592920691
CCS(=O)CSP(=S)(OC(C)C)OC(C)C,4.036342255389247
COP(=S)(OC)Oc1ccc(N=Nc2ccc(Cl)cc2)cc1,2.3762982866152407
CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,3.354387630204894
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,3.863819337726595
CN(C(=O)CF)c1cccc2ccccc12,3.0085661880785084
CCNc1nc(Cl)nc(NC(C)(C)C)n1,1.8840681000945785
Cc1cc(Cl)ccc1OCCCC(=O)O,2.3592186877570804
CCC,1.3433790489566126
CNC(=O)C=C(C)OP(=O)(OC)OC,3.2994080605220097
CNC(=O)Oc1ccccc1C1OCCO1,1.871627413515492
CNC(=O)Oc1ccccc1C1OC(C)C(C)O1,2.099131384370478
CSc1nc(NC(C)C)nc(NC(C)C)n1,1.891310800728801
CCCC(C)(C)C(=O)Nc1ccc(Cl)cc1,2.4766613830012503
CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,3.5364271814670425
NCCCOCCCCOCCCN,3.009268130706258
CC(C)(O)C(=O)c1ccccc1,1.3747131709674834
COC(=O)C=C(C)OP(=O)(OC)OC,4.73435061497236
C=C1C(C)(C)C2(Cl)C(Cl)C1(Cl)C(Cl)(Cl)C2(Cl)Cl,4.275717811368528
CCN=C1C=CC(=C(c2ccc(NCC)cc2)c2ccc(NCC)c(C)c2)C=C1,1.631843830127217
COc1cccc(C)c1O,1.839371188987427
S=C(S)NCCNC(=S)S,1.8271340649185777
Cc1cc(=O)[nH]o1,0.996025445560402
COP(N)(=O)SC,3.4506554916845524
