curated_smiles,dog_oral_LD50
CC1OC(C)OC(C)OC(C)O1,2.4678842300620025
OCCOCCO,1.071558824336437
CCCCOCCOCCSC#N,3.831031077233856
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.72472327722204
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,1.966716498980828
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.577737928765265
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,2.2504895326569456
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,1.452733024532725
COC(=O)c1ccccc1O,1.8600498075671728
CCOC(=O)c1ccc(O)cc1,1.5215982965789432
O=C(OCc1ccccc1)c1ccccc1,0.975820754020648
Oc1ccccc1O,2.9278912986339987
O=[N+]([O-])c1cc([As](=O)(O)O)ccc1O,3.721046838319575
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1.986680780344114
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,3.625849326847497
Oc1ccc(O)cc1,2.7408046552768544
CCC=C(C)C1(CC)C(=O)NC(=O)NC1=O,3.5312078822745474
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,2.5371324932154686
CCC1(CC)C(=O)NCC(C)C1=O,2.7859250985432813
C#CC1(OC(N)=O)CCCCC1,2.944503451293346
NC(=O)NO,1.5800977750068188
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,3.364770197768697
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,2.2997582584116167
CC(=O)Nc1ncc([N+](=O)[O-])s1,3.1753494299321656
O=CO,1.06093380584809
O=C1C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,3.2928220578473537
Nc1ccc(C(=O)O)cc1,2.137157811490028
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.055579948599274
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.614637826832658
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,3.4660615257285627
CCOP(=S)(OCC)SCCSCC,4.739434677387216
NC(=O)N1c2ccccc2C=Cc2ccccc21,1.6236796181759467
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.867495772060297
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.8082771589525164
COP(S)(=NC(C)C)Oc1ccc(Cl)cc1Cl,2.4971702414176824
CNP(=O)(OC)Oc1ccc(C(C)(C)C)cc1Cl,2.4649587611400388
CNC(C)Cc1ccccc1,4.173876510158787
C=CCC1(C2C=CCC2)C(=O)NC(=O)NC1=O,3.3484995702838374
CCN(CC)C(=O)c1ccc(O)c(OC)c1,2.8717130079489324
CC(C)NNC(=O)c1ccncc1,3.275670137381667
C#CCN(C)Cc1ccccc1,2.958992301316373
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.447681423882398
CNC(=O)Oc1cc(C)c(N(C)C)c(C)c1,4.004493337547274
CON(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2.6973984928059016
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.2783354808585767
NC1CONC1=O,1.7079659700704142
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,2.990131575516403
CCNC(C)Cc1cccc(C(F)(F)F)c1,3.3641023992518644
CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+](O)C1,2.4782330718706294
COC(=O)CF,5.964113426122697
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,3.749277168837749
CCOP(=O)(OCC)OC(=CCl)c1ccc(Cl)cc1Cl,2.476605827471726
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,2.5939281706820063
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)C=C(C)C,3.809313207820708
CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,3.537828086584375
C=CCC(CC)(CC)C(N)=O,2.713885176907469
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,2.96193591148456
COc1ccccc1OCC(O)COC(N)=O,2.081424724878362
O=C(O)c1ccccc1,1.7857674687101257
CCCCc1ccc(C(=O)O)nc1,2.9523540540691675
C[N+](C)(C)CC(O)CC(=O)O,2.005954964271625
CCN(CC)CCSC(=O)C(c1ccccc1)c1ccccc1,2.339110762542768
CCOP(=S)(OCC)Oc1ccc2c3c(c(=O)oc2c1)CCCC3,2.964249020267202
CC(COc1ccccc1)NC(C)C(O)c1ccc(O)cc1,2.3999418285270013
O=C(O)O,2.093589766625432
CC(C)NCC(O)c1cc(O)cc(O)c1,3.22790931817546
c1ccc(P(c2ccccc2)c2ccccc2)cc1,2.719815040318996
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,1.3818932840534226
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,3.8615821985441534
CC(=O)NC(CS)C(=O)O,2.212714832148932
C=Cc1ccc(C)cc1,1.3735703064360825
O=[N+]([O-])OCC(O)CO,2.137008944369123
COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,2.4476370420613494
CCC(=O)Nc1ccc(Cl)c(Cl)c1,2.253331234556591
O=C(CCCN1CCC2(CC1)C(=O)NCN2c1ccccc1)c1ccc(F)cc1,3.597122329188058
Clc1cc(Cl)c(OCC#CI)cc1Cl,2.08085848152181
CCOC(=O)COc1ccc2c(C)c(CCN(CC)CC)c(=O)oc2c1,1.7586932609814738
CCC12COP(OC1)OC2,4.510879984756117
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,2.205695510365408
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1.9194898452278095
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.197087495449889
CCOP(=S)(CC)Sc1ccccc1,4.914408393371937
CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.378975364750849
CN(C)CCN(Cc1ccsc1)c1ccccn1,3.6391443642426817
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,2.7089144065095376
C[N+](C)(C)CCCl,3.389587765649188
Nc1ccncc1,1.4695238655387672
CCC12COP(=O)(OC1)OC2,5.250722439201281
CCCC(CCC)C(=O)O,2.006719078466471
N#Cc1c(Cl)nc(Cl)c(C#N)c1-c1ccccc1,1.6317449056475448
O=[N+]([O-])c1cc[n+]([O-])cc1,1.55358925233195
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1,1.3244505146375425
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,1.3336380131664365
CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,2.9512087658895334
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.066141455734817
CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],1.5254102384556292
CCOC(=O)OC(=O)OCC,2.510922842852348
CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C,3.530812914209453
N#Cc1cc(I)c(O)c(I)c1,3.4231463611054904
N#Cc1cc(Br)c(O)c(Br)c1,3.4423464813533315
Clc1cc2c(cc1Cl)Oc1cc(Cl)c(Cl)cc1O2,8.507820803023693
CON(C)C(=O)Nc1ccc(Cl)cc1,2.63276493499664
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.6569400893409936
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380242791648
CNC(=O)OCc1cccc(COC(=O)NC)n1,2.4035631728910745
N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl,1.7257711985942277
NC(=S)c1c(Cl)cccc1Cl,2.314071670125024
CNC(=O)Nc1nc2ccccc2s1,2.3165113029800946
CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,3.305864193364464
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.6063587898106975
O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.062164409625604
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.208589141912791
COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2,3.0690908779255106
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,1.3658715670349
CCN(CC)CCOc1ccccc1C(=O)CCc1ccccc1,3.8135169404197287
CCNC1C2CCC(C2)C1c1ccccc1,3.856003453997221
CCOP(=S)(OCC)SCC(=O)NC(C)C,4.279318578048471
CNC(=O)C(C)SCCSP(=O)(OC)OC,3.417007936536294
COC(=O)C1(O)c2ccccc2-c2ccc(Cl)cc21,1.6326834283428684
COP(=O)(OC)SCCSC,3.766782507334328
CCOc1nc(C(Cl)(Cl)Cl)ns1,1.6946648554921402
CCOP(=S)(OCC)SCn1nnc2ccccc2c1=O,4.459123483692292
CNC(=O)Oc1cc(C(C)(C)C)cc(C(C)(C)C)c1,2.4205844422553047
O=C(O)COc1ccc(Cl)cc1Cl,3.3444689071262235
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,3.265388639373507
CN1CCCC1c1cccnc1,4.246359402718048
Cc1cccc(C)c1C(OCCOCCN(C)C)c1c(C)cccc1C,3.1688494378298087
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC1CC1,1.9095707372411976
CCC1(C(C)CC(C)C)C(=O)NC(=O)NC1=O,4.3807591926737
CON(C)C(=O)Nc1ccc(Br)cc1,1.404872269691306
CCCCOCC(O)COc1ccccc1,2.6518592692469487
COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.6632202034970929
CC1(C)SC2C(NC(=O)C3(N)CCCCC3)C(=O)N2C1C(=O)O,2.135365485333653
CC1(NC(N)=O)CCCC1,2.198663195132029
O=C(NNCS(=O)(=O)O)c1ccncc1,2.9661098050521955
CCC1(NC(N)=O)CCCC1,2.767250391550409
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.212554670765496
Clc1cccc(Cl)c1NC1=NCCN1,3.8847915891000513
CCOC(=O)CCC(=O)CC1(O)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C42Cl,3.200583084005367
O=C(OCCF)C(c1ccccc1)c1ccccc1,5.111080959445999
C=[N+](C)O.CC=C1c2ccccc2CCc2ccccc21,2.9292501296411757
COc1nc(Nc2ccc(C=Cc3ccc(Nc4nc(OC)nc(N(CCO)CCO)n4)cc3S(=O)(=O)O)c(S(=O)(=O)O)c2)nc(N(CCO)CCO)n1,3.201302060785004
CN(C)CCC=C(c1ccccc1)c1ccc(C(F)(F)F)cc1,2.7049535688411512
CCOP(=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,3.039253239573666
CN(C)CCON=C1c2ccccc2CCc2ccccc21,2.5658448682933743
O=C(O)CN(CC(=O)O)CC(=O)O,1.5823793052031097
CC1(C)SC2C(N3C(=O)C(c4ccccc4)NC3(C)C)C(=O)N2C1C(=O)O,1.9884218248063867
CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,6.290079996432295
Cc1cccc(C)c1OCC(C)N,2.702040662174742
CC(C)NCC(O)c1ccccc1Cl,2.727760788631261
COP(=O)(OC)Oc1nc(Cl)c(Cl)cc1Cl,3.4863865512530365
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C2C1,2.165394248565019
Cc1[nH]oc(=O)c1N=Nc1ccccc1Cl,4.074900513088624
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,3.3529552405165544
O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,3.921811284704282
NC(=S)N/N=N\c1ccc(Cl)c(Cl)c1,5.39641905498445
O=C(CCCl)OC1=C(OC(=O)CCCl)C(=O)OC1=O,3.2304112278396
CN(C(=O)CF)c1cccc2ccccc12,5.035915795853265
O=P1(N(CCCl)CCCl)NCCCO1,3.773335898362666
O=C(OCCOCCN1CCCCC1)N1c2ccccc2Sc2cccnc21,3.6984441898309472
CC(=O)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C,2.5192450445502046
C#CCOCC#C,2.013178839923909
O=C1C=Cc2cc(Br)ccc2C1=O,3.675873619462807
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,3.401992982943808
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,3.6479867414184497
CNC(=O)Oc1ccccc1C1OC(C)C(C)O1,2.9230401253147966
CN(CC1(C)CCCO1)S(=O)(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,1.8841051538730584
C=C1C(C)(C)C2(Cl)C(Cl)C1(Cl)C(Cl)(Cl)C2(Cl)Cl,3.275717811368528
C#CC(OC(=O)NC1CCCCC1)(c1ccccc1)c1ccccc1,3.1250659662532643
C[N+]1(C)C2CCC1CC(OC1c3ccccc3CCc3ccccc31)C2,3.69095689535774
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,1.6937383775754262
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,3.622207406943496
CNCCOC(c1ccccc1)c1ccccc1C,3.4529120609425865
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,2.9488431345860846
COC(=O)Nc1nc2ccccc2[nH]1,1.8835251645274904
COc1ccc(C(O)(c2cncnc2)C2CC2)cc1,2.7097870741511074
CNCCON=C1c2ccccc2CCc2ccccc21,3.271641831582353
O[Sn](C1CCCCC1)(C1CCCCC1)C1CCCCC1,2.682573741836628
O=[N+]([O-])c1ccc(ON=Cc2cc(Br)c(O)c(Br)c2)c([N+](=O)[O-])c1,2.663721650445241
CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2.140215691499187
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,3.792224944448861
CC(C)(C[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)O[Sn](CC(C)(C)c1ccccc1)(CC(C)(C)c1ccccc1)CC(C)(C)c1ccccc1)c1ccccc1,2.846215426639197
Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.195285119898544
CCOP(=S)(OCC)Oc1cnc2ccccc2n1,3.4746590769164727
C=CCc1ccccc1OCC(O)CNC(C)C,2.813617565355336
COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,1.875515587228072
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.4012936774054388
CCC(C)N,2.511966499998253
CN1c2ccccc2Sc2ccc(CC(=O)O)cc21,2.132485425552201
CS(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(C(N)=O)CC1)c1ccccc1S2,2.9499849240057943
COc1ccc(CC2NCCc3c2[nH]c2ccc(C(C)=O)cc32)cc1OC,3.38554073725044
O=C(Oc1ccccc1)n1c(C(F)(F)F)nc2cc(Cl)c(Cl)cc21,3.875215265859791
Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,2.373910712531083
CC(C)NC1CCC(c2ccccc2)(c2ccccc2)CC1,3.321411997974005
CCCCCC=CCC=CCCCCCCCC(=O)NC(C)c1ccccc1,1.5839012409991864
O=C1CN(/N=C/c2ccc(-c3ccc([N+](=O)[O-])cc3)o2)C(=O)N1,1.4740325006384118
CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,2.417028037888812
CCOP(=S)(OCC)ON=C(C#N)c1ccccc1,3.076719068244435
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,2.7927561673197814
Cc1cccc(OCC(O)CNC(C)(C)C)c1C,2.792858421925661
CCC(=O)n1c(=O)n(C2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c2ccccc21,3.789424697693232
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,3.70066412471637
CC1CCC2(O)C3(C)CC4(O)OC2(C1O)C1(O)C3(O)C(OC(=O)c2ccc[nH]2)C(O)(C(C)C)C41C,3.5172425370008926
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,2.23227549834171
CN1CCCN=C1C=Cc1cccs1,2.013498703547417
O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,2.0685290785657253
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.0927613359602244
CCNC(=O)C(C)OC(=O)Nc1ccccc1,2.4191679099802927
CCOC(=O)N1CC=Cc2ccccc21,3.211101310080297
CCN1CCC(=C2c3ccccc3CCc3ccccc32)C1C,3.1920510992720166
CNC(=O)ON=C(C)SC,3.9090583379372
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,3.1950648391945577
CCOP(=O)(Sc1ccccc1)Sc1ccccc1,2.94782568444245
Cn1cnc2c1c(=O)[nH]c(=O)n2C,2.778553992354315
C#CC1(O)CCC2C3CCC4=Cc5oncc5CC4(C)C3CCC21C,1.829256158677815
CNCC12CCC(c3ccccc31)c1ccccc12,3.0957915686638207
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2.9149187171452478
Cc1cc(O)c2c(O)c(-c3ccc4cc(C)cc(O)c4c3O)ccc2c1,2.238525319829749
O=c1[nH]c(=O)n(C2CCCO2)cc1F,3.769917902497664
COP(=S)(OC)Oc1cc(Cl)c(I)cc1Cl,2.1388287969367386
O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,2.232485102531432
CN(C)C(=O)NC1CC2CC1C1CCCC21,1.7788002506574223
CNC(=O)N(C)c1nc2ccccc2s1,2.3449519758883226
CC(=O)Nc1ccc(CC(=O)O)cc1,1.5042562432058255
CCCN(CCC)c1c([N+](=O)[O-])cc(S(N)(=O)=O)cc1[N+](=O)[O-],2.5395340003348235
COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,2.738563130394265
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCCC3)nc21,2.1588251913807204
CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2.110804447806097
CN1CCCCC1C(c1ccccc1)c1cccc(O)c1,4.847262558432976
COc1cc(C(=O)OCCCN2CCCN(CCCOC(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,3.2818507313874425
CCN(CCO)CCn1c(Cc2ccccc2)nc2c1c(=O)n(C)c(=O)n2C,2.7978199593644617
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,4.146666227225956
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,2.166314641882838
CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,3.568429710738044
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,2.055477718386863
Cc1nc([N+](=O)[O-])cn1-c1ccc([N+](=O)[O-])cc1,1.5886183036120898
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,2.526893424691684
CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,2.979813847477791
COc1ccc2cc(C(C)C(=O)O)ccc2c1,2.3622241586034702
CCOC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1,2.262740522918018
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,4.481964042076995
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,2.4078012734291465
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,3.4781984157609758
CCC1(C2OC(C3OC(O)(CO)C(C)CC3C)CC2C)CCC(C2(C)CCC3(CC(O)C(C)C(C(C)C(OC)C(C)C(=O)O)O3)O2)O1,4.826645492409478
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,3.415114262018589
CC(C)(C)NCC(O)COc1ccccc1C#N,2.7048261130072606
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,3.3771076398112103
CC(=O)Oc1c(Br)cc(Cl)cc1C(=S)Nc1ccc(Br)cc1,2.6661228174871763
CC(NCCc1ccc(O)cc1)C(O)c1ccc(O)cc1,2.0678429251086934
CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,2.1573010953810527
Oc1ccc2c3c1OC1C(O)CCC4(O)C(C2)N(CC2CCC2)CCC314,2.5118226162439123
CN1CCOC(c2ccccc2)c2ccccc2C1,3.102682341840398
CNC(=O)Oc1cccc(/N=C/N(C)C)c1,4.0661493071025765
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,2.7000422555381483
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,2.878645861915964
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.4084638406911685
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,2.990836753443249
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,3.3775907992431096
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,2.0855975826457165
Cc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NN3CCCCCC3)cc2)no1,2.351731582923281
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,2.727512339246387
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1.7351595930902182
CCc1c(C)[nH]c2c1C(=O)C(CN1CCC3(CC1)OCCO3)CC2,3.8227484948090953
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,2.8714234751703507
Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,2.507331232015056
CC(C)CC(=O)NC(C(=O)NC(C(=O)NC(CC(C)C)C(O)CC(=O)NC(C)C(=O)NC(CC(C)C)C(O)CC(=O)O)C(C)C)C(C)C,2.5352333398856595
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2C1C(=O)O,2.756696259239921
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,2.520965378068679
