curated_smiles,mouse_subcutaneous_LD50
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.153351636452993
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,3.2696726722908056
CC(O)C(=O)O,1.7699273041651784
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,2.094033469178907
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,3.514450246934219
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.1618974437764487
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.075469704620009
CCC(CO)NCCNC(CC)CO,2.0720764620827268
O=S(=O)(O)CC(S)CS,2.274838787880499
CI,3.110709056019187
CNC,1.3530020783470695
BrCBr,1.6674979248773505
CCI,2.1930299341125687
CC#N,0.9620668852365996
CC=O,1.895787462111484
ClCCl,1.1188439464927808
ICI,2.508789236512218
BrC(Br)Br,2.142587127790048
IC(I)I,2.7958590604063005
C[N+](C)(C)C,3.2680335927646538
CCC(C)(C)O,1.623003021901421
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.517419847668436
COc1ccc2c3c1OC1C(=O)CCC4(O)C(C2)N(C)CCC314,2.8694094019047065
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.268278662209241
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.1358463647174424
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.8740330122269744
O=C(O)C(O)(c1ccccc1)c1ccccc1,2.244461725719837
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.7786328433316165
CCC1(CC)C(=O)C=CNC1=O,2.23203097655368
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.8309375037334807
CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,3.28426549375466
CCC1(C)CC(=O)NC1=O,1.8920638398442196
CC1(C)NC(=O)NC1=O,1.6604961842742365
CCC(C)(O)CC,1.967960462135246
C#CC(C)(O)CC,2.538549839307006
C=CS(=O)(=O)C=C,3.868339473073952
CCOP(=O)(C#N)N(C)C,5.811920695340672
O=C(O)C1(O)CC(O)C(O)C(O)C1,1.2836788102399457
CC[Pb](CC)(CC)CC,4.395193485847366
CCOP(=O)(OCC)SCCN(CC)CC,6.151558541762999
C=CC(C)(O)CCC=C(C)C,2.020916284445116
ClCC(Cl)Cl,2.769146249986476
ClC=C(Cl)Cl,0.9144390245825048
C=CC(=O)O,1.6563152136260435
NN=C(N)N,1.8861157221561329
NNC(N)=S,3.7446750809901306
ClC(Cl)C(Cl)Cl,2.18038158519162
CC(C)(CO)C(O)C(=O)NCCC(=O)O,1.9429738419605644
CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,3.540834684712504
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,2.777932835116145
Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,1.8638579618839728
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,2.997048954211249
CC(C)(OO)c1ccccc1,2.492198597824668
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.1029160131305304
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,3.349027835402
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,3.3270868628988906
C=C(C)C(=O)OC,1.2256989972119166
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,2.929483977742881
CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,2.204821073480697
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,3.3916867234220422
Cc1ncc(CO)c(C(=O)O)c1O,1.8648977394877049
O=C1c2ccccc2C(=O)C1c1ccccc1,3.2007000551822387
CCN(CC)CCCN1c2ccccc2Sc2ccc(Cl)cc21,3.028354739655075
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,1.9548404588992876
c1ccc2c(c1)CCCC2C1=NCCN1,2.9063651122014886
CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,3.3463404125088574
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,2.997757604280254
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,2.782661985233062
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,3.709604883205739
CCN(CC)C(C)C=C(c1cccs1)c1cccs1,3.55346677497382
CCN1C(=O)NC(c2ccccc2)C1=O,2.2848115455798355
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,4.2046760662958045
NNc1nncc2ccccc12,3.0285170302713538
O=C(O)Cc1cccc2ccccc12,2.4048990254639317
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,2.1846094212120217
CC(=O)NC1C(=O)N(C)C2CSSC12,3.968165283750823
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2.351972903212114
Clc1ncnc2nc[nH]c12,2.478133990076142
Oc1cccc(O)c1O,2.3479365382630664
O=C(O)C(O)C(O)C(=O)O,1.865859291744524
OCC(O)C(O)C(O)CO,0.91980944927882
Cc1cc(=O)n(-c2ccccc2)[nH]1,2.401577582472113
Cc1cc(O)c(C(C)C)cc1Cl,1.8754518350524427
CC1CCC(C(C)C)C(=O)C1,1.8497771255886872
CC1=CC(=O)C(C(C)C)CC1,2.03023187272274
Cc1ccc(C(C)C)c(O)c1,2.791124375092584
Oc1ccccc1[Hg]Cl,3.961088719767896
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,3.465198669271852
CCC(C(=O)O)c1ccccc1,2.3122937453089487
C1CCN2CC3CC(CN4CCCCC34)C2C1,3.355394296961572
Nc1c2ccccc2nc2ccccc12,3.385241974755427
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,3.77312127446918
N#Cc1ccccc1C#N,3.4449065521860724
c1ccc2ccccc2c1,2.121476160755246
COc1ccc(Nc2cc(Cl)ccc2C(=O)O)cc1,3.045646818226432
Cc1ccc(C(C)C)c(OCCN(C)C)c1,2.566916503614943
O=c1ccc2ccccc2o1,2.7809685956250663
CN(C)CCN(Cc1cccs1)c1ccccn1,3.542234351234625
Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,2.928150687633439
Cc1ccc2oc(=O)ccc2c1,2.8014660772870683
CCN(CCCl)c1ccccc1,2.662006608180395
Nc1ccc2cc3ccc(N)cc3nc2c1,3.108228799292717
c1ccc2c(c1)Cc1ccccc1N2,4.698342635965207
c1ccc2c(c1)Cc1ccccc1O2,2.4217517182433776
COc1ccccc1OCC(O)CO,2.3940531028430967
CCC(O)c1ccccc1,2.2890599352255867
CCC(=O)c1ccccc1,1.7754987960685444
CNCC(O)c1ccc(O)cc1,2.047165793190494
C=CCc1ccc2c(c1)OCO2,2.201418546630025
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,3.154337227291918
C[n+]1ccccc1C=NO,2.9911057733881097
O=c1[nH]c2cc(Cl)ccc2o1,2.9988924152665715
Nc1ccccc1N,2.3807899153240744
CCOC(=O)C(C)O,1.6744275480520625
CCN(CC)C(=S)SSC(=S)N(CC)CC,2.0571275093684727
O=Cc1ccco1,2.9071086330846434
C[N+](C)(C)c1ccccc1,3.204815573816644
CC1=CCC(C(C)(C)O)CC1,2.054694710823074
CC(O)c1ccccc1,2.689013900561952
NC(=O)c1cccnc1,1.7857816932990944
NC(=O)c1cnccn1,1.6171160602199843
Nc1cc([N+](=O)[O-])ccc1O,2.4554793297808195
COC(=O)c1ccc(O)cc1,2.103087856253468
O=C(O)c1ccc(O)cc1,2.119073559216479
COc1ccc(C(=O)O)cc1,2.58020911097313
O=C(O)c1ccc(C(=O)O)cc1,1.2859548421644105
CCN(CC)CCO,2.11225601511552
CCN(CC)CCS,3.0455185628844923
NNc1ccccc1,3.084612422454505
C1N2CN3CN1CN(C2)C3,2.81427857582837
O=NN1CN2CN(C1)CN(N=O)C2,3.1237933268371685
OCCN(CCO)Cc1ccccc1,2.2906177333234217
CNC(C)CC1CCCCC1,3.227341679047178
c1ccc(Cc2ccccn2)cc1,2.0523783964294138
CC(=O)OCC(COC(C)=O)OC(C)=O,1.9771368618732752
O=C=Nc1ccccc1,1.9298675864990549
S=C=Nc1ccccc1,2.733007771835661
O=C(O)Cc1ccccc1,1.957926386620302
CC(=O)Nc1ccc(O)cc1,2.688089554563501
CC(=O)Nc1ccc(C=NNC(N)=S)cc1,2.3734637216323686
NCC(O)c1ccc(O)cc1,1.869234554912229
OCC(O)COc1ccc(Cl)cc1,2.347200370214694
CCCCNc1ccc(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC)cc1,3.780857143759568
CCc1ccc(C)nc1,2.61509436925288
CCOC(=O)CCl,2.690376850716222
CCOC(=O)NC,1.8798082074993352
O=C1CCCCCN1,2.178631675393253
CC(C)=CCCC(C)CCO,2.2493901608643427
CC(C)=CCCC(C)=CCO,2.1508071212526683
Clc1ccc(Cl)cc1,1.4559437730258669
O=C1C=CC(=O)C=C1,3.061606785175831
CN1CCN(C)CC1,1.6596956707408157
CC(=O)OCC(O)CO,1.5834611180877352
OCCCCC(O)CO,1.3642436103961355
C=CC=O,3.271562825432305
OCCCl,2.914645327583468
C=CC#N,3.326859975618282
NCCN,1.8057466184030408
NCCS(=O)(=O)O,1.3192761333551086
C[N+](C)(C)CC(=O)O,1.1041989089035449
CC(C)OP(C)(=O)F,6.368268285168433
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.763710941567753
