curated_smiles,duck_oral_LD50
CN=C=S,2.730497274355557
CNC(=O)Oc1cc(C)c(C)cc1Cl,4.949520112841782
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.239057304806122
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,3.5112486046723985
Nc1ccncc1,1.3504187850949234
CNC(=O)Oc1cccc2sccc12,2.263424477698668
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.969495191471534
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1C=COC1O2,5.6213694762169
C[PbH2+](C)C,3.9297110342483297
CNC(=O)Oc1cccc2c1OC(C)(C)C2,5.726846959975553
CNC(=O)ON=CC(C)(C)S(C)(=O)=O,3.821828226774585
N#Cc1cc(Br)c(O)c(Br)c1,3.1413164856893503
O=C(O)c1nc(Cl)ccc1Cl,2.117465865957957
CCOP(=S)(OCC)OC(=CCl)c1cc(Cl)ccc1Cl,2.2737429923549723
CCCCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.224380242791648
Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,2.081816999247299
CC(C)N(C(=O)CCl)c1ccccc1,2.616434485038368
CNC(=O)Oc1ccc(N(C)C)c(C)c1,3.956880113380011
CNC(=O)Oc1cc(C)c(SC)c(C)c1,4.238842897851909
CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,5.032497882857109
O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,2.076068633017604
NC(=O)N[Hg]c1ccccc1,2.2262698706757917
CNC(=O)Oc1cc(C)cc(C(C)C)c1,4.772474688931684
COc1cc(Cl)c(OC)cc1Cl,1.6171178155259789
CNC(=O)Oc1cc(C)c(C)c(C)c1,3.94368783239736
c1cc[n+]2c(c1)-c1cccc[n+]1CC2,2.514109535390165
CCNP(=O)(OCC)Oc1cc(Cl)c(Cl)cc1Cl,3.6467969947289394
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,3.663987170873145
COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,3.771205006118114
c1ccc(C2CN3CCSC3=N2)cc1,2.328898605996314
CCOP(=S)(OCC)N1C(=O)c2ccccc2C1=O,1.2355400558002911
CNC(=O)C=C(C)OP(=O)(OC)OC,4.822286805802348
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1CCOC1O2,5.266885787048699
COc1cc2c(c3oc(=O)c4c(c13)CCOC4=O)C1CCOC1O2,5.129731970410954
COC(=O)C=C(C)OP(=O)(OC)OC,4.687778973998707
C=COCC(C)CCCC(C)CC(C)C,2.026077486077153
CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,2.6222074069434966
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,2.533371631706272
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,4.9853120070392105
CCCSP(=O)(OCC)SCCC,5.284065310827891
N=C(N)NCCCCCCCCNCCCCCCCCNC(=N)N,2.557494988213045
CNC(=O)Oc1ccc(SC)c(C(C)C)c1,4.503954023301783
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.867452054234362
CNC(=O)ON=C(C)SC,4.0339970745455
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,2.538103496288
N#CSCSc1nc2ccccc2s1,2.259965725103193
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,2.0804424860004445
O=P(O)(O)CN(CCN(CP(=O)(O)O)CP(=O)(O)O)CCN(CP(=O)(O)O)CP(=O)(O)O,2.358631702577031
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,5.256654760351132
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,2.262408370139408
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,4.141579192903661
CNC(=O)ON=C(SC)C(=O)N(C)C,4.925997946008779
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,1.827431945729268
CNC(=O)Oc1cccc(/N=C/N(C)C)c1,4.265721662007781
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,5.125017771012093
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.2623358050129303
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,1.2046335939660495
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,1.957008342706574
CCN(CC)C(=O)SCc1ccc(Cl)cc1,1.4112593277270615
CCN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)c(N)c1[N+](=O)[O-],1.5081834920630128
COP(=O)(NC(C)=O)SC,2.718783930068115
O=c1cc(O)c1=O,4.425630783439007
Cc1ccc(N=CN(C)C=Nc2ccc(C)cc2C)c(C)c1,1.6223827919800229
CCCN(CCCl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],2.437140512878944
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.1894425864086
CNC(=O)N(C)c1nnc(C(C)(C)C)s1,2.659575853561089
COC(=O)c1cncn1C(C)c1ccccc1,3.4262118688720444
CCNP(=O)(O)Oc1ccc(Cl)cc1Cl,4.317504045698997
O=C(O)C1CNC1,1.703742637856942
CC(C)NC(=O)N1CC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,1.5017055857967745
CCOC(=O)CN(C(=O)CCl)c1c(CC)cccc1CC,1.49388864643309
CNC(=O)ON=C(CSC)C(C)(C)C,3.301671003216019
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,2.506332308455967
O=C(O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],2.107896190969467
CCc1cccc(C)c1N(C(=O)CCl)C(C)COC,2.053337139354134
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,1.5394247451101573
CC1(C)C(C=C(Br)Br)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.0369505191894928
CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,1.8252595962225044
C=C(C)CN(CC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],3.2217610132693424
CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,4.6719312722885205
O=C(O)COc1nc(Cl)c(Cl)cc1Cl,2.180383000386624
CCCCCCCCSC(=O)Oc1cc(Cl)nnc1-c1ccccc1,1.5785532592836402
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.417825295769573
COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,1.7797854620234117
CCN(C(=O)Oc1cccc(NC(=O)OC(C)C)c1)c1ccccc1,1.932467422713764
Clc1cc(Cl)cc(C2(CC(Cl)(Cl)Cl)CO2)c1,2.106059448304854
CCOP(=O)(O)C(N)=O,1.375877382607184
Nc1nc(N)nc(NC2CC2)n1,1.4424484109300686
CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,2.2944776439504366
CC(Cc1ccc(C(C)(C)C)cc1)CN1CC(C)OC(C)C1,1.2322126290032154
CCCN(CCOc1c(Cl)cc(Cl)cc1Cl)C(=O)n1ccnc1,2.0801404316573104
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,2.005289967319273
CCS(=O)(=O)Oc1ccc2c(c1)C(C)(C)CO2,1.408787577409064
Nc1c(Cl)c(F)nc(OCC(=O)O)c1Cl,2.1055646810503608
CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1,1.3531646721216464
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(OC(F)F)cc1,2.254954213476018
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(Oc2ncc(C(F)(F)F)cc2Cl)c(Cl)c1,2.33324971532431
COC(=O)C(C)N(C(=O)Cc1ccccc1)c1c(C)cccc1C,1.7342769752705065
CS(=O)(=O)NC(=O)c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],1.943263952176411
Clc1ccccc1-c1nnc(-c2ccccc2Cl)nn1,2.004539183053693
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,1.862588102772807
COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,2.181672805333584
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1Cl)n1cncn1,1.540258430758867
CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,1.5704217437583494
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,2.0448519688843354
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,2.1884847738513504
COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)O)n1,1.866101764111864
Cc1c(F)c(F)c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)c(F)c1F,1.999726277139772
CCCCC(O)(Cn1cncn1)c1ccc(Cl)cc1Cl,1.895168304381695
CC(C)c1cc(Oc2ccccc2)cc(C(C)C)c1NC(=S)NC(C)(C)C,2.408905599350109
CC(C)C1(C)NC(c2ncccc2C(=O)O)=NC1=O,2.0846693696541565
CC(C)C1(C)NC(c2nc3ccccc3cc2C(=O)O)=NC1=O,2.1607978560810115
CCc1cnc(C2=NC(=O)C(C)(C(C)C)N2)c(C(=O)O)c1,2.128962512230343
CCCCCCC(C)OC(=O)COc1nc(F)c(Cl)c(N)c1Cl,2.2639294436755657
CC1(C)CON(Cc2ccccc2Cl)C1=O,1.979997936187744
Cc1c(COC(=O)C2C(C=C(Cl)C(F)(F)F)C2(C)C)cccc1-c1ccccc1,1.9778509728095
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,2.213542096319584
CC(C)(C)C(O)C(=Cc1ccc(Cl)cc1Cl)n1cncn1,2.2124899066740955
O=C(NC(=O)c1c(F)cccc1F)Nc1cc(Cl)c(OC(F)(F)C(F)F)c(Cl)c1,2.3628075084641407
CCOc1nc(NC)nc(NC(=O)NS(=O)(=O)c2ccccc2C(=O)OC)n1,2.261037532475809
Cc1ccc(C(=O)O)c(C2=NC(=O)C(C)(C(C)C)N2)c1,2.105819012191282
CC#Cc1cc(C)nc(Nc2ccccc2)n1,1.9966653602982047
COc1ccc(C(=CC(=O)N2CCOCC2)c2ccc(Cl)cc2)cc1OC,2.2876483566036487
O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(CON=C(c2ccc(Cl)cc2)C2CC2)cc1,2.383727421417093
Clc1ccc(C2(Cn3cncn3)CC(Br)CO2)c(Cl)c1,2.2439823692750944
CC1COC(Cn2cncn2)(c2ccc(Oc3ccc(Cl)cc3)cc2Cl)O1,2.2763752252152067
CCCCCCC1C(=O)OC(C)C(NC(=O)c2cccc(NC=O)c2O)C(=O)OC(C)C1OC(=O)CC(C)C,5.276883928750654
c1ccc(C(c2ccccc2)(c2ccccc2)N2CCOCC2)cc1,2.517780284098852
CC(C)OP(C)(=O)OC(C)C,2.0825299554104726
ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl,2.35662013411816
O=C1C(=C(O)C(c2ccccc2)c2ccc(Cl)cc2)C(=O)c2ccccc21,3.5738262323401013
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,2.971261858869632
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,2.520368229609661
Cc1ccc(N)cc1Cl,3.89579381529104
CCCOC(=O)NCCCN(C)C,1.4754428799103236
N=C(NN=Cc1ccc(Cl)cc1)N/N=C/c1ccc(Cl)cc1,2.5166984874875453
Cc1cccc2sc3nncn3c12,3.2770198241425312
CC(Cc1ccc(C(C)(C)C)cc1)CN1CCCCC1,2.158146561049684
CCOc1ccc(NC(=O)OC(C)C)cc1OCC,2.0748570573842176
CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(C(F)(F)F)cc2Cl)cc1,2.304861099046024
Cc1ccccc1COC1CC2(C(C)C)CCC1(C)O2,1.6886541222428617
CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,2.037769386316805
C/C(=N/Nc1nc(C)cc(C)n1)c1ccccc1C,2.940026692867881
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,3.734442169217805
CCOP(=O)(SC(C)CC)SC(C)CC,3.070278851252005
