curated_smiles,rabbit_skin_LD50
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,1.9980813510533209
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,3.7300694214024337
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,1.651944454637882
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1.7549580606638848
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.337101694767181
O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl,1.3333535535106724
CCCCSP(=O)(SCCCC)SCCCC,3.510879294352685
COP(=S)(OC)SCc1nc(N)nc(N)n1,2.546084376799629
CCC(C)(O)CCCC(C)C,1.500469756225069
C=CC(C)(O)CCC=C(C)C,1.4392707579371309
CC(C)C#N,2.5384920445814307
CC(C)CO,1.3384740712770196
CCC(C)=O,1.0464024213149532
CC(=O)CCl,2.817039981111769
ClC=C(Cl)Cl,0.8175290115744486
O=C(O)CBr,3.3654254775890307
CCC(=O)O,1.6548512630801056
NNC(N)=S,1.6172815782622256
COC(C)=O,1.1707251067917843
COC(=O)Cl,1.122938027527149
C=C(C)C(=O)O,2.23598270348184
O=C(C(F)(F)Cl)C(F)(Cl)Cl,2.4467247293880683
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,1.6672044466820743
C=C1C2CCC(C2)C1(C)C,1.7363582508029172
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,2.4026430498452043
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1.7929289715553247
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,1.3876936046547197
CC(=O)OC(C)(C)C1CCC(C)CC1,1.598365850199443
O=S(=O)(Oc1ccc(Cl)cc1)c1ccccc1,2.1282716113264954
CCC(C)(C)c1ccc(O)cc1,1.914470094322771
CC=C(C)C(=O)O,1.3015378231866035
C=C(C)C(=O)OC,1.3015378231866035
C=C(Cl)C(=O)OC,2.649749408061282
CC(=O)c1c(C)c([N+](=O)[O-])c(C(C)(C)C)c([N+](=O)[O-])c1C,1.468800591780955
Cc1c([N+](=O)[O-])c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],1.297055441224383
C1C2OC2C2C1C1CC2C2OC12,1.3122937453089487
O=C1OC(=O)c2cccc3cccc1c23,1.990628222231772
CCCOC(=O)C1c2cc3c(cc2CC(C)C1C(=O)OCCC)OCO3,2.9851832849321465
COc1c(C(C)(C)C)cc([N+](=O)[O-])c(C)c1[N+](=O)[O-],2.127540494724024
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,2.5959622320344886
CCc1ccc2c(c1)C(=O)c1ccccc1C2=O,1.072378585631614
CCc1c(Br)c(Br)c(Br)c(Br)c1Br,1.796442498583457
O=C(O)Cc1c(Cl)ccc(Cl)c1Cl,2.220915824731585
O=C1OC(=O)c2ccccc21,1.1706049071538016
CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,1.49466236592735
COc1ccccc1-c1ccccc1,1.5664092061516457
O=NN(c1ccccc1)c1ccccc1,1.3973379240963142
ClCc1cccc2ccccc12,1.9460738119851964
NC(=O)Cc1cccc2ccccc12,1.9666719524702323
O=C(O)Cc1cccc2ccccc12,1.770003000105059
CC(C)COC(=O)c1ccccc1O,4.589346305830272
Nc1ccccc1C(=O)OCC=Cc1ccccc1,1.704666899997066
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.416244303345419
C=CN1CCCC1=O,2.2976979956992984
CC(C)(C)c1ccccc1O,1.3045743759426034
CC(=O)OC1CCCCC1C(C)(C)C,1.598365850199443
O=[N+]([O-])c1ccccc1Cl,2.595374955168249
O=[N+]([O-])c1ccccc1O,1.2435378481883703
CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,1.611419514194617
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.4775101360326075
Nc1ccc(O)c(C(=O)O)c1,1.4861101305453983
CCC(C)c1ccccc1O,1.431655857108839
O=C(Cl)c1ccc(Cl)cc1Cl,1.8214119431739064
O=Cc1ccccc1O,1.6096762096544446
COc1ccccc1O,1.431150410928694
Oc1cccc2ccccc12,2.2144012633446724
CC(=O)OC(c1ccccc1)C(Cl)(Cl)Cl,2.126357103778197
O=C1CCCCC1C1CCCCC1,1.3638794448977336
COC(OC)C(C)c1ccccc1,1.5568980407931
OC(c1ccccc1)c1ccccc1,1.5664092061516457
c1ccc2ccccc2c1,0.8067699421420301
COC(=O)c1ccccc1/N=C/C(C)Cc1ccc(C(C)(C)C)cc1,1.829256158677815
Cc1ccc2ncccc2c1,1.4569396517448006
CCCCCC(=Cc1ccccc1)C(OC)OC,1.6961221386055876
Cc1ccc2oc(=O)ccc2c1,1.5056165941268675
CCN(CCCl)c1ccccc1,2.963036603844376
c1ccc(-c2ccccc2)cc1,1.4882804437686386
c1ccc(N2CCOCC2)cc1,2.6564708727526254
Oc1ccc(-c2ccc(O)cc2)cc1,2.019582997796165
COc1ccc2ccccc2c1,1.5002364748256387
C=CCc1ccc(OC)c(OC)c1,1.9445582162469104
CC=Cc1ccc(OC)c(OC)c1,1.552013239461579
CCOc1ccc2ccccc2c1,1.537131232397329
C=CCc1ccc(OC(C)=O)c(OC)c1,1.615405001440517
CC=Cc1ccc(OC(C)=O)c(OC)c1,1.615405001440517
CC(C=O)c1ccccc1,1.4287113098438884
CC(Oc1cc(Cl)c(Cl)cc1Cl)C(=O)O,1.925426517146484
CC(=O)OC(C)c1ccccc1,1.5164137279648735
CC(C)CCOC(=O)c1ccccc1,1.5849144158335169
O=C(OCCc1ccccc1)c1ccccc1,1.6556665692306696
CC(C)=CCCC(C)=CCOC(=O)c1ccccc1,1.7132569524982508
CCCc1ccc2c(c1)OCO2,1.5164137279648735
C=CCc1ccc2c(c1)OCO2,1.511048714055924
CCCCOC(=O)COc1ccc(Cl)cc1Cl,2.1416801862343804
CCCC(O)C(CC)CO,1.864006484330584
C=C(Cl)CSC(=S)N(CC)CC,2.0074257579303487
CC(C)N(Sc1nc2ccccc2s1)C(C)C,2.124561279295376
CC(C)(C)NSc1nc2ccccc2s1,1.477451134865971
c1ccc2sc(SNC3CCCCC3)nc2c1,1.5224721560214804
Cc1ccccc1O,2.084596358594693
Clc1ccccc1Cl,1.1673291521243183
CC1OC(=O)C(C)OC1=O,1.8577123379464948
ClCC(Br)CBr,2.2273981698736547
OCC(Br)CBr,2.838546229879845
C=CC(=O)OC,1.8404815791762128
CC1CCCO1,1.2819621022274303
O=C1OCCO1,1.4676672898957857
O=[N+]([O-])c1ccc(Cl)c([N+](=O)[O-])c1,3.192595327569211
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.5085526400609885
CCOP(=S)(OCC)Oc1ccc(Cl)cc1Cl,1.7203770853894549
CCCC(C)C(=O)O,1.6671165946839808
CCOC(=O)C(C)O,1.373397552388081
CCOC(=O)C1CC2CC1C1OC21,1.7115903969171395
CC(CCN(C)C)N(C)C,2.6540019704889644
CC(C)COC(=O)C(C)C,1.2245089716059598
CCCCOC(=O)C(C)C,1.4600374185135088
OCc1ccco1,2.389613443088361
ClC(Cl)(Cl)c1ccccc1,1.6890334522075183
Cc1ccc(C(C)(C)C)cc1,0.9422322171170446
CC(C)(C)C1CCC(O)CC1,1.494902828678493
CC(C)(C)C1CCC(=O)CC1,1.489263614857273
CC(C)(C)c1ccc(C(=O)O)cc1,2.2967407343582726
Nc1c(Cl)cc([N+](=O)[O-])cc1Cl,2.01497391715127
O=C(Cl)c1cccc(C(=O)Cl)c1,2.158328267383312
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,1.9468347803818489
Cc1ccc(C(C)C=O)cc1,1.4718928513705802
COC(=O)c1ccc(C)cc1,1.4776334200901329
O=[N+]([O-])c1ccc(Cl)cc1,1.714561362887458
O=[N+]([O-])c1ccc(O)cc1,1.444388346279448
COc1ccc(C(C)=O)cc1,1.4776334200901329
CCOc1ccc([N+](=O)[O-])cc1,1.3233222522264931
NCc1ccccc1,2.1057372075048364
N#Cc1ccccc1,1.9164497371890752
OCc1ccccc1,1.7329563695756245
C1CN2CCC1CC2,3.1966385046092025
CC(C)(O)Cc1ccccc1,1.4777606443548774
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,1.4670347337033296
CC(Oc1cccc(Cl)c1)C(=O)O,2.0013463951678543
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,1.7277998048566825
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,4.599298602552151
O=C(Nc1cccc(Cl)c1)OCC#CCCl,1.050066899113128
C=CCOc1nc(OCC=C)nc(OCC=C)n1,1.4621715624449425
CC(C=O)=Cc1ccccc1,1.4659446910010878
COC(=O)Cc1ccccc1,1.7963921827145453
c1ccc(CC2OCCO2)cc1,1.8004103843300745
Nc1ccc(Nc2ccccc2)cc1,1.566418635037489
Nc1ccc(Cc2ccc(N)cc2)cc1,2.9962248205010487
c1ccc(Cc2ccccc2)cc1,1.5269566739360845
c1ccc(Oc2ccccc2)cc1,1.331167120800506
CCCCCC(=Cc1ccccc1)CO,1.6113259964062912
Cc1ccc(OC(=O)Cc2ccccc2)cc1,1.6556665692306696
CCC(C)Nc1ccc(NC(C)CC)cc1,1.8950450970089423
N=C(Nc1ccccc1)Nc1ccccc1,2.425013218591786
CC(C)COC(=O)Cc1ccccc1,1.5849144158335169
COc1ccc(COC(=O)Cc2ccccc2)cc1,1.709780296322024
CC(C)=CCCC(C)=CCOC(=O)Cc1ccccc1,1.736217966567806
CCCCOP(OCCCC)OCCCC,2.097463819513508
CC(C)(O)CCc1ccccc1,1.6714320456364768
CCCCC(CC)CCC(C)O,1.5587085705331656
COC(=O)C=Cc1ccccc1,1.511048714055924
c1ccc(CCc2ccccc2)cc1,1.561735658342385
CCOC(=O)C=Cc1ccccc1,1.5470728698873222
CCCC(=O)OCc1ccccc1,1.552013239461579
CC(C)CC(=O)OCc1ccccc1,1.5849144158335169
CC(=O)OCCc1ccccc1,1.422292132124312
CCC(=O)OCC=Cc1ccccc1,1.580336398668192
CC(C)C(=O)OCC=Cc1ccccc1,1.6112324584761937
CC(C)C(=O)OCCOc1ccccc1,1.6196296036313105
O=C=Nc1ccccc1,1.2229060923254274
O=C(O)Cc1ccccc1,1.4350476413399644
COc1ccc(CCC(C)=O)cc1,1.552013239461579
CCC(=O)C=Cc1ccc(OC)cc1,1.580336398668192
CCCc1ccc(OC)cc1,1.4777606443548774
CC=Cc1ccc(OC)cc1,1.4718928513705802
O=CCCc1ccccc1,1.4287113098438884
OCC=Cc1ccccc1,1.4287113098438884
O=COCc1ccccc1,1.8329876500120017
CCCCCC1CCC(=O)O1,1.4947805290034268
O=COCCc1ccccc1,1.4776334200901329
CCCCC(CC)CO,1.8202481492106717
COc1ccc(C)cc1,1.3879839048979712
CC(C)COC(=O)CCc1ccco1,1.9917708178010456
COc1ccc(CO)cc1,1.6632799299317458
CCCC1CCC(=O)O1,1.408819768392103
C#CC(O)CCC,3.7932110923996207
CCOC(=O)CCl,2.726589023370667
CCCC(=O)OCC,1.764026607692037
CC(C)OC(=O)OOC(=O)OC(C)C,2.0078509961281226
CCCCOC(=O)C=CC(=O)OCCCC,1.358483083322241
CC(C)=CCCC(C)=CCOC=O,1.5617285100307514
CC(=O)OCC=C(C)CCC=C(C)C,1.593928170682006
C=C(C)CCCC(C)CCOC(=O)CC,1.6280474914981575
CCC(=O)OCC=C(C)CCC=C(C)C,1.6239043739508667
O=C1CCCCCCCCCCCCCCO1,1.68194097321713
CC(C)CCCC(C)CCO,1.8192285188494817
CC(C)=CCCC(C)CCO,1.7706269590777035
CC(C)=CCCC(C)CC=O,1.7902936105212546
CC(C)=CCCC(C)=CCO,1.4892636148572735
CCCC(=O)OCCC(C)C,1.5003490144387588
CCCC(=O)OCC=C(C)CCC=C(C)C,1.651944454637882
CCCCCCC(=O)OCC,1.5003490144387588
CCCOC(=O)CC,0.914975917122525
Cc1ccc(O)cc1,2.555419869645762
Clc1ccc(Cl)cc1,1.8662991564603373
Nc1ccc(Cl)cc1,2.5494596719948963
Cc1ccc(N)cc1,2.080626486921805
COC(=O)CCC(=O)OC,1.465805042172703
CCC(CO)CC(C)C,1.4157443710362456
CC(C)=CCCC(C)C=O,1.4478585414604102
CCCCCCC(=O)OC,1.460037418513509
ClCC1CO1,2.2544518647259584
C=CC(=O)OCC1CO1,3.308300108124274
C=CCOCC1CO1,1.6509129072243045
BrCCBr,2.796717686853452
C=CC=O,2.447654084487987
C=CCCl,1.5686786962461012
ClCCCl,1.548301655278845
OCCCl,3.0797966005751363
CCCN,2.1696156622227467
C=CCN,3.2125376393985965
C=CC#N,2.9254594348367378
NCCN,0.9726944980188522
N#CCO,4.057300869198918
C=CCO,3.110814093916693
C#CCO,3.5445640974960426
O=CCCl,2.468347330412157
C=COC,0.8609366207000936
COC=O,1.0795574715910774
CC(C)OP(C)(=O)F,5.180277802813044
CC(C)(C)CC(C)(C)N,1.634299216593192
CC(CCO)CCCC(C)(C)O,1.5422875145544614
CCCC(C)=O,1.1222612593599184
CC(O)CCO,0.6538008254185023
CC(O)CC=O,2.7988774491034274
COCC(C)O,0.8408874687756467
C=COC(C)=O,1.566665822915727
CC(C)CC(C)N,2.226999220949004
CC(O)CN(C)C,1.996499043215077
CC(C)NC(C)C,1.0051504713326471
CC(C)OC(=O)Cl,1.0352384159048402
CC1CCC(=O)O1,1.3015378231866035
O=C1C=CC(=O)O1,1.5731773107927796
Cc1cccc(O)c1,1.722232504183851
Cc1cccc(N)c1,1.518133132587844
Oc1cccc(O)c1,1.5154953735509915
O=C1CCCC(=O)O1,1.8068656421093203
COC(=O)CC(=O)OC,1.4219821247652562
COCC(C)OC(C)=O,1.4221267395013275
Nc1nc(N)nc(N)n1,2.1007942924592338
CC(C)CC(O)CC(C)C,1.496382075134175
CC(C)CC(=O)CC(C)C,0.948907867430122
Sc1ccccc1,2.9150019113362364
Clc1ccccn1,3.2489956903256565
CCCCCCCCOC(=O)C(C)C,1.602758643179879
C=C(C)C(=O)OCCOCCOCCOCCOC(=O)C(=C)C,2.0418885505123017
CCCCOC(=O)CC(C)C,1.5003490144387588
CCCCOC(=O)CCC,1.4600374185135088
O=C1CCCCCCCCCCCCCCCO1,1.7065710018363234
C=CCCCCCCCCC(=O)OCCCC,1.68194097321713
COCCO,1.7741461517252166
O=C(O)C=CC(=O)O,1.871602869342072
CN(C)CCN(C)C,1.3336472616305812
CC(=O)OCC(C)C,0.8245073550734187
CCCCCCCCCCCCCC(=O)OC(C)C,1.7331282220485769
CCCCCCCCCC(C)C=O,1.2655795302806772
CC(C)CCOC=O,1.3660865990199995
C=COCCCl,1.647350364199825
CCOCCO,1.436316881204596
c1ccncc1,1.848581851661023
CC(=O)CCC=C(C)C,1.402085909239271
CCCCCC#CC(=O)OC,1.6695957810243132
CCCCCCC(C)=O,1.9818074294352412
NCCNCCN,1.9761227230770948
ClCCOCCCl,3.2011330075477766
OCCOCCO,0.95061947915707
CCCCCCCCCCCCCCCCCC(=O)OCC,1.795932824342474
CCCCCCCCC=CCCCCCCCC(=O)OCC,1.793122370354145
CCCCCCCO,1.76419108202913
CCCCOCCO,2.730106605148678
CCCCNCCCC,2.2249297461403725
N#CCCSCCC#N,1.4935695729787
CCCCCCCOC(C)=O,1.5003490144387588
CCCCOCCOC(C)=O,2.028606493636368
CCCCCCCCCC(C)=O,1.5322344428143135
CCCCCCCCOC(C)=O,1.5372346073307364
CCCCCCCCCCOC(C)=O,1.6027586431798788
NCCNCCNCCN,2.2592643585053165
CCCCCCOCCO,2.256551461115915
CCCCCCCCCCO,1.6479897625882127
CCCCCCCCOC=O,1.5003490144387588
CCCCOCCOCCO,1.7787647269874831
C=CCCCCCCCCCO,1.5322344428143135
C=CCCCCCCCCC=O,1.5270624990089396
CCCCOCCOCCSC#N,3.7766734149112624
OCCOCCOCCOCCO,0.9872796065091692
CCCCCCCCCCCCCO,1.5536360012412416
CCCCCCCCCCCCCCO,1.6322405970625014
CCCCC(CC)CN1C(=O)C2C3C=CC(C3)C2C1=O,2.767853462130725
O=C1OC(=O)C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.092053606425476
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,3.655276131731696
CC1(C)C2CCC1(C)C(OC(=O)CSC#N)C2,1.6255987987936695
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,2.2969348837722907
CC(=CCCC1(C)C2CC3C(C2)C31C)CO,1.6441548759304556
CCCC[P+](CCCC)(CCCC)Cc1ccc(Cl)cc1Cl,2.684061009472776
CCCCC(CC)(CO)CO,1.623892032842709
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,1.6159740106015863
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,2.0752461356718634
C=CC(C)(CCC=C(C)C)OC=O,1.5617285100307516
CC1CC(O)CC(C)(C)C1,1.7058698187438273
CNC(=O)ON=CC(C)(C)SC,2.1332377174431683
O=C(C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,1.9486197047032672
CC(C)OP(OC(C)C)OC(C)C,2.01752998832149
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,1.5515195283209269
Cc1c([N+](=O)[O-])cc2c(c1[N+](=O)[O-])C(C)(C)CC2(C)C,1.7455556860293546
O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,1.7572395938681349
O=C1C(Cl)=C(Cl)C(=O)c2ccccc21,2.6571438507526293
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.193752201293927
CC1(C)C(=O)N(Cl)C(=O)N1Cl,0.9934825233811312
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,2.4819225238282927
CCOP(=S)(OCC)Oc1ccc(=O)n(-c2ccccc2)n1,2.230884274916369
CC(=NO)C(=O)c1ccccc1,1.6105962915577543
O=C(c1ccccc1)C(O)c1ccccc1,1.3789199867730453
O=C(c1ccccc1)c1ccccc1,1.7122113908477148
O=C1CCc2ccccc2O1,1.4717638962452004
COc1ccc(C=O)cc1OC,1.5215982965789432
CCN(CC)c1ccc(C=O)cc1,2.6465189019236344
CCC(=O)OC(C)c1ccccc1,1.552013239461579
O=C(OCc1ccccc1)c1ccccc1,1.7247836152768092
CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,1.5569534543968824
OCCOc1ccc(Cl)cc1Cl,2.2191778068539407
c1ccc2[nH]ccc2c1,2.171118908792589
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,1.621971147212027
Oc1ccccc1O,2.1387446639488923
Cc1cccc(C)c1OP(=O)(Oc1c(C)cccc1C)Oc1c(C)cccc1C,1.7156331687115265
CCOc1cc(C=O)ccc1O,1.3207477984878655
COc1cc(C=O)ccc1O,1.482431376433847
COP(OC)OC,1.6787144361422
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,1.9062088591284445
COC(=O)c1ccc(OC)cc1,1.5215982965789432
CC(C)c1ccc(C=O)cc1,1.7237048243643798
COC(=O)C=C(CC(=O)OC)OP(=O)(OC)OC,4.149503928742414
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.3459427441699687
CCNc1nc(Cl)nc(NCC)n1,1.2960217446834137
CCCCOC(=O)Cc1ccccc1,1.5849144158335169
COc1cc(CCC(C)=O)ccc1O,1.5893463058302724
CCOP(OCC)OCC,1.7733606109763038
O=C(O)COc1ccccc1,1.483299097965074
CCC(=O)OCc1ccccc1,1.5164137279648735
O=C(C=Cc1ccccc1)OCCCc1ccccc1,1.7264663910729912
CCC(=O)OCCc1ccccc1,1.552013239461579
CC(=O)OCCCc1ccccc1,1.552013239461579
CCC(=O)OCCCc1ccccc1,1.584914415833517
O=CCc1ccccc1,1.3807573853912871
COc1ccc(CC(C)=O)cc1,1.5164137279648735
OCCCc1ccccc1,1.4351879709038249
CCCCC(C=O)CC,1.491463322808661
COc1ccc(C=O)cc1,1.4350476413399644
Nc1ccc(O)cc1,1.037936195916714
O=c1ccc(=O)[nH][nH]1,1.447499128735851
C=CC(=C)CCC=C(C)C,1.435328255138936
CCC=O,1.373091500588658
CC(=O)CC(C)(C)O,0.9347228348610122
O=C(O)CS(=O)(=O)O,1.950588078272364
C=CCOC(=O)CCCCC,2.716629278619783
O=C1CCCCCC=CCCCCCCCCO1,1.703115904903252
CC(=O)CCC(=O)O,1.3659220623702182
CCCCOC(C)=O,0.8195439355418686
CC(=O)OCCC(C)C,1.4155976149949152
CCCCCCCC(=O)O,1.460037418513509
NCCCCCCN,2.0199130480306624
CCCCOCCOCCOC(C)=O,1.148828082257408
CCCCCCCCCCCCCC=O,1.3271074817411346
CC1(C)C2CCC1(C)C(O)C2,1.4892636148572735
CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,2.1326393710481564
O=CC12CC=CCC1C1CC=CCC1O2,2.009172467148231
C=CC(C)(CCC=C(C)C)OC(=O)c1ccccc1,1.7132569524982508
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,1.9405245780742808
CCCCOP(=O)(OCCCC)OCCCC,1.9340388268535944
C=C(C)C#N,3.729754252131269
CC(=O)N(C)C,1.5898798183285454
CC(Cl)(Cl)C(=O)O,1.8542118838399608
O=C(C(F)(F)Cl)C(F)(F)Cl,3.3396588903105773
COC(=O)C1(C)CCCC2(C)C3CCC(C(C)C)=CC3=CCC12,1.801383126852731
CC(C)(C)c1cccc(C(C)(C)C)c1O,1.3145602733189508
CC1(C)C2CC=C(CCO)C1C2,1.521828220266226
O=C1c2cc([N+](=O)[O-])ccc2-c2c1cc([N+](=O)[O-])cc2[N+](=O)[O-],2.197552079620396
C=CCOC(=O)c1ccccc1C(=O)OCC=C,1.8728834623650832
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1-c1ccccc1,1.7070157708456088
O=C(O)c1ccccc1C(=O)Nc1cccc2ccccc12,2.1633194341750004
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,1.118007062745279
Nc1cc(Cl)cc(C(=O)O)c1Cl,1.8175501926632756
COC(=O)c1ccccc1N,1.480481244061755
COc1ccccc1C=O,1.4350476413399644
Oc1ccc2ccccc2c1,1.158883935494841
O=NN(O)c1ccccc1,1.3340954612473603
CCCOC(=O)c1ccc(C(=O)OCCC)nc1,1.4224377747456118
CCCCOC(=O)c1ccccc1,1.6489232524696356
Cc1ccccc1NCCO,2.179577641257865
CCCCCCCC1CCCC1=O,1.561833340144565
CNC(=S)S,2.1271169519582345
CCCCOC(=O)C(C)O,1.4659357785876066
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,1.3525891830523236
CCC(C)CC(CC)Nc1ccc(NC(CC)CC(C)CC)cc1,2.26661840050286
CC(C)=CCCC(C)CCOC(=O)Cc1ccccc1,1.7394204334759038
ClCCOP(OCCCl)OCCCl,2.522060858594298
CC(=O)OCc1ccccc1,1.4776334200901329
CC(C)CC(=O)OCCc1ccccc1,1.6154976450909837
CC(C)CC(=O)OCC=Cc1ccccc1,1.640075773545162
N#CCc1ccccc1,2.6373822359240435
CC(=O)Oc1ccc(C)cc1,1.854384129692232
CC(C)(C)CC(C)(C)c1ccc(O)cc1,2.0404024240552707
C=CCc1ccc(OC)cc1,1.4718928513705802
C=C(C)CCCC(C)CCOC(C)=O,1.598365850199443
CC(C)=CCCC(C)CCCC(C)C=O,1.6239952223302612
CCC(=O)OCCC(C)CCC=C(C)C,1.6280474914981575
C=C(C)CCCC(C)CCO,1.6375703322472244
COP(=O)(OC)OC(C)=CC(=O)N(C)C,3.149790755350653
CC(=O)C=C(C)C,1.2800609503128528
C=CCOC(=O)CCCCCC,2.32260720352034
CCCNCCC,2.039008738593615
CCCCCCCCCCCCCCCC(=O)OC(C)C,1.775990334986254
CCCCCCOC(C)=O,1.4600374185135088
CCCCCCNCCCCCC,3.037555384353487
N#C[Na],3.673233640163717
