curated_smiles,rat_intraperitoneal_LD50
NNCCc1ccccc1,2.736230721552737
CN(CCCl)CCCl,5.097720147843937
CCOC(N)=O,1.773757198576798
CN(C)CSC(=S)N(C)C,2.8894868320782634
C[N+](C)(C)CCOC(N)=O,4.866871913557168
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,3.1772217741352917
S=P(N1CC1)(N1CC1)N1CC1,4.373886231789152
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,2.9110124215206614
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,3.2357308145352484
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,3.1892152519016177
O=[N+]([O-])C(Br)(CO)CO,3.886030589242488
CC(C)(S)C(N)C(=O)O,2.369613954487368
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,3.2065509831487606
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.143675055234466
NC(CS)C(=O)O,1.9598920928751964
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,3.3572897435748748
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,3.621191891513814
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,1.79677874117549
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.439688487303188
CC(=O)N(O)c1ccc2c(c1)Cc1ccccc1-2,3.662892166219781
CN1CC(O)C2=CC(=O)C(=O)C=C21,3.077186154085896
NC(Cc1c[nH]c2ccccc12)C(=O)O,1.9571640273006503
O=c1cnn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1.416376671292063
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,1.961728822167548
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.616408552805952
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,1.9470659354301485
CCC1C(=O)OCC1Cc1cncn1C,3.0548058864209704
NNC(=O)c1ccncc1,2.612125671639472
O=C(O)c1cccnc1,2.226973998869924
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,3.3276489754238368
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,3.405392712374001
C1CCc2nnnn2CC1,3.348034640668506
NC(Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,4.589319473236028
CCN(CC)N=O,2.6747293463221844
NC(=O)c1ccccc1,2.190632950372597
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.029594473351095
CC(Cc1ccccc1)NN,3.574682221357313
N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,3.925533824229742
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.347588276273857
CC(C)OP(=O)(F)OC(C)C,5.1579546783649
CS(=O)(=O)OCCCCOS(C)(=O)=O,4.136202486253267
Cc1cc(=O)[nH]c(=S)[nH]1,2.1890598460696657
N=C(N)SCCN,2.5906128264156987
NCCCC(=O)O,1.2809533560465842
NCCSSCCN,3.170156196977284
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,5.076361502833028
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.163258304891917
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,3.897232392801633
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,3.3838311424437397
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.6845712987798
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.2514615183357805
OCC(O)CO,1.318809067126003
O=CC(O)CO,1.6535887393187962
ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,3.2945274800806805
NC(N)=O,1.0795863985223102
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.2543170162436263
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.5151105097905035
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.05865989686808
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.13885823963238
CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC,4.949866587214608
CCCC(C)(COC(N)=O)COC(N)=O,2.7261763653004434
CC(O)CO,1.0578818922027842
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,3.155186426916908
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.798871944241684
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,2.983030086969945
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,2.770027056857639
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.3185489964954815
Cn1c(=O)c2c(ncn2C)n(C)c1=O,2.9080245656979384
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,3.55060743063513
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.0854201541895123
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.4594757769941507
CC1=CC(=O)c2ccccc2C1=O,3.360929007009034
CNCCCN1c2ccccc2CCc2ccccc21,3.7147126938082295
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,2.602607684107315
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2.970757030328884
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.848176223346804
Cc1ncc(CO)c(CO)c1O,2.052257761567956
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,1.9661077325857197
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.8565759378718103
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.73998720461352
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,3.2513442867698865
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,3.1046286197450343
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,2.3291306844513016
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,2.3425151649292624
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,4.879331990420313
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,2.311188557387388
CCN(CC)C(=O)c1cccnc1,2.81642408643168
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,3.44508002758479
Cc1ccccc1OCC(O)CO,2.8088072234186368
OCC(S)CS,3.0730371861521024
Cc1cc(C(=O)NNCc2ccccc2)no1,3.0652380550508096
O=NN1CCOCC1,2.6146579188402748
c1ccc(CC2=NCCN2)cc1,3.2047167274004837
CN(C)c1ccc(N=Nc2ccccc2)cc1,2.991023717461652
NCCS,2.52185920380646
C[N+](C)(C)CCCCCC[N+](C)(C)C,3.125316548987832
CC(=O)OCC[N+](C)(C)C,2.767037068438848
NCCCCCC(=O)O,1.2727530328561196
CCCCCC=CCC=CCCCCCCCC(=O)O,0.7488885371243915
CNN,3.1206228477010987
CC(N)=O,0.7585150415027263
CCC1C(=O)NC(=O)C1(C)c1ccccc1,2.960418809545644
CNC(=O)CSP(=S)(OC)OC,3.360333971029922
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.1509187320127507
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.036757750395002
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.22352342611872
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,3.190984050649298
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.36770859213303
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.5198335182370912
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.193467393698101
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,2.2454618176872425
Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.9544166532809117
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,3.1986693032237272
Nc1nc2cc(Cl)ccc2o1,3.2182136062466573
CC(C)CC(N)C(=O)O,1.348428587848708
O=C(O)c1ccc([N+](=O)[O-])cc1,2.1402430566558017
CCOc1ccc(NC(C)=O)cc1,2.451294791851416
CCOS(C)(=O)=O,2.549917157411236
NC(N)=S,2.242035111317049
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,3.336209185001316
COP(=O)(OC)OC=C(Cl)Cl,4.168253848866691
O=C(O)CF,4.604526660697866
CN(C)N=O,3.446472686900476
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,2.8346140912350832
CNC(=O)Oc1cccc2ccccc12,3.497501962079752
O=CC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO,1.534403092859305
CSCCC(N)C(=O)O,1.4967088442880865
NC(Cc1ccccc1)C(=O)O,1.4858820096885446
Cc1cccc(NC(N)=O)c1,2.563831135088858
CNC(=O)Oc1cccc(C(C)C)c1,4.133822168836509
CCO,4.107106284543881
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.2939406525303774
CCC(C)C(C)(COC(N)=O)COC(N)=O,2.7532279606415506
CC1CCCC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1,3.821480774946339
O=C(CCCN1CCC2(CCCCCC2)CC1)c1ccc(F)cc1,3.645389515890657
CC(C)(C)C1CCC2(CC1)CCN(CCCC(=O)c1ccc(F)cc1)CC2,3.7942044659898513
CC1CCC2(CC1)CCN(CCCC(=O)c1ccc(F)cc1)CC2,3.645389515890657
O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,3.723521344873947
CC1CCC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1,3.802702590921572
O=C(CCCN1CCC2(CCCC2)C1)c1ccc(F)cc1,3.6833382722739296
O=C(CCCN1CCC2(CCCC2)CC1)c1ccc(F)cc1,3.783075631008909
CCC1(C)CC(=O)NC(=O)C1,3.810672080261864
O=C(O)CI,3.394330248189363
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.497434348283301
CCC(c1ccc(O)cc1)C(C#N)c1ccc(O)cc1,3.5819464092347517
Cc1ncc(CO)c(C=O)c1O,2.490748994830621
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.342786709323457
NC(=O)c1ccccc1O,2.359006561106384
Nc1ccc(C(=O)O)c(O)c1,1.4904749359478486
CC(CNN)c1ccccc1,2.9214697075819696
COS(C)(=O)=O,2.9850165614854745
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.482898258730597
CC[N+](CC)(CC)CC,3.0677336053044995
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],2.9863167003354274
O=c1[nH]cc(N(CCCl)CCCl)c(=O)[nH]1,5.30466455537216
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,4.881048282630681
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.741693655372786
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,2.826139949164402
C[N+](C)(C)CCO,2.390118918710596
CO,0.6289823189436772
CC(C)O,1.3418882355805484
ClC(Cl)Cl,2.1255867798656203
CS(C)=O,0.979037322327005
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,4.032363534504277
CN(C)C=O,1.7177596347587376
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,3.2980608068601165
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,5.665121127124498
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.1005700498004862
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.641008829134291
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,5.425301034367585
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.782115699303858
O=C(O)c1ccccc1O,2.6753133888126066
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.673229932476376
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.0486816663777252
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,2.2674862140046894
O=C1CCCN1CC#CCN1CCCC1,4.67102339411097
CCS(=O)CC,1.3856021838305654
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.267072480240772
NC(=O)c1cncc(F)c1,2.3983028031995923
CCC(=O)c1ccc(N)cc1,3.4333857574179376
NC(Cc1cnc[nH]1)C(=O)O,1.4171548550641626
CCCO,1.443588309815466
CCCCO,1.819960131399132
CCCCCO,2.1825437529079044
c1ccccc1,4.851336192225585
CC(Cl)(Cl)Cl,1.5697148899749491
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,2.6329429444376293
COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)CC(O)C7(O)C(CN8CC(C)CCC8C7(C)O)C6(O)CC53OC24O)cc1OC,5.284462962294826
CC(O)C(=O)O,1.653588739318796
CC(C)C(N)C(=O)O,1.3105249068823437
CC(O)C(N)C(=O)O,1.381159113585801
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,2.014852223131282
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.8493717143045663
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,2.256620018915225
Nc1ncnc2nc[nH]c12,2.834086586503612
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.312554821506918
CCC(C)C(N)C(=O)O,1.252720989021478
C[N+](C)(CCO)C(=O)Cc1ccc(-c2ccc(CC(=O)[N+](C)(C)CCO)cc2)cc1,6.964360215170597
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.264746249529328
O=C(O)c1ccc(Cl)cc1,2.194703003931823
CCC(CO)NCCNC(CC)CO,2.2311168803226145
O=S(=O)(O)CC(S)CS,2.275496653809012
CI,3.1477803673947693
CNC,3.0629674669845515
CCBr,1.794252960118368
CCI,2.674515994234681
CC#N,1.6839259735204508
CCS,2.439241842360916
ClCCl,1.9671809908200144
ICI,2.8225622827471826
NC=O,0.8977331684812061
BrC(Br)Br,2.785658174654224
CC1CO1,2.587935348636356
C[N+](C)(C)C,3.674626030540927
ClC(Cl)(Cl)Br,3.221718806787336
CC(C)(C)S,2.1843111905855035
C[Pb](C)(C)C,3.4728214342764687
OCC(F)(F)F,2.6779500470945123
CC(C)(C)OO,3.015311568463865
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,4.140718656326121
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.639295573876814
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.72239103401326
CCC1(C(C)C)C(=O)NC(=O)NC1=O,2.996121858059303
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,3.333387321929664
C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,3.3932819619676
CCC(Br)(CC)C(=O)NC(N)=O,2.7444981838384934
C1=CC2C3C=CC(C3)C2C1,2.8202211698317883
C#CC(C)(O)CC,2.261893893654488
C=CS(=O)(=O)C=C,4.595338201010216
O=S1(=O)CC=CC1,1.5673094774099716
CCOP(=O)(C#N)N(C)C,5.519664623984196
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.839297315615096
CC[Pb](CC)(CC)CC,4.333713211023858
CCC(C)(CC)OC(N)=O,2.528504142760948
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,2.168343066448278
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,4.182367092397064
CCOP(=O)(OCC)OCC,2.357353493960548
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.1610104357114996
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.762318377530632
CCCCSP(=O)(SCCCC)SCCCC,3.1754317338850107
CCOP(=O)(OCC)SCCN(CC)CC,5.652160892332184
CC(C)(C#N)N=NC(C)(C)C#N,3.817464881890668
C=CC(C)(O)CCC=C(C)C,2.701095243716105
CC(C)CO,2.012620491888006
CC(Cl)CCl,2.0116357923690025
CCC(C)O,1.7933125446489329
CCC(C)=O,2.074788736110289
CC(=O)CCl,3.063169106775206
ClCC(Cl)Cl,2.7019262332427907
ClC=C(Cl)Cl,2.0106709820556308
C=CC(N)=O,2.897498799711709
O=C(O)CBr,3.4438822956423234
C=CC(=O)O,3.5152896571242884
CNC(C)=O,1.4245549766067132
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,2.703673045509185
CC(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.5664253001608786
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,3.10273289152681
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,2.79635747871853
O=S1(=O)N2CN3CN1CN(C2)S3(=O)=O,1.6949505796127748
CC(C)(OO)c1ccccc1,3.204671072564333
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,3.54915733532512
C=C(C)C(=O)OC,1.877309752490624
C=C(Cl)C(=O)OC,3.6497494080612816
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,2.869138125371717
O=C(Nc1ccc(Cl)c2c1C(=O)c1ccccc1C2=O)c1ccccc1,2.2574193604878885
Nc1c(O)cc(O)c2c1C(=O)c1ccccc1C2=O,2.0089900102189
O=C1c2c(O)ccc(O)c2C(=O)c2c(O)ccc(O)c21,2.092484585595846
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,2.058379020346141
O=C1OC(=O)c2cccc3cccc1c23,2.996023254118477
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,3.5977412058551668
O=C1c2ccccc2-c2ccc(Br)c3cccc1c23,2.1099748664179336
O=C1c2cc(Br)ccc2-c2ccc(Br)c3cccc1c23,1.8987005610230363
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3.5702843542940834
O=C1c2ccccc2-c2cccc3cccc1c23,2.186138557751488
O=C1c2ccccc2C(=O)c2c1cccc2[N+](=O)[O-],2.38229669960292
O=C1c2cccc([N+](=O)[O-])c2C(=O)c2cccc([N+](=O)[O-])c21,1.9789778651922616
Nc1cccc2c1C(=O)c1ccccc1C2=O,2.1726632456994923
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,1.771346384208536
Cc1c(N)c(=O)n(-c2ccccc2)n1C,2.2288386243359746
O=C1c2ccccc2C(=O)C1c1ccccc1,3.0680744899076475
c1cc2c3c(cccc3c1)CC2,2.409966919252241
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,3.330611071491255
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,5.391842249378564
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,2.827425818133249
CCC(c1ccc(O)cc1)C(CC)c1ccc(O)cc1,3.1309317179549687
c1ccc2c(c1)CCCC2C1=NCCN1,3.215288594099779
CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,3.3675800555347903
CC(=O)Nc1cc2c(cc1Cl)C(=O)c1ccccc1C2=O,1.9853438869686275
Nc1cc(Cl)cc2c1C(=O)c1ccccc1C2=O,2.030862728438235
Oc1c(Br)ccc2c(O)c(Br)ccc12,1.9972279734683227
O=C1c2ccccc2C(=O)c2ccccc21,1.7744460547182026
Nc1cccc2c(S(=O)(=O)O)cccc12,1.889404815746221
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,3.0537287575196
Nc1nc(=S)c2ncn(C3OC(CO)C(O)C3O)c2[nH]1,3.175094133235385
CCN(CC)CCOC(c1ccccc1)c1ccccc1,3.712060142461074
CCN1C(=O)NC(c2ccccc2)C1=O,2.5142373935005304
COP(=S)(OC)SCn1nnc2ccccc2c1=O,4.8113177888657335
NNc1nncc2ccccc12,3.8066682806549976
CCCCc1cc2ccccc2c(OCCN(C)C)n1,3.7819818346677727
O=C(O)Cc1cccc2ccccc12,3.270003000105059
NC(=S)Nc1cccc2ccccc12,4.913260285672908
O=c1[nH]c(=O)c2ccccc2[nH]1,2.130730350227968
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,3.2523612054788646
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.2628597930967613
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,2.5470873995812258
Clc1ncnc2nc[nH]c12,2.5870371177434555
O=C1Nc2ccc(Br)cc2C1=O,2.5216552509189856
O=CC(Cl)=C(Cl)C(=O)O,4.227791611979896
Oc1c(Cl)cccc1Cl,2.6211309904538767
ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,3.1732062546591244
O=C(O)C(O)C(O)C(=O)O,2.478239637583809
O=C(CO)C(O)C(O)C(O)CO,1.1484387609988902
Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,3.677245107186976
OC1C(O)C(O)C(O)C(O)C1O,1.7785274759270964
Cc1cc(C)c(N)c(C)c1,2.602092112512985
Oc1c(Cl)cc(Cl)cc1Cl,2.854543656952582
CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,1.5665093775979244
CCc1cc2c(cc1C(C)=O)C(C)(C)CCC2(C)C,3.3119303676551777
NC(=O)c1ccccc1N,2.531970413454958
O=[N+]([O-])c1ccccc1O,2.219079064553585
NC(=O)c1ccccc1C(N)=O,1.6127838567197352
Nc1ccc(O)c(C(=O)O)c1,2.185080134881417
Nc1ccc(Cl)cc1[N+](=O)[O-],2.9359378200596367
O=C(NO)c1ccccc1O,5.4069288844977725
Oc1cccc2ccccc12,2.760943926822803
O=c1nn[nH]c2ccccc12,2.821368922445946
C1CCN2CC3CC(CN4CCCCC34)C2C1,3.746684229982148
O=C(O)C(O)c1ccccc1,1.5694852455813573
N#Cc1ccccc1C#N,3.315272694369393
O=C1Nc2ccccc2C1=O,1.2789691295196512
CCN(CC)c1ccccc1,2.5506272197608864
NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1,3.832199552608798
COc1ccccc1NC(=O)CC(=O)c1ccccc1,2.5271463664195664
Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,3.099537710027535
O=C1CCN(c2ccccc2)N1,2.908999433486502
CCN(CCCl)c1ccccc1,2.963036603844376
c1ccc(N2CCNCC2)cc1,3.064019194385365
COc1ccc(OC)c(C=O)c1,2.317478313923018
COc1ccccc1OCC(O)CO,2.2971430898350405
S=c1sc2nc3ccccc3nc2s1,3.0118204205361785
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.67865178958484
O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,3.923888305913644
C[n+]1ccccc1C=NO,2.652933969719562
CC=C(CC)C(=O)NC(N)=O,2.336684144858105
O=c1[nH]c2cc(Cl)ccc2o1,3.053250077589164
Clc1ccccc1Cl,2.243049866062437
Cc1ccccc1N,2.853925234511037
Nc1ccccc1N,2.4464785793363344
Oc1ccccc1Cl,2.7473712713926406
Cc1ccc(O)cc1C,2.7859239135700085
Cc1cc(Cl)ccc1N,2.402878293388145
Cc1cc(N)ccc1N,3.396772048671362
Nc1ccc(Cl)c(Cl)c1,2.76240791598624
Cc1ccc(N)cc1N,2.575084767721001
