curated_smiles,rat_oral_LD50
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.992823848912724
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,1.1357931502469587
COc1ccccc1OCC1CNC(=O)O1,1.7666853053234453
O=c1[nH]sc2cc(Cl)ccc12,1.6351914067872446
CN(N=O)C(N)=N[N+](=O)[O-],3.213352448672055
CCS(=O)CC,1.274035172981549
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.8533017050684046
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,0.8549357675824382
CC(C)=CC1C(C(=O)OCc2cc3c(cc2Cl)OCO3)C1(C)C,1.3513001654351346
CCC(=O)c1ccc(N)cc1,2.925775180550375
NC(Cc1cnc[nH]1)C(=O)O,1.0146801147594129
CCCO,1.507003959713499
CCCCO,1.972325897028833
c1ccccc1,1.9242459288298743
CC(Cl)(Cl)Cl,1.1429008741400304
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,1.7810054798930668
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,4.507969435004814
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.1718434195795786
CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,2.461267927552614
CCOP(=O)(OC=C(Cl)Cl)OCC,4.998311659908239
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,1.4919734778509448
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,2.270296416623069
Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)Cl)cc1,3.4521339601815453
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.557985417079321
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1.667967744411184
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,2.1485698188005404
CC12C=CC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.4777606443548774
Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,2.538539460478352
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,1.443176711649071
Nc1ncnc2nc[nH]c12,2.77472591957202
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,1.8608674481124672
CCOCc1cnc(C)nc1N,2.061899439209978
CCN(CC)CC(=O)Nc1c(C)cccc1C,2.868792723132493
O=C(O)c1ccc(Cl)cc1,2.126517142185661
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,2.0407925545027514
CBr,2.647030879599096
CCl,1.447915662063413
CI,3.271288148896621
BrCBr,3.206713466433214
CCBr,1.906957240309656
ClCBr,1.4129105692042232
C=CCl,2.096903064240755
CC#N,1.2224097921313646
CCS,1.9595659068518376
ClCCl,1.7249564818319398
NC=O,0.9072073796621364
S=C=S,1.802460144963872
CSC,1.2748363416304296
C1CO1,2.786642992686416
BrC(Br)Br,2.4327768720286227
ClC(Cl)Br,2.580922324782575
CC(C)Cl,1.1961319516498805
CC(C)N,2.726352674764052
CC(Cl)Cl,2.1351216800500703
C=C(Cl)Cl,2.685490939488473
CC(=O)Cl,1.9358171994556388
IC(I)I,3.044971256804788
CN(C)C,2.07270564921469
C[N+](=O)[O-],1.8124866713471253
CC1CN1,3.477852082796043
CC1CO1,2.184243011075227
C[N+](C)(C)C,3.108616672811109
C[As](C)(=O)O,2.027943184567385
CC(C)(C)O,1.431727180714745
CC(C)(C)S,1.2803938882122214
C[Pb](C)(C)C,3.405874644645856
ClC(Cl)(Br)CBr,3.0977599742148496
CCC(C)(C)O,1.9452223166353404
CC(C)(O)C#N,3.659281342917972
OCC(F)(F)F,2.619958100116825
CC(C)(C)OO,2.386629097015488
C=C[Si](Cl)(Cl)Cl,2.100938354175594
CC(=O)C(C)(C)C,2.2153688168411496
CC(C)(C)C(=O)O,2.0549235793890768
CC(O)C(Cl)(Cl)Cl,2.213334438071539
ClC(Cl)C(Cl)(Cl)Cl,2.3421973213706533
O=C(Cl)C(Cl)(Cl)Cl,2.48152145368012
O=[N+]([O-])C(Cl)(Cl)Cl,2.8178957571617955
FC(F)(Cl)C(Cl)(Cl)Cl,1.4061781174851788
FC(F)(Cl)C(F)(Cl)Cl,0.6392431902767494
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F,2.735070568541175
CC12CCC(C(Br)C1=O)C2(C)C,1.7155019452932838
COC(F)(F)C(Cl)Cl,1.661091943240919
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.9700224291571455
CC(C)CC(=O)OC1CC2CCC1(C)C2(C)C,1.6782834140725142
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.274413817010553
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.3162464100982643
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.901950831574817
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.66164050360506
CCC1(CC)C(=O)C=CNC1=O,2.331162449555695
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,1.7402110046175348
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,2.867019076690672
CCC1(c2ccccc2)CCC(=O)NC1=O,2.558844516218512
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.8309375037334807
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,2.937490826376184
CC1(C)C(=O)N(Br)C(=O)N1Br,3.0583090832767814
CC(=O)OC1(C)CCC23CC1C(C)(C)C2CCC3C,0.7714831940051464
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,3.5573841315018875
CCC(Br)(CC)C(=O)NC(N)=O,2.875238976245113
CCC1(C)CC(=O)NC1=O,1.8896710267283288
CC1(C)NC(=O)NC1=O,1.2155596129259754
C1=CC2C3C=CC(C3)C2C1,2.5734764601079467
CCC(C)(O)CC,2.158094798574396
C=CS(=O)(=O)C=C,3.5673094774099714
COS(=O)(=O)OC,2.789074864240132
O=S1(=O)CC=CC1,1.6664305107662625
CCOP(=O)(C#N)N(C)C,4.641658979945714
CCOC(=O)C1OC1(C)c1ccccc1,1.5763876794431049
NC(CO)(CO)CO,1.3124212171980267
CCOC(=O)CC(CC(=O)OCC)(OC(C)=O)C(=O)OCC,1.6577686147815112
CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,1.6705052953009143
CCC(CO)(CO)CO,0.978452491303693
CC[Pb](CC)(CC)CC,4.419899358640141
CCO[Si](CC)(OCC)OCC,1.1379212539886556
CCO[Si](OCC)(OCC)OCC,1.521484273026395
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.279764492157025
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.9079640815879784
C=CC1OCC2(CO1)COC(C=C)OC2,1.8149541070867656
CCCC[Sn]1(CCCC)OC(=O)CS1,2.8016941918175404
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,2.501825085893397
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,4.358458351452746
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,0.7910078339377886
C=CC(C)(CCC=C(C)C)OC(=O)C=Cc1ccccc1,1.455668726576205
CCOP(=O)(CC)OCC,1.853162721292504
CCOP(=O)(OCC)OCC,2.194117555590453
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1,2.3404550216422044
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.0699299663641673
O=P(OCC(Cl)CCl)(OCC(Cl)CCl)OCC(Cl)CCl,2.1825971136503632
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.2949569601001256
CCCCSP(=O)(SCCCC)SCCCC,3.321559769563249
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,2.1232820043591363
CCOP(=S)(OCC)SCSC(C)C,5.39701199656501
CCOP(=O)(OCC)SCCN(CC)CC,4.911798202837939
COP(=S)(OC)SCc1nc(N)nc(N)n1,2.49978435714666
CC1=CC(=O)CC(C)(C)C1,1.8686978604358424
CCO[Si](C)(C)OCC,1.2035287433370612
CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C,1.9579124309178664
