curated_smiles,cat_intravenous_LDLo
CCCC(O)C=CC=CC=CC#CC#CCCCO,4.683062167141499
COc1ccc2cc1Oc1ccc(cc1)CC1c3cc(c(OC)cc3CCN1C)Oc1c(OC)c(OC)cc3c1C(C2)N(C)CC3,4.192262113380898
CN1C2CCC1CC(OC(=O)c1ccccc1)C2,4.134463991534289
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.705627937285738
Nc1cccc(S(=O)(=O)Nc2ncc(Cl)cn2)c1,2.419801720909965
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12,3.814722927936577
O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,3.693784968197356
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,3.9559245517811417
CCN(CC)CC(=O)Nc1c(C)cc(C)cc1C,3.284509427013321
CCCO[N+](=O)[O-],3.0215737896474923
CCN(CC)C(C)=O,2.061361991644027
CN(C)C1C(=O)C(C(=O)NCNCC(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.7255179766077737
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,3.969074058294973
C[N+](C)(C)CCCl,5.009376523937581
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,5.509729272222117
CC1=CCN(CCNC(=N)N)CC1,3.783596321550007
CC1CCC(C(C)C)C(O)C1,3.6440325124598862
CN1C2CCC(OC(=O)Cc3ccc([N+](=O)[O-])cc3)C1CC2,3.830155084446611
O=C(O)CCC(=O)O,1.771175771563677
CN1C2CCC1CC(OC(=O)Cc1ccccc1)C2,4.024808952584786
CC[N+](C)(CC)CCOC(=O)C1CC2CC[N+]1(C)CC2,3.7550267729508473
CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)C(O)C3OC132,4.957688077913008
CC12CCC(O)CC1(O)CCC1C2CCC2(C)C(c3ccc(=O)oc3)C(O)C3OC132,5.5902458259461
CC=CC=O,3.36854100145997
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,5.212773373519912
CC(=O)OC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,6.4605475873854585
COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,4.843133695314647
CS(=O)(=O)c1ccc(C(=N)N)cc1,2.850048592676155
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,6.553664611376376
CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,4.310268366632447
CN1C2CCC1CC(OC(=O)C1CCC(C(=O)Oc3ccccc3)(C3CC4CCC(C3)N4C)c3ccccc31)C2,4.43354583057662
CC(=O)OC1CCC2(C)C(CCC3C2CC(OC(C)=O)C2(C)C(C4=CC(=O)OC4)CCC32O)C1,4.995986729983481
C=C1C2CCC3C(CCC4C5(C)CCCC43C3OCCN3C5)(C2)C1O,5.234910653046904
O=CNc1ccc(S(=O)(=O)c2ccc(NC=O)cc2)cc1,3.076800304394901
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC=O)CC43O)C2)C1O,6.398840752005087
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,5.71383915634103
CNCCCC12CCC(c3ccccc31)c1ccccc12,3.966002423158862
COC1CC(OC2CCC3(C=O)C(O)(CCC4(C)C3(C)CCC3(C)C(C5=CC(=O)OC5)CCC34O)C2)OC(C)C1OC1CC(CO)C(O)C(O)C1O,6.826013513944777
CCC[N+]12C(O)C(CC)C3CC1C1N(C)c4ccccc4C14CC2C3C4O,4.868678522415836
COc1cc(O)cc(OC)c1O,3.753746431140159
CN1C2CCC1CC(OC(=O)Cc1cccc(Cl)c1)C2,4.291951663121839
CN1C2CCC1CC(OC(=O)Cc1ccc(Cl)cc1)C2,4.338007228184983
CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,3.8342515311579706
CC1OC(OC2C(O)CC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)OC2C)CC(O)C1O,6.258573662712705
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.643958460544811
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.631764386199617
Cc1ccccc1C(OCCN(C)C(=N)N)c1ccccc1,4.871283893456639
Cc1ccccc1C(OCCN(C)CC#N)c1ccccc1,4.866874863957356
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OCCC(C)C)cc12,4.748901561113544
O=C(NO)c1ccc(C(=O)NO)cc1,2.774100940899544
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,6.691225548811927
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],5.840531394320353
C[N+](C)(CCCCCCCCCC[N+](C)(C)C12CC3CC(CC(C3)C1)C2)C12CC3CC(CC(C3)C1)C2,3.697999575650672
CCCCCN(CCCCC)CC(O)c1cc2c(c3ccccc13)CCCC2,4.280582922697277
C[N+](C)(C)CCc1ccc([N+](C)(C)C)cc1,4.347087914070083
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(OC6CC(O)C(O)C(C)O6)C(OC6CC(O)C(O)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,6.508852266960013
COc1cc2c(cc1O)C1C(O)C(O)C=C3CCN(C2)C31,2.5164190596558047
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,6.621600416728926
COC1C=CC2=CCN3CCc4cc5c(cc4C23C1)OCO5,4.996152530275523
COC1C(C)OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C1O,6.599424848309625
CCN(CC)CCCOC(=O)c1cc(OC)c(OC)c(OC)c1,4.035302967070257
Cc1ccccc1OCC(O)CN1C(C)(C)CCC1(C)C,4.425434709251804
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,3.877063083246664
CC=C1CN(C)C2Cc3c([nH]c4ccccc34)C(=O)CC1C2C(=O)OC,4.54707779900252
CNC(C)C(O)c1ccccc1,3.4157259194822887
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,3.76161711971036
NC1=NC(O)C2C3OC4(O)OC(C(O)C2(N1)C4O)C3(O)C(O)C(N)C(=O)O,7.894671551155292
COC1C=CC2=CCN3CCc4cc(O)c(O)cc4C23C1,5.154337227291919
COC1C=CC2=CCN3CCc4cc(O)c(OS(=O)(=O)CC(=O)O)cc4C23C1,5.706977939796343
COC1CC=C2CCN3CCc4cc5c(cc4C23C1)OCO5,4.999087022625888
CN(CC[N+](C)(C)C)CC[N+](C)(C)C,3.405205443510809
N=C(CCN1C2CCC1CC(O)C2)NO,3.5227721943455728
COc1cc(C(=O)OCCCN2CCCCC2)cc(OC)c1OC,4.130225663970389
COc1cc(C(=O)OCCCN2CCOCC2)cc(OC)c1OC,3.928636491244396
O=C(OCc1ccccc1)c1ccc[n+](Cc2ccccc2)c1,4.483400417433207
C=C(CCC1(O)OC2CC3C4CCC5CC(OC6OC(C)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CC(OC6OC(C)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C5(C)C4CCC3C2(C)C1C)COC1OC(CO)C(O)C(O)C1O,5.813757416468008
Nc1ncnc2n[nH]cc12,3.1307517767651425
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)OC3C)OC2C)CC(O)C1O,5.953684001635273
Cc1cccc(CC(=O)OC2CC3CCC(C2)N3C)c1,4.206311463304594
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)CC(O)C1O,6.121770661490234
CC(=O)OC1C2CCC3C(C)(O)C4CC(O)C(C)(C)C4(O)C(O)CC13CC2(C)O,6.013388176090392
C[N+]1(Cc2ccc(Cl)cc2)C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccc(N)cc1)C2,4.993029522849079
CNC(=O)Oc1cccc(C(C)N(C)C)c1,4.869794763649818
CCCSCC(C)C1(C)OCC(COCN(CC)CC)O1,4.504485814472715
