curated_smiles,cat_intravenous_LD50
CC12CCC3C(CCC4(O)CC(O)CCC34C(=O)O)C1(O)CCC2C1=CC(=O)OC1,5.214511413700011
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.815120223685304
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,6.7615899839585865
CC12CCC(O)CC1=CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.463922136853452
CC1OC(C)(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,6.284057265897935
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(O)C5C(O)(C(O)C6OC)C(C(OC)C23)C14,3.096563307657657
CC12CCC3C(CCC4(OC5OC(CO)C(O)C(O)C5O)C=CCCC34C=O)C1(O)CCC2c1ccc(=O)oc1,6.90358604013771
CC1OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1O,6.308331689723552
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,6.3518307763539
CC12CCC(O)CC1(O)CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.734310784207699
COC1C(O)C(C)OC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C1O,6.601027315144485
COC1CC(OC2CCC3(C)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,6.45207229472207
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,5.386981305311652
Cn1c(C(=O)O)c(I)c(=O)c(I)c1C(=O)O,1.8528458180149967
Cc1ncc(CO)c(CN)c1O,2.4934219034666056
C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C,6.86838242262656
CC1OC(OC2CCC34C(=O)OC(CC5C3CCC3(C)C(C6=CC(=O)OC6)CCC53O)C4(O)C2)C(O)C(O)C1O,5.006297242412533
COC1CC(OC2CCC3(C)C(C2)CC2OC4CC(C5=CC(=O)OC5)C5(C)C(=O)C(O)C3C2C45O)OC(C)C1O,6.148182963093224
CC1OC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,6.704394979557241
CC12CCC=CC1=CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,5.328546717046104
CC1OC(OC2CCC3(CO)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,6.525580862166088
CC12CCC3C(CC=C4CC(O)CCC43CO)C1(O)CCC2C1=CC(=O)OC1,3.998330887587872
CC12CCC3C(CC=C4CC(O)CCC43C=O)C1(O)CCC2C1=CC(=O)OC1,5.301578705120598
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C13OC3CC2c1ccc(=O)oc1,5.825130749872816
OC(CS)CS,4.308896650211273
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)C1O,6.128122544825986
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.744241150026166
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1O,6.787003362075208
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)CC(O)C1OC1OCC(O)C(O)C1O,6.843966817682396
CCCC1CCCCN1,4.627471685906028
CC1OC(OC2CCC3(C=O)C4CC(O)C5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.775610751212257
CC12C(O)CC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.747787858015807
COC1CC(OC2CCC3(C)C(C2)CC2OC4CC(c5cc(O)co5)C5(C)C(=O)C(O)C3C2C45O)OC(C)C1O,5.48566122518311
COC1C(O)C(C)OC(OC2CC(O)C3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,6.195199555627031
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,1.7350298012955474
CC12C(O)CC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,6.067465564971633
COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,5.728481744197186
Cc1ncc(CS)c(CO)c1O,3.174331842724474
CC(=O)OC1C(c2ccc(=O)oc2)C2(C)CCC3C(CCC4(O)CC(O)CCC34C)C23OC13,6.360357649220631
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC(C)C1O,6.1959034196007226
CC12CCC(O)CC1CC(O)C1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.324471552235953
CC12C(O)CC3C(CCC4(O)CC(O)CCC34CO)C1(O)CCC2C1=CC(=O)OC1,5.847693964994746
CC1CC(O)C2(O)OC3CC4(C=O)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)CC3OC2O1,6.713588399409636
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.062290745460421
Cc1ccc(CC(=O)OC2CC3CCC(C2)N3C)cc1,4.135730389018887
CN1C2CCC1CC(OC(=O)Cc1ccccc1F)C2,4.141980949621943
O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.7796173526985275
CN1CCCC1c1cccnc1,5.096203877756767
COCc1c(CO)cnc(C)c1O,4.359852076244336
CC12CCC3C(CCC4=CC(=O)CCC43C=O)C1(O)CCC2C1=CC(=O)OC1,5.8548904311601815
CC[N+](C)(CC)CCCOc1ccc(OCCC[N+](C)(CC)CC)nn1,5.867545264980454
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7COC(=O)C7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,2.2615268214784963
CC(C)(O)C=CC(=O)C(C)(O)C1C(O)CC2(C)C3CC=C4C(CC(O)C(=O)C4(C)C)C3(C)C(=O)CC12C,5.758974938704522
CC1OC(OC2CCC3(C)C4CC(O)C5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.645548805504604
CC(=O)OC1CCC2(C)C(CCC3C2CCC2(C)C(c4ccc(=O)oc4)C(OC(C)=O)C4OC342)C1,5.914521539939117
CC(=O)OC1CCC2(C)C3CCC4(C)C(c5ccc(=O)oc5)CC5OC54C3CCC2(O)C1,5.668240702482248
CC(=O)OC1CCC2(C=O)C3CCC4(C)C(c5ccc(=O)oc5)CCC4(O)C3CCC2(O)C1,6.855207670900725
CC(=O)OC1CCC2(C)C3CCC4(C)C(c5ccc(=O)oc5)C(OC(C)=O)C5OC54C3CCC2(O)C1,6.444207929469243
CC1CCOS(=O)O1,2.8910497674395432
COC1C(OC(C)=O)C(C)OC(OC2CCC3(C)C(C2)CC2OC24C3CCC2(C)C(C3=CC(=O)OC3)CCC24O)C1OC(C)=O,5.842188702423407
Cc1ccc(CC(=O)OC2CC3CCC(C2)[N+]3(C)C)cc1,4.158981824697549
O=C(O)CS,2.7213111661373888
C[N+]1(CC(=O)c2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4.685397748631451
COP(=O)(F)OC,4.9312510145374855
CC12CCC3C(CCC4(O)CC(OC5OC(CO)C(O)C(O)C5O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,6.799067785092565
CC12CCC(O)CC1CCC13OC14CCC(C1=CC(=O)OC1)C4(C)CCC23,4.002930382434326
COC1C(O)C(C)OC(OC2CCC3(C)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C1O,6.598007978795701
CC12CC(O)C3C(CCC4(O)CC(O)CCC34CO)C1(O)CCC2C1=CC(=O)OC1,6.04606161876158
CC1OC(OC2CCC3(C)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.749072951379538
CC12CCC(O)CC1CC1OC13C2CCC1(C)C(C2=CC(=O)OC2)CCC13O,5.58250178666647
CC1OC(OC2CCC3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.800610171265394
O=C(O)CC1(CO)CCCCC1,4.6340336804196784
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,6.777412199638452
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(O)C(OC7CC(O)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,6.130062612383202
NC(=O)CN1CCCC1=O,1.152771304815015
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,6.448692409894644
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O,3.472992235457921
O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,3.7907176283372666
CC1CC(O)C2(O)OC3CC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CC(O)C54O)CC3OC2O1,6.084613645474036
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1OC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,3.701486715474739
CC(=O)OC1CC2(O)C3CCC4(OC5OC(CO)C(O)C(O)C5O)C=CCCC4(C=O)C3CCC2(C)C1c1ccc(=O)oc1,6.791463268970167
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,6.025493988440735
COC1C(O)C(C)OC(OC2C=C3CCC4C(CCC5(C)C(C6=CC(=O)OC6)CCC45O)C3(C)C(O)C2)C1O,6.282947556118391
CC12CCC3C(CCC4CC(OCCCCC=CCOOOO)CCC43C=O)C1(O)CCC2c1ccc(=O)oc1,6.638128452699806
COC1C(O)C(C)OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)C(=O)CC5(O)C4CCC3(O)C2)C1O,6.817099463217409
COC1C(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C(O)C1OC,6.586361472841549
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,6.209684830623429
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,6.843183047789758
CCC(OCCN(C(C)C)C(C)C)C(=O)c1ccccc1,4.686390456947674
CC12CCC3C(CCC4=CC(O)CCC43CO)C1(O)CCC2C1=CC(=O)OC1,5.828973011191159
O=C(CN1CCCC1)Nc1ccccc1,2.7661429227426604
CC(=O)OC1CCC2(C=O)C(=CCC3C2CCC2(C)C(C4=CC(=O)OC4)CCC32O)C1,5.360366862209053
CC12CCC3C(CCC4(O)CC(OC5OCC(O)C(O)C5O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,6.731847639001296
C[N+]1(C)CCOC(O)(c2ccc(-c3ccc(C4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,6.140451474226279
CC12CCC3C(CCC4(O)CC(OC5OC(CO)C(O)C(O)C5O)CCC34CO)C1(O)CCC2C1=CC(=O)OC1,6.754852680704719
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,4.169758973929788
CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,6.650519598774387
CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,5.999875352951028
CNCC12CCC(c3ccccc31)c1ccccc12,4.3968215643278015
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.404660496623002
CC1OC(OC2CCC3(C)C(CCC4C3CC(O)C3(C)C(C5=CC(=O)OC5)CCC43O)C2)CC(O)C1OC1CC(O)C(OC2CC(O)C(OC3OC(CO)C(O)C(O)C3O)C(C)O2)C(C)O1,6.612825303844105
CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1(O)CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,6.663277572465035
Cc1cccc(C)c1C(OCCN(C)C)c1c(C)cccc1C,4.3173235694711325
CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,3.051323890188562
CCN1C(=O)CC2(CCN(C)CC2)C1=O,5.021761776692585
CC1OC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)C(O)CC54O)C3)CC2OC2CC(OC3OC(CO)C(O)C(O)C3O)C(O)C(C)O2)CC(O)C1O,6.406351415794703
CC1OC(OC2C(C)OC(OC3CCC4(C)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)C3)CC2OC2CC(OC3OC(CO)C(O)C(O)C3O)C(O)C(C)O2)CC(O)C1O,6.44860842518158
CC12CCC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.182542075227909
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(c6ccc(=O)oc6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.815744503177619
CC1OC2OC3CC4CCC5C(CCC6(C)C(C7=CC(=O)OC7)CCC56O)C4(C=O)CC3OC2(O)C(O)C1O,6.690060737592681
CC1OC(OC2C=C3CCC4C(CC(O)C5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1O,6.783472404223265
CCC1OC(OC2C(C)OC(OC3C=C4CCC5C(CC(O)C6(C)C(c7ccc(=O)oc7)CCC56O)C4(C)CC3)C(O)C2O)C(O)C(O)C1O,6.807919831127619
CC12CCC3C(CCC4(O)CC(OC(=O)c5cccnc5)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,5.721802093017236
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C2OC(C)(C)OC2C1O,6.510912707050927
CC12CCC3C(CCC4=CC(=O)CCC43C=O)C1(O)CCC2c1ccc(=O)oc1,6.297194575146083
CC12CCC(O)CC1CC1OC13C2C(O)C(=O)C1(C)C(C2=CC(=O)OC2)CCC13O,5.9065135758680425
CC1C(=CC(=O)OCCN(C)C)CCC2C1C(=O)CC1C(C)(C)C(OC(=O)CC(C)(C)O)CCC21C,6.670465762937372
COc1ccc(C(=N)NCCS(=O)(=O)O)cc1OC,2.584821037308424
Cc1ncc(C[n+]2csc(CCOP(=O)(O)OP(=O)(O)O)c2C)c(N)n1,2.921145629107069
CC1CC2(N=CCS2)C2(O)OC3CC4(C=O)C(CCC5C4CCC4(C)C(C6=CC(=O)OC6)CCC54O)CC3OC2O1,6.610819061906989
CC12CCC3C4(CCC5(O)CC(O)CCC35C(O)O4)C1CCC2C1=CC(=O)OC1,3.780846944208193
CC12CCC3C(CCC4=CC(O)CCC43CO)C1(O)CCC2c1ccc(=O)oc1,6.324467535442951
CC1OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,6.447032954712496
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C2OC(C)(C)OC12,5.849235925529317
CC1OC2CC(OC3C(O)CC(OC4C(O)CC(OC5CCC6(C)C(CCC7C6CC(O)C6(C)C(C8=CC(=O)OC8)CCC76O)C5)OC4C)OC3C)OC(C)C2O1,6.332835270868279
CC1OC2CC(OC3C(O)CC(OC4C(O)CC(OC5CCC6(C)C(CCC7C6CCC6(C)C(C8=CC(=O)OC8)CCC76O)C5)OC4C)OC3C)OC(C)C2O1,5.876980595839477
COC1C(O)C(OC2CC(O)C3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,6.549296705764145
CC(=O)OC1CC2(O)C3CCC4CC(OC5CC(OC6CC(O)C(O)C(C)O6)C(OC6CC(O)C(O)C(C)O6)C(C)O5)CCC4(C)C3CCC2(C)C1C1=CC(=O)OC1,6.19938910375917
CC12CCC(OC3OC(CO)C(O)C(O)C3OC3OC(CO)C(O)C(O)C3O)CC1=CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.192598244536665
CC12CCC(OC3OC(CO)C(O)C(O)C3O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O,6.101977381542238
COC1C(O)C(COC2C(O)OC(C)C(O)C2O)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1O,5.843127462937417
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,6.827048504508245
CC1OC(OC2CCC3(C)C(=CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,6.565652757502128
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)OC(C)C1O,6.25098080709635
Cc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.053120955937999
CC12CCC3C(CCC4(O)CC(OC(=O)c5ccccc5)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,5.272296110240597
COC1C(O)C(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,7.01157293110079
CCC(=O)OC1CCC2(C=O)C3CCC4(C)C(C5=CC(=O)OC5)CCC4(O)C3CCC2(O)C1,6.253359693858945
NC(=O)CN1CCN(c2ccccc2)CC1,2.9430748579513377
CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.7281507932435645
CCN(CC)CCNCCC1(C)Oc2ccccc2O1,4.268571731974769
CC12CCC3C(CCC4(O)CC(OC(=O)CCl)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,5.660115792857968
Cc1ccc(=O)n(-c2ccccc2)c1,3.665641956806251
CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)N(C)CCN(C)C(CC)COC(=O)c1cc(OC)c(OC)c(OC)c1,5.394969723211752
CCN(CC)CCOCCC1(C)Oc2ccc(Cl)cc2O1,4.320596278441174
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(OC(C)=O)CC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.309864915683167
O=C(C=Nc1ccccc1)Nc1ccccc1,3.189389625243134
COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC3(C)C(c5ccc(=O)oc5)C(O)CC43O)C2)C1O,6.711719126391119
COC1C(O)C(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43OC(C)=O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.042492055190512
COC1CC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1OC1OC(CO)C(O)C(O)C1O,6.3706419620694925
CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C(O)C(O)C1O,5.592052491564723
