curated_smiles,mouse_intraperitoneal_LD50
CC(=O)NC(C(=O)O)C(C)(C)S,2.6795459941155864
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,2.739166886746054
Cc1cc(C(=O)NNCc2ccccc2)no1,3.374106380516854
O=C(O)c1ccc([Hg+])cc1,4.1095178021694245
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,3.314696541881485
O=NN1CCOCC1,3.2587270531757486
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,3.486999747212214
c1ccc(CC2=NCCN2)cc1,3.060714498310617
Nc1ccc(N=Nc2ccccc2)cc1,2.9939672000475874
S=C(N=Nc1ccccc1)NNc1ccccc1,3.1077762189208227
CN(C)c1ccc(N=Nc2ccccc2)cc1,2.991023717461652
NC(Cc1ccc(O)cc1)C(=O)O,2.0967686196521247
NCCc1ccc(O)cc1,2.2860387815035828
NCCS,2.4448942105685827
OCCS,2.59182117904674
C[N+](C)(C)CCCCCC[N+](C)(C)C,3.3437411524812664
CCOCC,1.4861376223388434
CCCCCC=CCC=CCCCCCCCC(=O)O,3.000700510118191
CNN,3.1936868655402177
CC(N)=O,1.7713522662078984
CNC(=O)CSP(=S)(OC)OC,3.707121457254578
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.199813449236383
Cn1cc[nH]c1=S,2.3585934083531668
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.881855790409259
Cc1cc(=O)n(-c2ccccc2)n1C,2.399627578845858
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.3052015135879125
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,3.268435030642169
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.628295087271761
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.9697685834609926
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.448339100855758
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.110108033388563
COc1ccc(OC)c(C(O)C(C)NC(C)C)c1,3.3318251874436706
COc1ccc(OC)c(C(O)C(C)N)c1,3.423500872142111
CN(C)CCc1c[nH]c2ccccc12,3.602692491628672
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,2.240749715599429
O=C1NCCN1c1ncc([N+](=O)[O-])s1,2.988408950614792
Cc1cccc(Nc2ccccc2C(=O)O)c1C,3.2710547397052268
CN1C(=O)Cc2ccccc21,2.097063483343249
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,3.2778505492713523
Nc1nc2cc(Cl)ccc2o1,3.226813778008575
Nc1nnc[nH]1,2.623673037739571
CNCC(=O)c1ccc(O)c(O)c1,2.302930084345157
O=C(O)c1ccc([N+](=O)[O-])cc1,2.2785457548220838
CNCCc1ccc(O)c(O)c1,2.8969211913174235
CC(=O)O[Hg]c1ccccc1,4.413351355252838
CCOc1ccc(NC(C)=O)cc1,2.52099028991018
CCOS(C)(=O)=O,2.455495944806874
CC(=O)OC(C)C[N+](C)(C)C,3.280976475813053
CC(N)=S,2.39872681617582
NC(N)=S,2.8815216005856352
CC(C)(N)C(=O)O,2.1382858524778525
CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,5.228064350887362
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,3.507004104247049
COP(=O)(OC)OC=C(Cl)Cl,4.001922427100166
O=C(O)CF,4.0600074028500295
CN(C)N=O,3.590964959884455
CC12CCC3C4CCC(=O)C=C4CCC3C1CCC2OC(=O)CCc1ccccc1,2.609131056963633
CNC(=O)Oc1cccc2ccccc12,3.9057419273916008
COc1cc(NC(C)CCCN)c2ncccc2c1,3.392701976879909
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,3.392778965602229
Nc1ccc(S(N)(=O)=O)cc1,4.537085840506346
NC(Cc1ccccc1)C(=O)O,2.0967575561157177
NC(=O)NC(=O)Cc1ccccc1,2.0605540669119127
Cc1cccc(NC(N)=O)c1,2.445832716142204
CNC(=O)Oc1cccc(C(C)C)c1,4.794748819385292
NCCc1ccccc1,2.8928604462466474
NC(=O)Nc1ccccc1,2.10872453951815
Cc1ccc(CC(C)N)cc1,4.094695264111162
CCO,1.940774862777357
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.3717654583202807
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.082604470708852
CCC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,3.7878634735195895
CCC(C)C(C)(COC(N)=O)COC(N)=O,2.703253985679712
O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,3.848460081482248
CCC1(C)CC(=O)NC(=O)C1,3.792943313301432
O=C(O)CI,3.394330248189363
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.6908176809223856
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.3973348321539785
CCN(CC)CCOc1ccc(C2=C(c3ccccc3)Cc3cc(OC)ccc32)cc1,3.223842623529808
CCn1cnc(C(=O)NC)c1C(=O)NC,2.9802864698888087
CCC(c1ccc(O)cc1)C(C#N)c1ccc(O)cc1,3.458561500695073
Cc1ncc(CO)c(C=O)c1O,2.5814921403018145
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,4.7082746942143565
Nc1ccc(C(=O)O)c(O)c1,1.578155305102011
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,2.2685985607176407
CC(CNN)c1ccccc1,3.152133201350185
O=c1cc[nH]c(=O)[nH]1,1.8697201920406263
COS(C)(=O)=O,2.786648907718641
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.533064868196328
CC[N+](CC)(CC)C1CCC2(C)C(CCC3C2CCC2(C)C3CCC2[N+](CC)(CC)CC)C1,4.765918364649078
CC[N+](CC)(CC)CC,3.38539120075365
CC[N+](C)(CC)C1CCC2(C)C(CCC3C2CCC2(C)C3CCC2[N+](C)(CC)CC)C1,5.054204823160268
O=[N+]([O-])c1cccc(O)c1[N+](=O)[O-],2.9640403056242755
O=C1NC(=O)C(C(c2ccccc2O)C2C(=O)NC(=O)NC2=O)C(=O)N1,2.838972061934765
CC12CCC([N+](C)(C)C)CC1CCC1C2CCC2(C)C1CCC2[N+](C)(C)C,4.790634655988198
c1cnc2c(c1)ccc1cccnc12,3.3807176232753173
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.567684183601547
COc1ccc2[nH]cc(CCN)c2c1,2.978546271815768
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,2.979468251405171
Cc1ccccc1OCC[N+](C)(C)C,4.033195825123681
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,3.329734839004861
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,2.875369985268502
C[N+](C)(C)CCO,2.3834661853208265
Cc1cc(C)[nH]n1,2.2269976397771694
O=C1CC(=O)NC(=O)N1,2.4042136757886903
CO,0.4737055819248356
CC(C)O,1.127858471866553
CC(C)=O,1.651086631607957
ClC(Cl)Cl,2.2824362520023684
ClC(Cl)(Cl)C(Cl)(Cl)Cl,1.721059129500636
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,3.6427756001970057
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,3.583585663600984
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,3.451524570269604
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,4.008598841200804
CN(C)C=O,2.05097431379412
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,2.2780855242180515
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.4009595413889024
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,3.0953269943881145
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,3.6004601809296424
O=c1nc[nH]c2nc[nH]c12,2.2588415334505068
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,3.325561270554778
CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,4.12069069123395
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.6916188224893776
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,3.761661139777064
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,4.6471497839839415
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.9094587077313343
O=C(O)c1ccccc1O,2.5522172287585767
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,2.025277200090419
O=C(O)c1cc(SSc2ccc([N+](=O)[O-])c(C(=O)O)c2)ccc1[N+](=O)[O-],2.280024293356469
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.070510103873398
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,1.990779566481047
O=c1[nH]c(=O)c2[nH]cnc2[nH]1,2.4831963273172675
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,2.185804246623717
COc1ccccc1OCC1CNC(=O)O1,2.4456586812432106
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,1.8833760766204253
O=C1CCCN1CC#CCN1CCCC1,4.837354815877494
CN(N=O)C(N)=N[N+](=O)[O-],3.3480510225695115
CCS(=O)CC,1.6281436121289496
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.308465165398998
O=C(O)CC(S)C(=O)O,2.87550980265094
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,2.5234158524351424
Cc1ccc(S(N)(=O)=O)cc1,2.8356170205055955
CCC(=O)c1ccc(N)cc1,3.270658459920237
CCC(=O)c1ccc(O)cc1,2.8755734287621704
CCCO,1.2839955445699038
Nc1cc[nH]c(=O)n1,1.6989856402195112
CCCCO,2.465119271699336
CCCCCO,1.958450582369096
c1ccccc1,2.361249960341554
CC(Cl)(Cl)Cl,1.7155770877827832
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,2.4110941948212727
COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)CC(O)C7(O)C(CN8CC(C)CCC8C7(C)O)C6(O)CC53OC24O)cc1OC,5.698197238150095
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.2925684419392
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.5153788100977343
CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.339487710189144
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,3.6023789718983945
CC(C)OP(=O)(OC=C(Cl)Cl)OC(C)C,3.550516845818815
CC(C)COP(=O)(OC=C(Cl)Cl)OCC(C)C,3.5814063083681527
