curated_smiles,man_oral_TDLo
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,4.845464422637603
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc(S(C)=O)cc1,3.0166655088329373
O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,4.831731276599269
CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,4.959587285234159
CC(C)(C)NCC(O)COc1cccc2c1CC(O)C(O)C2,5.733892623036136
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,4.589020506032004
CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,5.74067124359363
CCOP(C)(=O)SCCN(C(C)C)C(C)C,7.825060806251622
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,2.236477331400454
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,5.3399058271621085
O=C(NCc1cccnc1)Nc1ccc([N+](=O)[O-])cc1,4.09256753989733
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,6.567906432835951
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,4.2599745241803655
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,4.648380506317879
NCCCNCCSP(=O)(O)O,4.289481520889632
CC=CCC(C)C(O)C1C(=O)NC(CC)C(=O)N(C)CC(=O)N(C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)N(C)C(CC(C)C)C(=O)NC(C)C(=O)NC(C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(CC(C)C)C(=O)N(C)C(C(C)C)C(=O)N1C,4.925223193073758
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,3.945071750445675
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,4.708900966694372
Cc1cc(CC(=O)O)n(C)c1C(=O)c1ccc(Cl)cc1,5.309954817923845
COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,3.9136635599981338
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,5.183758607101958
O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,5.471363419783006
CP(=O)(O)CCC(N)C(=O)O,2.513692608580328
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,5.721805341016035
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,3.846756065873252
Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,4.129649194261035
CC(C)(N)Cc1ccccc1,5.018844281367817
CN(C)CCC=C1c2ccccc2COc2ccccc21,5.893531760358847
CCOC(=O)CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,5.178599273182937
COC(=O)CC(SP(=S)(OC)OC)C(=O)OC,2.585029967241581
NC(CCC(=O)O)C(=O)O,4.614911384778586
CN/C(=N\C#N)NCCSCc1[nH]cnc1C,4.946087905654704
CC(C)(N)c1ccco1,5.635105723956019
Nn1cnc2cc3ccccc3cc2c1=O,5.266697032308304
CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,4.871481746229464
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,3.219253047199324
