curated_smiles,mouse_unreported_LD50
Cc1ccccc1,1.6634229256467017
NC1CCCCC1,2.364877126087711
CC(C)OCCO,1.92074509136148
CCCCCl,1.2182775451726064
O=C(O)C=CC(=O)O,1.365757463360515
CCOCCO,1.191477712334268
CCCCCCC(C)=O,1.9038188540413008
NCCNCCN,2.0267774867514734
OCCOCCO,0.9019496928086758
CCCCOCCO,2.0513399869009468
CCOCCOCCO,1.2733655621579925
CCCCOCCOCCO,1.4283731164940017
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,1.6321677698764685
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,5.769097346815188
ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.295502331260264
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.1043686628511145
CCNC(=O)CSP(=S)(OC)OC,2.8420562140500354
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,1.7465941699517078
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.944961448120461
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.770754899242308
CN(C)C(=O)OC1=CC(=O)CC(C)(C)C1,3.1487280721278346
CCCCCCCCCCCCCCCC[n+]1ccccc1,3.38327665040765
Nc1ccc(O)cc1,2.162874932525014
Oc1ccc(O)cc1,2.8657433918851543
O=c1ccc(=O)[nH][nH]1,1.0166181822829596
CNC=O,1.7013143996001432
CCC1(c2ccccc2)C(=O)NCNC1=O,2.80748727453844
CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(=C(C)O)C(=O)C12C,3.0745629904388414
O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,2.783294536377939
CCCCOP(=O)(OCCCC)OCCCC,2.346219274640242
CCOP(=O)(OCC)SCCSCC,4.664012033636762
CC(Cl)(Cl)C(=O)O,1.592949015047467
CN1C(=O)OC(C)(C)C1=O,1.8193073470948944
COC(=O)c1ccccc1C(=O)OC,1.455709003175136
O=Nc1c(O)ccc2ccccc12,2.6364151735214616
O=C1C2CC=CCC2C(=O)N1SC(Cl)(Cl)Cl,3.338101221210606
O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,2.59705423850098
CC(Cl)(Cl)C(=O)OCCOc1cc(Cl)c(Cl)cc1Cl,2.6040258133593053
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,3.121180532614622
CN(C)C(=S)SSC(=S)N(C)C,2.32031610387841
CNC(=S)S,2.575362078941668
O=CO,1.2650537885040145
ClCCCCl,1.4967259767599406
CCCNCCC,2.5000004930127413
N#C[Na],3.690266979462497
O=C(CBr)N1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,2.8110217323808664
O=C(CCl)C1CCN(C(O)(c2ccccc2)c2ccccc2)CC1,2.758222830403816
O=C(CI)N1CCC(C(O)(c2ccccc2)c2ccccc2)CC1,2.860642405195392
CNc1ccc(O)cc1,3.488392057233102
C1CN1,3.4580735291331157
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.058810038209944
O=NN(CCCl)C(=O)NCCCl,3.707269999632301
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.058576199150295
CCOP(=S)(OCC)SCCSCC,4.775646850041661
CNC(C)Cc1ccccc1,3.28296792856489
CC(N)Cc1ccccc1,4.186526140640471
OC(O)C(Cl)(Cl)Cl,2.289124456597943
FC1(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C1(F)F,1.1761608158048795
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.691455668216621
CCOP(=O)(OC=CCl)OCC,4.066781537467973
Cc1ccccc1-n1c(C)nc2ccccc2c1=O,2.3015525716925134
CN(C)S(=O)(=O)F,2.9028850827739867
CC[Si](F)(F)CC,3.274598640201689
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,2.0339287981955247
CNNCc1ccc(C(=O)NC(C)C)cc1,2.224415332528132
NCC(F)(F)F,2.318269449593284
O=S(=O)(OCCF)OCCF,3.831977123944063
COC(=O)C(O)=CF,3.176377075518668
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,1.0696750601904854
O=C(O)C(O)=CF,3.122428876155531
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,3.3083295963173978
O=C(O)C1CSCN1,2.6472916673835662
CC(=O)OC1CC2(O)C3CCC4CC(OC(=O)CCCCCCC(=O)NC(CCCNC(=N)N)C(=O)O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,6.277000317022045
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2c1ccc(=O)oc1,6.733138878458829
CC12CCC(O)CC1(O)CCC1C2CCC2(C)C(c3ccc(=O)oc3)CC3OC312,6.420775197881822
CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,5.5944755940502535
CC12CCC(O)CC1(O)CCC1C2CCC2(C)C(c3ccc(=O)oc3)CCC12O,6.596199160421497
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,2.483844802473168
Cn1c(=O)c2ncnnc2n(C)c1=O,3.9849006910540847
CC1CCCC(C2CN=C(N)N2)C(=O)OCC(C)CCCC(C2CN=C(N)N2)C(=O)OC1,3.808677726079544
c1cncc(C2CCCCN2)c1,3.619082623037104
O=C(NN=C1C=CC(=NO)C=C1)c1ccccc1,3.38246732201583
O=C1CC(=O)NC(=S)N1,2.2402751798905705
OCCCO,0.8427359594233825
CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C=C12,6.093906143533275
C=C1C2CC3(C1O)C1CC4C5(C)CCC(O)C4(C1N(CC)C5)C3CC2=O,3.400980412834439
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.649410989217756
COP(=O)(OC)OC,2.4139668713166373
COc1cc(OC)c2c(OC)c3ccoc3nc2c1OC,3.160298922065857
CN1CSC(=S)N(C)C1,2.397359670929012
Cc1ccco1,2.136202486253268
Nc1cc([As](Cl)Cl)ccc1O,3.76129212035008
NC(N)=NOCCC(N)C(=O)O,2.944916749629487
CC(C)=CCNC(=N)N,1.464969892573515
CCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,5.750873814466384
CN1CC(CO)=CC2c3cccc4[nH]cc(c34)CC21,3.0590497395909138
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,2.263932627599384
CN(C)CCC=C1c2ccccc2CCc2ccccc21,3.540033690886581
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C13OC3CC2c1ccc(=O)oc1,5.825130749872816
ON=C(c1ccccc1)c1ccccc1,2.546800361228512
OC(CNCCCl)C(O)C(O)C(O)CNCCCl,3.581497388248035
CCCOC(=O)Cn1cc(I)c(=O)c(I)c1,3.1731959840638195
N#CO,2.0316608876716358
Nc1cccc(O)c1,2.6857536778053515
O=C(O)CCCO,1.7164415928308243
CCOP(=O)(Oc1ccc([N+](=O)[O-])cc1)SCC,4.163258304891918
CC(=NO)c1ccccc1,2.4776549480272467
O=C(O)C(Cc1ccccc1)C(=O)O,3.112126656825691
c1ccc(Cc2nc3ccccc3[nH]2)cc1,3.3186142053651726
CC(=O)C=Cc1ccco1,2.7995638945250523
Nc1ccc(N)cc1,2.514174435323699
N#Cc1cccc(C#N)c1,2.3688838253832776
COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,4.049692127112212
O=[As]c1ccccc1,4.946625472492369
CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,2.2089820961200317
CCSCCSP(=S)(OC)OC,3.835265931802401
CCOP(=O)(OCC)OP(=S)(OCC)OCC,5.6409879839759
NOCC(=O)O,2.4253301549066726
O=Nc1ccc(O)cc1O,2.745418341943429
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.704636037195724
COP(=S)(OC)SCN1C(=O)c2ccccc2C1=O,3.927477126808833
OOC1CCCc2ccccc21,2.8174437236288545
CC1(CCl)COC1,2.3652683341671934
CC1(C)CC(=O)CC(C)(C)N1,2.492036427291113
CCC(C)(C(=O)O)c1ccccc1,2.2843722571156637
O=C(O)C12CC3CC(CC(C3)C1)C2,2.4777167947454752
COc1cc(CCN)cc(OC)c1OC,2.908178823845235
OCc1ccc(Cl)cc1,1.8988013348594115
O=C(O)C12CC3CC(CC(F)(C3)C1)C2,2.121093457673521
O=C(C=Cc1ccco1)C=Cc1ccco1,1.9059783783435729
CCOC(=O)CSP(=S)(OCC)OCC,2.521278444190661
C#Cc1ccc(C#C)cc1,1.4477022816703542
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,4.070729019417819
CN(C)C(=O)C(c1ccccc1)c1ccccc1,2.5338773247365927
CCC(C(=O)O)c1ccc(-c2ccccc2)cc1,2.839178141444706
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(=O)OC(C)C,2.108790011951181
CCOc1ccc(Cc2nccc3cc(OCC)c(OCC)cc23)cc1OCC,3.1200241350229305
COC(=O)NP(=O)(OC)OC,1.5637183399656776
NCCC(S)C(=O)O,1.6868933471292744
C[N+](C)(C)CCCl,2.340369742979006
CC(C)(CC(=O)O)c1ccccc1,2.0606515456273065
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,3.8299709655008174
Clc1ccccc1N1CCN(Cc2cccc3ccccc23)CC1,2.527457179703207
Clc1ccc(N2CCN(CCc3cccc4ccccc34)CC2)cc1,2.3690834454615306
COc1ccc2oc(CN3CCN(c4ccc(Cl)cc4)CC3)cc2c1,2.3763980930894424
COc1ccc2oc(C)c(CCN3CCN(c4cccc(Cl)c4)CC3)c2c1,2.2843258136736067
COc1ccc2oc(C)c(CCN3CCN(c4ccc(Cl)cc4)CC3)c2c1,2.6311132998982627
CCOC(=O)CSP(=S)(OC)OC,2.157428322683013
CCCC(CCC)C(=O)O,1.9285585014712536
C=CC1CNC(=S)O1,2.010838182612657
COc1ccc(CC(C)N)c(OC)c1OC,3.2735568135298365
COc1cc(CC(C)N)cc(OC)c1OC,2.9377647116066434
CN1CCc2cc3c(c4c2C1CC41C=CC(=O)C=C1)OCO3,4.857535472834459
CCCCN(CC)C(=O)SCCC,2.433185049043099
CNC(=O)Oc1cccc(C)c1,2.786625247106352
CCSC(=O)N(CC)C1CCCCC1,1.9714412397029732
Clc1ccc(SSc2ccc(Cl)cc2)cc1,1.9811176154660104
O=C(NC(Cc1ccccc1)C(=O)O)OCc1ccccc1,3.076470720605088
CCN(CC)CCCNCCc1cc(Cl)c2cccnc2c1O,2.5623950241614186
Cc1onc(-c2ccccc2)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.1564669399730574
COc1ccc2c(c1)c(CCN1CCN(c3ccccc3)CC1)cn2Cc1ccccc1,2.327947132642136
COc1ccc2c(c1)c(CCN1CCN(c3ccc(Cl)cc3)CC1)cn2Cc1ccccc1,2.548834305409408
ON=C(C1CC1)C1CC1,2.454051045368788
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,4.013299933081775
COc1ccccc1N1CCN(CCCC(=O)c2ccc(F)cc2)CC1,3.648897666424626
CCCCOCC1(COCCCC)COC1,2.095212717433635
CNC(=O)Oc1cccc2c1OC(C)(C)C2,4.645925052351627
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C(C)C)c1,2.540232751862294
CC(N)CC1CCS(=O)(=O)C1,2.199414772118238
NCCC1CCS(=O)(=O)C1,1.8326206652891792
Cc1c2c(c(O)c3c(O)cccc13)C(=O)C1(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C1C2,4.131411773883344
N#Cc1cc(I)c(O)c(I)c1,6.207546560766136
Clc1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,3.3168126782751663
COC(=O)c1c(Cl)c(Cl)c(C(=O)OC)c(Cl)c1Cl,1.9770255611353047
COc1c(Cl)ccc(Cl)c1C(=O)O,2.499370867111967
CC(C)N(C(=O)CCl)c1ccccc1,2.839983019532619
Clc1cccc(C(Cl)(Cl)Cl)n1,1.870261739797084
CC(CCc1ccccc1)C(=O)O,2.3985032501607413
C#CC(C)OC(=O)Nc1cccc(Cl)c1,4.159254680625861
CC(C)(CO)C(O)C(=O)NCCC(O)C(=O)O,2.0682782142211305
CC(C)(CO)C(O)C(=O)NCC(O)CC(=O)O,2.0806874722029503
CC(C)C(C(=O)O)c1ccc(Cl)cc1,2.7975187853261008
CC(O)(C(N)=O)c1ccccc1,1.962716506162033
S=C1NC(=S)C(c2ccccc2)(c2ccccc2)N1,3.5508533483445914
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C=O)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,5.153011215045346
C#CCN(C)C(C)Cc1ccccc1,3.488962709382959
CCOC(=O)CSP(=O)(OC)OC,2.3497268869558416
COc1cc2c3c(c1OC)C1(C=CC(=O)C=C1)CC3N(C)CC2,3.4141108629972545
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,1.8657819861608225
ON=C1c2ccccc2-c2ccccc21,2.542338506066129
CN(C)C(=O)NC1CCCCCCC1,2.820223359815031
CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,2.436452641320608
CCN(CC)c1ccc(N)cc1,2.7130835464280594
CCSC(=O)N1CCCCCC1,2.536159824386681
COP(=O)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.3377420430074607
O=C(O)CCCCc1ccccc1,2.215553505613049
Clc1ccc(SN=Nc2cc(Cl)c(Cl)cc2Cl)cc1,2.0695114661738008
CNC(=O)C(C)SCCSP(=O)(OC)OC,3.824932166114933
CCOP(=S)(Cl)OCC,2.4005172670932677
CCOP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.7476396426541885
COP(=S)(OC)Oc1ccc(C#N)cc1,2.528673930062946
CCS(=O)CC(C)SP(=O)(OC)OC,3.467578910801956
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,2.040156771536514
C#CCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,2.582066354734428
C#CCN1C(=O)N(C)C(=O)C1(CC)c1ccccc1,2.741304125597172
CCN(CC)CC#CCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O,3.2361210623856653
CN1CCCC1c1cccnc1,5.795173882092786
CCCCCCCCCCCC(=O)OCCF,3.886430794039213
CC=Cc1cc(OC)c(OC)cc1OC,3.0730869401531797
COc1cc2cc(C(=O)O)cc(O)c2c(OC)c1OC,2.132696919738163
CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,3.807805532270624
CCNc1ccc(NCC)cc1,3.671442622062216
C1CCC(NC2CCCCC2)CC1,2.916030215052352
COC(=O)NS(=O)(=O)c1ccc([N+](=O)[O-])cc1,1.716382350697673
COC(=O)NS(=O)(=O)c1ccc(N)cc1,1.6632202034970929
O=C(Oc1ccc(C2CCCCC2)cc1)c1cccnc1,2.1068319566458205
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.653615255746015
CC[N+](C)(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,3.0218020987039624
CC(C)C(C(=O)O)c1ccccc1,2.174342800127256
COc1ccc(C(=O)CCCN2CC=C(c3ccccc3)CC2)cc1,3.5256239122075006
C#CC(OC(N)=O)c1ccccc1,2.845561866917228
ON=C1CCCC(=NO)C1=NO,2.589939451768412
CS(=O)(=O)N(SC(Cl)(Cl)Cl)c1ccc(Cl)cc1,1.851374552821419
CN(C)C(=S)S[As](SC(=S)N(C)C)SC(=S)N(C)C,2.525132554576789
CC1(c2ccccc2)CC(=O)N(CN2CCOCC2)C1=O,3.1588854416497
NC(=O)C(O)C(O)C(O)C(O)C=O,0.9848759590860992
CCOP(=S)(Oc1ccc(Cl)cc1Cl)c1ccccc1,3.022069529154841
C[N+](C)(C)CC1(COc2ccccc2Cl)COC1,4.187103916089639
CC[N+](C)(CC)CC1(COc2ccc(Cl)cc2)COC1,4.108074087018103
O=C(NNCS(=O)(=O)O)c1ccncc1,2.3909219601245346
C[N+](C)(C)CC1(COc2ccc(Cl)cc2)COC1,3.955495329184127
C[N+]1(CC2(COc3ccc(Cl)cc3Cl)COC2)CCCCC1,4.56046039556942
CC(C)(N)CSS(=O)(=O)O,2.364715114522028
CC(=O)C(C)Cl,2.119076587032781
CCCC[Sn](=S)CCCC,4.043051020387008
Cc1ccc(S(=O)(=O)NCC(=O)CCl)cc1,3.1168235095044947
CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,2.1089018986751764
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,3.171380688361688
CC(C)=C(C(=O)O)c1ccccc1,2.0155939528450677
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)/C=N/NC(=O)c2ccncc2)OC(CO)C(O)C1O,3.9322525543176985
ON=C1C2CC3CC(C2)CC1C3,2.2638621636786214
O=C(O)CCCNC(=O)OCc1ccccc1,2.1933717857342336
O=S(=O)(O)c1ccc(Cl)cc1,1.3630216669970692
CCC1(c2ccccc2)NC(=S)NC1=S,3.528485128336196
O=C(O)CS,4.050535362439967
O=C1CCC(=O)N1SC(Cl)(Cl)Cl,2.520296586488783
CN1CCN(CCCSn2c3c(c4ccccc42)COCC3)CC1,2.4380925903648127
COc1ccc(C=C2COc3cc(OC)ccc3C2=O)cc1,2.471763896245201
CC(C)(Cc1ccccc1)C(=O)O,2.3817515240666216
CCC(Cc1ccccc1)C(=O)O,2.22241199110506
CCC(CC(=O)O)c1ccccc1,2.3770816459331368
O=c1[nH]cc(CN(CCF)CCCl)c(=O)[nH]1,4.30046156664798
COc1cccc2c(=O)c3c([nH]c12)CCCCC3,3.386152818896957
CC1=NC(=S)N=N1,2.553948284153221
CN(C)CCc1ccc(O)cc1,3.161199821781474
CC(=CC(=O)O)Cc1ccccc1,2.4364962089099693
O=P1(N(CCCl)CCCl)NCCCO1,2.7355473374732666
C=CC(O)CC#N,2.7568463369537226
O=[As]c1ccc(CCCC(=O)O)cc1,3.881287252781235
OCCc1cccnc1,2.7894220528970832
Cc1cc(N=Nc2ccc(N=Nc3ccccc3)cc2)ccc1O,2.2297411499591657
CC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)C(=O)c1ccccc1,3.674994255007546
COP(=O)(NC(=O)OC(C)C)OC,1.6256293085689917
COc1ccc(OC)c(NN=C2C(=O)C=Cc3ccccc32)c1,1.886965651243728
C=CCN(CC=C)c1c(C)cc(OC(=O)NC)cc1C,3.757085888511052
O=c1[nH]cc(CN(CCCl)CCCl)c(=O)[nH]1,4.425090570176213
CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,3.0411674264607647
CC(CC(=O)O)Cc1ccccc1,2.4184743310913617
CC(C)(C)N,2.28665721827239
O=C1c2ccccc2CCC1CN1CCCCC1,3.255897582084519
O=C1c2ccccc2CCC1CN1CCOCC1,2.8712225567597067
CC1C(=O)N(C)C(=O)N(C)C1=O,1.6868098502347182
CC(C)C1C(=O)N(C)C(=O)N(C)C1=O,2.0418793486199784
CCC1C(=O)N(C)C(=O)N(C)C1=O,2.2652778370341102
CCCCC1C(=O)N(C)C(=O)N(C)C1=O,2.326845652765201
CCC(C)C1C(=O)N(C)C(=O)N(C)C1=O,2.326845652765201
CN1C(=O)C(C2CCCCC2)C(=O)N(C)C1=O,2.656941046190734
Cn1c(O)c(-c2ccccc2)c(=O)n(C)c1=O,1.888813898075463
CC(C)(N)CSP(=O)(O)O,2.392544542490632
S=C1SCC2CSCCN12,3.1356913522510546
CS(=O)(=O)OCC(OS(C)(=O)=O)C(O)C(O)C(COS(C)(=O)=O)OS(C)(=O)=O,2.3324735884832783
CN1CCN(C(CO)c2ccc(F)cc2)CC1,2.5989837266421554
O=C(c1ccccc1)N1CCCCC1c1cccnc1,2.465924540794212
O=C1OC(=C2C(=O)Oc3ccccc32)C(O)=C1c1ccccc1,3.4861087125497767
c1ccc2c(c1)CCN2CCc1ccncc1,2.7710592303051533
COP(N)(=O)SC,3.718261731861584
Cc1cc2c(cc1C)C(=O)C(CN1CCCCC1)CC2,3.035676235407488
