curated_smiles,dog_oral_LDLo
O=S(=O)(Oc1ccc(Cl)cc1Cl)c1ccccc1,2.689288804162434
C=CCc1ccc(O)c(OC)c1,2.5164137279648737
CN(C)C(=S)SC(=S)N(C)C,3.318849781209405
CCN(CC)C(=S)SSC(=S)N(CC)CC,1.9280328129890147
O=[N+]([O-])c1ccccc1,2.21523559559868
O=[N+]([O-])c1cccc([N+](=O)[O-])c1,2.4474371309510343
NNc1ccccc1,2.732972433435436
ONc1ccccc1,3.560814941197052
Nc1ccc(Cc2ccc(N)cc2)cc1,2.8201335614453678
CC(=O)Nc1ccccc1,2.431897457466571
CC(=O)Nc1ccc(O)cc1,1.878421252733793
c1ccoc1,2.463771792601859
COc1cc(-c2ccc(N)c(OC)c2)ccc1N,2.609761550200555
CC(O)CCl,2.6745901960429714
ClC(Cl)=C(Cl)Cl,1.6176135849380748
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,3.759525826058193
C=CCOC(=O)c1ccccc1C(=O)OCC=C,2.488307415251027
O=CO,1.06093380584809
ClCCCCl,1.5759072228075652
O=C(O)C(=O)O,1.954406545261005
CC(=O)NS(=O)(=O)c1ccc(N)cc1,1.4278227353459096
CCOc1ccc(NC(N)=O)cc1,2.255771656800248
CN(C)CCN(Cc1ccccc1)c1ccccn1,4.0454335371428245
O=NN(CCCl)C(=O)NCCCl,4.631549285694182
CC(C)CC1NC(=O)C(NC(=O)c2ncccc2O)C(C)OC(=O)C(c2ccccc2)N(C)C(=O)C(C)NC(=O)C(C(C)C(C)C)N(C)C(=O)CN(C)C(=O)C2CC(O)CN2C1=O,2.944001226845843
CNC(C)Cc1ccccc1,4.173876510158787
CC(N)Cc1ccccc1,4.324828838806752
OC(O)C(Cl)(Cl)Cl,2.218543382312236
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.422857840157366
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,4.99746581640154
CC(C)NCC(O)COc1cccc2ccccc12,3.334703331728984
CC12CCC(CC1=O)C2(C)C,2.2794302301138525
CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,5.656712123283214
CCC(C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,3.288267115810373
c1cncc(C2CCCCN2)c1,3.5111772257275846
CC(=O)OC1CC2(O)C(CCC3(C)C(c4ccc(=O)oc4)CCC32O)C2(C)CCC(OC3OC(CO)C(O)C(O)C3O)C=C12,2.6167848888136125
CC(C)C12C=CC(C)(CC1)OO2,2.8279789252895178
CCOC(O)C(Cl)(Cl)Cl,2.2074032026975283
C=CCC(C(=O)NC(N)=O)C(C)C,2.7882603130086543
CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,3.8594670472874566
CN(C)c1ccc([C+](c2ccc(N(C)C)cc2)c2ccc(N(C)C)cc2)cc1,2.571168247140418
CN(C)CCC=C1c2ccccc2CCc2ccccc21,3.1420936822145435
CC(=O)O,3.664584123620259
O=C(O)O,2.1904997796334884
C[Bi](C)C,3.0376231060490837
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,5.590811380363814
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,1.92648478681208
O=P(c1ccccc1)(c1ccccc1)c1ccccc1,2.7455291570338134
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1CC1C2N1C,4.542027035194532
CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C,2.6010972730003794
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,4.882531652812752
CC(C)C(CCN(C)C)(C(N)=O)c1cccc2ccccc12,2.775872474583802
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,4.214052658878883
CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C)=CC21,2.7774185362242743
C#CC(C)(O)C(O)c1ccccc1,2.6439828828953784
N=C1NC(=O)C(c2ccccc2)O1,3.666160683552495
NC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,2.685421645629405
O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O,3.745661850813355
COC1=C(N)C(=O)c2nc(-c3nc(C(=O)O)c(C)c(-c4ccc(OC)c(OC)c4O)c3N)ccc2C1=O,6.005584578824163
CC(=O)c1c(O)cc(C)oc1=O,2.5705532712482557
CCn1cc(C(O)CN(C)C)c2ccccc21,5.366099684486487
CN(CCN(C)c1ccccn1)Cc1ccc(Br)s1,3.53184918680186
C#CC(O)(CC)CC,2.7488544676459385
C=CCOc1ccccc1OCC(O)CNC(C)C,3.94670274727431
CC(O)(P(=O)(O)O)P(=O)(O)O,2.614954134395417
CNCCCC12CCC(c3ccccc31)c1ccccc12,4.142093682214544
O=NN(CCCl)C(=O)NC1CCCCC1,4.368656854046437
O=C(NNCc1ccccc1)c1ccccn1,3.3788127738661213
OCCCCSc1ccc(Cl)cc1,2.5435333530018407
CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,2.3571302764383084
CCCC(=O)N1CCN(CC=Cc2ccccc2)CC1,3.0202210004722985
CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,2.092151971189156
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,6.415501418412716
c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,3.470454594472599
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,2.743815387938549
OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,4.500215122556311
CNC(=O)ON=C(SC)C(=O)N(C)C,3.863850039259934
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,2.8316509729093866
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,1.932476301436578
CNC(=S)NNc1cc(C(F)(F)F)cc(C(F)(F)F)c1,2.32532132304928
NNc1nnc(NN)c2cc(C(F)(F)F)ccc12,3.4119680118272444
CCOP(=S)(OCC)SCCl,4.27362158043502
NC(CC(=O)O)C(=O)O,1.4252178397845074
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,5.862635774661605
N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,3.6603265427309553
COP(=O)(NC(C)=O)SC,2.4297048625056057
CC1CCC(NC(=O)N(CCCl)N=O)CC1,3.996031581538961
CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,4.031403077619993
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],2.1894425864086
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,3.5845997479497247
c1cc2c(c(NC3=NCCN3)c1)CCC2,2.8040984372405835
CCc1cccc2c3c([nH]c12)C(CC)(CC(=O)O)OCC3,1.856364812331166
CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.0765020881028
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,4.093422560755066
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,5.019384957341769
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,4.736708763269459
CC1OC(OC2C(CO)OC(OC(C(O)CO)C(O)C(O)C=O)C(O)C2O)C(O)C(O)C1NC1C=C(CO)C(O)C(O)C1O,1.809968903272764
CCCN(CCC)C(=O)C(Cc1ccc(OCCN(CC)CC)cc1)NC(=O)c1ccccc1,3.66992465336229
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,2.8699429636401472
CCNC(=O)NC(=O)C(C#N)=NOC,2.12097294782582
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,4.582677988821699
O=CNC(N1CCOCC1)C(Cl)(Cl)Cl,2.116501481574725
CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,3.450371011941198
Oc1ccccc1,2.2746796131221894
CN=C(C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,2.0203764771633934
NC(C(=O)NC1C(=O)N2C(C(=O)O)=C(Cl)CSC12)c1ccccc1,2.565628255644397
COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,4.529520983349137
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,3.283594052543099
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,2.8311389394713946
CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,2.474744965274689
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,2.0808704985911333
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,2.675682412929297
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(C(F)(F)F)C(F)(F)F)CC(O)CC1O,8.02084669174699
CCOC(=O)C(CCc1ccccc1)NC1CCc2ccccc2N(CC(=O)O)C1=O,2.627874625350173
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,4.214441144563283
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,4.31864339868901
COCc1c(C(C)C)nc(C(C)C)c(C=CC(O)CC(O)CC(=O)O)c1-c1ccc(F)cc1,4.157190352397542
CNCCCC1c2ccccc2C=Cc2ccccc21,2.818529397662397
CN(C)CCC=C1c2ccccc2COc2ccccc21,2.9690787217513788
NC1Cc2ccccc2C1,3.425514657243146
O=C(CF)NNc1ccccc1,5.827811097975133
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.656211862452112
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,3.0322497537330637
Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,2.0974967825806776
c1ccc([I+2]=c2cccc[cH-]2)cc1,3.846825573290365
Cn1c(=O)c2c(nc(Cc3ccccc3)n2C(CN)N2CCOCC2)n(C)c1=O,3.600392360082585
COc1cc(S(C)=O)ccc1-c1nc2ccncc2[nH]1,3.458402133106756
COC(=O)C1=C(C)NC(C)=C(C(=O)OC2CCCN(Cc3ccccc3)C2)C1c1cccc([N+](=O)[O-])c1,4.236914534118824
