curated_smiles,rat_subcutaneous_LD50
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,3.540022258440424
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,2.9169327245202177
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,2.3289094048711885
CCCCCCCCCCCCCCCC[n+]1ccccc1,3.085707186853176
CCC=O,1.8502127553083203
CNC=O,1.3734122575358607
CCCC=O,0.8579774271855466
CCCCCC(C)N,2.9393893104895863
CCCCCCCCCCCCCCCCCC(=O)OCCCC,1.0270844644944075
CC12C=CC(=O)C=C1CCC1C3CC(O)C(O)(C(=O)CO)C3(C)CC(O)C12F,3.6003446544896334
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)O)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,5.944668773803935
COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,3.3001170182898694
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.5934110547820044
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,2.476434652861857
C[N+]1(CCC(C(N)=O)(c2ccccc2)c2ccccc2)CCCCC1,2.98418900411454
CCC1(CC)C(=O)NCC(C)C1=O,2.6609863619349814
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,2.9260984180795
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,3.2353781545219658
CCCC(=O)OC(C(Cl)(Cl)Cl)P(=O)(OC)OC,2.038127178541561
C#CC1(OC(N)=O)CCCCC1,2.632192445219676
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,2.3662903137107056
CN1C(=O)OC(C)(C)C1=O,1.8547370852794427
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2.145651790523588
Nc1ccc([As](=O)(O)O)cc1,3.461510531993228
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,2.724719621394441
CN1CCC(=C2c3ccccc3C=Cc3ccccc32)CC1,2.458495830394212
O=C1C=CC(=O)c2ccccc21,2.8937343030457945
Oc1c(I)cc(Cl)c2cccnc12,1.7860440534049784
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,2.762710206440735
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,1.950774137686874
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,3.0052777538428623
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2.633206060216043
CCC(=O)OC1C(OC2C(C)C(OC3CC(C)(OC)C(O)C(C)O3)C(C)C(=O)OC(CC)C(C)(O)C(O)C(C)C(=O)C(C)CC2(C)O)OC(C)CC1N(C)C,2.198657636693925
CC1NCCOC1c1ccccc1,2.704510848901321
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.041999286566997
CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1,2.476287318212345
CN(C)C(=S)SSC(=S)N(C)C,2.570781426236937
CCCCOC(=O)C(C)O,1.085724536876001
NCC(O)c1ccc(O)c(O)c1,4.346635023842168
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,2.7645922591877805
COC(CNC(=O)NC(=O)CCC(=O)O)C[Hg]O,3.8527364901039234
C=Cc1ccc(C)nc1,1.9655662959262283
O=NN1CCN(N=O)CC1,2.954646456663676
NCCO,1.609836209424446
COP(=O)(OC)OC(C)=CC(=O)N(C)C,4.464635721080903
C1CNCCN1,1.366993059785783
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,6.218550821660331
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,3.3587866105621043
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2.771321629921456
CCC1(CC)C(=O)NC(=O)NC1=O,2.6120653232587667
C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,2.3727238497308925
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.6150048636038887
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.243071496165822
CN(C)CCOC(c1ccccc1)c1ccccc1,2.917667370834625
O=C1C=C2C(=CCOC2O)O1,4.14646913307187
CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,2.9036614319410257
N#C[K],3.920814307607813
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.5722616508419454
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,3.628256162242027
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.502507537442658
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.1213011811325977
COc1cc2[nH]c(C)c(CCN3CCN(c4ccccc4)CC3)c2cc1OC,2.2905200971610653
O=CCC(O)C(O)C(O)CO,2.8173193980189994
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,1.7638336447609206
CC(N)C(O)c1ccccc1,2.2501587155435723
CN(C)CCN(Cc1ccccc1)c1ccccn1,3.532100109768718
CNCC(O)c1cccc(O)c1,3.783996154495572
O=NN(CCCl)C(=O)NCCCl,3.410395963739478
CN(C)C(=O)Oc1ccc[n+](C)c1,4.766832449548502
c1ccc2cccc-2cc1,2.391796594171212
c1c[nH]cn1,2.036438834640609
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.642152784784244
NC(=O)N1c2ccccc2C=Cc2ccccc21,2.1973246746893267
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2.2654357807323344
COc1c2occc2cc2ccc(=O)oc12,2.060681769955197
CC(N)Cc1c[nH]c2ccccc12,3.5421953052767168
COP(=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,2.3673680768872987
CNC(C)Cc1ccccc1,3.7002962619625017
CC(N)Cc1ccccc1,2.852857562406996
CCCCCCCCCCCC(=O)OCCSC#N,1.8220661560531808
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)CCC4(C)C3CCC21C,1.6073842435317092
C[N+]([O-])(CCCl)CCCl,3.3542826411736306
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,3.7534847747540887
CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,2.208321897083694
CN(C)CCCN1c2ccccc2Sc2cccnc21,2.333918471181665
COC1=C(OC)C(=O)C(CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)=C(C)C1=O,3.122350242947726
COc1ccc2c3c([nH]c2c1)C(C)=NCC3,3.251776069832611
CC(C)NNC(=O)c1ccncc1,2.522611467004125
O=[N+]([O-])c1cc(I)c(O)c(I)c1,3.505708061775257
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,4.93152367696226
CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,5.810234096120102
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.7342142438229886
O=c1nc[nH]c2n[nH]cc12,1.7447367124776745
CCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,1.90374419293948
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,2.8641540002099366
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,2.745388592724713
CCCCNc1c2c(nc3ccccc13)CCCC2,3.752265327380877
CC(C)NCC(O)COc1cccc2ccccc12,3.353186737422997
CNCC(O)c1ccc(O)c(O)c1,4.563972058900261
CP(=O)(F)OC1CCCCC1,5.903473444448837
NCCCCN,1.734388657940013
C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,3.6894369355885854
NC1CONC1=O,1.531874711014733
Cc1ccccc1C(OCCN(C)C)c1ccccc1,3.0686504099727294
CCN(CC)CCN1c2ccccc2Sc2ccccc21,3.173848863335935
