curated_smiles,dog_intravenous_LDLo
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.300993079064042
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,3.744059796991998
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.910525156726959
CC(Cl)(Cl)Cl,3.147448501890751
COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)CC(O)C7(O)C(CN8CC(C)CCC8C7(C)O)C6(O)CC53OC24O)cc1OC,4.549777405692272
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,6.18466304462968
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,4.200872376355201
C[N+](C)(CCO)C(=O)Cc1ccc(-c2ccc(CC(=O)[N+](C)(C)CCO)cc2)cc1,6.742511465554242
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.552286615790464
ClCCl,2.628046468823883
NC=O,1.4775167650980163
C=C(Cl)Cl,2.6343384170410915
C[N+](=O)[O-],1.88252453795488
OCC(F)(F)F,2.398109350500469
ClC(Cl)C(Cl)(Cl)Cl,3.3059851487162084
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.65566848854797
ClCC(Cl)Cl,3.147448501890751
ClC=C(Cl)Cl,2.9424677481827484
ClC(Cl)C(Cl)Cl,3.525951341248012
CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,4.825265418557024
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.192364536958044
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,5.783048875391633
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,3.952864093302005
Oc1cccc(O)c1O,3.197662982459394
Cc1cc(=O)n(-c2ccccc2)[nH]1,2.4629043794626675
CC1CCC(C(C)C)C(=O)C1,2.410082368809648
Cc1ccc(C(C)C)c(O)c1,3.000639389635215
NS(=O)(=O)c1cc2c(cc1Cl)NC(=CSCc1ccccc1)NS2(=O)=O,3.33440147181679
Cc1ccccc1O,3.130896378247662
OB(O)c1ccccc1,2.4329051836365734
CC(O)c1ccccc1,2.7859239135700085
O=[N+]([O-])c1ccccc1,2.9142055999346987
CCOC(=O)CCCCCCCCC(C)c1ccc(I)cc1,2.619451267236349
O=[N+]([O-])c1ccc(O)cc1,4.1433583506154665
O=C(O)c1ccc(C(=O)O)cc1,2.3356579294589968
OCc1ccccc1,3.3350163609035866
NNc1ccccc1,2.9548211830517928
N=C(Nc1ccccc1)Nc1ccccc1,3.926893712346845
CC(=O)Nc1ccccc1,2.653746207082928
CC(=O)Nc1ccc(O)cc1,2.262471201077392
Nc1ccc(Cl)cc1,3.105762172762184
ClCCCl,2.752421637934769
C=CC#N,2.423769988626338
NCCN,2.778874472002739
Cc1cccc(O)c1,2.8578951061839244
Nc1cccc(Cl)c1,3.4067921684261644
Nc1cccc(N)c1,3.803553507721144
Oc1cccc(O)c1,2.1967366109265787
Oc1cc(O)cc(O)c1,2.7028129607793
NC1CCCCC1,2.6953809715382264
C=CCNC(N)=S,3.023772328735739
c1ccoc1,2.686859614333764
CC(C)CCON=O,2.846018407390364
N#[N+][CH-]C(=O)OCC(N)C(=O)O,3.7612460573042097
Oc1ccccc1O,3.439774659612873
CCOc1cc(C=O)ccc1O,2.339754708634171
COc1cc(C=O)ccc1O,2.0616951710952427
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,3.345702722985782
OCCNc1ccccc1,2.919813186008752
Oc1ccc(O)cc1,3.1387446639488923
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)O)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,5.602031573598803
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.248549489593387
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.023844276308591
ClC(Cl)=C(Cl)Cl,3.290254650551744
COc1ccc(C(=O)Cc2c(CCN(C)C)cc3c(c2OC)OCO3)c(C(=O)O)c1OC,2.3063938313159698
O=[N+]([O-])c1cc(C2CCCCC2)c(O)c([N+](=O)[O-])c1,4.522204522886232
Cc1ccc([N+](=O)[O-])c2c1O[Hg]2,5.002117907033469
O=CO,1.1858725424563898
N#C[Na],4.57632362715566
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)CC)CCC3(C)C5C(OC(C)=O)C(OC(C)=O)C4C21O,5.82388029755314
CCC1(O)CC2CN(CCc3c([nH]c4ccccc34)C(C(=O)OC)(c3cc4c(cc3OC)N(C)C3C(O)(C(=O)OC)C(OC(C)=O)C5(CC)C=CCN6CCC43C65)C2)C1,6.210044959281179
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,3.778699201345737
CCC1(CC)C(=O)NC(=O)NC1=O,2.788156582314448
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.697743563801988
COc1cccc(C=O)c1O,2.548800646721506
OCC(O)C(O)CO,1.3878167912906052
N#C[K],4.114717710160559
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,3.3270631108554998
CC1(C)N=C(N)N=C(N)N1c1ccc(Cl)cc1,4.020708206668225
CN(C)CCN(Cc1ccccc1)c1ccccn1,4.106131377496436
O=NN(CCCl)C(=O)NCCCl,5.02948929436622
CNC(C)Cc1ccccc1,4.77593650148675
OC(O)C(Cl)(Cl)Cl,2.9632708772089296
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,6.26599368031574
C[N+]([O-])(CCCl)CCCl,4.633607306616241
Nc1cc([As]=O)ccc1O,4.219761298903367
C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C,5.985881339284852
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,6.737828505895784
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,5.079768051762588
CC(C)NCC(O)COc1cccc2ccccc12,4.0557402532644335
CNCC(O)c1ccc(O)c(O)c1,5.26294206323628
ClCCNCCCl,4.396502173598509
NC(Cc1ccccc1N(CCCl)CCCl)C(=O)O,6.205838043187884
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,4.692925094056879
CC12CCC(O)CC1CCC1C2CCC2(C)C(c3ccc(=O)oc3)C(O)CC12O,5.841371338620477
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(C)=O)CCC3(C)C5CC(O)C4C21O,4.460894427404318
CC(=O)OC1CC2(O)C3CCC4CC(O)CCC4(C)C3CCC2(C)C1c1ccc(=O)oc1,6.091635698208421
CCC(C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,4.288267115810373
O=C1C=CC(=O)c2c(O)cccc21,4.240935947592634
O=c1cccc2n1CC1CNCC2C1,4.075195551663479
CCOc1cccc(C=O)c1O,2.6642658001476747
c1cncc(C2CCCCN2)c1,4.733025975343941
Cc1ccc(C(C)C)cc1O,2.6853689548566235
O=c1cc(CO)occ1O,2.1526246394476187
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(C)=O)CCC3(C)C5CC(OC(C)=O)C4C21O,5.5227711191536
CSC1SCC2C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c3cnc4ccccc4n3)C(=O)NC(C)C(=O)N(C)C1C(=O)N(C)C(C(C)C)C(=O)OCC(NC(=O)c1cnc3ccccc3n1)C(=O)NC(C)C(=O)N2C,7.092507351210284
N#CS,2.771536038555958
O=P(N1CC1)(N1CC1)N1CC1,5.604969089233093
ClCCN(CCCl)CCCl,5.31075277157604
Nc1cccc(S(=O)(=O)Nc2ncc(Cl)cn2)c1,3.454430177535285
OC(CNCCCl)C(O)C(O)C(O)CNCCCl,4.603773782959187
O=C(O)O,2.4915297752974697
CC1CCC(=O)CC1,2.481682739242925
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)C1O,6.016630531944933
CC(=O)Oc1ccc(C(c2ccc(OC(C)=O)cc2)c2ccccn2)cc1,3.9559245517811417
O=[N+]([O-])c1cc([N+](=O)[O-])c2ccccc2c1O,4.245674051102714
ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,4.588580926480416
COc1ccc(C=O)cc1O,2.0149517675529163
Nc1ccc(N)cc1,3.803553507721144
CCCO[N+](=O)[O-],2.720543793983511
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,7.034508879596526
CCCC1CCCCN1,3.706652931953653
CN(C)c1nc(N(C)C)nc(N(C)C)n1,3.322808294799657
CCN(CC)C(C)=O,2.061361991644027
O=Nc1ccc(NNC(=O)c2cc[n+](O)cc2)c(=O)cc1,4.157237601151557
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,3.5086389334795256
CN(C)C1C(=O)C(C(=O)NCNCC(=O)O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.549426717552092
CCOP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OP(=O)(OCC)OCC,5.5904259732229225
[N-]=[N+]=CC(=O)NCC(=O)NN,3.605202795154611
NC(Cc1ccc(Oc2ccc(N(CCCl)CCCl)cc2)cc1)C(=O)O,4.423029492223637
COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,3.752480814961306
c1ccc(C2(N3CCCCC3)CCCCC2)cc1,3.68733986372808
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,5.006062224556498
Cn1c(=O)[nH]c(=O)c2[nH]cnc21,2.743352951409556
CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.075621349357353
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,5.509729272222117
NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,5.851123188561127
CN(C)c1ccc(N)cc1,3.4266005541268383
COc1ccc(C(=O)C(Br)=CC(=O)O)cc1,3.153956558374013
CCN(CC)c1ccc(N)cc1,3.370412626398235
O=C(O)CN(CCCl)CCCl,5.30117111843939
O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])CN([N+](=O)[O-])C1,3.8694605443675383
NC(CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,3.384391649965424
O=c1nc[nH]c2c1ccn2C1OC(CO)C(O)C1O,3.745661850813355
CC(=O)OC1(C)CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.566908655226803
COc1cc(C=O)cc(C=O)c1O,2.6874542384932045
NC1CCCc2ccccc21,4.167969763354912
CC(C(=O)O)N(CCCl)CCCl,5.233690426258508
CS(=O)(=O)OCCCl,3.695169634154764
CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,4.003808184359312
O=P1(NCCCl)OCCCN1CCCl,3.597244639306985
CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,4.1082509853239335
Nc1nncs1,2.8288059255168343
Cc1cc(N(CCCl)CCCl)ccc1N=Nc1ccccc1C(=O)O,5.6023741697179705
CC(CCCN(CCCl)CCCl)Nc1ccnc2cc(Cl)ccc12,6.28866274892066
Cc1c2ccncc2cc2c1[nH]c1ccccc12,3.490961772039318
CC1OCC(C[N+](C)(C)C)O1,8.204762805384107
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)N3C1O,4.204173201757994
C=CCOc1cc(C(F)(F)F)ccc1C(=O)NCCN(CC)CC,3.93497414707898
COc1cc(CC2c3cc(OC)c(OC)cc3CCN2C)c(Oc2cc3c(cc2OC)-c2c(OC)c(OC)cc4c2C(C3)N(C)CC4)cc1OC,4.046559362104217
O=C(O)CS,2.2653792104876644
C=CCOc1cc(Cl)ccc1C(=O)NCCN(CC)CC,3.793545937985268
O=C(O)CC(O)(CC(=O)O)C(=O)O,3.5392863764040725
Cc1cc(=O)oc2cc(O)ccc12,2.7941479840084384
O=P1(N(CCCl)CCCl)NCCCO1,4.375395889690629
O=C1NS(=O)(=O)c2ccccc21,1.864957012491269
C/C=N/c1nc(N)nc(/N=C/C)n1,5.64884527124775
c1cc2n(n1)CCN2,2.4358921230156536
Nc1ncnc2c(C3OC(CO)C(O)C3O)[nH]nc12,4.125879592893268
COC(C(=O)C(O)C(C)O)C1Cc2cc3cc(OC4CC(OC5CC(O)C(OC)C(C)O5)C(OC(C)=O)C(C)O4)c(C)c(O)c3c(O)c2C(=O)C1OC1CC(OC2CC(OC3CC(C)(O)C(OC(C)=O)C(C)O3)C(O)C(C)O2)C(O)C(C)O1,6.772049086715332
CC(O)(P(=O)(O)O)P(=O)(O)O,3.8087741604115295
CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O,6.519604884930404
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,5.699441335640387
CCN(CC)c1ccc(NC(=O)c2cc(OC)c(OC)c(OC)c2)cc1,4.253384049733149
C=CCOc1cc(Cl)ccc1C(=O)NCCN(C)C,3.7524648633568094
CNCCCC12CCC(c3ccccc31)c1ccccc12,4.142093682214544
C[N+]1(CC2Cc3cc(C(=O)c4ccc5c(c4)OC(C[N+]4(C)CCCCC4)C5)ccc3O2)CCCCC1,6.088745445912159
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3.131550660184581
CCC(C)C(=O)OC1C(O)C2C(CN3CC(C)CCC3C2(C)O)C2CC34OC5(O)C(OC(=O)C(C)(O)C(C)OC(C)=O)CCC3(C)C5CC(OC(C)=O)C4C21O,5.82388029755314
C=C(CC=C(C)CCC=C(C)C)CCC(C)(C)C=CCCC(C)=CCCOC(=O)C(O)COP(=O)(O)OC1OC(C(=O)O)C(C)(O)C(OC(N)=O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(OC2OC(C)C(OC3OC(C(=O)NC4C(=O)CCC4=O)C(O)C(O)C3O)C(O)C2NC(C)=O)C(O)C1NC(C)=O,3.425319248048436
O=NN(CCCl)C(=O)NC1CCCCC1,4.669686849710418
CN(C)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,4.797134530766691
CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,3.973015296800845
O=[N+]([O-])c1nccn1CC(O)CO,2.016928929036971
CCOC(=O)C1(c2ccccc2)CCN(CCNc2ccccc2)CC1,3.956067408551221
O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O,4.942261110922054
CN1C2CCC1CC(OC(c1ccccc1)c1ccc(Cl)cc1)C2,4.08671820456271
CCOC(=O)Cc1ccc(-c2ccccc2)cc1,2.98281737671925
N#C[Fe](C#N)(C#N)(C#N)(C#N)N=O,3.94058446786508
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.4115200985846377
CN(C)CCCN1C(=O)c2cc([N+](=O)[O-])ccc2Oc2ccccc21,3.7550702851103455
CC(=O)NNC(=O)c1ccccn1,3.253287108459212
CC[N+]1(CC)C(C)CCCC1C,3.833325639758228
CCN(CC)C(=O)c1cccc(OC)c1O,2.7577696556420954
CCN(CC)C(=O)c1ccc(OC)c(O)c1,2.485511402548138
COc1cc(C(=O)NC2CCCC3CN(C)CCC32)cc(OC)c1OC,3.9572120764794336
O=S(=O)(O)CCS,2.5508426591653266
O=C(NO)c1ccc(C(=O)NO)cc1,2.84236577245807
NCCCCCNCCSP(=O)(O)O,2.782259366190896
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,6.591592677468396
c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,4.072514585800561
CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1,3.789572878499224
CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,4.220714630072002
COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,3.4442305877313477
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,5.754122172814526
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CC#N)C2SC1,1.7524697268617615
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,5.595196055659027
OC(C1CO1)C(O)C1CO1,3.960655063852797
CN(C)CCC(c1ccccc1)c1ccccn1,3.403120521175817
CC(C)N1CCOC(c2cccc(C(F)(F)F)c2)C1,4.658485203145307
C=CCOc1cc(Cl)ccc1C(=O)NCCN1CCOCC1,3.335535458290144
C=CCOc1cc(Cl)ccc1C(=O)NCCN1CCN(C)CC1,3.3526339496688
C=CCOc1cc(Cl)ccc1C(=O)NCCN1CCCC1,4.012568694306015
C=CCOc1cc(Cl)ccc1C(=O)NCCN,3.451815421624852
CCCCNc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,5.862635774661605
CC[N+](C)(CC)CCOC(C)(c1ccccc1)C1CC2C=CC1C2,3.850043833600396
CN(C)CCCNc1nc(-c2cccc(C(Cl)(Cl)Cl)c2)nc(C(Cl)(Cl)Cl)n1,3.4906253509606446
Nc1ccc(C(=O)NCCN2CCN(c3ccccn3)CC2)cc1,4.813468898108955
COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)C(O)C(O)C7C(CN8CC(C)CCC8C7(C)O)C6CC53OC24O)cc1OC,4.821014093897087
CC(O)CCC(=O)c1ccoc1,3.845594093160024
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,4.755324909224258
C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl,3.9922931764067
CC1CCC(NC(=O)N(CCCl)N=O)CC1,4.247843554532761
COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,4.015492832024243
Nc1ccccc1,2.6680549439513763
NCCCCCNCCSSCCNCCCCCN,3.633586944575335
COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,3.8477262909353
Oc1ccc(C(O)CCNCCCSc2ccccc2)cc1,3.68876744702136
CCCOC(=O)c1ccc(O)cc1,3.3263430910763674
COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1,3.788719730605649
O=C1C(O)=C(CC=C(Cl)Cl)C(=O)c2ccccc21,3.7139678834347714
CCCN(CC)C(CC)C(=O)Nc1c(C)cccc1C,4.441575747150319
O=[N+]([O-])c1cc(C2CCCC2)c(O)c([N+](=O)[O-])c1,4.401789852556354
COC(=O)C12OCC34C(CC5C(C)=C(O)C(=O)CC5(C)C3C(O)C1O)OC(=O)C(OC(=O)C=C(C)C(C)C)C24,6.040273924148879
CC[Ge]1(CC)CCC2(CCN(CCCN(C)C)C2)CC1,3.93082045486009
CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,3.877063083246664
COC(=O)C1OC(OC)C(OS(=O)(=O)O)C(O)C1O,2.179346371854504
CCN(CCCl)CC1COc2ccccc2O1,4.231715892639811
CC(=O)C1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O,5.932388351795214
CCC(C)C(C#N)(CCN1CCCCC1)c1ccccc1,3.647821383735595
CNC(C)C(O)c1ccccc1,3.289069308772423
OCC1OC(n2cnc3c2NC=NCC3O)CC1O,2.8722744650799648
CC(C=C(c1cccs1)c1cccs1)N1CCCCC1,4.203399370605481
Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1,4.736708763269459
O=C1NC2(CCCCC2)C(=O)N1CCN(CCCl)CCCl,4.952647815525508
NCCC(O)(P(=O)(O)O)P(=O)(O)O,4.070165364143081
CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,3.5792129246159776
CCOC(=O)NC1=C(N2CC2)C(=O)C(NC(=O)OCC)=C(N2CC2)C1=O,5.464618296512732
NCCCNCCSP(=O)(O)O,2.88527000277426
O=c1n(CC2CO2)c(=O)n(CC2CO2)c(=O)n1CC1CO1,3.914438129746898
CCOP(=O)(OCC)N(CC)P(=O)(N(C)C)N(C)C,3.595621586971556
NC(=O)c1csc(C2OC(CO)C(O)C2O)n1,2.3779992827632888
Nc1cc(-c2ccncc2)c[nH]c1=O,3.1931292382279866
Cn1nc(N)c2cn(C3OC(COP(=O)(O)O)C(O)C3O)c3ncnc1c23,4.073455870562151
CC1SCC(C(=O)NC(Cc2cnc[nH]2)C(=O)N2CCCC2C(N)=O)NC1=O,3.3101450545611324
CCN1CCN(C(=O)NC(C(=O)NC2C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CSC23)c2ccc(O)cc2)C(=O)C1=O,2.031866083917256
CC12CCC3C(CC4(O)C5CCN4CCC35C)C1CC1OC(=O)CC12,3.538426682136164
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CC(O)C(O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)ccc(O)c2C3=O)C1C(=O)OC,5.457198564500123
CC(C=C(c1cccs1)c1cccs1)c1ccccn1,4.130988372311415
Nc1nc(=S)c2ncn(C3CC(O)C(CO)O3)c2[nH]1,3.2999781584774137
CCN(CC)CCOC(=O)n1c2ccccc2c2ccccc21,4.093977506460048
CC(C)(S)C(=O)NC(CS)C(=O)O,3.047895678791796
O=C(NCCO[N+](=O)[O-])c1cccnc1,3.546495365575576
Cc1nc[nH]c1CSCCNC(=N)NCCCc1cnc[nH]1,4.064639065192711
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,3.8599815221842064
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=CCSC12)c1csc(N)n1,2.0785145902397986
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,4.318612120052663
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3C(O)C12,3.5474229490216707
COC1CC(C)(O)Cc2cc3c(c(O)c21)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,4.733640966005061
CCC1(O)CC(OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)C1C(=O)OC,5.210520768861424
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,7.360330182399605
CCC(C)C1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)O)C(C)OC(=O)C(Cc2ccc(OC)cc2)N(C)C(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(C)C(=O)C(C(C)C)OC(=O)CC1O,6.425074157160957
