curated_smiles,guinea pig_intraperitoneal_LD50
COP(=S)(OC)SCn1nnc2ccccc2c1=O,3.899453877566285
NC(=S)Nc1cccc2ccccc12,2.7618891945822988
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.6296873222281296
CC=C(CC)C(=O)NC(N)=O,2.152246636764358
CCC(Cc1c(I)cc(I)c(O)c1I)C(=O)O,3.001458909658332
CCC(CC)CO,2.356140633518127
OCC1CCCO1,2.407106097500439
CNC(C)CC1CCCCC1,3.2617105806784403
ClCC1CO1,2.894377086461024
OCCCl,2.9764524775616703
CCCI,2.45591407256758
CCC#N,3.740993931584886
O=CCCl,4.492941341259158
CC(=O)CC(C)C,2.097608664859973
Cc1ccccc1,2.265482916974664
[BH3-][n+]1ccccc1,3.2357995625235647
O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-],2.5354171014821616
CCCCOCCOCCSC#N,3.383873045891636
CC1(C)SC2C(NC(=O)Cc3ccccc3)C(=O)N2C1C(=O)O,2.9513907703664684
C[Hg]Cl,4.554710620539439
CN(C)P(=O)(F)N(C)C,4.78993308093175
CCOP(=S)(OCC)Oc1ccc(S(C)=O)cc1,4.756665685574645
CCCCCCc1cc(O)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,2.5871111599364407
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,2.209959804497762
CCOc1cc(C=O)ccc1O,2.1636634495784897
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,3.086023424973774
CC1CCC2(NC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,3.603791604305552
CCOP(=O)(OCC)SCCSCC,4.671837371148719
CN1CCc2cc3c(cc2C(=O)Cc2ccc4c(c2C1)OCO4)OCO3,3.4837766032785207
CN(C)c1ccc(N=NS(=O)(=O)O)cc1,3.8832089276799424
CN(C)CCOC(c1ccccc1)c1ccccc1,3.532093306990212
COc1cccc(C=O)c1O,2.58020911097313
CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C,4.456750046881982
CC1OC(OCC2OC(Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)C(O)C(O)C2O)C(O)C(O)C1O,2.484670611236519
CN(C)CCN(Cc1ccccc1)c1ccccn1,3.60098139917653
C1=Nc2ccccc2Oc2ccccc21,2.624945542054377
CCOP(=S)(OCC)SCCSCC,4.5933066417089785
CCCCCCCCCCCC(=O)OCCSC#N,2.2852728962378097
CCS(=O)CCSP(=O)(OC)OC,3.9143255240175927
CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.1082579013315526
NC(=O)c1ccc(N)nc1,4.137170478676317
O=C(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.53493775954965
CCNC(C)Cc1cccc(C(F)(F)F)c1,3.3641023992518644
COc1cc(CNC(=O)CCCCC=CC(C)C)ccc1O,5.443501943732154
COC(=O)CF,5.420045381772423
CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)C1,2.0470486461533945
COc1cc2c(cc1OC)-c1c(OC)c(OC)cc3c1C(C2)N(C)CC3,3.404630933390709
CCOc1cccc(C=O)c1O,2.715418322595056
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,2.753555337859871
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.439841704406595
O=C(O)CC(CO)(C(=O)O)C(=O)O,3.3645012671506747
O=C(CCl)c1ccccc1,3.958749331461463
Cc1cc(N(C)C)nc(Cl)n1,4.809714096258136
COC(=O)C1C(O)CCC2CN3CCc4c([nH]c5ccccc45)C3CC21,3.635887310114836
O=C(O)C(Cc1cc(I)c(O)c(I)c1)c1ccccc1,2.725302019643421
O=C(O)O,2.6164685119057696
Cc1ccccc1N=C=O,2.8233111751109785
Cc1ccc(N=C=O)cc1,3.726401162102922
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.444683344685576
COc1ccc(CCN)cc1OC,2.684210804415696
CC(C)NC(=N)N=C(N)Nc1ccc(Cl)cc1,4.228292541726113
NC(=O)OCCCc1ccccc1,2.545813873635212
CN(C)CCc1cnc[nH]1,3.967554216037281
CC(C)(C)c1cc([N+](=O)[O-])cc(C(C)(C)C)c1O,2.6368094256800205
CNC1(C)C2CCC(C2)C1(C)C,3.4241450077748303
COc1cc(CCN)cc(OC)c1OC,2.808945487471837
CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.617303898833079
CCCC1CC(C(=O)NC(C(C)O)C2OC(SC)C(O)C(O)C2O)N(C)C1,2.549216831068268
CC(=O)O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,5.038929213553145
CCSCCSP(=O)(OC)OC,4.265366952630021
COc1cc(CC(C)N)cc(OC)c1OC,3.1172096126699125
CCCS(=O)(=O)C=CS(=O)(=O)CCC,4.320139058349942
CN(C)C(=N)N=C(N)N,2.8101215772171924
CCC(CN)=C(c1ccccc1)c1ccccc1,3.977441908264726
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,5.348411962830141
CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,4.760755616319121
COC1C(OC(N)=O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,4.708018431797493
NCCc1ccc2c(c1)OCO2,2.8288229269008065
CCOP(=S)(OCC)Oc1ccc(SC)c(C)c1,4.009151914448944
CN(C)c1ccc(N)cc1,3.4809582164494315
CC1CCC(C(C)C)C(O)C1,2.2568567255496976
Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,2.7702613980016366
COC(=O)C[N+](=O)[O-],2.065100372011324
CCOP(=O)(OCC)SCCS(=O)(=O)CC,4.533492434195191
CCOP(=O)(OCC)SCCS(=O)CC,4.739325462126511
CCS(=O)CC(C)SP(=O)(OC)OC,3.415502530633682
N#CC(C#N)=Cc1ccccc1Cl,3.4122579728909708
CS(=O)(=O)C(Cl)=CCl,4.146217367069315
O=C(O)COc1ccc(Cl)cc1Cl,2.5209946779559225
CCOC(=O)CN=C=O,3.41200669524106
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN(C)C)cccc2c1=O,3.0474936751582127
CCN(CC)CCOC(=O)c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,2.801010173945207
CCCN(CCC)CCOC(=O)c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,2.9111682661425093
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN(C(C)C)C(C)C)cccc2c1=O,2.434047011422847
Cc1c(-c2ccccc2)oc2c(C(=O)OCCCN(C)C)cccc2c1=O,3.35868302680892
CCN(CC)CCCOC(=O)c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,3.2938959782212485
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,2.4677328177029456
O=C(O)CCl,2.9147201808103933
CC(N)=NP(=S)(Oc1ccc(Cl)cc1)Oc1ccc(Cl)cc1,4.42815447110485
O=[N+]([O-])OCCN(CCO[N+](=O)[O-])[N+](=O)[O-],3.0794128080269325
C[N+]1(CCN(C2CCCCC2)C2CCCCC2)CCCCC1,3.4879100828823653
CCCCCCCCCCSC(=N)N,3.0028067549153388
COc1cc2c(cc1OC)C1Cc3ccc(OC)c(OC)c3CN1CC2,2.888001137387373
O=C1NCC2(CCN(CCc3ccccc3)CC2)O1,3.0933166012043314
O=C(O)CS,2.7684495624144496
CN1CCC2=C(C1)C(c1ccccc1)c1ccccc12,3.2711243789582687
O=C(O)CC(O)(CC(=O)O)C(=O)O,3.4814210411195283
c1ccc(C(OCCN2CCOCC2)c2ccccc2)cc1,3.269218060911704
CC(C)CCCC(C)N,3.5203558642863557
C=CC1CN2CCc3c([nH]c4ccccc34)C2CC1C(=COC)C(=O)OC,3.6719331596808433
Cc1ccccc1OCC(COC(O)C(Cl)(Cl)Cl)OC(O)C(Cl)(Cl)Cl,3.01575599498162
CCCC(CCC)C(=O)NC(N)=O,2.1909266941284784
CC(N)Cc1ccc2c(c1)OCO2,3.806226018390929
CC(CO[N+](=O)[O-])O[N+](=O)[O-],2.6161148171905566
CN(CCOP(=O)(O)O)C(=N)N,1.7896049466713877
CC1OC(OC2C(Oc3cc(O)c4c(c3)OC(c3ccc(O)cc3)CC4=O)OC(CO)C(O)C2O)C(O)C(O)C1O,2.4628014048375886
NC(=O)C1c2ccccc2C=Cc2ccccc21,2.7281434100454094
CN1CCC(CNC(=O)CCCCCCCCC(=O)NCC2(c3ccccc3)CCN(C)CC2)(c2ccccc2)CC1,4.157497566325751
COc1ccc(CC(C)N)cc1OC,3.000583121960904
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.1098741745951664
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,2.4012936774054388
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,3.2497087307029666
CN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,3.478325474645044
COC1C=COC2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.342658010390442
COc1cccc(C(=O)CCNC(C)C(O)c2ccccc2)c1,3.5770167424824653
CCS(=O)(=O)CCSP(=O)(OC)OC,3.4893611516108125
COc1ccc2c(=O)c3ccccc3oc2c1CN1CCCCC1,3.560339265577205
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,3.851403900115553
COc1cc(CC2NCCc3cc(O)c(O)cc32)cc(OC)c1OC,2.7354133041187483
CCCCN1CCCC1C(=O)Nc1c(C)cc(C)cc1C,1.7868426767114547
COC1C(=O)CCC2(CO2)C1(O)C1(C)OC1CC=C(C)C,4.731461292880305
N=C(N)N/N=C(\c1ccc(F)cc1)c1ccc(C(F)(F)F)cc1,4.23216790264803
NCCCCCNCCSP(=O)(O)O,2.9497504534846595
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.989532686140435
CCN1CCCC(Nc2cc(C)nc(NC(=N)Nc3ccc(Cl)c(Cl)c3)n2)C1,4.178528862871905
CC(=O)OCC12CC(OC(=O)CC(C)C)C(C)=CC1OC1C(O)C(OC(C)=O)C2(C)C12CO2,5.589695537322543
CC1(C)SC2C(NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2C1C(=O)O,2.6083196870446432
CCCCCCC(O)C1C2=C(CC(C(O)C3CC=CC(=O)O3)CC3=C(C(=O)OC3=O)C1O)C(=O)OC2=O,6.033520087135394
CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,3.18047329802421
COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,1.8644683614673707
CC(=O)OC1C(O)C2OC3C=C(C)C(=O)C(O)C3(CO)C1(C)C21CO1,5.850468560762334
Nc1c(Br)cc(Br)cc1CNC1CCC(O)CC1,3.130457834909763
CN(CC(=O)N1CCOCC1)Cc1c(Cl)cccc1NC(=O)c1ccccc1,2.6956265036449536
CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,3.0229640878070674
CCOP(=O)(OP(=O)(OCC)N(C)C)N(C)C,4.345782268348303
CC(N)Cc1cnc[nH]1,2.639635703336954
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,2.26868033257536
COC1C(O)CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CC(O)C5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)OC1C,5.997264030689812
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,3.364110059990676
CNC1CC(N)C(O)C(OC2OC(CO)C(O)C3OC4(OC(C(N)CO)C(O)C(O)C4O)OC23)C1O,4.608298870583197
CCCCN1CCCC(OC(=O)Nc2c(C)cccc2Cl)C1,3.716500955226228
CCCCN1CCCC(OC(=O)Nc2c(C)cccc2C)C1,3.6574183512709024
Nc1ccccc1,2.9690849396153576
NCCCCCNCCSSCCNCCCCCN,3.199018040541136
CCSP(=O)(CCl)SCC,3.302444128348792
CC1CC=CC2C3OC3(C)C(C)C3C(Cc4ccccc4)NC(=O)C23OC(=O)OC=CC(C)(O)C1=O,5.996136756263454
COc1ccccc1OC(=O)c1cccs1,2.74133887027762
Cc1nc[nH]c1CCN,2.7106243775803502
O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,3.388597607625752
[O-][n+]1ccc(O)c(O)c1-c1c(O)c(O)cc[n+]1[O-],4.498624097704852
CCCCCCCCCCCCCCOCCOCCOCCOCCOCCOCCOCCO,3.718305672367435
CCC(N)Cc1ccc2c(c1)OCO2,3.341627841069397
COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,3.3356135451345943
Cc1ccc(=O)n(-c2ccccc2)c1,2.6049441164526392
CC(OC(=O)c1cccnc1)c1nc2c(c(=O)n(C)c(=O)n2C)n1C,3.1933055166998825
NCCCNCCSP(=O)(O)O,2.721279796822638
CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,2.4552290414407363
O=[N+]([O-])C(Br)(CC(O)C(O)c1ccccc1)[N+](=O)[O-],3.993708470745328
O=C(O)CSc1ccccc1O[Sb](O)O,2.9861085933565805
CNC(C)Cc1ccc2c(c1)OCO2,3.2948844375270707
CCN(CC)CCON=C1CC(c2ccccc2)Oc2ccccc21,3.5294958016179137
CCN(CC)CCON=C1CC(c2ccc(OC)c(OC)c2)Oc2ccccc21,3.220220353477342
CCN(CC)CCON=C1CC(c2ccc(C)cc2)Oc2ccccc21,3.2918595104744144
CCN(CC)CCON=C1CC(c2ccc(OC)cc2)Oc2ccccc21,3.311137879670265
CN1CCCN(CCOC(c2ccccc2)c2cccc(Cl)c2)CC1,3.427352936419693
CN1CCCN(CCCOC(c2ccccc2)c2ccccc2)CC1,3.2742797528855165
CC(C)N1CCCN(CCOC(c2ccccc2)c2ccccc2)CC1,3.4010581897072227
CN1CCCN(CCOC(c2ccccc2)c2ccc(F)cc2)CC1,3.1543960743016006
CN1CCCN(CCOC(c2ccccc2)c2ccccc2)CC1,3.255899366730459
Cc1ccc(C(OCCN2CCCN(C)CC2)c2ccccc2)cc1,3.4156089056819865
CN1CCCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,3.3508692063154206
CON=C(C(=O)Sc1nc2ccccc2s1)c1csc(N)n1,2.788751208647072
c1ccc(CN(CCN2CCCCC2)c2ccccc2)cc1,3.4276070738606683
CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,3.810052819125868
CNCCCC1c2ccccc2C=Cc2ccccc21,4.09837009425644
CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,2.9547911764923698
CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,3.293682114175335
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,2.9296656138674195
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.9447764892059856
N=C(N=C(N)N)N1CCOCC1,2.455362656906286
CC1OC(OC2CCC3(CO)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,6.265337563792998
CCCCOc1c(N)cccc1C(=O)OCCN(CC)CC,3.162809488144815
c1ccc(C(OCCC2CCCCN2)c2ccccc2)cc1,3.8471994238672447
CCCCC(CC)CO[PH](=O)OCC(CC)CCCC,2.641228989335329
NCCSP(=O)(O)O,2.642378847771002
C[n+]1ccc(-c2cc[n+](C)cc2)cc1,4.792993680559676
CC(NNC(=O)c1ccccc1)c1ccccc1,2.8688812534969377
CC1CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC3OC3C=CC(=O)O1)CC(O)C2C(=O)O,3.8690575757723566
NC(CCC(=O)O)C(=O)O,0.991609975915687
