curated_smiles,rat_intravenous_LD50
CC(C)NCC(O)c1ccc2ccccc2c1,3.707235100798267
NNC(=O)c1ccncc1,2.5748776142198424
C1CCc2nnnn2CC1,3.487213816391417
CCN(CC)N=O,2.562025066130896
CC(Cc1ccccc1)NN,3.5332895361990886
N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,4.381465779879466
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.9907004631448753
CS(=O)(=O)OCCCCOS(C)(=O)=O,5.136202486253268
N=C(N)SCCN,3.1468318250704583
NCCCC(=O)O,1.3143771115335336
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.884504703939088
NCC(=O)O,1.4604757119680365
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.855353400615671
c1ccc2cc3c(ccc4ccccc43)cc2c1,3.0574645018922486
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,3.911508770605846
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,3.276383858257685
OCC(O)CO,1.218688134477071
ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,3.507484430366655
CCCCCCCCCCCCCCCC[N+](C)(C)C,3.810708965947741
NC(N)=O,1.05428053325754
CN(C)N,2.634832041991809
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.139183669897478
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.246322963551561
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.42258883019678
CC[Sn](CC)(CC)OS(=O)(=O)O[Sn](CC)(CC)CC,4.749092863681896
CCCC(C)(COC(N)=O)COC(N)=O,2.794892177669903
CC(O)CO,1.0736181993589846
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,3.6442902303006903
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.965602887664771
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.4193881420863126
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,3.676436173647024
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.267046508339606
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,4.018692656859441
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.372947679449846
CNCCCN1c2ccccc2CCc2ccccc21,4.054938857817254
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,3.41294361786236
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,4.2717870259928645
CN(C)CCCN1c2ccccc2Sc2ccccc21,4.091917681486031
Cc1ncc(CO)c(CO)c1O,2.441880151050187
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,2.127475734820694
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.8664020208822203
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,4.318259503160048
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.478209282557628
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,3.169863919063108
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,3.188964492967485
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,4.51135520512572
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,2.121791831552169
CCN(CC)C(=O)c1cccnc1,2.969959623218151
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,2.9348583901721854
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,3.9502300059046966
Cc1ccccc1OCC(O)CO,3.1367420179758416
O=NN1CCOCC1,3.073680951467141
c1ccc(CC2=NCCN2)cc1,3.2752978016861904
C[N+](C)(C)CCCCCC[N+](C)(C)C,3.755460707019463
CC(=O)OCC[N+](C)(C)C,3.822554396288679
NCCCCCC(=O)O,1.5993371329924888
CNN,3.162796025339318
CC(N)=O,0.6744422531998421
CNC(=O)CSP(=S)(OC)OC,2.7071214572545785
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.538913298948544
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,4.626583285305951
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,4.039320461081481
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,4.1909840506492975
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,3.819886730885508
Cc1cccc(Nc2ccccc2C(=O)O)c1C,3.3333213007520226
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,2.357031795318977
CC(=O)OC(C)C[N+](C)(C)C,3.903732809720127
CNC(=O)Oc1cccc2ccccc12,4.048409430960333
Nc1ccc(S(N)(=O)=O)cc1,2.0899278091641262
CNC(=O)Oc1cccc(C(C)C)c1,4.7877999594299645
CCO,1.5050462932159194
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,4.097528639244236
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,3.2474285232361204
CCC1(C)CC(=O)NC(=O)C1,3.986763339317545
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.5868347595126124
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.3973348321539785
Cc1ncc(CO)c(C=O)c1O,2.7179927763336837
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,5.000704518116421
COS(C)(=O)=O,2.798883364135653
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.759367959238935
CC[N+](CC)(CC)CC,3.3410301149948887
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.8107222322878416
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,5.148220011033695
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,3.351956724440492
O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1,6.3966816286354735
CO,1.1771361663701394
CC(C)O,1.7422166708878368
CC(C)=O,1.0236639181977931
CS(C)=O,1.1636863850179515
CN(C)C=O,1.5628576747729943
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.4539486798275107
O=C1C=C(N2CC2)C(=O)C(N2CC2)=C1N1CC1,5.665121127124498
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.154412256807829
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,4.139625076829066
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,4.106894797933099
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.7509461265587638
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.6870274941957843
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.3497116620417065
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,2.002353777896501
O=C1CCCN1CC#CCN1CCCC1,5.228116239922408
CN(N=O)C(N)=N[N+](=O)[O-],3.2645049711194365
CCS(=O)CC,1.3279830751775974
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,4.734433897671278
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,3.231529236211031
NC(Cc1cnc[nH]1)C(=O)O,1.8897413781511123
CCCO,2.007993554607854
CCCCO,2.378591294485002
CCCCCO,2.6529662452788645
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.2925684419392
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.949994669963222
CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.999087022625888
CC(O)C(=O)O,1.9546187349827773
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,3.6241888198325967
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.8145674284594984
CCN(CC)CC(=O)Nc1c(C)cccc1C,4.081106085431632
O=C(O)c1ccc(Cl)cc1,2.2714589853015466
CCC(CO)NCCNC(CC)CO,2.833176871650577
C#N,4.523296753550474
CC#N,1.3880356175088808
C[N+](C)(C)C,4.318643586119741
C[Pb](C)(C)C,3.482581271565625
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.541725136241133
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.74494578257584
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.18962172806188
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,3.8857685127035113
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,4.281908240310294
CCC(Br)(CC)C(=O)NC(N)=O,2.7444981838384934
C=CS(=O)(=O)C=C,3.993278209682253
CCOP(=O)(C#N)N(C)C,6.390316768470839
NC(CO)(CO)CO,1.8280007237368647
CC[Pb](CC)(CC)CC,4.3514419779842894
O=[N+]([O-])OCC(CO[N+](=O)[O-])(CO[N+](=O)[O-])CO[N+](=O)[O-],2.533261593515145
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.762318377530632
CC(C)CO,2.338474071277019
CCC(C)O,2.730073901918038
C[N+]1(C)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,4.383789941661211
CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1,3.697569221880435
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3.8788239517368095
Cc1ncc(CO)c(C(=O)O)c1O,1.951083887103988
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,3.870411556872609
CC(C)(C)C(O)=C1C(=O)c2ccccc2C1=O,3.663254154267451
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,6.2949322363705065
Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C,3.876643840803431
c1ccc2c(c1)CCCC2C1=NCCN1,3.757580380424251
CCOC(=O)Oc1c(OC)cc(C(=O)OC2CC3CN4CCc5c([nH]c6cc(OC)ccc56)C4CC3C(C(=O)OC)C2OC)cc1OC,4.124976084327814
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,3.93081081464964
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,3.627760025247319
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,3.8337904393324953
COP(=S)(OC)SCn1nnc2ccccc2c1=O,4.626452605502547
NNc1nncc2ccccc12,3.6731293722847806
CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O,2.295360782377067
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,3.7711022109540897
OC1C(O)C(O)C(O)C(O)C1O,2.3805874672550584
OCC(O)C(O)C(O)CO,1.1488367835222997
Cc1cc(=O)n(-c2ccccc2)[nH]1,2.4410262706021766
CCC(C)C(C(=O)OCC[N+](C)(CC)CC)c1ccccc1,4.86313867794389
C1CCN2CC3CC(CN4CCCCC34)C2C1,3.887059936771294
NS(=O)(=O)c1cc2c(cc1Cl)NC(=CSCc1ccccc1)NS2(=O)=O,3.010119016519097
NC(=O)Nc1ccc([As](Sc2ccccc2C(=O)O)Sc2ccccc2C(=O)O)cc1,3.867915104875332
Cc1cc2nc3ccc(=[N+](C)C)cc-3sc2cc1N,3.970627736295157
COc1ccccc1OCC(O)CO,2.740840589067753
Nc1ccc(C(=O)NCC(=O)O)cc1,1.678099248661597
CCc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,2.339934316772365
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,2.6712277715056327
C[n+]1ccccc1C=NO,3.065579652937004
Nc1nccs1,2.244758751850064
CC(OP(C)(=O)F)C(C)(C)C,6.612128767215898
CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,3.272437849159692
Oc1ccc(Cl)cc1Cc1cc(Cl)ccc1O,4.199508348896786
Oc1cccc(C(F)(F)F)c1,3.453934950112888
CC(C)(C)c1ccc(C(=O)O)cc1,2.9499532481336166
Nc1cccc(C(=O)O)c1,1.69624872942481
C=CCC(CC=C)C(=O)O,2.347351702390032
OCc1ccccc1,3.3097104956388166
O=NN1CCCCC1,3.279317056186604
CNC(C)(C)Cc1ccccc1,4.09894708028684
C1N2CN3CN1CN(C2)C3,1.1829292083984204
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,2.6146324358926107
CCCCC(CC)COC(=O)CCCCCCCC(=O)OCC(CC)CCCC,2.5902812464107026
O=C1C=CC(=O)C=C1,3.635869614882858
OCCCCC(O)CO,1.3794835769528726
ClCC1CO1,2.778738372930686
OCCO,1.2796501513919252
NCCS(=O)(=O)O,1.2523293437244956
CC(C)OP(C)(=O)F,6.555354928525578
CCOP(=O)(OCC)OP(=O)(OCC)OCC,5.985559691184109
COCC(C)O,1.3315815306845828
Cc1ccnc(N)n1,2.17462925422316
Cc1ccccc1,1.6721968499542068
Nc1ncccn1,2.0805762586157166
COCCO,1.5658055869511802
CCOCCO,1.5746195793708773
c1ccncc1,2.3418849634887087
CC(O)COCC(C)O,1.3642436103961355
O=C(O)CCCCCCCCC(=O)O,2.557700503278109
O=CCCCC=O,4.009281751830128
NCCNCCO,2.39753572881247
OCCNCCO,2.130775983624676
OCCOCCO,1.2085666033502631
CCCCOCCO,2.5853909104936976
CCOCCOCCO,1.5256116126311106
OCCOCCOCCO,1.1084088869409665
CCCCCCCCC=CCCCCCCCC(=O)O,5.070758013238219
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,3.8615889182656753
CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,4.169033903295051
COC(=O)C(c1ccccc1)C1CCCCN1,3.677829594263204
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,6.606926041486163
CC(C)CC1NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC(=O)C(CC(C)C)NC(=O)C(CCCN)NC(=O)C(C(C)C)NC(=O)C2CCCN2C(=O)C(Cc2ccccc2)NC1=O,4.827015580513975
CNC(=O)Oc1ccccc1OC(C)C,4.279262403976112
CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,6.064047712269363
ON=Cc1cc[n+](COC[n+]2ccc(C=NO)cc2)cc1,3.3360035460776154
CCC(CC)(CO)CO,2.3184675851425385
CC[N+](CC)(CCNC(=O)C(=O)NCC[N+](CC)(CC)Cc1ccccc1Cl)Cc1ccccc1Cl,5.295870967432272
CNC(=O)ON=CC(C)(C)SC,5.6072678951856885
CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC,3.1937522012939263
CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,4.220269392376249
NC(=O)Nc1ccc([As](SCC(=O)O)SCC(=O)O)cc1,4.131209239620913
C=CC=CCC1=C(C)C(OC(=O)C2C(C=C(C)C(=O)OC)C2(C)C)CC1=O,5.571080804946012
CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,4.3368156188801255
Nc1ccc(S(=O)(=O)O)cc1,1.460379084625582
CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,3.820022711512161
O=C(O)c1cccc([N+](=O)[O-])c1,2.3905195142660154
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(C)c1,3.9243388173001374
CCCCB(CCCC)CCCC,3.2434196783083054
Oc1ccc(O)cc1,2.981136810587224
CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,4.650275553970068
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.481747612750944
CC[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.294306980154062
CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,3.5926498210653
CCC1(CC)C(=O)NCC(C)C1=O,2.683262756646134
COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,4.221801813622707
CCN(CC)CCOC(=O)C1(c2ccccc2)CCCC1,3.917458994265144
CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1,4.071779760223392
COC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O,2.945431653758703
O=CC12CC=CCC1C1CC=CCC1O2,2.009172467148231
O=S(=O)(O)CI,1.6651176058797472
C#CC1(OC(N)=O)CCCCC1,3.027357399836941
CCOP(=O)(OCC)SCCSCC,5.181751139264689
NC(=O)NO,1.2062666299329885
CC(=O)N(C)C,1.518523909792877
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(O)C3CC12,3.5985799546826187
CN1C(=O)OC(C)(C)C1=O,2.951647098287499
Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,2.380720909538607
Nc1ccc([As](=O)(O)O)cc1,2.6740347122444383
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,4.063778106400918
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)CO)OC(CO)C(O)C1O,3.465082310888685
CCN(CC)c1ccc([C+](c2ccc(N(CC)CC)cc2)c2ccc(S(=O)(=O)O)cc2S(=O)(=O)O)cc1,2.0379863369858198
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,3.678545156761977
CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,1.9395683887619384
CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,3.717631831705547
COC(=O)C1C2CC3c4[nH]c5ccccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,4.586333704676153
O=c1nc[nH]c2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,2.105676097672617
CN1CCC(OC(c2ccccc2)c2ccccc2)CC1,3.989930062001708
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,2.6185170210360296
CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,3.852049299692674
O=C(O)CNC(=O)c1ccccc1I,1.88234093431322
O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1,2.252540744297272
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,2.6167516977114977
CCN(CC)CC(C)(C)COC(=O)C(CO)c1ccccc1,3.8542834401015336
CCCCNc1ccc(C(=O)OCCN(C)C)cc1,4.706528646199109
CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,3.669052217843325
NCc1ccc(S(N)(=O)=O)cc1,2.2018777734928383
NCC(O)c1ccc(O)c(O)c1,6.1144056683168
O=S(=O)(O)NC1CCCCC1,1.6803733403725982
Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.757255944078078
NCCO,2.433744950368765
C1CNCCN1,1.80808998548797
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,5.369356191658394
O=S1(=O)OC(c2ccc(O)cc2)(c2ccc(O)cc2)c2ccccc21,2.6732550397134567
CCC1(CC)C(=O)NC(=O)NC1=O,2.8181198056918912
C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,4.025936363506236
CC(C)C(O)C(C)(C)CO,3.00366847775959
Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,2.270371072472267
CC(=O)NS(=O)(=O)c1ccc(N)cc1,1.5113687867959846
Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,1.998939412105143
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,2.539381071706739
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,2.693306890571701
CN(C)CCOC(c1ccccc1)c1ccccc1,3.823495903007824
CCN(CC)C(=S)S,2.077103250282457
O=C1C=C2C(=CCOC2O)O1,4.2548809963068965
CCCC[N+]1(C)C2CC(OC(=O)C(CO)c3ccccc3)CC1C1OC12,4.176662704004762
Nc1ccc(C(=O)O)cc1,1.69624872942481
CCCCCCCCCCCCOS(=O)(=O)O,3.353657103868225
N#C[K],4.257385213729291
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COP(=O)(O)O,2.5685015019686386
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,4.625410945313778
COP(=O)(OC)SC,3.5403100055016234
COc1nccnc1NS(=O)(=O)c1ccc(N)cc1,2.1947840110814565
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,3.4628036490969394
CN(C)CCN(Cc1ccccc1)c1ccccn1,4.327980127112793
CNCC(O)c1cccc(O)c1,5.579804375759987
O=NN(CCCl)C(=O)NCCCl,4.1906402036289645
C1=Nc2ccccc2Oc2ccccc21,3.875553185101512
c1cn[nH]c1,1.8239874257641289
C1CNCCNCCNCCN1,2.647393053922552
ClC1=C(Cl)C2(Cl)C3C(Cl)OC(Cl)C3C1(Cl)C2(Cl)Cl,5.359365321729353
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,4.466061525728563
CCOP(=S)(OCC)SCSCC,5.336436384055148
CCOP(=S)(OCC)SCCSCC,4.698041992228991
C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,4.18625453468471
CC(N)Cc1c[nH]c2ccccc12,3.3661040462210354
CNC(C)Cc1ccccc1,4.05993315785195
C[N+](C)(C)CCCCCCC[N+](C)(C)C,3.5499535104195497
CCS(=O)CCSP(=O)(OC)OC,3.719348920801538
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,6.9069717376740725
N#CC(CCN1CCC(C(N)=O)(N2CCCCC2)CC1)(c1ccccc1)c1ccccc1,4.520126638842507
C[N+]([O-])(CCCl)CCCl,3.51998541586471
