curated_smiles,rat_oral_LDLo
O=C(Nc1ccccc1)Nc1ccccc1,2.6278817868526287
CCCCNc1ccc(O)cc1,2.5648921593426026
CCOC(=O)CC#N,2.4514640479056053
CCOC(=O)OCC,0.896276297668419
CCCBr,1.4878204034619849
NCCN,2.0799044676667204
COC(C)(C)CC(C)=O,1.6374463646112718
COCC(C)O,1.3820753559282637
CC(C)CC(C)N,2.226999220949004
COCCN,1.6715835613984524
CCN=C=O,2.4900134731334407
CCCCCCCCCCCCCC(=O)OC(C)C,1.2279782437286708
COCCOC,1.9548308210824836
CCCCCCCCN,3.412450466976836
COP(=S)(OC)Oc1ccc(S(C)=O)cc1,4.970512688646809
COCCOC(=O)c1ccccc1C(=O)OCCOC,2.0113658768243243
Cc1cc(Cc2cc(C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1,1.5321260443842664
COc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(OC)n1,1.49183075866402
O=S(=O)(c1ccccc1)c1ccccc1,1.9868254580955904
O=Nc1c(O)ccc2ccccc12,2.539505160513405
O=C(O)c1cc(-c2ccccc2)nc2ccccc12,2.6976982670836547
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.97820563313701
O=S(=O)(c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1)c1ccc(NC(CC(c2ccccc2)S(=O)(=O)O)S(=O)(=O)O)cc1,2.303693266744653
O=C(O)c1cc(I)cc(I)c1O,2.891998824628809
Nc1ccccc1S,2.398620449093674
CC1=CC(=O)C(C)=CC1=O,2.435047641339964
CC(C)=CCCC(C)CCCC(C)C=O,1.6239952223302612
C=C(C)CCCC(C)CCO,1.494902828678493
O=CCO,1.3014062212074338
CC(C)(C)CC(C)(C)S,3.4662713532591063
COC(C)(C)CC(C)O,1.8202113147705328
C1CNCCN1,2.236224779516759
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.0797291970097187
CNC(C)Cc1ccccc1,3.3287784701445298
Cc1c([N+](=O)[O-])cc(C(C)C)c(O)c1[N+](=O)[O-],3.3806001230245517
COC(C)C(O)(C(=O)OCC1=CCN2CCC(O)C12)C(C)C,3.797120673208692
CC(C)N1C(=O)c2ccccc2C1=O,2.577983262496172
Nc1cc([As]=O)ccc1O,2.599972540614974
C=C(O)/C=N\O,3.1617571952617265
FC(F)(F)C(Cl)Cl,1.230250179089098
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.2801903365886345
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,3.084615992120441
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,4.640435357932325
CNCC(O)c1ccc(O)c(O)c1,3.7858208085166174
NC1CONC1=O,1.7079659700704142
O=C(Nc1cccc2ccccc12)OCCF,3.6688367524107575
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,2.7581865113028745
O=C(CF)Oc1ccccc1C(=O)O,4.296991884918617
COC(=O)CCCF,3.681686161234994
OCC(F)(F)C(F)(F)F,1.824041904168118
O=C(O)C(F)(F)C(F)(F)F,2.3398593738423683
Cc1ccc(S(=O)(=O)F)cc1,2.5420681739023734
CC12CCC(CC1=O)C2(C)C,5.279430230113852
CC1=C2C(=O)C3C(CC=C4CC(O)CCC43C)C2CCC12OC1CC(C)CNC1C2C,3.2488036429467213
O=C1c2ccccc2C(=O)C1(O)O,2.852828753063545
O=C(NN=Cc1ccccc1O)c1ccncc1,2.38246732201583
CC(C)c1cccc(=O)c(O)c1,2.5164137279648733
Nc1ncnc(Nc2ccc(Cl)cc2)n1,4.646699690665462
CCCCC(=O)CCCC,2.1530278500860467
O=C(O)CCCF,4.326729006231915
OCCCO,0.8813561213730853
CCC(Br)(CC)C(N)=O,2.685902890156901
COC(=O)C(=C1OC(=O)C(c2ccccc2)=C1O)c1ccccc1,2.8093118604044816
Oc1c(Br)cc(Br)c2cccnc12,1.4813752574662993
COc1ccn(C)c(=O)c1C#N,3.340216662135316
O=C1C=Cc2ccccc2C1=O,2.8011456638203804
CCN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,2.7589443173558847
O=C(C=NO)c1ccccc1,3.1736203458915924
Nc1cc([As](Cl)Cl)ccc1O,2.705774792500249
CCSC#N,2.637056383872097
O=S(=O)(O)c1cc(I)c(O)c2ncccc12,2.642366817726562
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,2.2975868132724684
ClCCN(CCCl)CCCl,4.611782767240021
NNC(N)=O,3.8754722010214313
NC(=O)C(Cl)(Cl)Cl,2.511624043176353
COP(=O)(Oc1ccc([N+](=O)[O-])cc1)SC,3.1192740395039067
CNC(N)=O,2.170748556501265
CCC(Cl)[N+](=O)[O-],3.392834077235515
Cc1ccccc1N(C)C,2.4320388084546205
Cc1ccccc1NC(N)=S,4.521789037333631
Cc1nc2ccccc2[nH]1,2.4221497419519022
Clc1nc2ccccc2s1,2.8315780146157006
NN=c1[nH]c2ccccc2s1,3.218065246401411
Oc1ccc(O)c(Cl)c1,2.859009131043259
N#Cc1cccc([N+](=O)[O-])c1,3.4716466310763296
Cc1ccc(NC(N)=S)cc1,4.521789037333631
CN1CCCCC1,3.5984709585301697
NC(=O)CCCCC(N)=O,2.459916943463316
Nc1c(O)cccc1O,2.398381027865818
N#CCCCCCC#N,2.3879981243638566
O=C1CCCCN1,0.9548255640013498
CO[Si](OC)(OC)OC,2.337379383695819
CN(C)S(=O)(=O)c1ccc(Br)cc1,2.7228707458507246
CCNCC(O)c1cccc(O)c1,2.9864004656069154
COC(=O)C#CC(=O)OC,3.4536546351116
O=CC1CO1,3.158742333610476
Cc1ccc(S(=O)O)cc1,1.688547733147406
c1ccc(C2CCCCC2)cc1,1.5058551340689974
CN1CCCC1=O,1.5190969944399122
CCCCCC(=O)CCCCC,2.2312044471503323
Nc1nc2ccccc2[nH]1,2.425384213016745
O=[N+]([O-])c1cc(Cl)c(O)c([N+](=O)[O-])c1,2.6405847807975427
c1ccc(C(Cc2noc(CCN3CCCCC3)n2)c2ccccc2)cc1,2.2570650907190304
CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c2cc1C,3.550049215517292
CC1CC(C)S(=O)(=O)C1,3.1709273189131317
CC[Sn](Cl)(Cl)Cl,3.1040293586756857
CSC(=N)N,2.256000544160817
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(C)O)C23,4.125004744353087
CC(=O)C(C)=CC=C(C)CCC=C(C)C,1.615590268982932
On1ccccc1=S,2.232221568345409
Cl[Sn](Cl)(c1ccccc1)c1ccccc1,2.9235586474196102
CN(C)c1ccc(C=Cc2ccccc2)cc1,3.649955670119759
COc1ccc(CN(CCN(C)C)c2nccs2)cc1,2.708644498184188
Nc1nc2nc(N)nc3nc(N)nc(n1)-n-2-3,2.241912886468429
CCCC(=O)OC1CCCCC1,1.5321222180629712
NC(=S)N/N=C/c1ccccc1,2.5544843142921896
O=C1CCCCCCCCOCCCCCCO1,1.7099243024360855
C=CC[Ge](CC)(CC)CC,2.7843989776181752
COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.748753792206785
N#CCCCCCCCCC#N,2.5165406620764728
Cc1cc(C)c(O)c(C(C)(C)C)c1,2.1049624094416424
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,3.7371109728158585
Nc1cc([As](=O)(O)O)ccc1O,1.6684884204572188
CCN(CC)c1ccc(N)cc1,3.2155106664124915
C[Si](C)(CCCN)O[Si](C)(C)CCCN,2.696389593078277
O=c1[nH]c(=O)[nH]c(=O)[nH]1,1.23578087032756
CCC(O)=C1C(=O)c2ccccc2C1=O,2.7037404901117474
COC1CC(OC2C(C)C(=O)OC(C)C(C)C(OC(C)=O)C(C)C(=O)C3(CO3)CC(C)C(OC3OC(C)CC(N(C)C)C3OC(C)=O)C2C)OC(C)C1OC(C)=O,2.211643196251259
CC(C)(O)CN,1.4729416308224172
O=C(O)C(F)(F)F,2.3580186501302527
ClC(Cl)(Cl)C(c1ccccc1)c1ccccc1,2.4557597237404165
Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,2.200849130662974
ClC(Cl)(Cl)C(c1ccc(Br)cc1)c1ccc(Br)cc1,3.64678883247407
C=CCOC(=O)CCCCC(=O)OCC=C,2.7313815251659914
CCC[Pb](CCC)(CCC)CCC,2.982678765492433
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.954645251409996
CCOC(C)(C)CCCC(C)CC=O,1.6027586431798788
CC(Cc1ccccc1)N(C)C,2.3378291692019766
CNCCc1ccccc1,1.9848807771124015
CNC(C)Cc1ccc(N)cc1,2.738389411692829
COC(=O)C1=COC(C)C2CN3CCc4c([nH]c5ccccc45)C3CC12,2.6720165356108203
C=C(CO)CC(C)(C)C,1.5058788453692638
CC1OCC(C[N+](C)(C)C)O1,3.5057928010480897
CSCC1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)O1,1.7563028438372428
O=C(O)CN(CC(=O)O)CC(=O)O,1.9389266287169225
CC(=O)Nc1c(C)cc(C)cc1C,1.7045108489013212
N#CCC(=O)c1cc2ccccc2o1,1.7624487919277951
O=C1NC2(c3ccccc3)NC(=O)NC2(c2ccccc2)N1,3.769840916880595
COC1CC2CCC1(C)C2(C)C,1.5270624990089396
NNC(=S)Nc1ccccc1,3.524362363971133
C=CCOC(=O)COCC(=O)OCC=C,2.9329139242721247
O=S(=O)(O)C(O)CCC(O)S(=O)(=O)O,1.8932241078314496
COc1ccc(CC(C)C=O)cc1,1.552013239461579
CC(C)OP(=O)(OC(C)C)OP(=O)(OC(C)C)OC(C)C,4.84047872490016
CCCCCCCOC(=O)CCC,1.5712311946206128
CC(C)CCCC(C)CC=O,1.494902828678493
NC(=O)c1cc(Br)ccc1O,1.7324621156117035
COP(=O)(OC)Oc1ccc(SC)c(C)c1,3.3218336354949307
COP(=O)(OC)Oc1ccc(S(C)=O)c(C)c1,3.745490140860969
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1(O)C=COC1O2,5.340147873906472
Nc1ccc(-c2ccc(N)c(N)c2)cc1N,1.8538441685854468
NC(=O)CN1CCCC1=O,1.4045832778088143
O=C1c2ccccc2C(=O)C1c1ccc2ccccc2n1,1.7376553254367877
CNC1C(OC2C(OC(=O)c3c(O)ccc4c(C)cc(OC)cc34)C=C3C#CC4(C5COC(=O)O5)OC4C#CCC32)OC(C)C(O)C1O,3.343513625874723
CSCCC1NC(=O)NC1=O,1.5421404688559166
Oc1ccc(Cl)cc1C1CCCC1,2.670504284787732
CC12CCC(CC1=NO)C2(C)C,3.3483100563741424
N#C[Fe](C#N)(C#N)(C#N)(C#N)C#N,2.122119585331236
O=C(C(=NO)c1ccccc1)c1ccccc1,2.653689011110322
CC=Cc1cc(C(C)C)ccc1C,1.5422949901244067
CCN(CC)CCOc1ccccc1-n1c(C)ccc1-c1ccccc1,2.9401303291056946
CCCCCCCCCCCCCCCCCC(=O)O,1.7875398651951468
NCCCCCCCCCCCCN,2.47575789548357
CCNC(C)Cc1ccccc1,2.814950423921639
CCOP(=S)(OCC)OC(C)C(C)(C)C,3.706431002120062
Cc1ccc(NC(=O)CCl)cc1,1.826211991401597
COCC1OC(=O)c2coc3c2C1(C)C1=C(C3=O)C2CCC(=O)C2(C)CC1OC(C)=O,4.631886969634029
CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O,4.0217539283119095
CCCCCCCCSC#N,2.097694082555503
Cc1cc(N)ccc1N=Nc1cc(C)c(O)c(C)c1,2.628935286351844
CC1=C(C=CC(C)O)C(C)(C)CCC1,1.5895430275483662
Cc1cccc(C)c1NC1=NCCCS1,3.1670040570556885
C=C1CC(=CC)C(=O)OC2CCN3CC=C(COC(=O)C1(O)CO)C23,4.145361760933638
CC(C)N(CCCl)CCCl,3.867137369331556
CCONc1c([N+](=O)[O-])cccc1[N+](=O)[O-],1.653587370537063
CN1C(=O)CCCC1=O,1.5728135375594543
CC1=CCCC(C)(C)C1C=CC(C)O,1.5895430275483662
CCc1ccccc1CC,1.4288537014785747
ClCc1ccc2ccccc2c1CCl,2.0971377166326106
CC12CCC3C(CCC4C(C)(C(=O)O)CCCC34C)(CC1=O)C2,2.0033637169306786
CCC=CCCOC(C)OCC,1.5372346073307364
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,2.046831582959004
CCC=CCCOC(=O)CCCCC,1.598365850199443
COc1ccc2[nH]c(C)c(CC(=O)NO)c2c1,3.7676288780258127
CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1,1.5239560868293864
Cc1c(CC(=O)O)c2cc3c(cc2n1C(=O)C=Cc1ccccc1)OCO3,2.259317878042181
CC(=CCO)CCCC(C)C,1.494902828678493
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.8266577918758689
COC(=O)Nc1nc2ccccc2n1C(=O)COc1ccccc1,1.3362248444447022
COc1ccc2c(c1)OC(C)(C)C(c1ccccc1)C2c1ccc(OCCN2CCCC2)cc1,2.4563793199073203
CCCNC(C)Cc1ccccc1,2.85074668096416
CCCCNC(C)Cc1ccccc1,2.6906912251697483
OCCCN(CCC(c1ccccc1)c1ccccc1)CCC(c1ccccc1)c1ccccc1,2.365174318518315
CCCC(CCC)C(C)NC(C)=O,2.6658412083336787
CC(=O)OC(C)C=CC1C(C)=CCCC1(C)C,1.6745947897344389
O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,3.190332573763122
CCC(N)Cc1ccccc1,2.5718165188308246
O=C(O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+](=O)[O-],1.8170454916060912
N#CCCC1CS1,2.798516370080434
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.10088295147831
CCCCC1C(=O)NN(c2ccnc3cc(Cl)ccc23)C1=O,1.9000611027354803
CC(=O)OC1C2OC2C2=CC(=O)C3(CC2(C)C1C)OC3(C)C=O,3.444914686615617
Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,2.0565883716401943
Nc1nc(N)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2n1,5.245927023908369
OC(c1ccc(F)cc1)(c1cncnc1)c1ccccc1Cl,2.1866316470332
CC=CC(C)(C)O,1.4266673841241977
CC1=CC(C)=NC(C)(C)C1,2.3592851538934703
CC(C)OCC(O)CCl,2.1836142948026223
CC(Cc1ccccc1)NCCO,2.378429396755917
CCCC(N)Cc1ccccc1,2.610830441265714
COC(C)(N)CC(C)O,2.249413616229428
OCCSCCSCCS(CCO)(CCO)CCO,3.1239208613377616
CC(C)CN(CCCl)CCCl,3.5979955787007025
CC(C)(C)N(CCCl)CCCl,3.421904319645021
CC(C/N=N/CC(C)CC(=N)N)CC(=N)N,2.752678294368986
O=[N+]([O-])c1cc(Cl)cc(Cl)c1O,3.6190933306267423
CCOCc1ccccc1OC,1.5217132736383263
CC1=CCCC(C)(C)C1C(C)CCC=O,1.619813078098432
CC(C)CCCC1=CCC(C)(C=O)CC1,1.619813078098432
CN(C)C(=S)Oc1ccc[n+](C)c1,3.3919996764443203
CC1CC(C)(C)OC(Cc2ccccc2)O1,1.6440681487014883
CCc1ccc(CC(C)(C)C=O)cc1,1.5804368325773337
CON(C)C(=O)Nc1ccc(OCCc2ccc(C)cc2)cc1,2.099521808044458
CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,2.438247972998587
CCOc1cc(C=O)ccc1OC(C)=O,1.6195378373226934
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,1.7059513317603914
CC(C)(C)C1(CCc2ccc(Cl)cc2)CO1,1.980017923615777
COc1ccc(C2NC(=O)C(C)S2)cc1OC,1.3244933765088678
CON=C(C(=O)NC1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CSC12)c1csc(N)n1,1.465890470990946
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)OCC4(C)C3CCC21C,2.308464098091196
O=C(Nc1ccc([N+](=O)[O-])cc1Br)C(F)(C(F)(F)F)C(F)(F)F,2.9170252620676496
C1=C(c2ccc(N3CCCCC3)cc2)N2CCN=C2c2ccccc21,3.216755561478709
c1ccc2cc(CCNc3ncnc4ccccc34)ccc2c1,2.7772484277539347
CC1OC2(CS1)CN1CCC2CC1,3.299548699612949
Nc1c(NCC=CCOc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,1.852999372411188
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,1.9004175517938664
CCCCC(CC)COP(=O)(Oc1ccccc1)Oc1ccccc1,1.6841341158595455
OCC(Br)(Br)Br,2.7128527378689355
CC(=NNC(N)=S)c1ccccc1,4.110084422886923
C/C=N/C(=S)NN,3.1937811114871373
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.59798900298133
CC=C1CC(C)C(C)(O)C(=O)OC/C2=C/CN(C)CCC(OC1=O)C2=O,3.2617694484330526
CC1=NCCS1,2.323827683158952
S=c1[nH]c2ccccc2o1,1.6480441499930298
CCCCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCCC,2.525286734575596
O=[As](O)(O)c1ccc(O)cc1,2.685323659580316
CN(C)c1ccc(C(=N)c2ccc(N(C)C)cc2)cc1,2.2510311628106527
COP(=O)(OC=C(Cl)Cl)OCCCl,3.731504960021383
CCOc1ccc2c(c1)SC(=C1Sc3cc(OCC)ccc3C1=O)C2=O,2.4087802352717493
COc1ccc2c3c(cccc13)C(=O)N(C)C2=O,1.2063688621629292
O=[N+]([O-])c1cc(Br)ccc1O,1.7575434708236315
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,2.986492263172388
CCCCCCCCCCC=CC=O,1.5940255104130656
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,1.6921698437667745
COc1cc(=O)oc(C=CC=CC=CC(C)=CC2(C)OC(C)C(C)(O)C2O)c1C,4.701661870582896
Cc1ccc(CCl)c(CCl)c1C,2.097149557681478
CC(CC(C)C)=NC(C)CC(C)C,2.263254858214752
CCSCCC(N)C(=O)O,1.5138619026647666
O=C(NC(CCN1CCCCC1)c1ccccc1)c1ccccc1,3.162112100531111
Clc1ccc(N(Cc2cccnc2)C2=NCCS2)cc1,2.783643496162104
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,1.8701603511436269
CC1CCN(c2cc(C(C)(C)C)on2)C1=O,2.6479460140334616
