curated_smiles,mouse_intravenous_LD50
Cc1ccc(C(=O)NC2C(=O)NC(C(C)C)C(=O)N3CCCC3C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC2C)c2c1OC1C(C)C(=O)C(N)C(C(=O)NC3C(=O)NC(C(C)C)C(=O)N4CCCC4C(=O)N(C)CC(=O)N(C)C(C(C)C)C(=O)OC3C)C1N2,6.0901585696786364
O=C1OC(C(O)CO)C(O)=C1O,2.5314887805341963
CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,3.623095064892747
OC(c1ccccc1)c1nc2ccccc2[nH]1,3.171780680184939
O=CC(O)C(O)C(O)C(O)CO,1.3014062212074338
CCN(CC)CCOC(=O)c1ccc(N)cc1,3.78762806234902
CCN(CC)CCNC(=O)c1ccc(N)cc1,3.472300244458612
O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,3.3955389734759707
c1ccc2[nH]cnc2c1,2.625235259063748
O=c1[nH]cc(F)c(=O)[nH]1,3.2057188319755774
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1,3.516882274282056
CC(C)NCC(O)c1ccc(Cl)c(Cl)c1,3.8092954280665934
CC(C)NCC(O)c1ccc(O)c(O)c1,3.541370516051407
NCCc1cnc[nH]1,2.487199423371853
CN1C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,3.714951861102568
NCCc1ccc(O)c(O)c1,3.13283783091879
NNCCc1ccccc1,2.938271077815541
C(#CCN1CCCC1)CN1CCCC1,3.3368348032147246
CN(CCCl)CCCl,4.892250475298265
CC(C)=CCCC(C)=CCCC(C)=CCCC(=O)OCC=C(C)CCC=C(C)C,2.152358808985276
CCOC(N)=O,2.2508784532964605
C[N+](C)(C)CCOC(N)=O,5.651525653446552
CCCCCCCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,3.616002626498412
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,3.2047281952289217
S=P(N1CC1)(N1CC1)N1CC1,4.1156082165461205
C=CCC1(CC=C)C(=O)NC(=O)NC1=O,2.980059691247094
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,3.8226135260104974
O=[N+]([O-])C(Br)(CO)CO,3.619762699837718
CC(=O)OC1CC[N+](C)(Cc2ccccc2)C1,3.6200711896757993
CC(C)(S)C(N)C(=O)O,1.7134170041478096
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.948272967905729
CC12CCC3C(CCC4CC(O)C(N5CCOCC5)CC43C)C1CCC2=O,3.0431923185277108
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,4.461095467086616
NC(CS)C(=O)O,2.091380653587317
CC(=O)C1C(C)CC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3C(=O)CC21C,3.783840193086038
CC(=O)C1CCC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3C(=O)CC12C,3.872562063091408
CC(=O)C1C(C)CC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3CCC21C,3.7069819953961938
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,3.238103335855666
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,4.287178377630969
c1ccc(C(c2ccccc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,3.974360023199665
CC(=O)C1CCC2C3CCC4CC(O)C(N5CCOCC5)CC4(C)C3CCC12C,3.82062885485096
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,4.8985759533045
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.114975057791052
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,3.336787332478234
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,4.226282005291921
CN1CC(O)C2=CC(=O)C(=O)C=C21,3.1460674434937093
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,3.8138317637504633
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,3.0309478232974514
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,2.6686724445509493
CC[Hg]Sc1ccccc1C(=O)O,3.929797987316585
CCC1C(=O)OCC1Cc1cncn1C,3.223931367152629
C[N+]1(C)CCN(c2ccccc2)CC1,5.0775904468930415
CC(C)NCC(O)c1ccc2ccccc2c1,3.858717348518857
CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1,3.988038868090391
NNC(=O)c1ccncc1,2.963984210264043
O=C(O)c1cccnc1,1.4701841901333823
C1CCc2nnnn2CC1,3.6434966820935455
Nc1ccncc1N,3.9240087620367783
CCN(CC)N=O,2.542315477119006
O=C(O)c1ccncc1,1.3913268546543616
COP(=S)(OC)Oc1ccc(SC)c(C)c1,2.939417843002007
ClCCN(Cc1ccccc1)Cc1ccccc1,3.7156357081285294
C[N+](C)(C)CC#CCOC(=O)Nc1cccc(Cl)c1,5.380215865776447
CC(Cc1ccccc1)NN,4.093956842368826
N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,4.3234738329017794
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],4.330882582771005
N=C(N)NCCN1CCCCCCC1,3.9401884944846177
CNC(=NCc1ccccc1)NC,4.036214622827967
CC(C)OP(=O)(F)OC(C)C,4.760014669692864
N=C(N)SCCN,3.013959516263018
NCCCC(=O)O,1.5743303874820398
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,4.997180256785403
CCCC[Sn](CCCC)(CCCC)OC(C)=O,3.2876810758158497
CC[N+](CC)(CC)Cc1ccccc1,4.028765494128683
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.350344948249062
NCC(=O)O,1.8124353349421312
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,2.951590055124226
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,3.615354960634249
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,2.747819724336932
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,3.4679872834916137
OCC(O)CO,1.3358424064247836
ON=Cc1cc[n+](CCC[n+]2ccc(C=NO)cc2)cc1,3.740344914415653
CCCCCCCCCCCCCCCC[N+](C)(C)C,4.073950400722322
CCCCCCCCCCCCCCCC(=O)O,3.653093976688716
NC(N)=O,1.1157985711767548
CN(C)N,2.3121724485265576
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.54171997384011
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.019652686419122
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,4.359774472325442
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.4243638202887388
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,5.837828243968399
OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,3.279130587755999
CCCC(C)(COC(N)=O)COC(N)=O,2.9772323860025858
CC(O)CO,1.0598425929683122
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,3.61667883477135
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,2.4289717739234007
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,3.72197712335502
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,6.734789279920098
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.2266976212111693
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.8773510164277374
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,3.763058637437503
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.3415505127096066
CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1,4.01136027583831
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,3.472079152451861
CNCCCN1c2ccccc2CCc2ccccc21,3.970202454798545
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,3.7735593035105848
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.643398095942554
CN(C)CCCN1c2ccccc2Sc2ccccc21,3.806239608148841
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,3.3255553418907007
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,3.2361320111122405
Cc1ncc(CO)c(CO)c1O,2.464236707258586
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,1.9813476991424563
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)Cc3cccs3)C2SC1,1.9113230335401723
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,4.252549071091939
O=CC(O)C(O)C(O)CO,1.123389041115714
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.702992465513033
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,2.49776606112739
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,3.464841929475768
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.844569884161102
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,2.0893398077710312
CCN(CC)C(=O)c1cccnc1,2.9957204853625723
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,3.019697030635317
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,4.080096324308703
Cc1ccccc1OCC(O)CO,3.0175556102566325
Cc1cc(O)ccc1Cl,3.3089757999484606
OCC(S)CS,3.34603845821584
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,3.059501782750381
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,3.6781547527037706
c1ccc(CC2=NCCN2)cc1,3.501641357695892
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,2.9753844126761004
S=C(N=Nc1ccccc1)NNc1ccccc1,3.6606181875786032
NCCc1ccc(O)cc1,2.798347721571333
NCCS,2.6085935877445303
C[N+](C)(C)CCCCCC[N+](C)(C)C,3.8221176477628886
CCOCC,1.871693649895576
CC(=O)OCC[N+](C)(C)C,4.066088680357042
NCCCCCC(=O)O,1.4276549928418627
CNN,3.0174514441764373
CC(N)=O,0.7713522662078984
CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,4.328008612590477
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.504395959424976
Cc1c(C(C)C2NCC(C)CC2O)ccc2c1CC1C2CC=C2CC(O)CCC21C,5.121013097929499
CC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,3.354071071987122
Cc1cc(=O)n(-c2ccccc2)n1C,2.575718837901539
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,3.8034573496650026
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,3.673269181557023
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,3.8307800950099833
CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,3.742984616169124
CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,4.956106477903497
COc1ccc(OC)c(C(O)C(C)N)c1,4.623251346127589
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CCCC(N)C(=O)O)C2SC1,1.919521578778992
CN(C)CCc1c[nH]c2ccccc12,3.726867545491257
Cc1cccc(Nc2ccccc2C(=O)O)c1C,3.400268090382636
Nc1nc2nc(-c3ccccc3)nc(N)c2nc1C(=O)NCCN1CCOCC1,3.340707343983877
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,3.5674510831545514
Nc1nc2cc(Cl)ccc2o1,2.651625933080914
Nc1nnc[nH]1,1.2257330290675337
CNCC(=O)c1ccc(O)c(O)c1,2.8188039280568367
O=C(O)c1ccc([N+](=O)[O-])cc1,2.33653770179977
CC(=O)O[Hg]c1ccccc1,4.272022202456369
CC(=O)OC(C)C[N+](C)(C)C,4.028671546328427
CCCCCCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,4.213951732414773
CC=C(C)C(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,5.772132395237637
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,3.7702455390216296
COP(=O)(OC)OC=C(Cl)Cl,4.0890726028190665
O=C(O)CF,3.778385038321255
COc1cc(NC(C)CCCN)c2ncccc2c1,4.212494151629396
Nc1ccc(S(N)(=O)=O)cc1,2.5370858405063457
CNC(=O)Oc1cccc(C(C)C)c1,5.136891400564186
NCCc1ccccc1,3.2841283634410243
CCO,1.3682817000589778
CCC(=O)OC1(c2ccccc2)CC(C)N(C)CC1C,3.860167723449632
CCC1(C)CC(=O)NC(=O)C1,3.986763339317545
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.5454420743543875
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,5.37100589343163
CCC(=O)c1ccc2c(c1)Sc1ccccc1N2C(C)CN(C)C,3.85086567506508
Cc1ncc(CO)c(C=O)c1O,2.63207814762709
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,5.453002189111051
NC(=O)c1ccccc1O,2.641613473943579
Nc1ccc(C(=O)O)c(O)c1,1.6252008673517886
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,2.3069038313430705
CC(CNN)c1ccccc1,3.3571982771434072
CC12CCC3C(CCC4(O)CC(O)CCC34C=O)C1(O)CCC2C1=CC(=O)OC1,6.088407807031131
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.844797253861381
CC[N+](CC)(CC)CC,3.56529149956526
c1cnc2c(c1)ccc1cccnc12,4.000506381563711
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.90347628552474
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,3.273158747641995
COc1ccc2[nH]cc(CCN)c2c1,3.260243989334433
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,3.5270832288501888
Cc1ccccc1OCC[N+](C)(C)C,5.348949077608368
C[N+](C)(C)CCO,3.416795947943521
CO,0.8326987089554453
CC(C)O,1.6001563264744083
CS(C)=O,1.4014894808764489
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,3.9923416802057945
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,4.62165421683023
CN(C)C=O,1.465947661764938
Cc1ccc(S(=O)(=O)Nc2ccccc2)cc1,3.749804805334828
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.9841184286344857
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.151436946139642
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,3.962646274251608
CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,4.5405852757940375
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.906360085764178
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,4.106894797933099
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,3.772088520592242
Oc1cccc2nc3c(O)cccc3nc12,3.326761752281461
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.880579984375444
O=C(O)c1ccccc1O,2.65836894461364
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,1.5408994585175464
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,1.1062682988305164
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)F,1.942541349637344
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,2.1377420475125644
O=C1CCCN1CC#CCN1CCCC1,5.173968027558977
CN(N=O)C(N)=N[N+](=O)[O-],3.5958861263026924
CCS(=O)CC,1.3856021838305654
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,3.350785125488968
CCC(=O)c1ccc(N)cc1,3.012380444677207
NC(Cc1cnc[nH]1)C(=O)O,1.8897413781511123
CCCO,1.935612788151989
CCCCO,2.293611638113481
CCCCCO,2.680404493625804
COc1ccc(C(=O)OC2CCC3(C)C4CCC5C6(O)CC(O)C7(O)C(CN8CC(C)CCC8C7(C)O)C6(O)CC53OC24O)cc1OC,6.2052817162472005
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.270849192245963
O=C1OC(c2ccc(O)c(S(=O)(=O)O)c2)(c2ccc(O)c(S(=O)(=O)O)c2)c2c(Br)c(Br)c(Br)c(Br)c21,3.376095913879656
CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,3.5766692085593874
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,4.126085929018903
CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.874148286017588
CC(C)COP(=O)(OC=C(Cl)Cl)OCC(C)C,3.22922379025679
CC(O)C(=O)O,1.614174620142659
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,3.249465576824257
Cc1cc(-c2ccc(N=Nc3c(S(=O)(=O)O)cc4cc(S(=O)(=O)O)cc(N)c4c3O)c(C)c2)ccc1N=Nc1c(S(=O)(=O)O)cc2cc(S(=O)(=O)O)cc(N)c2c1O,3.425087664587115
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,3.110744921329067
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,3.0281201082350977
CCN(CC)CC(=O)Nc1c(C)cccc1C,4.131291357990413
CCC(CO)NCCNC(CC)CO,2.953316496145763
C#N,4.436146577831574
CC#N,1.8265934770891823
C1CO1,2.181577491218728
CN(C)C,2.538612718341609
CC(C)(C)O,1.6829966528538622
CS(=O)(=O)O,3.7274825157666793
CCC(C)(C)O,2.1598924816245733
OCC(F)(F)F,2.602229333156394
FC(F)(Cl)C(F)(Cl)Cl,1.318469136417011
COC(F)(F)C(Cl)Cl,3.041303184952525
C=CC[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.5922900368336004
CCC1CN2CCC3(C(=O)Nc4ccccc43)C2CC1C(=COC)C(=O)OC,3.622729592152344
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.399859120846718
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,3.5452551468949167
ClC(c1ccccc1)(c1ccccc1)c1ccccc1,3.189992224318946
Cl[Si](c1ccccc1)(c1ccccc1)c1ccccc1,3.721423415520672
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,4.540818333191592
CCC1CC2CN3CCc4c([nH]c5cc(OC)c(OC)cc45)C(C(=O)OC)(C2)C13,3.445095557723886
NC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1,4.031343820262087
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,3.604334073102911
CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,3.647706525216373
CCC1(C)CC(=O)NC1=O,2.2576478120229235
C=CS(=O)(=O)C=C,4.031066770571652
c1ccc([Sn](S[Sn](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.6093127319327096
CCOP(=O)(C#N)N(C)C,6.033769444957028
NC(CO)(CO)CO,2.0004878585237207
CCCC[Sn]1(CCCC)OC(=O)CCS1,3.527723966342891
C=CC1OCC2(CO1)COC(C=C)OC2,2.821687489745734
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,3.198046947092069
CCCCOP(=O)(CCCC)OCCCC,3.650305788171288
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,3.3451307539754924
OC1(C#CC2(O)CCCCC2)CCCCC1,3.09172165610999
C=CC(C)(O)CCC=C(C)C,2.9329611140899856
CC(C)CO,2.249816933345517
CCC(C)O,1.9868596297435843
C=C(O)C=O,2.4563117971649504
ClC=C(Cl)Cl,3.588359309035347
O=C(Cl)CCl,3.547709340995085
NC(=O)CCl,2.715599484761836
CCC(=O)O,2.073815093783728
CNC(C)=O,1.260202120822276
NNC(N)=S,3.845760906777594
CC(=O)OO,3.629223474443019
NC(=S)C(N)=S,3.331723666798105
O=C(C(F)(F)Cl)C(F)(Cl)Cl,3.077942949457244
CC1CCCC(C)(C)C1CCC(C)[N+](C)(C)CCCCCC[N+](C)(C)C(C)CCC1C(C)CCCC1(C)C,4.63144539254091
CC(C)(O)C(C)(O)c1ccc(Cl)cc1,2.926982145140081
Cc1cc(C(C)(C)c2ccc(O)c(C)c2)ccc1O,4.010884842288751
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,3.0428064447719243
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,2.486533903341841
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C,4.651597954412395
CCc1ccc2c(c1)C(C)(C)CCC2(C)C,3.587005003684069
CC(O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,4.505851069144677
Cc1cccc(C)c1[N+](=O)[O-],3.5262387346224298
C1C2OC2C2C1C1CC2C2OC12,3.467195705294692
Cc1ccc2c(c1-c1c(C)ccc3c1C(=O)c1ccccc1C3=O)C(=O)c1ccccc1C2=O,3.390611325238713
O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,3.263515085670131
O=C1c2ccccc2C(=O)c2c(O)ccc(O)c21,2.8754483367601544
CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,3.247280840785456
Nc1ccc2nc3ccc(N)cc3[n+](-c3ccccc3)c2c1,4.203132650812143
COc1c2occc2c(OC)c2c(=O)cc(C)oc12,3.92966096782676
Nc1ccc(N)c2c1C(=O)c1cccc([N+](=O)[O-])c1C2=O,3.703971158611533
O=C1c2ccccc2C(=O)c2c(Cl)cccc21,3.63681195597674
O=[N+]([O-])c1c(O)c(Cl)cc(Cl)c1Cl,3.6364252049809136
Cc1ncc(CO)c(C(=O)O)c1O,2.563867743823723
C=c1[nH]/c(=C/c2[nH]c(-c3ccc[nH]3)cc2OC)cc1CCCCC,4.509793728325618
CCN1CCCC(OC(=O)C(c2ccccc2)c2ccccc2)C1,3.864771051667765
O=C1c2ccccc2C(=O)C1c1ccccc1,3.23288473855364
CCCC(C)C1C(=O)NC(=O)NC1=O,3.041879348619978
Cc1c(Cl)cccc1[N+](=O)[O-],3.486286229863567
Oc1c(I)cc(I)c2cccnc12,3.850551061497462
CCC1CC2CC3c4[nH]c5ccc(OC)cc5c4CCN(C2)C13,3.743791046720029
c1ccc2c(c1)CCCC2C1=NCCN1,3.665043583074361
N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O,4.2420939838838825
O=C1c2ccc(O)cc2C(=O)c2ccc(O)cc21,3.1253258099767547
CCCCOC(=O)c1ccccc1C(=O)OCCCC,2.5872556087084218
Cn1ncnc2c(=O)n(C)c(=O)nc1-2,5.055481765339793
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,3.8454405443138495
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,3.634302752438589
c1ccc2c(c1)ccc1ccccc12,3.502802526813115
Cn1c(=O)c2[nH]c(Cl)nc2n(C)c1=O,2.900290237665162
O=C(O)c1ccccc1C(=O)c1ccc(O)cc1,2.879077950857144
CNc1ccccc1C(=O)OC,2.9627165061620326
CN1CCC(N(Cc2cccs2)c2ccccc2)CC1,3.8337904393324953
CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,4.089816124917345
CCN(CC)C(C)C=C(c1cccs1)c1cccs1,4.260496227949078
N#CC(c1ccccc1)c1ccccc1,3.2861172552651072
C[n+]1c2cc(N)ccc2cc2ccc(N)cc21,3.7487441106460806
NNc1nncc2ccccc12,3.488604945692236
CCCCc1cc2ccccc2c(OCCN(C)C)n1,4.5321043614511725
Nc1cccc2cc(O)ccc12,2.946637821299554
CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,3.410498148630118
O=[N+]([O-])OC1COC2C(O[N+](=O)[O-])COC12,3.7711022109540897
O=C1NC(=O)C(=NO)C(=O)N1,3.196134716368754
