curated_smiles,mouse_oral_LD50
CCOC(N)=O,1.551908448960442
C[N+](C)(C)CCOC(N)=O,3.991810650165468
CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,2.61970154319974
S=P(N1CC1)(N1CC1)N1CC1,3.697192622164286
CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,2.449131133357736
C1CN1P1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,3.54666490375898
OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,3.079928438352834
O=[N+]([O-])C(Br)(CO)CO,2.8696401730543184
NC1(C(=O)O)CCCC1,2.6211661944538664
CC(C)(S)C(N)C(=O)O,1.9628132029141607
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,2.933549711085023
COP(=S)(OC)Oc1ccc(S(=O)(=O)N(C)C)cc1,4.534624536066462
O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,3.723780470674378
CC12CCC(=O)CC1CCC1C2CCC2(C)C(C(=O)COC(=O)CCC(=O)O)CCC12,2.556862098480079
Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1,1.903152412337003
COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,3.490774911675256
CC12COC(=O)CC1CCC1C2CCC2(C)C1CCC2(C)O,2.2234284876035963
CC12CCC3C(CC=C4CC(O)CCC43C)C1CCC2=O,1.4600419356778271
CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.9394433762901397
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,4.397299820621933
CN1CCC(n2[nH]c(-c3ccccc3)c(Cc3ccccc3)c2=O)CC1,2.2667494658704794
CC(=O)Nc1ccc2c(c1)Cc1ccccc1-2,2.4403550791597746
COc1cc(C(=O)OCCCN(C)CCN(C)CCCOC(=O)c2cc(OC)c(OC)c(OC)c2)cc(OC)c1OC,2.939040294113573
CCN(CC)CCNC(C(=O)OCCC(C)C)c1ccccc1,2.624983274237032
NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,2.218468544133914
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1I,1.549125926758111
Cc1ncc(COP(=O)(O)O)c(C=O)c1O,1.7264303335968576
CC[Hg]Sc1ccccc1C(=O)O,3.6239691087708352
CCC1C(=O)OCC1Cc1cncn1C,3.130319470869348
CC(C)NCC(O)c1ccc2ccccc2c1,2.7824381991127853
CN(C)CCCSc1ccccc1NC(=O)C=Cc1ccccc1,2.85086567506508
NNC(=O)c1ccncc1,3.0133188377092317
O=C(O)c1cccnc1,1.5197539191084826
O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,2.8205644973267314
O=C(CCBr)N1CCN(C(=O)CCBr)CC1,2.969457385140531
C1CCc2nnnn2CC1,3.195943658016592
CCN(CC)N=O,2.7081531018091343
NC(=O)c1ccccc1,2.0188259950229788
O=C(O)c1ccncc1,1.5957248747601815
COP(=S)(OC)Oc1ccc(SC)c(C)c1,3.4995919129098647
CC(Cc1ccccc1)NN,3.0939568423688257
N=C(N=C(N)Nc1ccc(Cl)cc1)NCCCCCCNC(=N)N=C(N)Nc1ccc(Cl)cc1,2.3031470852214397
N=C(N=C(N)N)Nc1ccccc1,2.169309430256394
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],3.2954906076821637
N=C(N)NCCN1CCCCCCC1,2.333925019882388
Cc1cccc(N=Nc2ccc(N(C)C)cc2)c1,1.1310093571970306
CC(C)OP(=O)(F)OC(C)C,4.964134652348788
CS(=O)(=O)OCCCCOS(C)(=O)=O,3.3500823061983485
Cc1cc(=O)[nH]c(=S)[nH]1,1.8254887390288903
N=C(N)SCCN,2.1650931420447748
NCCCC(=O)O,0.9102278623238388
NCCSSCCN,2.2411542504842603
NCCCNCCCN,2.479520705353645
ClC(Cl)(Cl)Cl,1.2698835243622408
CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,4.034968817674803
CCCC[Sn](CCCC)(CCCC)OC(C)=O,3.880195749237582
CCOP(=S)(OCC)Oc1ccc([N+](=O)[O-])cc1,4.76531829621988
NCC(=O)O,1.385565643590061
CCC(=C(CC)c1ccc(O)cc1)c1ccc(O)cc1,1.9515900551242256
C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,2.664864936288132
NC(Cc1c[nH]c2ccc(O)cc12)C(=O)O,1.5647212843811893
CCOP(=S)(OCC)Oc1ccc2c(C)c(Cl)c(=O)oc2c1,4.112474530829281
O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,2.333288709594157
OCC(O)CO,1.3525080284677533
NC(=O)CCC(N)C(=O)O,0.8283271994152261
CN(CCCCCCCCCCN(C)C(=O)Oc1cccc([N+](C)(C)C)c1)C(=O)Oc1cccc([N+](C)(C)C)c1,4.933448289894064
C=CCN=C=S,2.507777042037822
NC(N)=O,0.7952638348460374
CN(C)N,2.4421834735216383
C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,2.436387257708407
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,3.147059871384931
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.3109905271345785
CC1CN1P(=O)(N1CC1C)N1CC1C,2.867534078717872
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,3.20508317017297
CNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,4.962766980576699
CCCC(C)(COC(N)=O)COC(N)=O,2.4638989586284783
CC(O)CO,0.5389334405508791
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,2.410003927118048
C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C,2.494169246081732
CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,2.406849154444813
CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,3.18188012078555
COc1cc2c3cc1Oc1cc(ccc1O)CC1c4c(cc(OC)c(O)c4Oc4ccc(cc4)CC3N(C)CC2)CC[N+]1(C)C,3.937844223739855
O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,3.1326925988465204
Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.8773510164277374
CN1CCc2cccc3c2C1Cc1ccc(O)c(O)c1-3,3.427044449249008
Cn1c(=O)c2c(ncn2C)n(C)c1=O,3.184432086453588
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,3.4319176433038314
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2.887052500422679
CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(C)O,2.2111521318461724
CC1=CC(=O)c2ccccc2C1=O,2.537020266064715
CNCCCN1c2ccccc2CCc2ccccc21,2.8507203733492736
OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1,2.3705397693092727
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2.970757030328884
CN(C)CCCN1c2ccccc2Sc2ccccc21,2.850827974876811
COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,2.7612839114521384
C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,2.703493428542747
Cc1ncc(CO)c(CO)c1O,1.487986331129393
O=c1nc[nH]c2c1ncn2C1OC(CO)C(O)C1O,1.1274757348206943
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,3.368971138050848
O=CC(O)C(O)C(O)CO,0.814739648581541
Oc1c(Cl)cc(Cl)c(Cl)c1Cl,3.248016343420959
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,2.4038066105474223
NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O,1.567803927735146
CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,1.9756652077883103
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1,3.493130385019521
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,1.5282384241219753
CCN(CC)C(=O)c1cccnc1,2.9768351412021987
Nc1nc(=O)c2nc(CNc3ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,1.6448362644170644
CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1,2.9131101048577825
Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,1.3015262553805147
Cc1ccccc1OCC(O)CO,2.403261162511659
O=C1Cc2ccccc2N1,2.5222811794469977
O=c1[nH]c2ccccc2o1,2.3872163000652478
Cc1cc(O)ccc1Cl,2.3759225895790737
OCC(S)CS,2.7577667513735107
CCCSSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N,2.132404078941199
Cc1cc(C(=O)NNCc2ccccc2)no1,3.0785338224527425
NC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,2.9007684278253176
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,2.412459497183498
c1ccc(CC2=NCCN2)cc1,2.6219873850650828
CCCC(=O)OCC(COC(=O)CCC)OC(=O)CCC,1.373324421348138
CN(C)c1ccc(N=Nc2ccccc2)cc1,2.875630298759582
OCCc1ccccc1,1.6821201926140517
NCCS,1.9239188342225133
OCCS,2.614097573757893
C[N+](C)(C)CCCCCC[N+](C)(C)C,2.4585607922056005
CC(=O)OCC[N+](C)(C)C,1.8383708202232136
NCCCCCC(=O)O,0.9625150354053146
CCCCCC=CCC=CCCCCCCCC(=O)O,0.7488885371243915
CNN,3.0468214870789767
CC(N)=O,0.6607625559086494
CC[N+](C)(CC)CCOC(=O)C(O)(c1cccs1)C1CCCC1,2.2140652602836397
CNC(=O)CSP(=S)(OC)OC,3.582182720646278
CN(C)C1C(=O)C(C(N)=O)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,2.511822441748979
Cn1cc[nH]c1=S,2.1230649614456176
Cc1cc(=O)n(-c2ccccc2)n1C,2.1574175465817937
CC(CN1c2ccccc2Sc2ccccc21)N(C)C,2.994093457246046
CN1CCCC(CN2c3ccccc3Sc3ccccc32)C1,3.3016823481429878
COc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,2.94444790590795
COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.8868969604360597
COc1ccc(OC)c(C(O)C(C)NC(C)C)c1,2.6304358630107303
COc1ccc(OC)c(C(O)C(C)N)c1,3.8476980764638538
CCCCN1CC2Cc3cc(OC)c(OC)cc3C2C1,2.1846788149631364
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,1.7770249697066136
O=C1NCCN1c1ncc([N+](=O)[O-])s1,1.9328916227649604
Cc1cccc(Nc2ccccc2C(=O)O)c1C,2.662380020016247
CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1,1.909873763976758
Nc1nc2cc(Cl)ccc2o1,2.494420018185606
Nc1nnc[nH]1,0.7573856986553762
COC(C[Hg+])CNC(N)=O,3.1883659260631485
CC(=O)O[Hg]c1ccccc1,4.405078829286848
CCOc1ccc(NC(C)=O)cc1,2.315866157715802
CCOS(C)(=O)=O,2.421887343825794
CC(=O)OC(C)C[N+](C)(C)C,2.335531085653132
CCCC(C(=O)OCCN(CC)CC)(c1ccccc1)c1ccccc1,2.817614513738884
COP(=O)(OC)OC=C(Cl)Cl,3.559015272911606
CNC(=O)Oc1cccc2ccccc12,3.1964719664157704
COc1cc(NC(C)CCCN)c2ncccc2c1,3.4989217295098323
COc1ccc(CN(CCN(C)C)c2ncccn2)cc1,3.0677750838854587
Nc1ccc(S(N)(=O)=O)cc1,1.7382382475435896
NC(=O)NC(=O)Cc1ccccc1,2.2565686124125675
Cc1cccc(NC(N)=O)c1,2.3537933465054888
CNC(=O)Oc1cccc(C(C)C)c1,4.081990530563641
NCCc1ccccc1,2.4813817083370746
NC(=O)Nc1ccccc1,1.935373317828498
CCO,1.125589690237895
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,2.734083256288021
CC(=O)OC1(c2ccccc2)CCN(CCc2ccccc2)CC1,3.412878344340967
CCC(C)C(C)(COC(N)=O)COC(N)=O,2.6256491278670424
O=C(CCCN1CCC2(CCCCC2)CC1)c1ccc(F)cc1,3.422491349209966
CCC1(C)CC(=O)NC(=O)C1,3.5780994652537337
CCOS(=O)(=O)OCC,2.377143477830498
O=C(O)CI,3.3503134192049893
CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2.459198506960959
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,4.831634557046312
CCC(c1ccc(O)cc1)C(C#N)c1ccc(O)cc1,1.972199589240498
Cc1ncc(CO)c(C=O)c1O,2.0708974907668454
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,3.079885764164045
NC(=O)c1ccccc1O,2.660036556770365
Nc1ccc(C(=O)O)c(O)c1,1.4646255938488082
Cc1c[nH]c(=O)[nH]c1=O,1.5566986998739067
O=C(O)c1cc(=O)[nH]c(=O)[nH]1,1.892364560851572
NC(Cc1cc(I)c(O)c(I)c1)C(=O)O,2.591147866409368
CC(CNN)c1ccccc1,3.405890201043132
O=c1cc[nH]c(=O)[nH]1,1.1464691330718697
CCCCCC=O,1.0820393584300934
COS(C)(=O)=O,2.579523414922991
O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,5.33410996392819
CC[N+](CC)(CC)CC,2.0039569046893955
O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,3.1593696548966226
CC1CC(C)C(=O)C(C(O)CC2CC(=O)NC(=O)C2)C1,3.3253983657305906
COc1ccc2[nH]cc(CCN)c2c1,2.515887540756467
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,1.5087556300954177
CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,2.1187055223535607
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,2.1015835402873084
C[N+](C)(C)CCO,1.4266905642357492
Cc1cc(C)[nH]n1,1.9575666301848904
CO,0.6423967559638857
CC(C)O,1.2225430654827107
CC(C)=O,1.2869053529723748
ClC(Cl)Cl,3.520621797894251
CS(C)=O,0.9941259931212282
CC1(C)OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,2.053552833574216
CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,2.6947722166513195
CC1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)C=CC(C)C(C)C,3.141226515140533
C=C1CCC(O)CC1=CC=C1CCCC2(C)C1CCC2C(C)CCCC(C)C,3.956674548589509
CCN(CC)CCOc1ccc(C(O)(Cc2ccc(OC)cc2)c2ccccc2)cc1,2.3923503309248195
CN1C(=O)C23CC4=CC=CC(O)C4N2C(=O)C1(CO)SS3,3.687674016819884
CN(C)C=O,1.4014896725380197
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,1.6966854074405442
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,2.2780855242180515
Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2.2042208721478005
Cc1c(N(C)CS(=O)(=O)O)c(=O)n(-c2ccccc2)n1C,2.032218911389494
CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,3.061191019461136
CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,2.6688085115382334
CCC(c1ccc(OCCN(CC)CC)cc1)C(CC)c1ccc(OCCN(CC)CC)cc1,3.1330999492157696
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,3.2985861483120846
C[N+](C)(C)CC[N+]1(C)Cc2c(Cl)c(Cl)c(Cl)c(Cl)c2C1,2.974269232658508
Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,3.9732077853498535
CC1(C)SC2C(NC(=O)C(N)c3ccccc3)C(=O)N2C1C(=O)O,1.7372124767039523
O=C(O)c1ccccc1O,2.4334453596871395
Nc1ccn(C2OC(CO)C(O)C2O)c(=O)n1,2.0814637802319425
OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,0.8909504163731177
CN1CC(O)c2cc(N=NC(N)=O)c(O)cc21,0.8190658389532017
COc1ccccc1OCC1CNC(=O)O1,1.6497786638991352
O=c1[nH]sc2cc(Cl)ccc12,1.605902030685257
NC(CCC(=O)NC(CS)C(=O)NCC(=O)O)C(=O)O,1.7886321253688766
O=C1CCCN1CC#CCN1CCCC1,4.2613976271137375
CCS(=O)CC,1.4685764188953294
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.9761208704751576
CC(C)=CC1C(C(=O)OCc2ccc(C)cc2C)C1(C)C,1.4569957589104006
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,2.6216203357961976
CCC(=O)c1ccc(N)cc1,2.948439165186319
O=CC(=O)c1ccc(Oc2ccccc2)cc1,2.4794908518152585
NC(Cc1cnc[nH]1)C(=O)O,1.0146801147594129
CCCO,0.9463366535437616
CCCCO,1.4418181942904855
CCCCCO,2.644192320971359
c1ccccc1,1.220631019448092
CC(Cl)(Cl)Cl,1.3470208567959552
CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,1.3830654712210293
CC1OC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)CCC65O)C4)OC3C)OC2C)CC(O)C1O,5.189027850032129
OC(c1ccccc1)(c1ccccc1)C1CCCCN1,3.452909441793584
CN(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,3.027501957440471
CC(C)[N+](C)(CCC(C(N)=O)(c1ccccc1)c1ccccc1)C(C)C,2.4559103130272506
CC(O)C(=O)O,1.44952177759854
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,1.4919734778509448
COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,2.831070154476198
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,2.657370049215233
CCc1ccc(C(c2ccc(CC)cc2)C(Cl)Cl)cc1,1.667967744411184
CCOC(=O)C=C1SC(N2CCCCC2)C(=O)N1C,1.5158814795646338
Nc1ncnc2nc[nH]c12,2.236990014707199
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,2.269107413424317
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,1.6247172038615585
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,1.462014451386725
CCOCc1cnc(C)nc1N,2.8448695404968154
CCN(CC)CC(=O)Nc1c(C)cccc1C,3.002837270402796
O=C(O)c1ccc(Cl)cc1,2.126517142185661
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,1.1602683954095494
CCC(CO)NCCNC(CC)CO,1.3332924287352532
CC(C)OP(=S)(Oc1ccc([N+](=O)[O-])cc1)OC(C)C,2.774250474836944
C#N,3.8635800483621288
ClCBr,1.4784121179606555
CC#N,2.183592619232336
CC=O,1.6897329796783591
ClCCl,1.9880622207822949
NC=O,1.155297470364097
S=C=S,1.437596595093421
CSC,1.225148557441322
BrC(Br)Br,2.372463730418372
ClC(Cl)Br,2.561178266586818
CC(C)Cl,1.7811586036790623
CC(C)N,1.4292529727285028
C=C(Cl)Cl,2.6987192052222286
IC(I)I,2.9231017519241647
C[N+](=O)[O-],1.807890919657976
CC1CO1,2.1205739312058496
C[N+](C)(C)C,2.9211151790891403
CC(C)(C)O,1.644126996857381
CC(C)(O)C#N,4.651663970971405
OCC(F)(F)F,2.436688256434021
CC(C)(C)OO,2.4496808427625774
CC(=O)C(C)(C)C,1.7898452865370231
CC(C)(O)C(C)(C)O,1.54361258569323
FC(Cl)(Cl)C(F)(Cl)Cl,2.406178117485179
CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,1.9390237745382672
CC12CCC(C(Br)C1=O)C2(C)C,1.81979391192394
ClC1=C(Cl)C2(Cl)C3C(Cl)C=CC3C1(Cl)C2(Cl)Cl,3.739573507778872
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,3.025556918459139
CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,2.9130062984080363
O[Sn](c1ccccc1)(c1ccccc1)c1ccccc1,3.2445623771453374
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,2.577801899444762
O=C(O)C(O)(c1ccccc1)c1ccccc1,2.0573750823626926
C=C1CC23CC1(O)CCC2C12C=CC(O)C(C)(C(=O)O1)C2C3C(=O)O,1.610132628356824
CCOC(=O)C1(c2ccccc2)CCCN(C)CC1,2.9148203097613337
CCC1(c2ccccc2)CCC(=O)NC1=O,2.780693265834868
NS(=O)(=O)c1cc(C2(O)NC(=O)c3ccccc32)ccc1Cl,1.8309375037334807
CN1C(=O)CC(C)(c2ccccc2)C1=O,2.353768813649029
ClC1=C(Cl)C(Cl)(Cl)C(Cl)=C1Cl,2.732510002047124
CCCCCCCCCCCC(=O)O[Sn](CCCC)(CCCC)OC(=O)CCCCCCCCCCC,3.4782028854542624
CCC(Br)(CC)C(=O)NC(N)=O,2.7084080783086364
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,2.2416927564233866
CCC1(C)CC(=O)NC1=O,1.9650509838958048
C1=CC2C3C=CC(C3)C2C1,2.8424975645429407
C#CC(C)(O)CC,2.2717088759480863
COS(=O)(=O)OC,2.954700689617648
O=S1(=O)CC=CC1,1.8683394730739529
c1ccc([Sn](S[Sn](c2ccccc2)(c2ccccc2)c2ccccc2)(c2ccccc2)c2ccccc2)cc1,3.03207632432978
CCC(CO)(CO)CO,0.9909510368026662
OC(OCC(COC(O)C(Cl)(Cl)Cl)(COC(O)C(Cl)(Cl)Cl)COC(O)C(Cl)(Cl)Cl)C(Cl)(Cl)Cl,2.8479192999268985
CCC(C)(CC)OC(N)=O,2.281159006059742
Cc1ccccc1OP(=O)(Oc1ccccc1C)Oc1ccccc1C,2.612040565680991
CCOP(=S)(OCC)SC1OCCOC1SP(=S)(OCC)OCC,3.4139756793025766
C=CC(C)(CCC=C(C)C)OC(=O)C(C)C,1.1719375116807316
CCOP(=O)(CC)OCC,1.822578633646485
CCOP(=O)(OCC)OCC,2.1885614736463657
CCCCC(CC)COP(=O)(OCC(CC)CCCC)OCC(CC)CCCC,1.5309217207832937
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,2.160258386202669
CCCCSP(=O)(SCCCC)SCCCC,3.611160303446448
CCOP(=S)(OCC)SCSC(C)C,4.836344690395273
COP(=S)(OC)SCc1nc(N)nc(N)n1,2.818746488766548
CC1=CC(=O)CC(C)(C)C1,1.7107871869699338
