curated_smiles,rabbit_skin_LDLo
CCCC=CC(OC)OC,1.4600374185135088
CCSC(SCC)=C(C#N)C#N,3.797670671583844
CCOC(=O)C1OC1C,1.6626343781570014
CCC(CC(C)CC)=NO,1.457063987587602
CCN1CC(C)OC1=NP(=O)(OC)SC,5.22578467729882
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,2.4228651303718856
O=C(CC(C(=O)OC1CCCCC1)S(=O)(=O)O)OC1CCCCC1,1.86027091037864
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,1.9087767580727648
CCCCCC1C(=O)CCC1CC(=O)OC,1.6557452542854174
Cc1ccccc1OP(=O)(Oc1ccccc1)Oc1ccccc1,2.032194009215164
CCC(=O)C=CC=C(C)CCC=C(C)C,1.615590268982932
CC(C)c1cccc(C(C)C)c1N=C=O,2.207734788967767
Nc1cc(S(=O)(=O)O)cc2cc(S(=O)(=O)O)c3c(c12)O[Cu]Oc1cc(-c2ccc4c(c2)O[Cu]Oc2c(c(S(=O)(=O)O)cc5cc(S(=O)(=O)O)cc(N)c25)N=N4)ccc1N=N3,2.096865712711549
OCC=CCl,2.735810172388875
N#CC(O)CCl,3.625411236574785
CCOCN(C(=O)CCl)c1c(C)cccc1CC,2.330626326546952
COC1(C)CCCCCCCCCCC1,1.6281374774051156
CCCCN1C(=O)c2cccc([N+](=O)[O-])c2C1=O,2.093838267909297
CCCCN1C(=O)c2ccc([N+](=O)[O-])cc2C1=O,2.093838267909297
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccc(Br)cc3)cc2)Cc2ccccc21,5.320915282761517
CCCSP(=O)(OCC)Oc1ccc(Sc2ccc(Cl)cc2)cc1,2.5082926439532565
CC(=O)OCc1ccc(C(C)C)cc1,1.5849144158335169
CCOC(=S)SCC#N,3.507664690730821
O=C(O)c1cccc(Oc2ccc(C(F)(F)F)cc2Cl)c1,1.8016259460568
CB1P(C)B(C)P(C)B(C)P1C,2.555433042054658
COC(C)(N)CC(C)O,1.984595793219892
CC(C)OC(Cl)=C(Cl)C(Cl)=C(Cl)Cl,2.453925010868145
CC(C)(C)CCCCCCCCCCCCCCCN,2.151590466063974
CC(=CC1C(C)=CCCC1(C)C)C(C)O,1.619813078098432
CCOCN(C(=O)CCl)c1c(C)cccc1OC(C)C,1.577008228847469
CCOC(=O)C(Br)C#N,2.7836412886420683
CC(O)C1CCCCC1,2.107938836697226
N#CC(Cl)CS(=O)(=O)c1ccccc1,2.3611383061662137
CC(C)CCN(C)C,1.7604978752265263
Cc1ccc(O)c(C(C)(C)C)c1,1.873077409164546
CNC(=O)Oc1ccc(C)c(C)c1,2.2533840497331488
CCOP(=S)(OCC)SCC(=O)NC(N)=O,4.155814105576551
N#CCCCCCN,1.5502128671494102
CSCCC=O,1.619819331543754
CC(C)(C#N)C(C)(C)C#N,3.2343502277976786
C=C(C)C(=O)OCCc1ccccc1,1.580336398668192
COP(=S)(OC)SCCSC,3.667139026670861
CN(C1CCCCC1)C1CCCCC1,1.9897834198968216
CC(CC(C)C)=NC(C)CC(C)C,2.661194866886789
CCCOCN(C(=O)CCl)c1c(C)cccc1OCC,2.175798735610584
CCCCOc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2.207426998142477
