curated_smiles,rat_subcutaneous_LDLo
COC(C)=O,0.96660512413586
Oc1cccc(O)c1O,2.2878396128084826
O=C(O)C(O)C(O)C(=O)O,1.6992189284875363
O=[N+]([O-])c1ccccc1O,2.1019656654572416
Cc1ccc(C(C)C)c(O)c1,1.9726106660349716
COc1ccccc1O,2.139665733170943
CN1C(CC(=O)c2ccccc2)CCCC1CC(O)c1ccccc1,3.62513617602189
O=C(O)c1cc2ccccc2cc1O,2.699390234979024
CNCC(O)c1ccc(O)cc1,2.047165793190494
Cc1ccccc1O,3.22107300859675
Nc1ccccc1N,2.255851178715774
Cc1cc(N)ccc1N,2.2910881113558004
Cc1ccc(N)cc1N,2.5429000843496
C=CCc1ccc(O)c(OC)c1,1.5164137279648735
C=C(C)C(=O)OCC,0.6595130789862222
O=[N+]([O-])c1ccccc1,2.1872068719984363
O=[N+]([O-])c1ccc(O)cc1,2.8423283549514853
OCc1ccccc1,1.8035374438613316
O=Cc1ccccc1,1.3268436066047715
ONc1ccccc1,3.435876204588751
C1N2CN3CN1CN(C2)C3,2.8456870400799943
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,2.190736384096857
CCCCN(CCCC)CCCC,2.688220709114951
CCOc1ccccc1,1.5428858648837145
Cc1ccc(O)cc1,2.335016360903587
Cc1cccc(O)c1,2.0797438558002805
Nc1cccc(N)c1,3.130912442107474
Oc1cccc(O)c1,2.439774659612873
C=CCNC(N)=S,3.3661950095579454
CCOCCCCO,3.641165521811897
N=C(N)N,2.380145362926656
CN1CC(C(=O)NC2(C)OC3(O)C4CCCN4C(=O)C(Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)CC21,3.764678905257618
Oc1ccccc1O,3.0004419657826107
CCOc1cc(C=O)ccc1O,1.965295795811656
Oc1ccc(O)cc1,2.564713396221173
CC1OC(C)OC(C)O1,1.90361279962344
C=CC(=C)Cl,2.2481547978615986
COc1cccc(OC)c1C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,1.97820563313701
Oc1ccc2ccccc2c1,1.6905366050826838
NCC(O)c1ccc(O)c(O)c1,4.927319024959656
Nc1cc([AsH]=[AsH]c2ccc(O)c(N)c2)ccc1O,3.322927768760372
CCOC(C)=O,1.2460354804456466
CCCCCN,2.435197138587107
CCCCCCC1(CC)C(=O)NC(=O)NC1=O,2.778699201345737
CCC1(CC)C(=O)NC(=O)NC1=O,2.788156582314448
O=C(O)c1cc(O)c(O)c(O)c1,1.531785369705967
CC(N)C(O)c1ccccc1,3.2764876542659214
CC(N)Cc1ccccc1,3.7330688041186018
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,6.810061724666015
C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.2532879104619905
CC[N+](CC)(CCCNC1=CC(=O)C(NCCC[N+](CC)(CC)Cc2ccccc2)=CC1=O)Cc1ccccc1,5.322855157924966
CNCC(O)c1ccc(O)c(O)c1,3.3598520762443367
NCCCCN,1.945242023254906
NCCc1c[nH]c2ccccc12,2.0907733750936464
NC(Cc1ccc(O)c(F)c1)C(=O)O,4.171611655889912
Nc1cc([As]=[As]c2ccc(O)c(NCOSO)c2)ccc1O,3.772493825379167
CC12CCC(CC1=O)C2(C)C,1.9520712957275224
COc1cc2c(c(OC)c1OC)-c1ccc(O)c(=O)cc1C(NC(C)=O)CC2,3.7108684764229993
Cc1cc(O)cc(O)c1,2.093908242610268
CC1CCC2N(C1)CC1C(C(O)C(O)C3(O)C1CC14OC5(O)C(O)CCC1(C)C5CC(O)C34)C2(C)O,2.4062335113743227
CC(=O)C(C)O,0.7988774491034275
N#CS,1.7715360385559584
CCSC#N,3.338192449964623
CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1,2.2975868132724684
O=[N+]([O-])c1cccc(O)c1,2.444388346279448
N#CC(C#N)=NNc1cccc(Cl)c1,3.6119780759938633
CSC#N,3.3869149280061124
O=C(O)O,3.5372872658581445
CN,2.1911434899548983
C[Se]C,1.6990895184812216
CCOC(=O)N(C)N=O,3.024055264877461
Nc1ccc(N)cc1,2.803553507721144
CCCCSC#N,3.236809834269856
CC1OC(OC2CC(O)C3(CO)C4C(O)CC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,4.067932635083477
COc1cc(CCN)cc(OC)c1OC,2.8196693528636105
CN(C)CCC(=O)c1ccccc1,2.947548897587616
COP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.693978309815719
O=C(O)CCCc1ccc(N(CCCl)CCCl)cc1,3.978033500956255
COc1ccc(CN(CCN(C)C)c2nccs2)cc1,3.025186660026417
C[Se]CCC(N)C(=O)O,4.000239239215888
NC(C[Se][Se]CC(N)C(=O)O)C(=O)O,4.4099227240572665
CCC[Pb](Cl)(CCC)CCC,4.529056848016806
NCCCc1ccccc1,3.13100881279064
CN(C)CCN(Cc1ccccc1)c1ccccc1,4.229386582100539
CN(C)c1ccc(N)cc1,3.435200725888756
COc1ccc(C(=O)CCN(C)C)cc1,2.8649977397859887
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,2.3771103736101056
CCN(CC)c1ccc(N)cc1,3.2155106664124915
CC1CCC(C(C)C)C(O)C1,2.1938728330145114
C=C(C)C1C2CC3(C)C4(CO4)C4OC4C3(O)C1C(=O)O2,5.444519448394565
CN1CCCC1c1cccnc1,3.5111772257275846
C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,2.478916581993226
Cn1c(=O)c2[nH]cnc2n(C)c1=O,2.743791886095103
C=C(Br)CC1(C(C)CC)C(=O)NC(=O)NC1=O,3.636568128107131
CNC(=O)Oc1cccc([N+](C)(C)C)c1,5.621734894685572
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21,4.856051854140134
CC(N)C(O)c1cccc(O)c1,3.621197060918212
C=C(C)C1CC=C(C)CC1,0.6542913165178041
CNC(C)CCC=C(C)C,2.945893070348614
CC[N+](C)(CC)c1cccc(OC(=O)N(C)C)c1,5.798218898236131
CC=CC(=O)OC1CC2OC3C=C(C)C(=O)CC3(C)C1(C)C21CO1,3.12371578024154
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC=O)CC2,5.284899744150719
COC1CC(OC2CCC3(C=O)C(O)(CCC4(C)C3(C)CCC3(C)C(C5=CC(=O)OC5)CCC34O)C2)OC(C)C1OC1CC(CO)C(O)C(O)C1O,4.168436194766984
O=C(OC1CN2CCC1CC2)C(O)(c1ccccc1)c1ccccc1,3.104923660044896
O=c1[nH]c(=O)n(O)c2nc[nH]c12,2.33910798974097
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,3.235230907334344
OCC(O)C1OC2OC(C(Cl)(Cl)Cl)OC2C1O,3.1896713489682806
CN1C2CCC1CC(Oc1ccccc1)C2,3.683871195011307
CCOc1ccc(C(=O)CCN2CCCCCC2)cc1,3.138921324402461
CCC1CN2CCC1CC2C(O)c1ccnc2ccc(OCCC(C)C)cc12,2.67959594877808
CCCCCCCCSC#N,1.5334226521169405
CN1C2CCC1CC(Oc1ccc(Cl)cc1)C2,3.446739045333933
CN1C2CCC1CC(Oc1cccc(C(F)(F)F)c1)C2,3.455315471582375
COC(CNC(=O)C1CCC(C)(C(=O)O)C1(C)C)C[Hg]SCC(=O)O,4.603646916471241
CN(C)N=Nc1ccc[n+]([O-])c1,2.919559212435093
CNC(=N)N,2.289880168088521
CCC(N)c1ccccc1,2.9161649647429417
CCN(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,2.366300189975912
CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)COC(=O)CCCc1ccc(N(CCCl)CCCl)cc1,3.703460655473053
CN(C)C(CSS(=O)(=O)O)CSS(=O)(=O)O,3.2892376740630827
CC1CCC(NC(=O)N(CCCl)N=O)CC1,3.393971590210999
CN(C)c1ccccc1,3.083441699665037
CCCCC1(CC)C(=O)NC(=O)NC1=O,3.4237556657732573
Cc1ccc(NC(=O)NC(C)(C)c2ccccc2)cc1,1.884649738853556
CCN(CCCl)CC1COc2ccccc2O1,3.80574716036753
CC(CN)c1ccccc1,2.4320388084546205
CNC(C)C(O)c1ccccc1,2.9113968976877054
O=CC(NC(=O)N(CCCl)N=O)C(O)C(O)C(O)CO,3.8944462207334696
C=CC[N+](C)(C)c1cccc(OC(=O)NC)c1,6.070604851257702
CCC[N+](C)(C)c1cccc(OC(=O)NC)c1,6.074309833952601
CNC(=O)Oc1cc([N+](C)(C)C)ccc1C,6.0478509477680165
C=CC[N+](C)(C)c1ccc(OC(=O)NC)cc1C,5.69781150002242
Clc1ccc(CON=C(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1.7575316613656715
CCC1(CC)C(=O)N=C(Nc2ccccc2)NC1=O,2.6356663399780964
OCC(Br)(Br)Br,2.7271374956279777
CC(=O)Nc1nnc(S(N)(=O)=O)s1,1.869722468999101
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,3.995929011653368
CCC(N)C(O)c1ccc(O)c(O)c1,3.090861799853927
CC(C)OP(=O)(Oc1ccc([N+](=O)[O-])cc1)OC(C)C,4.782832237333723
C=C(Br)CC1(C(C)CCC)C(=O)NC(=O)NC1=O,3.626248639074668
N#CC(C#N)=NNc1ccc([N+](=O)[O-])cc1,3.3327857566009684
NCC(O)c1ccccc1,2.6321471519027524
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1.5376239334186188
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,2.669359495610401
O=C(NC(CCN1CCCCC1)c1ccccc1)c1ccccc1,3.459247052311568
CC(C)c1cc(OC(=O)N(C)C)ccc1[N+](C)(C)C,6.12283328456025
O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,1.9670703641516831
