curated_smiles,rat_intravenous_LDLo
CN(C)CCN1c2ccccc2Sc2ccccc21,3.954887038665612
Cc1cc(=O)oc2cc(O)ccc12,2.7805515680843103
O=CNc1ccc(S(=O)(=O)c2ccc(NC=O)cc2)cc1,2.8301279710535128
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,3.1616912190075284
CC(C)=CC1C(C(=O)O)C1(C)C,3.443446309795269
CC(=O)OC1CC(OC2C(O)CC(OC3C(O)CC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(O)CC65O)C4)OC3C)OC2C)OC(C)C1OC1OC(CO)C(O)C(O)C1O,4.914310976169585
CC(=O)O[Sn](C(C)C)(C(C)C)C(C)C,4.407988250394628
O=C(NO)c1ccc(C(=O)NO)cc1,2.7847590090816
COC(CNC(=O)C1CCC(C)(C(=O)O)C1(C)C)C[Hg]SCC(=O)O,3.3518349434774413
COc1ccc2occ(CCN)c2c1,4.503404774650723
CC1(C)C(C=C2CCCC2)C1C(=O)OCc1coc(Cc2ccccc2)c1,5.26064966442136
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C(F)(F)F,4.900250208492763
COc1ccc2oc(C)c(CCN)c2c1,3.7212333700172766
COc1cc2ccoc2cc1CCN,3.600314787658779
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.878541901261812
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(c6cccs6)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,4.641250626018558
CCn1ccc(=O)c(O)c1C,2.7080836456494843
CC(O)CCC(=O)c1ccoc1,4.049714075815949
CC(=O)OC1C(=O)C2(C)C(O)CC3OCC3(OC(C)=O)C2C(OC(=O)c2ccccc2)C2(O)CC(OC(=O)C(O)C(NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C,4.001997242565646
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(O)(C5C6O)C(C(OC)C23)C14,3.1024247253629804
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(OC(C)=O)C(OC)CC(OC(C)=O)(C5C6OC(C)=O)C(C(OC)C23)C14,3.535327438887537
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,5.1454201795397045
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,4.115110497884948
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,4.291473192929596
CNC(C)C(O)c1ccccc1,3.095966112717025
CCCCOC(=O)CON,3.468861089266874
CCCCS(=O)(=O)NC1CCCCC1,2.988955120629601
CC=C1CC(C)C(C)(O)C(=O)OCC2CCN3CCC(OC1=O)C23,3.750014422258783
CCC1C2CC3C4N(C)c5ccccc5C45CC(C2C5O)[N+]3([O-])C1O,2.856976267420901
CCN1CC2(COC)C(O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccc(OC)cc5)C(C(OC)C23)C14,7.120424534531779
COc1ccc(OC)c(Cc2cnc3nc(N)nc(N)c3c2C)c1,3.8134101725109626
COc1ccc2[nH]c(C)c(CCN)c2c1,2.6262638363414235
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)C(O)C(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,3.224667580399532
O=C(OCCCN1CCCCC1CCc1ccccc1)c1ccccc1,4.20349029289609
Cc1ccc2c(c1)CC(=O)c1cc(C(C)C(=O)O)ccc1O2,3.2676439135892754
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,5.623109673303339
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(OC(C)=O)C(OC)CC(OC(C)=O)(C5C6OC(=O)c5ccccc5)C(C(OC)C23)C14,4.200376806602444
C=C1C(=CC=C2CCCC3(C)C2CCC3C(C)CCCC(O)(C(F)(F)F)C(F)(F)F)CC(O)CC1O,8.242695441363345
CCN1CC2(COC)C(OC(C)=O)CC(OC)C34C5CC6(OC(C)=O)C(OC)C(OC(C)=O)C(OC(C)=O)(C5C6OC(C)=O)C(C(OC)C23)C14,2.9824829905661576
Nc1nc(C(=CCC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,2.0945967477094416
Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1,2.7466186325481465
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,3.804031274299808
NCCCCC(OP(=O)(O)CCCCc1ccccc1)C(=O)N1CCCC1C(=O)O,2.2459832274951737
CC(=O)OC12COC1CC(O)C1(C)C(=O)C(O)C3=C(C)C(OC(=O)C(O)C(NC(=O)OC(C)(C)C)c4ccccc4)CC(O)(C(OC(=O)c4ccccc4)C21)C3(C)C,4.606322236836919
CCNCCCNCCCNCCCNCC,3.3881491774434664
CC(O)C1C(=O)N2C(C(=O)O)=C(C3CCCO3)SC12,2.552243750485262
NCCCC(O)(P(=O)(O)O)P(=O)(O)O,3.919245498943397
CCC1(O)CC(OC2CC(N3CCOCC3)C(O)C(C)O2)c2c(O)c3c(c(O)c2C1O)C(=O)c1cccc(O)c1C3=O,5.290484263046421
COc1ccc(CNCC(O)COc2ccc3[nH]c(=O)ccc3c2)cc1OC,3.28378953537466
CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,4.129512658736717
COC(=O)C1c2cc3c(c(O)c2C(OC2OC(C)C(OC)C(C)(OC)C2OC)CC1(C)O)C(=O)c1c(O)cc2c(c1C3=O)OC1OC2(C)C(O)C(N(C)C)C1O,5.233664760041728
O=[As](O)(O)c1ccc(O)cc1,3.338536173355659
CCC[Sn](CCC)(CCC)OC(C)=O,4.106958254730647
CCC1(CCC(C)C)C(=O)NC(=S)NC1=O,3.180312289188501
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,3.483550212769777
CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,3.924184144469005
O=C(NC(CCN1CCCCC1)c1ccccc1)c1ccccc1,4.304345092325825
C[N+]1(Cc2ccc(-c3ccccc3)cc2)C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,4.645990803173505
C[N+]1(Cc2ccc(Cl)cc2)C2CCC1CC(OC(=O)C(O)(c1ccccc1)c1ccc(N)cc1)C2,5.29405951851306
COC12C(COC(N)=O)C3=C(C(=O)C(C)=C(N=CN(C)C)C3=O)N1CC1NC12,6.192469321802893
N[Pt]1(N)OC=C(O)O1,4.177765850729991
CN(CC(O)CO)C(=O)c1c(I)c(NC(=O)C(CO)CO)c(I)c(C(=O)N(C)CC(O)CO)c1I,1.393049922443096
